PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 63, filenames: A:[63]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[64]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-3.091635704,-0.1943599582,1
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,NaN,NaN,2
47,161,-0.9394364357,1.838360548,1
47,193,-2.613706589,1.311645865,1
47,225,-2.930250645,2.172176123,1
47,257,-2.360609293,2.732659817,1
47,289,-2.927558422,1.750234127,1
47,321,NaN,NaN,2
47,353,-0.9619387388,2.307949543,1
47,385,NaN,NaN,2
47,417,-1.641368628,3.449996471,1
47,449,-1.178446889,0.4950654507,1
47,481,-0.4424623251,0.5730779171,1
47,513,NaN,NaN,2
47,545,-2.989899158,3.958282471,1
47,577,-2.692189217,3.148411274,1
47,609,-2.91415596,3.304542542,1
47,641,-2.930470467,2.599685192,1
47,673,-2.175376892,2.554877996,1
47,705,-1.004145145,2.688153267,1
47,737,0.3031362295,0.06793308258,1
47,769,NaN,NaN,2
47,801,-0.7576118708,-0.6418081522,1
47,833,0.9446210265,-1.039842844,1
47,865,2.226199627,-0.5808974504,1
47,897,2.264111757,0.1374661922,1
47,929,2.717262983,0.9636307955,1
47,961,2.152949095,0.5400620103,1
47,993,0.5480094552,1.224688768,1
47,1025,-0.8270112276,1.120982647,1
47,1057,-0.9080813527,0.8555108309,1
47,1089,-0.6717972755,5.727981567,1
47,1121,1.656972408,5.86492157,1
47,1153,NaN,NaN,2
47,1185,0.2757234573,0.6885871887,1
47,1217,0.2694485188,2.987478256,1
47,1249,1.494864702,2.160619259,1
47,1281,1.223909616,1.037940264,1
47,1313,2.331987381,3.81285429,1
47,1345,2.962059975,5.309963703,1
47,1377,NaN,NaN,2
47,1409,NaN,NaN,2
47,1441,NaN,NaN,2
47,1473,NaN,NaN,2
47,1505,NaN,NaN,2
47,1537,NaN,NaN,2
47,1569,2.164860249,-0.2795652151,1
47,1601,0.5846807361,-1.086783171,1
47,1633,-0.4232195616,-0.8357570171,1
47,1665,-0.3035804629,1.928391695,1
47,1697,1.556642771,0.303763032,1
47,1729,4.253259659,-1.169290781,1
47,1761,NaN,NaN,2
47,1793,NaN,NaN,2
47,1825,NaN,NaN,2
47,1857,0.7787391543,2.485465527,1
47,1889,0.327573359,1.765146613,1
47,1921,NaN,NaN,2
47,1953,0.5022352338,-0.02627149224,1
47,1985,0.720903933,-0.2718246579,1
47,2017,-0.7789108753,-2.263259888,1
79,33,NaN,NaN,2
79,65,NaN,NaN,2
79,97,NaN,NaN,2
79,129,-1.123214602,-0.3490169942,1
79,161,-1.573449135,3.230640411,1
79,193,-1.795224667,3.170992613,1
79,225,-1.732213259,-0.08659002185,1
79,257,-1.124970317,-1.011831999,1
79,289,-0.9559122324,-0.7240899801,1
79,321,-2.568118811,-0.1048218012,1
79,353,-1.604981303,0.1190228462,1
79,385,-2.506570339,0.4820652604,1
79,417,NaN,NaN,2
79,449,NaN,NaN,2
79,481,-0.4098762274,0.4452294111,1
79,513,NaN,NaN,2
79,545,NaN,NaN,2
79,577,NaN,NaN,2
79,609,NaN,NaN,2
