PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 2, filenames: A:[2]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[3]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,NaN,NaN,2
47,161,-0.3991338909,10.22854042,1
47,193,NaN,NaN,2
47,225,0.7974522114,14.09011459,1
47,257,NaN,NaN,2
47,289,NaN,NaN,2
47,321,-4.733581543,8.452260017,1
47,353,-3.267122984,4.719715118,1
47,385,-1.143409729,5.77401495,1
47,417,-1.260916233,6.901062012,1
47,449,-0.4796836376,9.543785095,1
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,NaN,NaN,2
47,577,NaN,NaN,2
47,609,3.440583706,9.668344498,1
47,641,2.33136344,7.053487778,1
47,673,2.350915432,8.508856773,1
47,705,3.576416254,10.25810432,1
47,737,6.175198555,10.3198967,1
47,769,3.663420677,6.752627373,1
47,801,NaN,NaN,2
47,833,-5.048763275,24.3315773,1
47,865,-4.576955795,22.97561836,1
47,897,NaN,NaN,2
47,929,NaN,NaN,2
47,961,NaN,NaN,2
47,993,NaN,NaN,2
47,1025,NaN,NaN,2
47,1057,NaN,NaN,2
47,1089,NaN,NaN,2
47,1121,18.14608574,6.311058044,1
47,1153,NaN,NaN,2
47,1185,20.50952148,4.514269829,1
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,NaN,NaN,2
47,1313,NaN,NaN,2
47,1345,NaN,NaN,2
47,1377,8.132255554,-12.11492443,1
47,1409,NaN,NaN,2
47,1441,NaN,NaN,2
47,1473,NaN,NaN,2
47,1505,NaN,NaN,2
47,1537,31.72958565,-2.046684742,1
47,1569,NaN,NaN,2
47,1601,NaN,NaN,2
47,1633,NaN,NaN,2
47,1665,NaN,NaN,2
47,1697,NaN,NaN,2
47,1729,NaN,NaN,2
47,1761,NaN,NaN,2
47,1793,NaN,NaN,2
47,1825,22.82953262,5.019785881,1
47,1857,25.02930832,-3.585770845,1
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,-1.654023409,1.166341782,1
47,1985,-4.73222208,-0.5491086245,1
47,2017,NaN,NaN,2
79,33,-2.432796001,1.051277161,1
79,65,NaN,NaN,2
79,97,NaN,NaN,2
79,129,0.1800029576,12.42202187,1
79,161,0.8512842059,12.1132946,1
79,193,NaN,NaN,2
79,225,-0.6813031435,10.56974697,1
79,257,-1.225753903,11.0287075,1
79,289,-1.79946053,11.42088127,1
79,321,-2.874324322,13.42833614,1
79,353,NaN,NaN,2
79,385,NaN,NaN,2
79,417,1.655597568,9.24259758,1
79,449,2.986194611,9.4518013,1
79,481,2.374775887,11.52321434,1
79,513,NaN,NaN,2
79,545,NaN,NaN,2
79,577,1.32117784,13.39545918,1
79,609,NaN,NaN,2
79,641,NaN,NaN,2
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,3.727021694,12.12858105,1
79,769,NaN,NaN,2
79,801,NaN,NaN,2
79,833,NaN,NaN,2
79,865,NaN,NaN,2
79,897,NaN,NaN,2
79,929,NaN,NaN,2
79,961,NaN,NaN,2
79,993,NaN,NaN,2
79,1025,NaN,NaN,2
79,1057,15.5892067,3.792351246,1
79,1089,NaN,NaN,2
79,1121,NaN,NaN,2
79,1153,18.0629673,6.624613285,1
79,1185,19.5316124,4.446116447,1
79,1217,22.02018166,5.204030037,1
79,1249,19.4452858,3.546548605,1
79,1281,12.66742897,-9.653514862,1
79,1313,7.656241417,-9.757459641,1
79,1345,9.248065948,-9.403106689,1
79,1377,12.48069954,-9.243062019,1
79,1409,NaN,NaN,2
79,1441,NaN,NaN,2
79,1473,NaN,NaN,2
79,1505,30.33465004,-1.75053072,1
79,1537,33.02733231,-7.102937698,1
79,1569,35.06941986,-7.482280731,1
79,1601,35.62798309,-6.818920135,1
79,1633,34.46079636,-5.539046288,1
79,1665,27.85584259,-4.59735775,1
79,1697,NaN,NaN,2
79,1729,NaN,NaN,2
79,1761,NaN,NaN,2
79,1793,NaN,NaN,2
79,1825,17.26845551,1.670450687,1
79,1857,NaN,NaN,2
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,-2.5932827,-0.4441431165,1
79,2017,NaN,NaN,2
111,33,NaN,NaN,2
111,65,NaN,NaN,2
111,97,NaN,NaN,2
111,129,-0.03329849243,12.59362316,1
111,161,-1.904662371,12.7130518,1
111,193,NaN,NaN,2
111,225,-0.1480708122,9.983552933,1
111,257,-0.4798546135,10.259202,1
111,289,-0.7738221884,11.12122345,1
111,321,-1.85821104,12.67502785,1
111,353,NaN,NaN,2
111,385,NaN,NaN,2
111,417,NaN,NaN,2
111,449,5.038356781,9.442095757,1
111,481,6.882518768,12.0519886,1
111,513,NaN,NaN,2
111,545,NaN,NaN,2
111,577,1.399118781,13.64266872,1
111,609,1.651834369,13.25216579,1
111,641,2.181020498,11.68660355,1
111,673,NaN,NaN,2
111,705,4.936737061,10.13024998,1
111,737,NaN,NaN,2
111,769,NaN,NaN,2
111,801,NaN,NaN,2
111,833,NaN,NaN,2
111,865,NaN,NaN,2
111,897,NaN,NaN,2
111,929,NaN,NaN,2
111,961,12.72321701,14.1538229,1
111,993,NaN,NaN,2
111,1025,NaN,NaN,2
111,1057,17.56552887,2.006120205,1
111,1089,17.33263779,6.82311821,1
111,1121,18.53869438,7.22017765,1
111,1153,17.04278564,6.111474991,1
111,1185,19.51498032,7.138834,1
111,1217,21.27005386,5.940384388,1
111,1249,NaN,NaN,2
111,1281,NaN,NaN,2
111,1313,10.5011692,-6.570175648,1
111,1345,11.71082973,-6.711260319,1
111,1377,15.02118397,-6.954217911,1
111,1409,NaN,NaN,2
111,1441,27.70515442,-4.660648346,1
111,1473,29.41086006,-4.35831356,1
111,1505,31.97961617,-5.844788551,1
111,1537,32.5106163,-7.497097015,1
111,1569,36.99542618,-10.32803345,1
111,1601,NaN,NaN,2
111,1633,NaN,NaN,2
111,1665,NaN,NaN,2
111,1697,NaN,NaN,2
111,1729,NaN,NaN,2
111,1761,16.95429611,-2.128514767,1
111,1793,14.1173296,-1.516756535,1
111,1825,NaN,NaN,2
111,1857,NaN,NaN,2
111,1889,NaN,NaN,2
111,1921,5.252405643,-12.87854004,1
111,1953,NaN,NaN,2
111,1985,NaN,NaN,2
111,2017,-0.1754236817,0.2575868368,1
143,33,NaN,NaN,2
143,65,NaN,NaN,2
143,97,NaN,NaN,2
143,129,NaN,NaN,2
