PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 4, filenames: A:[4]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[5]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,NaN,NaN,2
47,97,-4.210609913,1.558881402,1
47,129,-5.476382732,2.588622093,1
47,161,NaN,NaN,2
47,193,NaN,NaN,2
47,225,NaN,NaN,2
47,257,-11.51503754,-7.002351761,1
47,289,-9.822378159,-4.095383167,1
47,321,-9.775643349,-3.916528702,1
47,353,NaN,NaN,2
47,385,NaN,NaN,2
47,417,NaN,NaN,2
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,NaN,NaN,2
47,577,NaN,NaN,2
47,609,-7.377356052,-3.218834877,1
47,641,-10.21242237,-0.2622563839,1
47,673,NaN,NaN,2
47,705,-5.94611454,-5.073467255,1
47,737,-5.814918518,-2.927744865,1
47,769,-3.82058239,-1.308730364,1
47,801,-4.260361195,-0.7628598213,1
47,833,NaN,NaN,2
47,865,-1.234938145,0.2305952311,1
47,897,-0.946816206,-0.1568847895,1
47,929,-1.945822477,-1.488499284,1
47,961,-0.7721517086,-0.518078506,1
47,993,1.281533003,2.033058643,1
47,1025,0.3057365417,-0.2138360739,1
47,1057,NaN,NaN,2
47,1089,NaN,NaN,2
47,1121,NaN,NaN,2
47,1153,NaN,NaN,2
47,1185,NaN,NaN,2
47,1217,0.6883649826,-1.608848572,1
47,1249,0.3942131996,-2.654102325,1
47,1281,NaN,NaN,2
47,1313,NaN,NaN,2
47,1345,3.156038284,-1.950452328,1
47,1377,2.813506126,0.577139616,1
47,1409,NaN,NaN,2
47,1441,NaN,NaN,2
47,1473,NaN,NaN,2
47,1505,6.049864769,-5.062473297,1
47,1537,4.454790115,-5.423662663,1
47,1569,NaN,NaN,2
47,1601,NaN,NaN,2
47,1633,NaN,NaN,2
47,1665,5.772162437,-4.904790878,1
47,1697,9.248691559,-7.003820419,1
47,1729,NaN,NaN,2
47,1761,7.968322754,-7.607442856,1
47,1793,8.591954231,-7.891684055,1
47,1825,7.668533802,-5.653744698,1
47,1857,4.187129021,-7.014342785,1
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,10.52724266,1.640549421,1
47,1985,NaN,NaN,2
47,2017,5.291807175,-2.250854254,1
79,33,NaN,NaN,2
79,65,-4.300476551,-0.8848819137,1
79,97,-4.78436327,-0.6643096209,1
79,129,-5.391392231,-0.4998263121,1
79,161,-5.651655197,-0.5641412139,1
79,193,-5.908017159,-1.08229804,1
79,225,-7.59548521,-3.772867203,1
79,257,-9.072292328,-4.27629137,1
79,289,-7.905453682,-3.639797211,1
79,321,-4.009856701,-1.88074851,1
79,353,-6.700448036,-3.159934282,1
79,385,NaN,NaN,2
79,417,NaN,NaN,2
79,449,NaN,NaN,2
79,481,NaN,NaN,2
79,513,NaN,NaN,2
79,545,NaN,NaN,2
79,577,NaN,NaN,2
79,609,-4.906354427,-3.123962402,1
79,641,-5.087024689,-1.004022598,1
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,-1.676841497,-1.458055496,1
79,769,-2.618080616,-1.071619034,1
79,801,-2.194551229,0.5201487541,1
79,833,NaN,NaN,2
79,865,1.551240921,0.8654055595,1
79,897,NaN,NaN,2
79,929,NaN,NaN,2
79,961,0.07010138035,-0.8042910099,1
79,993,NaN,NaN,2
79,1025,-0.8153324127,0.2655851543,1
79,1057,0.09726214409,-0.3222200871,1
79,1089,15.77291679,-7.938302994,1
79,1121,18.29319954,-7.726719379,1
79,1153,NaN,NaN,2
79,1185,NaN,NaN,2
79,1217,4.645064831,-2.39805603,1
79,1249,3.337951183,-4.246796608,1
79,1281,-1.959499359,-1.008529186,1
79,1313,0.5727968216,-3.376728058,1
79,1345,0.2197904587,-4.112459183,1
79,1377,3.811089039,-3.052346945,1
79,1409,NaN,NaN,2
79,1441,8.812568665,-4.662574768,1
79,1473,7.85860157,-3.387940884,1
79,1505,8.662866592,-6.268825531,1
79,1537,7.947046757,-5.640780926,1
79,1569,NaN,NaN,2
79,1601,6.753733635,-4.678280354,1
79,1633,NaN,NaN,2
79,1665,NaN,NaN,2
79,1697,4.963234901,-4.521388531,1
79,1729,NaN,NaN,2
79,1761,NaN,NaN,2
79,1793,7.09006691,-4.930984497,1
79,1825,6.628266811,-7.469736576,1
79,1857,6.14521122,-5.635160446,1
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,1.432394743,-2.344726562,1
79,1985,4.878232956,-0.8643943071,1
79,2017,NaN,NaN,2
111,33,-5.41055584,3.149942875,1
111,65,-4.838298321,-2.115009785,1
111,97,-5.751041412,-1.400245786,1
111,129,-6.443945885,-1.94821763,1
111,161,-4.950446606,-1.674263597,1
111,193,-5.054149628,-1.156831264,1
111,225,-5.730693817,-2.961441517,1
111,257,-6.377625942,-3.177751064,1
111,289,-6.011518478,-3.31420064,1
111,321,NaN,NaN,2
111,353,-4.811885357,-4.182662964,1
111,385,-7.880540848,-1.144198775,1
111,417,-3.968183994,-1.774538279,1
111,449,-2.022546291,-2.386118412,1
111,481,-0.6131410599,0.1327830553,1
111,513,NaN,NaN,2
111,545,-1.34616375,-0.8790335655,1
111,577,-5.470749855,-2.677319527,1
111,609,-6.669044971,-3.09993434,1
111,641,-6.233210564,-2.341270447,1
111,673,NaN,NaN,2
111,705,NaN,NaN,2
111,737,NaN,NaN,2
111,769,1.053970098,-1.051905155,1
111,801,NaN,NaN,2
111,833,NaN,NaN,2
111,865,NaN,NaN,2
111,897,1.15947485,-2.362513781,1
111,929,NaN,NaN,2
111,961,0.7076551318,-1.905683041,1
111,993,-0.4617742896,-0.5877735019,1
111,1025,-0.5682236552,-0.7159858942,1
111,1057,NaN,NaN,2
111,1089,NaN,NaN,2
111,1121,NaN,NaN,2
111,1153,NaN,NaN,2
111,1185,5.877711296,0.3935732841,1
111,1217,4.581151485,-1.826047897,1
111,1249,2.892801762,-3.414805412,1
111,1281,NaN,NaN,2
111,1313,NaN,NaN,2
111,1345,-0.06496500969,-2.326038122,1
111,1377,3.192808151,-2.858000517,1
111,1409,6.362660885,-5.297204018,1
111,1441,7.840106487,-6.261275291,1
111,1473,7.622189522,-8.917946815,1
111,1505,8.80105114,-7.191195965,1
111,1537,9.487996101,-5.595749855,1
111,1569,8.875700951,-5.036995411,1
111,1601,7.464802265,-5.31126976,1
111,1633,6.45689106,-5.655461311,1
111,1665,NaN,NaN,2
111,1697,5.996100903,-4.250717163,1
