PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 51, filenames: A:[51]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[52]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.3541786075,-0.3400020599,1
47,65,-0.1532445848,1.530174136,1
47,97,-0.2282536328,1.046954632,1
47,129,0.1251085848,1.566640973,1
47,161,0.5631098747,1.82982707,1
47,193,-1.126989365,0.1359555721,1
47,225,-0.4884135723,1.370024443,1
47,257,0.5655990839,2.175835371,1
47,289,NaN,NaN,2
47,321,5.031713963,0.1820873022,1
47,353,3.859886169,0.3738278151,1
47,385,1.30644989,0.384670496,1
47,417,NaN,NaN,2
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,1.041871667,0.1509001255,1
47,545,3.342503548,-2.475470543,1
47,577,4.550355911,-1.247427702,1
47,609,1.848526955,-1.842911959,1
47,641,NaN,NaN,2
47,673,-5.386273384,-5.302173615,1
47,705,-2.827436447,-2.886586666,1
47,737,-2.317703724,0.2653626204,1
47,769,-1.134744525,2.097295761,1
47,801,2.848120213,2.022186279,1
47,833,NaN,NaN,2
47,865,NaN,NaN,2
47,897,0.1226687431,0.6452704668,1
47,929,-1.658986092,1.020895362,1
47,961,-2.912158012,1.017489672,1
47,993,-1.463576078,1.847812772,1
47,1025,-0.8766211271,2.209666014,1
47,1057,-1.864737988,1.712056756,1
47,1089,NaN,NaN,2
47,1121,NaN,NaN,2
47,1153,0.9149492979,0.1473743916,1
47,1185,0.1457587481,1.821532726,1
47,1217,-0.09018409252,3.139240742,1
47,1249,-1.074545145,1.344863296,1
47,1281,0.02722117305,0.6283098459,1
47,1313,0.7781299949,0.4270709753,1
47,1345,1.094861269,1.30432868,1
47,1377,NaN,NaN,2
47,1409,-1.271119595,0.5187200308,1
47,1441,-1.234696865,1.031352997,1
47,1473,-1.06614852,1.838623524,1
47,1505,0.3678685427,2.668482065,1
47,1537,1.068232656,2.008384228,1
47,1569,1.026549459,0.8726301789,1
47,1601,-1.734043121,-1.824384212,1
47,1633,-1.08610487,1.821209669,1
47,1665,-0.03918993473,2.069677114,1
47,1697,1.488524199,0.4981762171,1
47,1729,0.9838542938,-0.5362333059,1
47,1761,NaN,NaN,2
47,1793,NaN,NaN,2
47,1825,NaN,NaN,2
47,1857,1.042997718,-1.267865539,1
47,1889,-0.137815237,-0.1189754009,1
47,1921,NaN,NaN,2
47,1953,-2.377700806,-1.140763283,1
47,1985,0.3139629364,-0.1779678166,1
47,2017,NaN,NaN,2
79,33,0.3174736202,0.4491396546,1
79,65,-0.3224274814,-0.3074226081,1
79,97,-0.5293424129,-0.4942026138,1
79,129,-0.2357689142,-0.05134393275,1
79,161,-0.2152236104,0.02022241056,1
79,193,-1.184143782,-0.4240427017,1
79,225,-0.2683412433,0.8397541642,1
79,257,-0.1648417711,0.7103723884,1
79,289,0.5665698051,0.08664953709,1
79,321,0.7863452435,-0.3256420791,1
79,353,0.906424284,-0.2781659067,1
79,385,NaN,NaN,2
79,417,NaN,NaN,2
79,449,NaN,NaN,2
79,481,NaN,NaN,2
79,513,3.199365139,1.154146075,1
79,545,1.874039412,-0.9845007658,1
79,577,1.808604956,-0.6283172369,1
79,609,NaN,NaN,2
79,641,-0.9912959933,-1.560617924,1
79,673,-1.758845091,-1.271677375,1
79,705,-1.16949904,0.634637773,1
79,737,-0.2137752771,0.3092610836,1
79,769,-0.04786103964,0.778676033,1
79,801,0.3794529438,1.044839978,1
79,833,NaN,NaN,2
79,865,NaN,NaN,2
79,897,1.546381354,0.905808866,1
79,929,0.03787600994,1.692957163,1
79,961,-1.853410482,1.740698814,1
79,993,NaN,NaN,2
79,1025,-0.7444676161,1.21417129,1
79,1057,-1.077367544,1.002129197,1
79,1089,-0.9920613766,-1.950712323,1
79,1121,-1.492320299,0.8584378958,1
79,1153,NaN,NaN,2
79,1185,-0.6824596524,1.398435473,1
79,1217,-0.2119835615,1.575190425,1
79,1249,-0.5121573806,1.443803906,1
