PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 54, filenames: A:[54]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[55]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.8507909775,2.093926907,1
47,65,0.04990112782,2.235476732,1
47,97,0.8117980957,2.243436098,1
47,129,1.298375845,4.086566925,1
47,161,1.399729967,5.416467667,1
47,193,-0.03126192093,4.725876808,1
47,225,0.3263237476,1.644786,1
47,257,-1.914539814,0.6831638217,1
47,289,NaN,NaN,2
47,321,NaN,NaN,2
47,353,NaN,NaN,2
47,385,NaN,NaN,2
47,417,NaN,NaN,2
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,-3.167207718,-2.912899733,1
47,577,-3.833188772,-4.191723347,1
47,609,-4.663176537,0.7984133959,1
47,641,-4.077805519,2.176499605,1
47,673,-3.714536428,1.728308201,1
47,705,-2.422888041,0.4522657394,1
47,737,NaN,NaN,2
47,769,0.78643924,-3.070885658,1
47,801,1.338860154,1.302461147,1
47,833,-0.7819254398,2.565038919,1
47,865,NaN,NaN,2
47,897,NaN,NaN,2
47,929,-0.8650881648,-3.558390141,1
47,961,-1.982273579,-0.9810545444,1
47,993,2.262821198,0.5829252005,1
47,1025,4.457379818,0.2675120234,1
47,1057,2.316614389,1.079366088,1
47,1089,-2.001989841,0.09143954515,1
47,1121,-2.227489471,-0.3992136717,1
47,1153,-1.286435127,0.5360066295,1
47,1185,-0.06925338507,-0.41100353,1
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,2.746283293,3.14225769,1
47,1313,2.470019817,1.332911968,1
47,1345,0.7376856804,-0.454375267,1
47,1377,3.201816082,2.96285677,1
47,1409,NaN,NaN,2
47,1441,NaN,NaN,2
47,1473,NaN,NaN,2
47,1505,-0.6522061825,-2.588830948,1
47,1537,-1.599513412,-2.466938019,1
47,1569,NaN,NaN,2
47,1601,1.028897047,1.522227764,1
47,1633,0.685951829,-1.142298937,1
47,1665,0.3040177822,-0.9457178116,1
47,1697,-0.783662498,-0.7385289669,1
47,1729,-0.6342675686,0.89194417,1
47,1761,-0.7758711576,1.808539033,1
47,1793,NaN,NaN,2
47,1825,NaN,NaN,2
47,1857,-0.2119576931,-2.69670248,1
47,1889,0.8865687847,-2.445532322,1
47,1921,0.553147912,-1.52756691,1
47,1953,0.2371239662,-0.1781238019,1
47,1985,0.8617018461,-0.1882711649,1
47,2017,2.900780678,0.3128805161,1
79,33,-2.568219662,0.163436532,1
79,65,NaN,NaN,2
79,97,NaN,NaN,2
79,129,0.09329324961,3.299998283,1
79,161,-0.7124898434,3.672813177,1
79,193,-0.7196115255,2.444917917,1
79,225,-0.4099964499,1.38067174,1
79,257,-2.828420639,1.250271916,1
79,289,-0.04204666615,2.273855448,1
79,321,NaN,NaN,2
79,353,NaN,NaN,2
79,385,NaN,NaN,2
79,417,-4.782574654,2.794080257,1
79,449,NaN,NaN,2
79,481,NaN,NaN,2
79,513,-2.367384195,-1.753224134,1
79,545,-1.796447635,-1.911007524,1
79,577,-1.329091191,-5.070176601,1
79,609,-1.82917285,-1.336770058,1
