PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 41, filenames: A:[41]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[42]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,NaN,NaN,2
47,97,-3.707099438,-4.102252483,1
47,129,-3.812918425,-2.718925476,1
47,161,-3.54815793,1.969132662,1
47,193,-2.948392153,3.015062809,1
47,225,-3.95125699,-1.378500342,1
47,257,-5.353019238,-3.843815327,1
47,289,-8.130028725,-1.3974998,1
47,321,-4.737635612,-0.9247220159,1
47,353,NaN,NaN,2
47,385,NaN,NaN,2
47,417,NaN,NaN,2
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,NaN,NaN,2
47,577,-2.19338274,-0.1983310282,1
47,609,-1.435998917,-0.733679831,1
47,641,-0.4206018448,-2.282504559,1
47,673,0.3910695314,-4.080225468,1
47,705,0.01854032278,-3.013852835,1
47,737,-1.469336748,1.82888484,1
47,769,-2.4749856,4.233071327,1
47,801,-2.050955057,3.276648521,1
47,833,NaN,NaN,2
47,865,3.772768974,2.387479782,1
47,897,-0.8495221138,-0.4294182062,1
47,929,-1.095752001,0.6888515949,1
47,961,NaN,NaN,2
47,993,NaN,NaN,2
47,1025,-1.268696785,0.2852742672,1
47,1057,-1.415160775,0.7264771461,1
47,1089,NaN,NaN,2
47,1121,NaN,NaN,2
47,1153,NaN,NaN,2
47,1185,0.7724208832,-3.105061531,1
47,1217,2.208728075,-0.6057991982,1
47,1249,-0.1700744629,-2.147027731,1
47,1281,0.7575006485,-1.373009682,1
47,1313,1.455503464,1.602406263,1
47,1345,0.9481682777,-0.07423368841,1
47,1377,NaN,NaN,2
47,1409,NaN,NaN,2
47,1441,-0.1207742691,1.604678154,1
47,1473,-0.3941260576,2.253688335,1
47,1505,NaN,NaN,2
47,1537,NaN,NaN,2
47,1569,NaN,NaN,2
47,1601,NaN,NaN,2
47,1633,-0.7154960632,2.715075254,1
47,1665,1.202595472,-0.4093092084,1
47,1697,-0.9210708141,-1.143792629,1
47,1729,-0.7361055017,-1.419143558,1
47,1761,0.5370978117,-3.201532125,1
47,1793,-0.4492299557,-1.892312407,1
47,1825,NaN,NaN,2
47,1857,NaN,NaN,2
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,NaN,NaN,2
47,2017,0.649245739,-1.313214779,1
79,33,6.981633186,6.208892822,1
79,65,-3.122628212,-1.259727955,1
79,97,-3.53065896,-2.727723598,1
79,129,-3.571614981,-2.335480213,1
79,161,-2.882398367,0.524230361,1
79,193,-2.613371134,-0.1946047544,1
79,225,NaN,NaN,2
79,257,-6.35827589,-2.908839703,1
79,289,-7.41139698,-3.298943996,1
79,321,NaN,NaN,2
79,353,NaN,NaN,2
79,385,NaN,NaN,2
79,417,NaN,NaN,2
79,449,0.496463418,-1.61671114,1
79,481,-1.188587666,-1.058532119,1
79,513,-3.215191603,0.01322221756,1
79,545,-3.750618219,-0.5545287132,1
79,577,-2.036739588,-0.5558853149,1
79,609,-1.586860538,-0.4445253015,1
79,641,-1.077749372,-1.094698668,1
79,673,-0.730647862,-1.826438069,1
79,705,-3.040974855,-1.219740629,1
79,737,-3.508633137,2.111503839,1
79,769,-3.280971766,3.006445885,1
79,801,-3.125622272,2.940379858,1
79,833,NaN,NaN,2
79,865,1.929657221,4.892513752,1
79,897,-0.8043285608,0.2155858278,1
79,929,-1.946373343,-0.08926540613,1
79,961,-2.788646698,-0.1623111367,1
79,993,-2.388026953,-0.09017942846,1
79,1025,-1.241557717,-0.251922965,1
79,1057,-0.4442943335,-0.0283896625,1
79,1089,NaN,NaN,2
79,1121,NaN,NaN,2
79,1153,NaN,NaN,2
79,1185,NaN,NaN,2
79,1217,-0.005831837654,0.2133426666,1
79,1249,-0.6947200894,-0.6954857111,1
79,1281,NaN,NaN,2
79,1313,NaN,NaN,2
79,1345,NaN,NaN,2
79,1377,NaN,NaN,2
79,1409,NaN,NaN,2
79,1441,-0.768966496,1.276171923,1
79,1473,-0.7256501317,1.573145509,1
79,1505,-0.6610642672,1.258898497,1
79,1537,-0.248760134,0.3611018658,1
79,1569,NaN,NaN,2
79,1601,NaN,NaN,2
79,1633,-2.08310318,-0.230999589,1
79,1665,0.3501445651,-0.03413790464,1
79,1697,0.2681497335,-0.1427525878,1
79,1729,0.1099841744,-2.441214323,1
79,1761,NaN,NaN,2
79,1793,NaN,NaN,2
79,1825,NaN,NaN,2
79,1857,NaN,NaN,2
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,NaN,NaN,2
79,2017,-1.537662506,0.2197551727,1
111,33,-1.513118982,1.427436471,1
111,65,-3.656122923,1.24185276,1
111,97,-2.448220253,-1.299507737,1
111,129,-2.550329208,-2.715689898,1
111,161,-2.534148932,-0.6322145462,1
111,193,-2.352972507,-1.424754143,1
111,225,-2.427455425,-2.551046848,1
111,257,-2.439528942,-2.545912743,1
111,289,-2.327244043,-1.554166436,1
111,321,-0.674185276,-0.2443625927,1
111,353,NaN,NaN,2
111,385,NaN,NaN,2
111,417,-2.177743673,-1.655001283,1
111,449,-2.688697577,-0.5628943443,1
111,481,-2.233128071,-0.5901734829,1
111,513,-2.399756432,-0.6356881857,1
111,545,-3.672602177,-0.7446124554,1
111,577,-3.684502602,-0.6665123701,1
111,609,-2.278351784,-0.4350551963,1
111,641,-1.124292135,-0.3351992965,1
111,673,-0.8766598701,-0.4693776369,1
111,705,NaN,NaN,2
111,737,-1.532422781,3.767396688,1
111,769,-3.186098099,2.1457479,1
111,801,-2.960271358,3.410210371,1
111,833,-1.914766073,2.508734703,1
111,865,-1.241396308,0.8261531591,1
111,897,-1.039821148,0.9104614258,1
111,929,-3.660840988,0.7268755436,1
111,961,-2.502552509,0.09018832445,1
111,993,-1.985502362,-0.2830317914,1
111,1025,-1.345297217,-0.7925416231,1
111,1057,-0.7908594608,0.06606587768,1
111,1089,-1.236337781,1.136745214,1
111,1121,-1.972379446,1.021355629,1
111,1153,-1.848263502,0.5812882185,1
111,1185,-1.60912478,0.7546042204,1
111,1217,-0.9620400071,0.1229139864,1
111,1249,-0.4134680629,0.9959381819,1
111,1281,-0.9761490226,0.3813830018,1
111,1313,-1.484195471,0.373814851,1
111,1345,-1.296817183,0.4221192002,1
111,1377,-0.6963652372,-0.03692077845,1
111,1409,NaN,NaN,2
111,1441,-2.062850714,0.5184160471,1
111,1473,-0.8124059439,0.700510025,1
