PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 6, filenames: A:[6]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[7]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-3.966405392,1.737083316,1
47,65,-6.090630054,1.316980958,1
47,97,-3.143396854,0.3574028611,1
47,129,-0.02895259857,3.696698904,1
47,161,-2.724744558,4.154378414,1
47,193,-2.418291807,1.176348805,1
47,225,-3.403803825,-1.285025597,1
47,257,-4.521636963,-2.845700026,1
47,289,-4.520997524,-2.957206726,1
47,321,-4.234326839,-1.187043667,1
47,353,NaN,NaN,2
47,385,-6.037546158,-0.5855765343,1
47,417,-7.443639755,0.2281200141,1
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,-7.211056232,14.5508728,1
47,577,-6.051680565,1.303611636,1
47,609,-4.164989471,0.4224429131,1
47,641,-3.147498608,-0.1575375795,1
47,673,NaN,NaN,2
47,705,NaN,NaN,2
47,737,NaN,NaN,2
47,769,1.194511771,-0.3510893881,1
47,801,2.323809624,0.3755025268,1
47,833,4.253015518,2.439968586,1
47,865,NaN,NaN,2
47,897,3.983755589,3.965431452,1
47,929,4.512536049,2.930511475,1
47,961,5.146278858,4.031975746,1
47,993,3.328474045,1.046218157,1
47,1025,NaN,NaN,2
47,1057,NaN,NaN,2
47,1089,NaN,NaN,2
47,1121,NaN,NaN,2
47,1153,7.969594479,-1.26096797,1
47,1185,NaN,NaN,2
47,1217,9.584499359,-0.7424777746,1
47,1249,NaN,NaN,2
47,1281,NaN,NaN,2
47,1313,7.828118324,-1.558743,1
47,1345,2.068738937,-4.978157997,1
47,1377,1.714092255,-2.105366468,1
47,1409,2.67044735,2.279545546,1
47,1441,10.02636719,4.334278107,1
47,1473,NaN,NaN,2
47,1505,11.21179962,-1.753136992,1
47,1537,10.59921169,-3.657389879,1
47,1569,NaN,NaN,2
47,1601,NaN,NaN,2
47,1633,10.59862709,-4.982757568,1
47,1665,10.82985592,-5.090229034,1
47,1697,12.83586407,-4.175004959,1
47,1729,12.96021461,-8.411619186,1
47,1761,12.18261719,-10.69049072,1
47,1793,9.150686264,-9.627687454,1
47,1825,NaN,NaN,2
47,1857,NaN,NaN,2
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,2.083298683,1.851250648,1
47,1985,NaN,NaN,2
47,2017,5.789461136,0.2774815559,1
79,33,-7.805836678,0.7381840348,1
79,65,NaN,NaN,2
79,97,0.1673164368,-0.5625525713,1
79,129,NaN,NaN,2
79,161,-3.198648214,2.876729727,1
79,193,-3.191319942,0.273314178,1
79,225,-3.30326128,-0.6277127266,1
79,257,-4.057415962,-0.67496562,1
79,289,-3.905318737,-0.798071146,1
79,321,-1.764172792,-0.1138749123,1
79,353,-0.3749291897,-0.3797991276,1
79,385,-1.830924988,0.6715646982,1
79,417,-4.006014824,0.5263179541,1
79,449,-4.446570396,-0.04274499416,1
79,481,-4.19521904,0.9507317543,1
79,513,NaN,NaN,2
79,545,-5.020059109,3.040574312,1
79,577,-3.519205332,1.491573572,1
79,609,-3.163285017,2.648339272,1
79,641,-3.352033854,1.718377709,1
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,NaN,NaN,2
79,769,-0.8466879725,0.3844637275,1
79,801,-1.101257563,-0.8216874003,1
79,833,0.5907051563,1.220900178,1
79,865,2.718339682,1.492586374,1
79,897,2.237808704,2.158747196,1
79,929,2.574216604,-1.0821805,1
79,961,1.623220921,-0.8824290037,1
79,993,0.09788060188,-0.8286193609,1
79,1025,NaN,NaN,2
79,1057,NaN,NaN,2
79,1089,NaN,NaN,2
79,1121,NaN,NaN,2
79,1153,NaN,NaN,2
79,1185,12.58163452,-0.9063216448,1
79,1217,NaN,NaN,2
79,1249,NaN,NaN,2
79,1281,11.73095226,-1.970318317,1
79,1313,10.05194283,-0.8732776642,1
79,1345,9.94230938,-0.8992342949,1
79,1377,NaN,NaN,2
79,1409,8.862985611,-0.3374690413,1
79,1441,9.090518951,0.1277113557,1
79,1473,NaN,NaN,2
79,1505,NaN,NaN,2
79,1537,NaN,NaN,2
79,1569,11.53051949,-4.876042366,1
79,1601,10.59960461,-4.844076633,1
79,1633,10.95897198,-2.853238106,1
79,1665,10.96504021,-2.186337948,1
79,1697,13.42505455,-3.740089178,1
79,1729,NaN,NaN,2
79,1761,NaN,NaN,2
79,1793,9.3446064,-7.556149006,1
79,1825,9.879162788,-7.438327789,1
79,1857,9.293182373,-5.835775852,1
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,1.032309175,0.0923511982,1
79,2017,0.8104612827,-0.1326372623,1
111,33,NaN,NaN,2
111,65,NaN,NaN,2
111,97,2.28962183,-2.765316248,1
111,129,NaN,NaN,2
111,161,NaN,NaN,2
111,193,-1.786160469,-0.2931130826,1
111,225,-3.483684778,-0.09077650309,1
111,257,-3.584066153,1.248913646,1
111,289,-3.442129612,1.590144396,1
111,321,-1.503097296,2.927119255,1
111,353,-0.04814195633,0.4983164668,1
111,385,-0.7430796623,0.9822188616,1
111,417,-3.222711086,0.9687299728,1
111,449,-4.194149971,0.148961246,1
111,481,-3.918894529,1.293903589,1
111,513,-3.713092566,2.343683958,1
111,545,-3.87336731,2.7318995,1
111,577,-3.180119276,2.441524029,1
111,609,-3.219762564,3.150351048,1
111,641,-3.293546915,2.469599724,1
111,673,-3.291063786,1.822741985,1
111,705,-2.432909727,0.4760124087,1
111,737,-4.136734009,0.8097343445,1
111,769,-1.169665813,1.007193565,1
111,801,-1.40684557,1.55020833,1
111,833,-1.790276766,1.485957623,1
111,865,0.620757997,0.06020462513,1
111,897,-0.2533211708,1.291485071,1
111,929,2.4926157,-1.372378349,1
111,961,1.762400389,-1.086714983,1
111,993,1.879121304,-0.1174358428,1
111,1025,NaN,NaN,2
111,1057,-1.313410759,13.37668705,1
111,1089,NaN,NaN,2
111,1121,NaN,NaN,2
