PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 3, filenames: A:[3]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[4]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.2301963866,7.777591705,1
47,65,-3.69573307,-2.080071688,1
47,97,-3.544453382,-2.375741005,1
47,129,-0.8655416965,-1.488610744,1
47,161,-0.6257845759,-1.120062828,1
47,193,-1.642375946,-2.541614294,1
47,225,NaN,NaN,2
47,257,NaN,NaN,2
47,289,NaN,NaN,2
47,321,NaN,NaN,2
47,353,-5.76984024,-1.481638908,1
47,385,NaN,NaN,2
47,417,-2.893130302,-2.996849537,1
47,449,-2.608279228,-1.589648962,1
47,481,-3.445548534,-2.208533049,1
47,513,NaN,NaN,2
47,545,-6.573917389,-4.014722347,1
47,577,-9.942808151,2.826394558,1
47,609,NaN,NaN,2
47,641,NaN,NaN,2
47,673,NaN,NaN,2
47,705,-8.589524269,-0.01941299438,1
47,737,-7.739896774,-2.676719189,1
47,769,-6.454870224,-2.538414955,1
47,801,-3.201943398,-0.04854619503,1
47,833,-2.465889454,-0.2523047924,1
47,865,NaN,NaN,2
47,897,-3.202320099,-3.297174931,1
47,929,-2.604437351,-1.392466784,1
47,961,-1.383008242,-0.1650890112,1
47,993,NaN,NaN,2
47,1025,-1.869019508,-1.548955917,1
47,1057,-6.089305401,-5.356473923,1
47,1089,NaN,NaN,2
47,1121,-4.556866646,-1.459309578,1
47,1153,-3.034759045,-0.08505690098,1
47,1185,-2.79611659,1.731071234,1
47,1217,-2.583748817,1.818198204,1
47,1249,-1.009719968,1.191724062,1
47,1281,NaN,NaN,2
47,1313,-1.087800741,7.661694527,1
47,1345,-1.436421871,7.048542023,1
47,1377,NaN,NaN,2
47,1409,NaN,NaN,2
47,1441,-0.7133352757,1.372564554,1
47,1473,0.02258777618,0.3936448693,1
47,1505,1.478561401,-0.100876987,1
47,1537,3.087022305,-0.3871234953,1
47,1569,1.570076466,-1.03433907,1
47,1601,NaN,NaN,2
47,1633,7.078717709,-0.8851985335,1
47,1665,3.920363426,2.376043558,1
47,1697,NaN,NaN,2
47,1729,NaN,NaN,2
47,1761,4.334886074,-2.509799242,1
47,1793,3.237923622,-2.592619896,1
47,1825,NaN,NaN,2
47,1857,-0.7026906013,-4.459014416,1
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,1.543041229,-3.32992959,1
47,2017,NaN,NaN,2
79,33,NaN,NaN,2
79,65,-0.9842116833,-2.43160367,1
79,97,-1.376777887,-3.362395287,1
79,129,-0.3558530807,-2.969166756,1
79,161,-1.236382961,-2.844464064,1
79,193,-2.650593042,-4.542995453,1
79,225,-3.916838408,-2.345382929,1
79,257,-5.489683628,-2.669507027,1
79,289,-5.691130638,-3.082818747,1
79,321,-3.690184593,-4.85471344,1
79,353,NaN,NaN,2
79,385,NaN,NaN,2
79,417,-2.426821709,-3.830569744,1
79,449,-2.954725266,-2.876259804,1
79,481,-4.496309757,-2.802011251,1
79,513,NaN,NaN,2
79,545,-9.003444672,-2.97987771,1
79,577,NaN,NaN,2
79,609,NaN,NaN,2
79,641,NaN,NaN,2
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,NaN,NaN,2
79,769,-5.153912544,-2.204641342,1
79,801,-4.003267288,-1.493771315,1
79,833,NaN,NaN,2
79,865,NaN,NaN,2
79,897,-6.384273052,-5.237298489,1
79,929,-3.683469772,-0.9933109283,1
79,961,-2.206089497,-0.4862912297,1
79,993,0.7361154556,0.4237687588,1
79,1025,-1.086127043,0.2660945356,1
79,1057,-3.88295269,-0.882569015,1
79,1089,NaN,NaN,2
79,1121,NaN,NaN,2
79,1153,-4.433054924,0.482036531,1
79,1185,-3.089658976,0.3617910743,1
79,1217,-2.651027203,1.936421156,1
79,1249,NaN,NaN,2
79,1281,-4.021473408,0.2318638563,1
79,1313,NaN,NaN,2
79,1345,-0.9453132153,7.435192585,1
79,1377,1.373268843,2.751650095,1
79,1409,-0.7621439099,0.8883860111,1
79,1441,0.4210032225,0.3632473052,1
79,1473,NaN,NaN,2
79,1505,1.38773632,0.2939509749,1
79,1537,3.626897573,0.03520159423,1
79,1569,4.906159401,0.3029227853,1
79,1601,6.394061565,-0.05134324729,1
79,1633,7.563083172,-0.1085714996,1
79,1665,7.401315689,-0.210166201,1
79,1697,4.502109051,-0.004495680332,1
79,1729,NaN,NaN,2
79,1761,NaN,NaN,2
79,1793,NaN,NaN,2
79,1825,NaN,NaN,2
79,1857,NaN,NaN,2
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,NaN,NaN,2
79,2017,15.6018877,-3.078814268,1
111,33,-1.042742252,4.386894226,1
111,65,-2.479358435,-1.411760449,1
111,97,-2.861696959,-4.057704926,1
111,129,NaN,NaN,2
111,161,NaN,NaN,2
111,193,-2.007166624,-4.83409977,1
111,225,-2.451918364,-2.835563183,1
111,257,-3.503498554,-3.271712303,1
111,289,-3.960091829,-3.170220375,1
111,321,NaN,NaN,2
111,353,NaN,NaN,2
111,385,-0.8167695999,-1.131292105,1
111,417,NaN,NaN,2
111,449,-4.61183691,-3.523026705,1
111,481,-5.068940639,-2.804992676,1
111,513,NaN,NaN,2
111,545,-7.593135357,-2.975753546,1
111,577,-9.502229691,-2.953495741,1
111,609,-8.742200851,-2.397254705,1
111,641,-8.469714165,-2.386931658,1
111,673,NaN,NaN,2
111,705,NaN,NaN,2
111,737,NaN,NaN,2
111,769,NaN,NaN,2
111,801,NaN,NaN,2
111,833,NaN,NaN,2
111,865,NaN,NaN,2
111,897,NaN,NaN,2
111,929,-4.025453091,-5.523465157,1
