PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 66, filenames: A:[66]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[67]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-4.940722466,7.726294994,1
47,65,NaN,NaN,2
47,97,-11.21106339,10.77751732,1
47,129,0.8165607452,-0.1181306839,1
47,161,2.022980213,0.3231563568,1
47,193,0.4937419593,0.8566505909,1
47,225,-0.1658885777,1.171224117,1
47,257,-0.1718873084,1.120978832,1
47,289,-0.5382039547,1.443597198,1
47,321,-1.350520849,1.606552362,1
47,353,NaN,NaN,2
47,385,-1.533452511,2.372443199,1
47,417,0.2166581154,1.710967422,1
47,449,-0.08502221107,-0.5696027279,1
47,481,-0.9880030155,-1.146848559,1
47,513,-0.4872186184,0.08315992355,1
47,545,0.951035738,-0.9333786964,1
47,577,1.150145769,0.4706014395,1
47,609,2.028539658,2.306773424,1
47,641,NaN,NaN,2
47,673,1.538399577,3.409806967,1
47,705,0.243499279,0.4867027402,1
47,737,0.4581346512,-0.5952904224,1
47,769,NaN,NaN,2
47,801,-1.581864834,-6.42561388,1
47,833,-2.419796228,-5.086452007,1
47,865,-1.230251074,0.1119246483,1
47,897,0.7028247118,0.5845816135,1
47,929,2.660752058,1.866829515,1
47,961,2.277141571,1.138656259,1
47,993,1.650810242,-1.689804196,1
47,1025,1.019984961,-1.153752565,1
47,1057,-0.4742308855,-1.694388866,1
47,1089,0.2856765985,-0.2268829346,1
47,1121,1.065072536,-1.024092913,1
47,1153,1.114351988,-3.385417223,1
47,1185,1.128565788,-2.003422022,1
47,1217,1.015246153,-0.2567056417,1
47,1249,1.095189691,-0.09421610832,1
47,1281,NaN,NaN,2
47,1313,NaN,NaN,2
47,1345,NaN,NaN,2
47,1377,NaN,NaN,2
47,1409,NaN,NaN,2
47,1441,NaN,NaN,2
47,1473,NaN,NaN,2
47,1505,1.419312716,-0.3435575962,1
47,1537,-0.01079487801,1.502855778,1
47,1569,-1.916535974,4.921274662,1
47,1601,-0.3897382021,5.500342369,1
47,1633,NaN,NaN,2
47,1665,1.105411172,0.004346549511,1
47,1697,1.521234155,-1.890509367,1
47,1729,0.9423037171,-2.541161537,1
47,1761,NaN,NaN,2
