PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 19, filenames: A:[19]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[20]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.9875266552,-0.3845858574,1
47,65,0.9162166119,0.7546048164,1
47,97,0.7840645313,2.230213642,1
47,129,-0.4709761143,1.897066116,1
47,161,NaN,NaN,2
47,193,1.553366184,-0.9858032465,1
47,225,-0.5743647814,0.6342456341,1
47,257,-0.9129426479,0.2986197472,1
47,289,-1.016607165,-2.952002287,1
47,321,-1.314778447,-3.067636013,1
47,353,NaN,NaN,2
47,385,NaN,NaN,2
47,417,-2.132639885,-4.062702179,1
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,-2.69085598,-2.439546108,1
47,545,NaN,NaN,2
47,577,-7.649806976,-1.22813797,1
47,609,NaN,NaN,2
47,641,-0.1803870201,-5.986218452,1
47,673,-3.642993927,-1.945188761,1
47,705,-0.3975865841,1.740601063,1
47,737,-1.726413727,1.030828953,1
47,769,-2.763669014,-0.2817685008,1
47,801,-2.512111664,0.03058671951,1
47,833,-1.62909317,-0.6185129285,1
47,865,NaN,NaN,2
47,897,-1.163387775,-2.723809719,1
47,929,NaN,NaN,2
47,961,-3.697263718,-1.765704393,1
47,993,NaN,NaN,2
47,1025,NaN,NaN,2
47,1057,NaN,NaN,2
47,1089,NaN,NaN,2
47,1121,-2.093136311,-0.2555600405,1
47,1153,-1.30886364,0.3225569427,1
47,1185,NaN,NaN,2
47,1217,NaN,NaN,2
47,1249,NaN,NaN,2
47,1281,-5.322958946,5.096621513,1
47,1313,-5.256282806,5.068474293,1
47,1345,-0.3878244162,4.205953121,1
47,1377,-1.710309029,1.48352766,1
47,1409,-2.392095089,-0.07747209072,1
47,1441,-0.7908787131,-0.6741734743,1
47,1473,NaN,NaN,2
47,1505,NaN,NaN,2
47,1537,0.4975182712,2.002345085,1
47,1569,NaN,NaN,2
47,1601,NaN,NaN,2
47,1633,NaN,NaN,2
47,1665,-1.756100178,3.889017105,1
47,1697,-0.319688201,6.146224976,1
47,1729,NaN,NaN,2
47,1761,1.375719309,1.004159212,1
47,1793,-0.5650761127,0.6660773754,1
47,1825,NaN,NaN,2
47,1857,-0.002011418343,-0.453323245,1
47,1889,0.3310438693,-1.533555865,1
47,1921,NaN,NaN,2
47,1953,3.071079969,-1.295481682,1
47,1985,-0.7592686415,0.1071690395,1
47,2017,1.78504324,-2.997143745,1
79,33,-2.280431271,0.6823819876,1
79,65,-1.801779032,1.390450001,1
79,97,-3.070696354,1.582441568,1
79,129,-3.514047384,0.9718288183,1
79,161,-3.550904274,0.4460154176,1
79,193,-1.613418818,-0.1565425098,1
79,225,-1.350681663,-0.08060410619,1
79,257,-1.108242631,0.301120162,1
79,289,-1.291746259,-0.7985639572,1
79,321,NaN,NaN,2
79,353,-5.179066658,-4.205182552,1
79,385,-2.532800674,-5.630764484,1
79,417,-3.256411791,-3.642839432,1
79,449,NaN,NaN,2
79,481,NaN,NaN,2
79,513,-2.604751587,-2.059233904,1
79,545,-7.671271324,-1.569119692,1
79,577,-7.615030289,-1.622967482,1
79,609,-5.501081467,-3.30406189,1
79,641,-4.449299812,-3.552773952,1
79,673,-2.052212715,-0.3952903748,1
79,705,-1.632936478,1.742177606,1
79,737,-1.718813896,0.2332755327,1
79,769,NaN,NaN,2
79,801,-0.6075899601,0.9051211476,1
79,833,-1.09094882,0.8694683313,1
79,865,NaN,NaN,2
79,897,NaN,NaN,2
79,929,-1.527633667,0.6498952508,1
79,961,-0.3262169361,0.7405737042,1
79,993,-1.62574482,1.217675328,1
79,1025,-1.364817262,1.059395313,1
79,1057,NaN,NaN,2
79,1089,NaN,NaN,2
79,1121,-1.121883392,-0.2378972471,1
79,1153,-0.7568799257,-0.9326299429,1
79,1185,0.3918458223,-0.9822970629,1
79,1217,-0.05742192268,0.5897989273,1
79,1249,0.2676879168,2.214074135,1
79,1281,NaN,NaN,2
79,1313,-1.9679178,4.316226006,1
79,1345,-0.5519963503,3.899105072,1
79,1377,-0.8082808256,2.265868664,1
79,1409,-0.9095804691,3.275564194,1
79,1441,-0.3151181936,0.7964757681,1
79,1473,-0.5838244557,1.344137669,1
79,1505,0.3571144342,2.820127964,1
79,1537,2.845335245,1.276311994,1
79,1569,NaN,NaN,2
79,1601,NaN,NaN,2
79,1633,0.5294243693,1.132356405,1
79,1665,0.05273926258,2.162402153,1
79,1697,0.4976329207,1.721211672,1
79,1729,NaN,NaN,2
79,1761,NaN,NaN,2
79,1793,NaN,NaN,2
79,1825,NaN,NaN,2
79,1857,NaN,NaN,2
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,NaN,NaN,2
79,2017,-0.1808643341,-0.4402433038,1
111,33,-3.172593594,0.4589455724,1
111,65,-3.430182934,0.2399819195,1
111,97,-3.629534245,0.7024178505,1
111,129,-2.787179708,0.9587855339,1
111,161,-1.601829052,-1.48901701,1
111,193,-3.32185936,-1.827109814,1
111,225,-4.470998764,-1.6327492,1
111,257,-3.893500805,-0.534919858,1
111,289,NaN,NaN,2
111,321,NaN,NaN,2
111,353,-2.432180882,-1.966908813,1
111,385,-3.536167145,-2.327895641,1
111,417,NaN,NaN,2
111,449,NaN,NaN,2
111,481,NaN,NaN,2
111,513,-5.340845585,-2.727944613,1
111,545,-4.351061344,-2.840308905,1
111,577,-4.798291206,-2.41026783,1
111,609,-4.602894783,-4.444787979,1
111,641,-4.456892967,-4.335210323,1
111,673,-3.066050053,0.5238582492,1
111,705,-3.020620823,1.308858395,1
111,737,-2.494878054,0.9065098763,1
111,769,NaN,NaN,2
111,801,-1.49520731,1.613975644,1
111,833,-1.675087333,0.3543011844,1
111,865,-1.755645037,-1.37962389,1
111,897,NaN,NaN,2
111,929,0.949884057,0.8263732195,1
111,961,1.443385601,1.580943584,1
111,993,0.6352747083,1.711492419,1
111,1025,-0.5664073229,-1.244781017,1
111,1057,NaN,NaN,2
111,1089,NaN,NaN,2
111,1121,NaN,NaN,2
111,1153,-1.371394992,-2.957777977,1
111,1185,-1.157113671,0.2165249586,1
111,1217,-1.533093572,1.449654341,1
111,1249,-0.7420623302,2.656742573,1
111,1281,NaN,NaN,2
111,1313,0.1880896986,2.94555378,1
111,1345,NaN,NaN,2
111,1377,-0.8302192688,1.923093557,1
111,1409,-2.29695034,3.314413309,1
111,1441,-1.157442331,1.085428476,1
111,1473,-1.155058861,0.6992894411,1
111,1505,-1.668536782,0.7155336142,1
111,1537,-1.097213984,0.5323785543,1
111,1569,0.7720018625,-1.700948238,1
111,1601,NaN,NaN,2
111,1633,1.30242753,0.4022248983,1
111,1665,1.303073406,0.8798726797,1
111,1697,0.2681645155,0.7818870544,1
111,1729,-0.5402440429,1.834109426,1
111,1761,-0.2554966807,0.05316831172,1
111,1793,-0.1062926054,-1.298930526,1
111,1825,0.1074409485,-0.375772953,1
111,1857,-1.062391877,0.2697103024,1
111,1889,NaN,NaN,2
111,1921,NaN,NaN,2
111,1953,NaN,NaN,2
111,1985,0.5097132921,-0.2293891907,1
111,2017,0.3650258183,0.2746958137,1
143,33,-5.019135475,0.3361315727,1
143,65,NaN,NaN,2
143,97,-4.112524033,-0.2123312354,1
143,129,-4.277725697,-0.4046528637,1
143,161,-4.860000134,-1.120605469,1
143,193,-3.091075182,-2.364643335,1
143,225,NaN,NaN,2
143,257,-2.457677841,1.542874694,1
143,289,-2.286600351,2.24090147,1
143,321,-3.76794529,0.08656394482,1
143,353,-3.235985041,0.01711344719,1
143,385,NaN,NaN,2
143,417,NaN,NaN,2
143,449,NaN,NaN,2
143,481,-4.281503677,-1.281550527,1
143,513,-4.371459007,-3.134964705,1
143,545,-3.830687523,-3.291973591,1
143,577,-3.543483734,-3.226002216,1
143,609,-3.948791504,-4.904380322,1
143,641,NaN,NaN,2
143,673,-3.627557516,0.6549121141,1
143,705,-2.940090656,1.179276466,1
143,737,-2.638861179,0.7270470858,1
143,769,-2.645780563,3.579298019,1
143,801,-2.201660395,2.918994427,1
143,833,-1.828471422,-0.00102815032,1
143,865,-1.514304161,-0.4479408264,1
143,897,NaN,NaN,2
143,929,-0.0329080224,1.910037994,1
143,961,0.6041362882,1.278921127,1
143,993,1.554411888,1.827434182,1
143,1025,0.4673409462,0.2737557888,1
143,1057,-4.3326931,-0.6528475285,1
143,1089,-1.660763979,1.027708888,1
143,1121,NaN,NaN,2
143,1153,NaN,NaN,2
143,1185,-1.477102041,0.6273707151,1
143,1217,-1.751413345,1.28639698,1
143,1249,-4.005058289,4.142285347,1
143,1281,NaN,NaN,2
143,1313,-0.6282926798,1.445919752,1
143,1345,-0.175490737,2.239124298,1
143,1377,-0.005696177483,1.58439374,1
143,1409,0.1606130004,0.615758121,1
143,1441,-0.08721578121,-0.01154771447,1
143,1473,0.09678396583,0.1866375208,1
143,1505,0.229315877,0.2424293756,1
143,1537,-0.21347332,0.2869727612,1
143,1569,1.253148079,1.140669107,1
143,1601,1.227242827,0.02322380245,1
143,1633,1.925154805,0.05192571878,1
143,1665,2.185712337,3.504753113e-05,1
143,1697,1.18391645,-0.004026353359,1
143,1729,0.5739343166,-0.4140966237,1
143,1761,0.8398489952,-0.7300224304,1
143,1793,0.3441768885,-1.634255171,1
143,1825,1.210250854,-2.27007699,1
143,1857,3.831632137,-0.4917220771,1
143,1889,NaN,NaN,2
143,1921,NaN,NaN,2
143,1953,NaN,NaN,2
143,1985,0.09817159176,-0.4769329131,1
143,2017,-0.3707379699,0.06474085152,1
175,33,-2.595794916,0.06463909149,1
175,65,-5.291051865,0.477842629,1
175,97,-2.666939259,-0.2702713609,1
175,129,-3.903059721,-0.9295372963,1
175,161,-3.866556406,-1.453891039,1
175,193,-1.958717108,-3.612013578,1
175,225,-1.844024897,-0.7978247404,1
175,257,-2.734434843,0.942262888,1
175,289,-2.377195358,2.155498028,1
175,321,-2.331023932,0.9399365783,1
175,353,-2.586016655,-0.6278834939,1
175,385,-2.519826174,-1.054180264,1
175,417,NaN,NaN,2
175,449,-3.486618996,0.5920901299,1
175,481,-3.190999031,-1.709203839,1
175,513,-3.884005547,-2.549151421,1
175,545,-3.163315058,-3.031815767,1
175,577,NaN,NaN,2
175,609,-2.197778225,-4.189500809,1
175,641,-2.925180912,-4.458507538,1
175,673,-2.610788107,-0.2257612348,1
175,705,-2.563999176,0.4599618316,1
175,737,-2.638758183,1.078340054,1
175,769,-2.772298336,0.5671101809,1
175,801,-2.327833652,1.128858447,1
175,833,-1.536283255,-0.8339543343,1
175,865,-0.2276735306,-1.302893519,1
175,897,0.6245412827,0.855298996,1
175,929,-2.290956974,1.298556924,1
175,961,NaN,NaN,2
175,993,NaN,NaN,2
175,1025,NaN,NaN,2
175,1057,-3.186933756,0.318985641,1
175,1089,-1.636945605,0.1844050884,1
175,1121,-1.423418164,0.6294926405,1
175,1153,-1.560595512,0.6754957438,1
175,1185,-1.562544107,0.6498613358,1
175,1217,-1.44346714,-0.3491615057,1
175,1249,NaN,NaN,2
175,1281,NaN,NaN,2
175,1313,-0.8184105158,0.5902685523,1
175,1345,-0.917701602,1.415588617,1
175,1377,NaN,NaN,2
175,1409,-0.2746060491,0.1190573573,1
175,1441,0.346914947,0.8860408664,1
175,1473,0.6780393124,0.842449069,1
175,1505,0.8557159901,0.4191299975,1
175,1537,0.9026687741,0.6017001271,1
175,1569,0.9295543432,0.5554623604,1
175,1601,1.366357327,1.374380231,1
175,1633,3.27091074,-0.04080393165,1
175,1665,2.130905867,-0.1765592396,1
175,1697,0.9423043728,-0.2115010917,1
175,1729,0.4151790738,-0.5100398064,1
175,1761,0.9275312424,-0.6656727791,1
175,1793,0.8035199642,-0.3776749969,1
175,1825,2.696428776,-2.528410435,1
175,1857,NaN,NaN,2
175,1889,0.7952162623,1.385207653,1
175,1921,NaN,NaN,2
175,1953,NaN,NaN,2
175,1985,NaN,NaN,2
175,2017,-0.8036889434,-0.5735994577,1
207,33,-0.7161558867,-0.07656931877,1
207,65,-1.591368794,1.728423357,1
207,97,-2.009139538,-0.1868170649,1
207,129,-2.6909132,-1.082081199,1
207,161,-2.909015656,-1.754844666,1
207,193,-1.630919933,-3.655510902,1
207,225,-1.539071083,-1.232758999,1
207,257,-1.954671144,0.8669098616,1
207,289,-1.781823397,1.545892,1
207,321,-2.20947504,0.2888090014,1
207,353,NaN,NaN,2
207,385,-0.8678333759,-1.57323122,1
207,417,-3.321781158,-1.608600616,1
207,449,-4.347737312,-2.105104685,1
207,481,-2.757918596,-2.698206186,1
207,513,-3.389303684,-2.670201778,1
207,545,-1.937915087,-2.104041815,1
207,577,0.1725914478,-2.412597418,1
207,609,-2.199189425,-2.092937708,1
207,641,-1.875222921,-2.523871183,1
207,673,-1.179368734,-0.7111907005,1
207,705,-1.834015369,0.06107565761,1
207,737,-3.436684132,-0.1563664973,1
207,769,-4.014539719,0.2641397119,1
207,801,-2.653925419,0.5857688189,1
207,833,-2.817370415,-0.3553984463,1
207,865,-1.413556576,-1.813411832,1
207,897,-2.416784525,-0.3561044931,1
207,929,NaN,NaN,2
207,961,NaN,NaN,2
207,993,NaN,NaN,2
207,1025,NaN,NaN,2
207,1057,NaN,NaN,2
207,1089,-1.271339774,0.9885621071,1
207,1121,-1.734842896,1.151142359,1
207,1153,-2.11972332,0.8786354065,1
207,1185,-3.345862627,0.5258363485,1
207,1217,-1.19408536,-2.330264807,1
207,1249,-1.981827855,-2.952500582,1
207,1281,NaN,NaN,2
207,1313,NaN,NaN,2
207,1345,NaN,NaN,2
207,1377,NaN,NaN,2
207,1409,-0.339987725,0.1975502968,1
207,1441,0.767003715,0.41510427,1
207,1473,1.524966717,0.5442044735,1
207,1505,3.586687565,0.5729178786,1
207,1537,NaN,NaN,2
207,1569,1.098760843,0.8190100193,1
207,1601,1.031058908,0.998913765,1
207,1633,NaN,NaN,2
207,1665,1.28174603,-0.3615502417,1
207,1697,0.6259022951,0.3441530466,1
207,1729,0.756336391,-0.2573474646,1
207,1761,1.564774513,-0.1509566158,1
207,1793,1.719745874,1.072184086,1
207,1825,1.348214626,-0.1531342268,1
207,1857,-0.3149151802,-0.05125880241,1
207,1889,-0.7589036226,-0.1053933501,1
207,1921,1.15574348,-0.2331329435,1
207,1953,NaN,NaN,2
207,1985,NaN,NaN,2
207,2017,1.469166517,-1.193454027,1
239,33,-0.8777431846,0.1555159688,1
239,65,-0.6474850178,1.620296001,1
239,97,-1.54398036,-0.3426272869,1
239,129,-1.864389896,-0.6019462347,1
239,161,-2.224169016,-1.305798769,1
239,193,-2.306175232,-1.894291878,1
239,225,-4.6421175,-3.907239437,1
239,257,-1.608787537,0.06114506721,1
239,289,-1.349362016,0.253577739,1
239,321,-1.218549013,-0.5726681352,1
239,353,-1.198558927,-1.340807676,1
239,385,-1.356626987,-1.887707949,1
239,417,-2.04978323,-2.108843565,1
239,449,-3.07848835,-3.014896393,1
239,481,-3.938941717,-3.079850197,1
239,513,-5.06695509,-2.807683229,1
239,545,NaN,NaN,2
239,577,NaN,NaN,2
239,609,-3.827844858,-1.874046922,1
239,641,-3.085704088,-0.4395447671,1
239,673,-1.513209462,0.7819216251,1
239,705,-2.101765871,-0.03220912814,1
239,737,-2.42159462,-0.3604943752,1
239,769,-2.791599274,-0.1686881483,1
239,801,-3.249168396,0.5880327225,1
239,833,-5.245405197,0.01850903034,1
239,865,-6.003026009,-0.2869372666,1
239,897,-3.481927633,-0.1795160919,1
239,929,-3.159999847,0.04500809312,1
239,961,-2.807168961,0.2382918596,1
239,993,-0.5294356346,1.09233737,1
239,1025,2.060143471,3.246361732,1
239,1057,2.079927444,4.161688805,1
239,1089,0.3880040646,1.577664495,1
239,1121,-1.280037761,1.580950737,1
239,1153,-1.375254512,0.9517021179,1
239,1185,-1.245748401,0.3400723338,1
239,1217,NaN,NaN,2
239,1249,-2.716213703,0.1399362087,1
239,1281,NaN,NaN,2
239,1313,NaN,NaN,2
239,1345,NaN,NaN,2
239,1377,NaN,NaN,2
239,1409,-0.4690204859,0.168450132,1
239,1441,0.7522085309,0.1628708541,1
239,1473,1.38545239,0.5376826525,1
239,1505,NaN,NaN,2
239,1537,NaN,NaN,2
239,1569,NaN,NaN,2
239,1601,NaN,NaN,2
239,1633,NaN,NaN,2
239,1665,1.197221637,-0.09549078345,1
239,1697,1.765909433,0.4554144144,1
239,1729,2.518276453,-0.07018205523,1
239,1761,2.433708191,-0.009450107813,1
239,1793,0.5611492395,0.7368898988,1
239,1825,0.02681811154,-0.7365636826,1
239,1857,-0.1725738347,-0.6836716533,1
239,1889,-0.2826013565,-0.06174963713,1
239,1921,0.6358339787,0.5034419894,1
239,1953,NaN,NaN,2
239,1985,0.1836509705,0.08820706606,1
239,2017,2.039328575,-1.138452411,1
271,33,-1.889362931,1.124369383,1
271,65,-1.501867294,0.007417373359,1
271,97,-2.01452589,-0.9708992839,1
271,129,-1.683404803,-1.343827724,1
271,161,-1.663232923,-1.35719645,1
