PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 9, filenames: A:[9]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[10]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
111,1569,1.692538977,0.1928217411,1
111,1601,2.793336153,-1.545551181,1
111,1633,2.567338943,-2.347397089,1
111,1665,0.3938584328,-1.806453466,1
111,1697,-0.4634188414,-1.726563334,1
111,1729,0.3100943565,-3.57774806,1
111,1761,3.744735718,1.864289165,1
111,1793,4.212265968,-1.349260807,1
111,1825,4.644143581,-3.573144197,1
111,1857,3.31868124,-7.111721039,1
111,1889,NaN,NaN,2
111,1921,NaN,NaN,2
111,1953,0.787081182,-1.844150543,1
111,1985,0.6333881617,0.04684884846,1
111,2017,0.9400789738,-1.343548536,1
143,33,-6.894300461,0.09388208389,1
143,65,NaN,NaN,2
143,97,-4.80832386,-0.1020031273,1
143,129,NaN,NaN,2
143,161,NaN,NaN,2
143,193,NaN,NaN,2
143,225,NaN,NaN,2
143,257,NaN,NaN,2
143,289,-4.371216774,1.365585327,1
143,321,-2.209326506,1.569462299,1
143,353,-1.736891389,1.589441061,1
143,385,-1.694909334,2.55645299,1
143,417,-0.6326816082,1.389842272,1
143,449,-1.290051222,1.817084551,1
143,481,-2.784104347,5.781396389,1
143,513,-2.599746227,6.628265858,1
143,545,-1.908112049,2.459862947,1
143,577,-1.796371698,1.668868542,1
143,609,-1.414699316,-0.8130073547,1
143,641,-1.325591922,3.284723043,1
143,673,-0.1374429464,2.280574322,1
143,705,0.03958034515,1.555578947,1
143,737,NaN,NaN,2
143,769,NaN,NaN,2
143,801,NaN,NaN,2
143,833,NaN,NaN,2
143,865,NaN,NaN,2
143,897,NaN,NaN,2
143,929,NaN,NaN,2
143,961,NaN,NaN,2
143,993,NaN,NaN,2
143,1025,0.6657966375,-2.241735697,1
143,1057,0.6241874695,-1.523749352,1
143,1089,0.7403908968,-2.220360994,1
143,1121,1.256382704,-2.566746712,1
143,1153,1.328643441,-1.206263065,1
143,1185,1.360317707,-1.355315685,1
143,1217,1.192907572,-0.2386951447,1
143,1249,1.461257219,-0.1859980822,1
143,1281,1.508816957,1.032990336,1
143,1313,0.03003263474,0.9458653927,1
143,1345,-1.606406331,2.175384521,1
143,1377,-0.3306570053,-0.3956321478,1
143,1409,1.312782288,-1.518091559,1
143,1441,2.026726961,-1.604738235,1
143,1473,3.047723293,-1.469541788,1
143,1505,2.889886856,-1.022141814,1
143,1537,3.061131239,-2.444391012,1
143,1569,3.176781416,-2.150245428,1
143,1601,3.101329565,-1.506023765,1
143,1633,2.894217014,-1.502503872,1
143,1665,0.4048006535,-1.591488957,1
143,1697,NaN,NaN,2
143,1729,1.35633266,-3.613985062,1
143,1761,NaN,NaN,2
143,1793,NaN,NaN,2
143,1825,5.597531796,-5.239953995,1
143,1857,4.894793987,-6.325332642,1
143,1889,NaN,NaN,2
143,1921,NaN,NaN,2
143,1953,-0.3925476074,-1.371631503,1
143,1985,0.4739694595,-0.041023314,1
143,2017,0.7866014242,-1.551658392,1
175,33,-9.385603905,0.0409193337,1
175,65,-6.961270332,-2.207308531,1
175,97,-3.520138741,-0.4835801423,1
175,129,NaN,NaN,2
175,161,-0.9554214478,-0.2172829956,1
175,193,-2.545968294,-0.05977112055,1
175,225,-3.342139959,1.281534433,1
175,257,-2.760584354,3.79581213,1
175,289,-2.582640171,4.225471497,1
175,321,-2.324746609,2.896894217,1
175,353,NaN,NaN,2
175,385,-4.786382675,3.873309135,1
175,417,-2.916947365,3.691618443,1
175,449,-3.49950242,2.705538988,1
175,481,-4.011569977,5.068109989,1
175,513,-3.659832478,4.003844261,1
175,545,-4.409106731,2.109941959,1
175,577,-3.296758175,1.101073027,1
175,609,NaN,NaN,2
175,641,NaN,NaN,2
175,673,-1.698757172,1.120604038,1
175,705,-0.9527011514,1.168101072,1
175,737,-0.5418381691,0.7968862057,1
175,769,-0.3373605609,0.2615059614,1
175,801,NaN,NaN,2
175,833,NaN,NaN,2
175,865,NaN,NaN,2
175,897,NaN,NaN,2
175,929,NaN,NaN,2
175,961,NaN,NaN,2
175,993,0.9310283661,-0.5728869438,1
175,1025,NaN,NaN,2
175,1057,2.425183773,-2.042728186,1
175,1089,0.6146779656,-2.241121054,1
175,1121,0.6900964379,-2.655277014,1
175,1153,1.363623381,-3.02912879,1
175,1185,3.727107286,-3.057171106,1
175,1217,1.798588753,-2.128126621,1
175,1249,1.997890234,-1.221411943,1
175,1281,1.960116863,-0.1055534482,1
175,1313,2.525866985,-1.149650812,1
175,1345,1.75306046,-0.5131881237,1
175,1377,0.6631319523,-0.9901231527,1
175,1409,2.702936649,-1.514931679,1
175,1441,3.681091547,0.1020066738,1
175,1473,3.733424187,0.623490572,1
175,1505,3.356407404,-1.530850887,1
175,1537,3.169260979,-3.060742378,1
175,1569,3.816403389,-3.610107899,1
175,1601,3.872395039,-2.466840029,1
175,1633,3.452274323,-1.389249682,1
175,1665,3.183933735,-1.458453774,1
175,1697,4.518521786,-1.134502888,1
175,1729,0.9653424025,0.2219412327,1
175,1761,-0.8503084183,0.2522118092,1
175,1793,NaN,NaN,2
175,1825,NaN,NaN,2
175,1857,7.272261143,-5.132525921,1
175,1889,6.39165926,-2.096225739,1
175,1921,0.8160977364,-1.32126224,1
175,1953,0.7535734177,-0.3934494853,1
175,1985,2.88627696,-0.2161676437,1
175,2017,1.114519954,-2.008955717,1
207,33,-3.526985645,0.2739188373,1
207,65,-3.997930527,-0.01463112235,1
207,97,-3.11860323,-0.8959747553,1
207,129,NaN,NaN,2
207,161,-1.124791622,0.1039533913,1
207,193,-2.484932899,0.8428356647,1
207,225,-3.216986179,2.052564144,1
207,257,-1.68163085,3.274983883,1
207,289,-1.400448918,5.905781746,1
207,321,-2.126624584,3.435670853,1
207,353,-2.342437983,0.02858161926,1
207,385,-5.771979332,1.782235622,1
207,417,-5.243345261,2.124473572,1
207,449,-4.906998634,2.682719946,1
207,481,-4.388119221,2.417814493,1
207,513,-3.745364666,1.672615051,1
207,545,-3.892595768,1.802328587,1
207,577,-5.197989464,-1.204539776,1
207,609,-3.325551033,-3.316022873,1
207,641,NaN,NaN,2
207,673,-1.047946453,0.2187597752,1
207,705,-1.212389469,0.9649443626,1
207,737,-0.5869892836,1.093183756,1
207,769,-0.1624320149,0.3427741826,1
207,801,-0.5337834358,-0.8696746826,1
207,833,-0.8505064845,-1.647809505,1
207,865,0.1331313252,-2.415173292,1
207,897,1.020784259,-3.838926554,1
207,929,2.672156811,-7.481924057,1
207,961,NaN,NaN,2
207,993,0.5962408781,-1.737879038,1
207,1025,0.4782444239,-1.85062933,1
207,1057,0.5747740865,-1.654689312,1
207,1089,0.6434060931,-2.679189205,1
207,1121,0.5606084466,-2.433765411,1
207,1153,1.113981605,-2.541903019,1
207,1185,2.392792225,-3.088008404,1
207,1217,2.554513931,-2.78724122,1
207,1249,3.069640636,-1.957939386,1
207,1281,3.354079962,-1.417735338,1
207,1313,2.509565115,-0.6327986717,1
207,1345,1.99909544,-1.208672047,1
207,1377,-0.01391410828,-1.182107925,1
207,1409,1.33758235,-2.199940443,1
207,1441,3.747279167,-2.451451778,1
207,1473,3.974086523,-2.241761923,1
207,1505,3.516339302,-2.710954189,1
207,1537,2.877759933,-3.101440907,1
207,1569,4.256588936,-3.172310829,1
207,1601,4.699946404,-2.450098515,1
207,1633,3.51828599,-1.345639467,1
207,1665,5.233133793,-3.105607033,1
207,1697,4.680572987,-2.522964239,1
207,1729,2.01348114,-1.648039818,1
207,1761,-0.3727536201,0.2688764334,1
207,1793,NaN,NaN,2
207,1825,2.281163931,-1.787665844,1
207,1857,1.831740379,-1.050615311,1
207,1889,1.180209517,-1.318577051,1
207,1921,0.608196497,-0.2592955828,1
207,1953,1.404092789,0.3173391819,1
207,1985,NaN,NaN,2
207,2017,NaN,NaN,2
239,33,-2.577921391,0.2553174496,1
239,65,-2.735999107,-0.03908084333,1
239,97,-1.680695057,0.309232235,1
239,129,-1.123708248,1.903684497,1
239,161,-1.077994943,1.163145661,1
239,193,-1.09805572,2.594234467,1
239,225,-0.9554131031,4.292817116,1
239,257,-1.480416536,3.102643967,1
239,289,-1.597926497,3.26758647,1
239,321,-1.793349981,2.722643137,1
239,353,-2.658653975,1.416851759,1
239,385,-4.730721474,0.06727385521,1
239,417,-5.029228687,1.519341826,1
239,449,-4.559152603,2.057056904,1
239,481,-3.961503744,1.846726298,1
239,513,NaN,NaN,2
239,545,-0.3346104622,2.067333221,1
239,577,-2.992849827,-0.6070582867,1
239,609,-1.345380783,-2.365374088,1
239,641,-0.6643117666,-1.56733191,1
239,673,-0.7719601393,0.2152958512,1
239,705,-1.083705902,0.8191281557,1
239,737,-0.8571577072,1.906934023,1
239,769,-0.835908711,0.02679277956,1
239,801,-3.159410477,-0.882091403,1
239,833,-3.018414021,-1.351848602,1
239,865,-0.8054660559,-2.714027166,1
239,897,-0.3356508315,-2.814060211,1
239,929,-0.02962383628,-8.465154648,1
239,961,0.1055425927,-3.020751715,1
239,993,-0.1449792832,-2.765363455,1
239,1025,-0.1701993942,-3.800363541,1
239,1057,-0.008376702666,-3.500871658,1
239,1089,0.1825354099,-3.079830408,1
239,1121,0.7436320782,-2.371897697,1
239,1153,1.325268388,-2.04820466,1
239,1185,3.749294996,-2.514315844,1
239,1217,3.302482843,-2.55127573,1
239,1249,2.537021399,-1.79937613,1
239,1281,3.416007757,-0.7293233871,1
239,1313,4.176825523,-1.016614556,1
239,1345,3.049345016,-1.333825827,1
239,1377,0.8262360096,-1.168877363,1
239,1409,2.2291255,-1.992359996,1
239,1441,2.991757631,-2.154741287,1
239,1473,3.340666294,-2.273015738,1
239,1505,3.494152546,-2.566656351,1
239,1537,3.673628569,-2.594402313,1
239,1569,3.848522663,-2.383757591,1
239,1601,3.517356634,0.1306777,1
239,1633,3.299752235,-1.208836555,1
239,1665,4.197110176,-3.50850153,1
239,1697,NaN,NaN,2
239,1729,1.733026266,-2.821209431,1
239,1761,0.003846287727,-0.8052968979,1
239,1793,1.777713895,-1.243189931,1
239,1825,2.813404322,-1.685405135,1
239,1857,1.864323735,-2.156704187,1
239,1889,-0.3721354008,-1.351172566,1
239,1921,-0.6144562364,-0.4566913843,1
239,1953,0.2677989602,0.1161268204,1
239,1985,0.4744802713,-0.2996130586,1
239,2017,1.769605398,-2.690886497,1
271,33,NaN,NaN,2
271,65,-1.962365031,-0.1211054772,1
271,97,-0.7927277088,1.45804286,1
271,129,-1.047236443,3.090152264,1
271,161,-1.232563257,1.880508542,1
271,193,-1.057270288,3.56818676,1
271,225,-1.485804558,4.605373383,1
271,257,-1.069046736,3.741570234,1
271,289,0.3060121536,1.628345013,1
271,321,-1.948862791,0.9323046207,1
271,353,-2.600847006,0.6061258316,1
271,385,-3.036834478,1.00345993,1
271,417,-3.307116508,1.189966917,1
271,449,-3.22986865,0.9760762453,1
271,481,-2.640419006,0.1505163908,1
271,513,-1.626084328,-0.5543870926,1
271,545,-1.864534736,-0.01406270266,1
271,577,-1.740595222,-0.6143500805,1
271,609,-0.07815241814,-4.152151585,1
271,641,NaN,NaN,2
271,673,NaN,NaN,2
271,705,-1.630739212,-0.02239143848,1
271,737,-1.068796515,0.8228126168,1
271,769,NaN,NaN,2
271,801,NaN,NaN,2
271,833,-2.671596289,-0.2686367035,1
271,865,-1.100284219,-2.556651354,1
271,897,-1.149982691,-5.485752106,1
271,929,NaN,NaN,2
271,961,0.6428177357,-3.058199167,1
271,993,-0.9305458665,-3.363351345,1
271,1025,0.1409001946,-5.005055904,1
271,1057,0.3905754089,-5.267885208,1
271,1089,0.3661689758,-3.416111946,1
271,1121,0.8005040884,-2.540224552,1
271,1153,NaN,NaN,2
271,1185,4.693062782,-1.223452926,1
271,1217,2.826382399,-1.322538018,1
271,1249,2.82382679,-1.840204239,1
271,1281,3.511983633,-1.208369255,1
271,1313,3.169825792,-1.478278637,1
271,1345,3.082746506,-1.591023207,1
271,1377,2.980736256,-0.6177543998,1
271,1409,2.526714563,-1.023017883,1
271,1441,2.438466549,-1.412660122,1
271,1473,2.765557528,-1.674896717,1
271,1505,NaN,NaN,2
271,1537,NaN,NaN,2
271,1569,2.833723068,-1.676253319,1
271,1601,3.276288509,0.9622694254,1
271,1633,2.783455372,-1.194126129,1
271,1665,0.3176374435,-1.616507769,1
271,1697,0.8187134266,-2.396578789,1
271,1729,0.9034125805,-2.673744917,1
271,1761,1.979328156,-1.781957984,1
271,1793,2.324156761,-1.074124098,1
271,1825,2.179135799,-1.552851677,1
271,1857,1.917031884,-3.60904026,1
271,1889,0.9683901072,-1.508326292,1
271,1921,0.2696349621,-0.7334282994,1
271,1953,-1.063395023,-0.06178417802,1
271,1985,-1.336676955,-0.174693957,1
271,2017,1.163572311,-2.441625118,1
303,33,-1.399721265,-0.04210686684,1
303,65,-0.7778095007,-0.2191389203,1
303,97,-0.02653050423,1.285459876,1
303,129,-1.302445531,2.282859325,1
303,161,-1.582623005,3.315103531,1
303,193,-2.28351593,4.053450584,1
303,225,-4.343594551,3.125762939,1
303,257,-2.049260139,2.247411251,1
303,289,-1.596426725,0.2959880233,1
303,321,-2.011242867,-0.879863739,1
303,353,-2.173657894,-0.971167624,1
303,385,-2.274130821,1.451025963,1
303,417,-2.422825575,1.532691121,1
303,449,-1.981940269,-0.4604080319,1
303,481,-1.836120367,-0.490308702,1
303,513,-2.951538563,-0.1380962282,1
303,545,-0.9262421131,0.801325202,1
303,577,-0.01681613922,2.264920712,1
303,609,-0.7085758448,-5.148030758,1
303,641,NaN,NaN,2
303,673,-0.5987665653,-3.755322933,1
303,705,-1.093369126,-0.6516153812,1
303,737,-0.5367325544,1.250733376,1
303,769,0.2560942173,-1.155036688,1
303,801,NaN,NaN,2
303,833,NaN,NaN,2
303,865,-2.043404102,-2.788479328,1
303,897,-0.9309273362,-6.871542454,1
303,929,NaN,NaN,2
303,961,-0.6026291847,-3.147493601,1
303,993,-0.825122416,-3.126554966,1
303,1025,-0.7484605908,-4.378983498,1
303,1057,-0.4007704854,-5.610792637,1
303,1089,-0.1170520782,-3.947945595,1
303,1121,0.2403159738,-3.049778223,1
303,1153,0.4126245379,-2.437562466,1
303,1185,0.4956980944,-1.649694204,1
303,1217,2.795049191,-1.448398352,1
303,1249,2.61248374,-0.7106034756,1
303,1281,2.27253437,-2.470291376,1
303,1313,2.312870026,-2.31653595,1
303,1345,2.748219967,-1.335210085,1
303,1377,3.019807339,1.795475721,1
303,1409,2.880882025,1.325868607,1
303,1441,1.018554688,-0.9002196789,1
303,1473,NaN,NaN,2
303,1505,2.713947535,0.8938465118,1
303,1537,1.015183926,-1.939587831,1
303,1569,1.069573402,-1.616991043,1
303,1601,0.9048538208,-0.8553230762,1
303,1633,-0.1757974625,-1.467767358,1
303,1665,NaN,NaN,2
303,1697,1.892986059,-0.7182850838,1
303,1729,1.309295416,-2.133524656,1
303,1761,2.954574347,-2.276083708,1
303,1793,4.105801582,-2.541434288,1
303,1825,2.538614035,-1.371200442,1
303,1857,1.349414587,-2.204983234,1
303,1889,0.9104729891,-3.061383009,1
303,1921,0.7309362888,-0.3386544883,1
303,1953,-0.8638231754,0.1079662889,1
303,1985,0.2570974827,-0.228948012,1
303,2017,1.857623577,-1.796153665,1
335,33,-1.505737066,0.2997680902,1
335,65,-0.9046705961,-2.245542526,1
335,97,NaN,NaN,2
335,129,-1.659653187,0.7484564781,1
335,161,-1.890025377,2.55518198,1
335,193,-2.339261055,0.7461074591,1
335,225,-2.308739662,2.03482604,1
335,257,-1.896145105,1.185748935,1
335,289,-1.757034421,-0.7404536605,1
335,321,-2.930191994,-1.32002449,1
335,353,-1.995176911,-1.453315854,1
335,385,-1.916933298,-0.4866868258,1
335,417,-2.623566151,-0.6084234715,1
335,449,-1.451558352,-1.307022333,1
335,481,-1.572865605,-0.941111207,1
335,513,-1.943914056,-0.3899131417,1
335,545,-1.811582208,0.6445631385,1
335,577,-1.928139687,-0.418005228,1
335,609,-2.214000225,-1.625242949,1
335,641,-2.173604965,-4.652644157,1
335,673,-2.104097366,-2.548057079,1
335,705,-1.953296423,1.694471359,1
335,737,-1.265767694,2.799575567,1
335,769,0.6303431988,0.2065160275,1
335,801,-1.126179576,1.029081106,1
335,833,NaN,NaN,2
335,865,-1.547161222,-2.599063158,1
335,897,-1.04628849,-4.616736412,1
335,929,NaN,NaN,2
335,961,NaN,NaN,2
335,993,-1.562142134,-1.464277744,1
335,1025,NaN,NaN,2
335,1057,NaN,NaN,2
335,1089,-2.907510757,-7.120282173,1
335,1121,-1.89554882,-6.787332535,1
335,1153,NaN,NaN,2
335,1185,1.122869611,-3.152848482,1
335,1217,2.36751771,-2.738603592,1
335,1249,2.386489868,-2.906060696,1
335,1281,2.087773323,-3.536740541,1
335,1313,2.31989646,-3.955568552,1
335,1345,2.839926243,-2.092047453,1
335,1377,NaN,NaN,2
335,1409,NaN,NaN,2
335,1441,NaN,NaN,2
335,1473,NaN,NaN,2
335,1505,NaN,NaN,2
335,1537,4.88847971,-2.505529404,1
335,1569,NaN,NaN,2
335,1601,NaN,NaN,2
335,1633,2.122158527,-1.924098015,1
335,1665,1.00427413,-1.617168307,1
335,1697,2.495725632,-1.582290173,1
335,1729,2.764009714,-1.654330969,1
335,1761,3.320419312,-1.732815504,1
335,1793,2.969948053,-1.916109443,1
335,1825,2.112474203,-3.200971127,1
335,1857,1.072638273,-1.12593174,1
335,1889,-1.306163311,-0.7700033188,1
335,1921,2.141690016,1.463517904,1
335,1953,2.106376648,0.3379849494,1
335,1985,0.8552283049,-0.09332112968,1
335,2017,0.7632453442,-1.083912134,1
367,33,NaN,NaN,2
367,65,NaN,NaN,2
367,97,-1.847980261,-2.571633816,1
367,129,-1.260957003,0.1239666045,1
367,161,-1.30749476,0.4141716361,1
367,193,-1.450613618,0.3364908397,1
367,225,-1.812163472,0.7647621036,1
367,257,-1.836105585,0.1156592965,1
367,289,-2.300383091,-0.9055960178,1
367,321,-2.342831373,-0.8043746352,1
367,353,-1.90712142,-1.33120513,1
367,385,-1.110242367,-2.110257864,1
367,417,-1.201930881,-2.872736216,1
367,449,-0.5248149633,-2.610511541,1
367,481,-1.260598302,-4.11093998,1
367,513,-2.136984348,-2.591103077,1
367,545,-0.388070941,0.03784376383,1
367,577,-1.68238759,-0.8427962065,1
367,609,-3.078177929,-0.5345968008,1
367,641,-4.430448532,-2.604042053,1
367,673,-3.537730217,-2.464112043,1
367,705,-2.605141163,-2.081917048,1
367,737,-0.4021663666,2.255788088,1
367,769,-0.317291975,-1.494971275,1
367,801,0.0131483078,-1.858513594,1
367,833,-1.75436914,-3.910526276,1
367,865,-1.483644247,-3.827011108,1
367,897,-0.8765717745,-2.315049171,1
367,929,-2.592737913,-1.570831299,1
367,961,-3.393241882,-2.004589558,1
367,993,-2.365291119,-1.76793313,1
367,1025,NaN,NaN,2
367,1057,NaN,NaN,2
367,1089,-1.740628362,-7.428229809,1
367,1121,NaN,NaN,2
367,1153,NaN,NaN,2
367,1185,1.449950457,-3.327377796,1
367,1217,NaN,NaN,2
367,1249,2.364489079,-3.972030163,1
367,1281,2.428279638,-4.371749878,1
367,1313,NaN,NaN,2
367,1345,2.770935774,-3.792568207,1
367,1377,4.800822258,-2.214465618,1
367,1409,4.637283802,-1.040346026,1
367,1441,3.907499075,-2.137609005,1
367,1473,NaN,NaN,2
367,1505,NaN,NaN,2
367,1537,5.320837021,-7.606527805,1
367,1569,2.760786057,-4.642893791,1
367,1601,NaN,NaN,2
367,1633,NaN,NaN,2
367,1665,2.896363735,3.627932072,1
367,1697,3.256978035,-1.13794899,1
367,1729,3.612133026,-1.379559517,1
367,1761,5.071066856,-1.55169642,1
367,1793,2.096021414,-1.959878683,1
367,1825,0.7778143883,-2.423321724,1
367,1857,NaN,NaN,2
367,1889,NaN,NaN,2
367,1921,NaN,NaN,2
367,1953,2.626493216,0.6154505014,1
367,1985,1.072448492,-0.3240861893,1
367,2017,0.8278781772,-0.8828234673,1
399,33,0.4651975632,2.897472143,1
399,65,-0.1573979855,-2.269124031,1
399,97,-0.4439769983,-2.389460087,1
399,129,-1.072708845,-0.5017528534,1
399,161,-0.4561266899,-0.704741776,1
399,193,0.04230082035,0.2635509372,1
399,225,-1.10749507,0.3383701444,1
399,257,-1.936235189,-0.8522949815,1
399,289,-2.902046442,-0.5448145866,1
399,321,-3.421002626,-1.488712311,1
399,353,-1.926657915,-2.017968178,1
399,385,-0.781298995,-1.685803294,1
399,417,0.09303700924,-3.023073435,1
399,449,-0.447178483,-3.062071562,1
399,481,-1.02908957,-3.714846134,1
399,513,-1.106082082,-4.456330299,1
399,545,-0.8154087067,0.2064332366,1
399,577,-0.9031722546,-0.7074521184,1
399,609,-3.175048828,0.4805076122,1
399,641,-4.530538559,-3.096915245,1
399,673,-4.067732334,-5.452069759,1
399,705,-1.888821602,-2.451630592,1
399,737,NaN,NaN,2
