PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 8, filenames: A:[8]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[9]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.379518986,0.3189968467,1
47,65,0.7103157043,0.5494215488,1
47,97,0.8044769764,0.3655146956,1
47,129,1.467521191,0.9941120148,1
47,161,1.522750854,0.8415488005,1
47,193,1.435607433,-0.9088596702,1
47,225,1.519813061,-0.3274956346,1
47,257,1.040777206,0.2927545309,1
47,289,0.6484470367,0.5293594003,1
47,321,-0.1370658875,-0.2567133904,1
47,353,-0.6017878652,-0.9030020833,1
47,385,0.437395215,-0.4623166919,1
47,417,1.052244306,0.5914205909,1
47,449,0.1383773088,0.7179913521,1
47,481,-0.5235367417,0.6142206192,1
47,513,-0.02827432752,0.7818522453,1
47,545,0.3018480837,0.4236713648,1
47,577,-0.1485287845,-0.1613201797,1
47,609,-1.191385627,-1.602247238,1
47,641,-1.158780336,-1.518640757,1
47,673,-0.9708707333,0.2685434818,1
47,705,-0.4828333855,0.1887027621,1
47,737,0.3661192656,0.3602283597,1
47,769,0.207269907,0.859460175,1
47,801,-2.108598948,0.7972189784,1
47,833,-2.704128027,0.8042205572,1
47,865,-1.190984726,1.186882973,1
47,897,-0.8677725792,0.305192709,1
47,929,-0.9708484411,0.2883452177,1
47,961,-0.355517745,-0.06428349018,1
47,993,-0.4513018131,0.292408824,1
47,1025,1.127925873,0.9086833,1
47,1057,1.867694616,1.013165116,1
47,1089,1.868257284,1.410111189,1
47,1121,1.801242828,2.063775063,1
47,1153,2.372245073,2.210824966,1
47,1185,3.071709633,1.797091961,1
47,1217,4.718514919,1.096633554,1
47,1249,3.605633259,0.7844389677,1
47,1281,1.640695333,0.9204740524,1
47,1313,1.832480431,0.9313696623,1
47,1345,2.527593136,1.630657911,1
47,1377,1.994247198,1.970546603,1
47,1409,0.642064333,1.361549854,1
47,1441,-1.220488787,0.9943124056,1
47,1473,-1.200583696,0.2533155084,1
47,1505,-0.1749227047,0.6569906473,1
47,1537,0.593935132,-0.5352804661,1
47,1569,0.3178313971,-0.5763702393,1
47,1601,-0.169356823,-1.693229198,1
47,1633,-0.6743700504,-1.319623947,1
47,1665,-0.4613772631,-0.2925547957,1
47,1697,0.5214112997,0.700094223,1
47,1729,0.3146286309,1.222742915,1
47,1761,-0.30200845,0.9237550497,1
47,1793,0.2349999547,0.2870312929,1
47,1825,0.08007776737,0.2031884193,1
47,1857,0.3938046694,0.3943859339,1
47,1889,0.07490301132,0.5950772762,1
47,1921,-0.04417562485,0.4225978851,1
47,1953,-0.2055279016,0.006369113922,1
47,1985,-0.3085221052,-0.2753856182,1
47,2017,-0.3375614882,0.1393146515,1
79,33,0.8586544991,0.1537486315,1
79,65,2.006421566,2.848867893,1
79,97,0.9987328649,5.157586098,1
79,129,0.2836464643,1.706502199,1
79,161,0.7804546356,1.190322995,1
79,193,0.7496362329,0.51256001,1
79,225,0.4895266294,0.07389339805,1
79,257,-0.2151995897,0.07102778554,1
79,289,0.1876933724,0.2880008221,1
79,321,0.4982258379,0.8351826668,1
79,353,-0.01202726364,0.4643998146,1
79,385,0.4414969087,0.6420031786,1
79,417,1.337164044,0.5959672928,1
79,449,-3.253870964,0.3264190555,1
79,481,-0.2267544866,-0.1023846269,1
79,513,-0.2550195456,0.05467697978,1
79,545,-0.2825937867,-0.1112305447,1
79,577,0.3721941411,-0.7454870939,1
79,609,0.1672243774,-1.446153641,1
79,641,-0.1529053748,-1.089048862,1
79,673,-0.07811427116,0.2420371026,1
79,705,0.4884926975,1.127852201,1
79,737,0.3054310083,1.610185385,1
79,769,-0.3550382853,0.5245477557,1
79,801,-1.066538692,1.086802125,1
79,833,-1.345446348,1.477614164,1
79,865,-0.462048769,1.486080527,1
79,897,0.1976047754,1.104430437,1
79,929,0.2410361171,1.236126184,1
79,961,0.2208889127,0.5615187883,1
79,993,-0.09812498093,0.53746593,1
79,1025,0.4092811346,0.6437705159,1
79,1057,0.866886735,0.832460165,1
79,1089,0.5927847624,0.8202290535,1
