PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 21, filenames: A:[21]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[22]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,4.097042561,-0.03335189819,1
47,65,0.7182998657,0.8425730467,1
47,97,-0.5690836906,1.444431543,1
47,129,0.07577133179,1.791339397,1
47,161,0.03441905975,1.408464432,1
47,193,1.687537432,0.9257363081,1
47,225,0.6856367588,-1.248126268,1
47,257,-0.6976747513,-2.497206211,1
47,289,1.596593142,-1.759171724,1
47,321,0.2703166604,-1.073369622,1
47,353,-0.2979878783,-0.6584897041,1
47,385,0.280045867,0.3399292827,1
47,417,-0.120148778,0.6023586988,1
47,449,-1.381479025,1.182469726,1
47,481,-2.216236353,0.9916176796,1
47,513,-1.51915288,-0.1454952955,1
47,545,0.0375430584,-0.04445391893,1
47,577,0.1732926369,-0.8758336306,1
47,609,0.8506364226,-0.2627027929,1
47,641,1.191280007,1.327019215,1
47,673,0.4850020111,1.628590107,1
47,705,0.4919270873,1.288521409,1
47,737,0.4345500469,0.8501601815,1
47,769,-0.3106620312,0.6164559722,1
47,801,-1.685132742,0.3853338063,1
47,833,-0.5247101188,0.3578731418,1
47,865,0.3403354585,-0.7550576925,1
47,897,0.186765492,-1.024351239,1
47,929,0.6841471195,-1.096398473,1
47,961,1.442115903,0.2303394079,1
47,993,0.5035727024,0.7845261097,1
47,1025,0.6663572788,-0.003496721387,1
47,1057,0.9202544689,-0.1287407726,1
47,1089,-0.1990677118,0.9892892838,1
47,1121,1.090069652,2.39485836,1
47,1153,3.399992466,1.610697746,1
47,1185,3.877771616,1.925686598,1
47,1217,3.358653069,2.398694992,1
47,1249,-0.525810957,0.7226935625,1
47,1281,-5.64496994,-3.767870903,1
47,1313,-4.554323196,0.4197770357,1
47,1345,-0.2081770897,1.089655757,1
47,1377,0.7840089798,2.580863237,1
47,1409,2.008217335,2.630940437,1
47,1441,1.70489049,1.752516985,1
47,1473,1.055153489,0.2952542305,1
47,1505,1.147740364,0.2010475397,1
47,1537,1.762018442,0.1610944271,1
47,1569,2.485688448,-0.0960162878,1
47,1601,2.529094219,0.3829978704,1
47,1633,1.544198036,-0.716003418,1
47,1665,2.574890375,0.1472598314,1
47,1697,3.353900909,-0.9366945028,1
47,1729,2.857026577,-1.248130202,1
47,1761,2.496296883,0.4570428133,1
47,1793,-0.2053756714,0.7269203663,1
47,1825,0.8743276596,0.6583749056,1
47,1857,0.8328428268,0.09668050706,1
47,1889,0.3950169086,0.2503798902,1
47,1921,0.4402501583,-0.9026860595,1
47,1953,0.7726975083,-0.5472683907,1
47,1985,0.2284896374,-0.174708873,1
47,2017,0.1471368074,-1.877171755,1
79,33,2.862577438,1.291142225,1
79,65,-1.125474453,2.604297161,1
79,97,0.5166369677,0.09685921669,1
79,129,-0.3556018472,2.111554146,1
79,161,-1.718046069,3.723994255,1
79,193,-2.671148539,3.041156769,1
79,225,-2.716461897,0.3490000665,1
79,257,-2.983091116,-1.336809278,1
79,289,-1.123664975,-1.134140134,1
79,321,0.6379512548,-0.4513562322,1
79,353,1.565239549,-0.3788994551,1
79,385,1.770426393,0.5836859941,1
79,417,1.462375879,0.08756506443,1
79,449,-0.01329535246,0.2975974083,1
79,481,-0.6524475813,0.4564927816,1
79,513,-0.4039929509,-0.3571124077,1
79,545,0.4968174994,0.04975666106,1
79,577,0.795072794,0.1707617193,1
79,609,0.1098822057,0.1922672093,1
79,641,-0.8916003704,0.1438335925,1
79,673,0.3625135124,0.2624993324,1
79,705,0.5720939636,0.2410293221,1
79,737,0.3619661033,0.5785505772,1
79,769,0.01621830463,1.058448434,1
79,801,-4.8789258,-1.689620972,1
79,833,-0.3851973414,-0.1244756877,1
79,865,-0.1753810495,-0.7280960679,1
79,897,-0.4899140894,-1.482417703,1
79,929,-0.2396563292,-1.429131031,1
79,961,0.2730617523,-1.293452621,1
79,993,0.4831596613,0.06190145016,1
79,1025,0.6167001128,-0.1078993082,1
79,1057,0.3430191875,-0.2337725908,1
79,1089,0.2317980528,0.8781109452,1
79,1121,0.9007902145,1.072843075,1
79,1153,3.641374826,0.7045533657,1
79,1185,4.655611992,1.261171579,1
79,1217,3.555458307,1.261116743,1
79,1249,3.859135151,0.8427304626,1
79,1281,3.374847889,0.3954077959,1
79,1313,1.213347912,0.1593807936,1
79,1345,1.428819895,0.4151620269,1
79,1377,1.560389996,1.030249119,1
79,1409,2.323614836,1.118304729,1
79,1441,2.565648556,1.094168067,1
79,1473,0.9603190422,1.385314703,1
79,1505,-0.6784467697,3.436111927,1
79,1537,1.498843789,0.9112202525,1
79,1569,1.895444036,0.3792717457,1
79,1601,2.192451477,-0.6256638765,1
79,1633,2.74086833,-5.213441372,1
79,1665,1.964885473,-0.3956023455,1
79,1697,1.39243722,-0.3744599819,1
79,1729,0.9861676693,0.1654918194,1
79,1761,1.068521976,0.2852182984,1
79,1793,1.059126377,0.394254297,1
79,1825,1.069825888,0.1578525305,1
79,1857,0.5923029184,-0.1455892771,1
79,1889,0.3153745532,-0.2829058766,1
79,1921,0.3086426854,-1.033995152,1
79,1953,0.604003191,-0.422234863,1
79,1985,0.4435800016,0.006085813046,1
79,2017,0.329464674,-0.4442363679,1
111,33,1.745419264,0.760661304,1
111,65,0.5756363869,0.07529199123,1
111,97,-0.2669750452,0.7831231356,1
111,129,-0.9485685825,0.9097025394,1
111,161,-1.411554098,3.315248251,1
111,193,-2.036212206,2.970261812,1
111,225,-2.178266525,0.6685477495,1
111,257,-2.43584156,-0.3396696746,1
111,289,-1.341566205,-0.3739606738,1
111,321,0.3843623102,0.2532165647,1
111,353,1.668482065,0.5292890072,1
111,385,3.339728117,0.6592174172,1
111,417,4.341530323,0.5586874485,1
111,449,13.67327213,11.48896027,1
111,481,0.3235634565,-0.2466240227,1
111,513,0.298619926,0.05667623878,1
111,545,0.4656569362,0.455488205,1
111,577,1.056846142,0.9700168371,1
111,609,-0.7077593803,0.1952628791,1
111,641,-1.849568129,0.05777737498,1
111,673,0.3795711398,0.02604314685,1
111,705,1.012006164,0.2710124552,1
111,737,0.4998794794,0.3700719476,1
111,769,0.09428143501,0.3800324798,1
111,801,-0.6843906045,-0.5720933676,1
111,833,-0.06515123695,0.07764860243,1
111,865,-0.1403709948,-0.4279462099,1
111,897,-0.1086656004,-0.916947484,1
111,929,0.2915989757,-0.8679557443,1
111,961,0.5996752977,-0.6243178844,1
111,993,0.5536051989,-0.1025697738,1
111,1025,0.5380372405,-0.2368272543,1
111,1057,0.4099256396,-0.1059242636,1
111,1089,0.3216333389,0.2742375731,1
111,1121,1.321084976,0.2292135954,1
111,1153,3.254532576,0.6842652559,1
111,1185,3.992459297,0.9783047438,1
111,1217,3.814641476,1.167995811,1
111,1249,3.956087351,0.7838731408,1
111,1281,3.36553812,0.07643711567,1
111,1313,0.9715285301,0.2700792849,1
111,1345,0.8799848557,0.3146823049,1
111,1377,1.344045401,0.6567575336,1
111,1409,3.395744801,0.9753392339,1
111,1441,3.471447706,0.9240663052,1
111,1473,2.366156816,0.5620321631,1
111,1505,0.1950221062,3.146484375,1
111,1537,1.265316606,1.144317389,1
111,1569,1.855319619,-0.1632229686,1
111,1601,2.275718212,-5.963632584,1
111,1633,2.561778545,-3.641897202,1
111,1665,1.052259684,-1.459196806,1
111,1697,0.4830566645,-0.2969102263,1
111,1729,-0.1065711379,0.4627123475,1
111,1761,0.01133048534,0.4053783119,1
111,1793,0.4527047873,-0.1242542863,1
111,1825,0.6729467511,-0.1026569754,1
111,1857,0.5948646069,-0.293510139,1
111,1889,0.3763289452,-0.3594584465,1
111,1921,0.08194309473,-0.5965129137,1
111,1953,0.08442160487,-0.2961650789,1
111,1985,0.5665260553,0.228490591,1
111,2017,0.4378094077,0.07912805676,1
143,33,0.4698899984,0.257445693,1
143,65,-0.1822500527,0.306204617,1
143,97,-1.080853939,0.9341672659,1
143,129,-0.9611592889,0.118917346,1
143,161,-0.6888930798,1.201223612,1
143,193,-0.4118561745,1.293122649,1
143,225,-1.813134909,0.8313912153,1
143,257,-2.030385971,0.5613135099,1
143,289,-1.158093214,0.7420163155,1
143,321,0.7834921479,1.065207005,1
143,353,2.032650471,1.336123943,1
143,385,2.56510973,0.9055330753,1
143,417,2.402867556,0.4448956251,1
143,449,1.222775221,-0.005459904671,1
143,481,0.1632725,0.1215791702,1
143,513,-0.09444475174,1.349986553,1
143,545,0.351074934,1.165938377,1
143,577,0.5518279672,0.4953510761,1
143,609,-0.04952022433,0.4989529848,1
143,641,0.2748863399,0.3368426561,1
143,673,0.4745683074,0.4300898612,1
143,705,0.3208938837,0.7672972679,1
143,737,1.700805545,2.717993975,1
143,769,1.647601485,0.9621496201,1
143,801,0.2496021986,0.02575865388,1
143,833,0.110942468,0.001822531223,1
143,865,0.2799059749,-0.05575603247,1
143,897,-1.04802072,-0.8801754713,1
143,929,-7.767418385,-2.793230057,1
143,961,0.8438737392,0.6137814522,1
143,993,1.235420108,0.4187071919,1
143,1025,1.098995805,0.2830166817,1
143,1057,1.305058479,0.306758225,1
