PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 33, filenames: A:[33]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[34]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.647086143,0.1208126545,1
47,65,3.960577011,0.2478483915,1
47,97,3.949187756,-2.801558733,1
47,129,1.877585649,0.955016017,1
47,161,1.597023368,1.041691542,1
47,193,0.8268173933,1.22271359,1
47,225,0.157350719,1.584094524,1
47,257,0.1290848255,1.30999732,1
47,289,-0.5381367207,1.060237408,1
47,321,-1.347693801,1.584541082,1
47,353,-2.232870579,3.229440212,1
47,385,-2.631896019,4.250650406,1
47,417,-3.464993954,5.320005417,1
47,449,-1.044947863,1.529588938,1
47,481,0.8717315197,-1.745997667,1
47,513,0.136431694,-0.1595480442,1
47,545,-2.029188395,0.8989218473,1
47,577,-5.132638931,1.290665984,1
47,609,-5.835561275,0.8582253456,1
47,641,-3.031875134,2.155262232,1
47,673,-1.141777515,0.7797648907,1
47,705,-1.150504112,-0.3738441467,1
47,737,-2.586117744,0.8782739639,1
47,769,-2.550946712,-0.3104538918,1
47,801,-2.553238869,1.015160322,1
47,833,-0.2299003899,-0.03979110718,1
47,865,1.17993784,0.02580142021,1
47,897,1.26711607,0.3754322529,1
47,929,1.197755694,-0.7986296415,1
47,961,0.4907468557,-0.8976655006,1
47,993,0.9339050651,0.5071669817,1
47,1025,1.284359097,2.029834032,1
47,1057,1.818544507,1.982266665,1
47,1089,2.478880644,2.007749557,1
47,1121,3.255996704,2.980259895,1
47,1153,2.477691412,1.515800118,1
47,1185,1.454227924,0.7880710363,1
47,1217,1.263223052,0.612817049,1
47,1249,3.032179832,0.04921877384,1
47,1281,2.763529539,0.159933567,1
47,1313,2.539889812,0.9694349766,1
47,1345,1.799213409,2.367505789,1
47,1377,1.816994429,0.9681973457,1
47,1409,4.70217514,0.9243808985,1
47,1441,3.838427305,0.4682146013,1
47,1473,1.346565723,0.720892787,1
47,1505,1.069247484,0.4146420956,1
47,1537,0.6677803397,0.2216306329,1
47,1569,1.27626574,0.74548316,1
47,1601,1.825311184,1.665373325,1
47,1633,2.689180374,2.772171259,1
47,1665,2.222557783,0.7289190888,1
47,1697,0.9852685928,0.8028329611,1
47,1729,0.7896442413,0.3207287788,1
47,1761,1.036102772,0.6309628487,1
47,1793,0.8649215102,0.01624715328,1
47,1825,0.4904595613,-0.8845773935,1
47,1857,0.7368901372,-0.9462929964,1
47,1889,0.2575462461,-0.5238039494,1
47,1921,-0.330203414,-0.131035924,1
47,1953,-0.1233714819,0.05395194888,1
47,1985,-0.2982692122,0.1239869595,1
47,2017,0.1765363216,-2.322481155,1
79,33,1.200376034,0.3581953347,1
79,65,1.174126148,0.6073446274,1
79,97,1.602102518,0.1415503621,1
79,129,1.291820526,0.7297880054,1
79,161,0.7949935794,0.2398604751,1
79,193,0.8163310885,0.2720113099,1
79,225,-0.5864727497,-0.3750008941,1
79,257,-0.8560661077,0.418830812,1
79,289,-1.340400934,1.431377292,1
79,321,-1.194720984,1.448372364,1
79,353,-1.430075407,2.258565426,1
79,385,-1.491326809,3.710976362,1
79,417,-2.578306198,4.203306198,1
79,449,-1.58240819,3.922204256,1
79,481,-0.3548980951,0.4440847039,1
79,513,-0.4530980587,0.7605203986,1
79,545,-1.172303677,1.081465483,1
79,577,-2.240650654,1.081749439,1
79,609,-2.239429951,1.14910531,1
79,641,-1.302651405,2.651343584,1
79,673,-1.222813368,0.7979584932,1
79,705,-1.639594197,0.09869027138,1
79,737,-1.970165253,0.3052924871,1
79,769,-0.01612496376,0.7065856457,1
79,801,-1.173407078,15.16542053,1
79,833,17.85301018,6.533732414,1
79,865,-0.1977555752,17.22477913,1
79,897,0.6841968894,1.98016274,1
79,929,1.399093032,-0.3788106143,1
79,961,1.288971424,-0.2257493138,1
79,993,1.037947893,0.6131414771,1
79,1025,1.333977461,1.364057422,1
79,1057,1.50938499,2.332112312,1
79,1089,1.342354774,2.287755013,1
79,1121,2.215196609,4.258522987,1
79,1153,1.447038174,1.392290831,1
79,1185,0.6456013918,0.5244808197,1
79,1217,1.162104368,0.4148153067,1
79,1249,1.890627742,1.12698853,1
79,1281,1.865019679,1.061307907,1
79,1313,1.371354222,0.816046536,1
79,1345,0.9202485085,0.9596531391,1
79,1377,1.111881018,1.04784739,1
79,1409,1.864685059,3.267033815,1
79,1441,1.396208763,1.003942609,1
79,1473,1.073168874,0.4466892481,1
79,1505,0.9971882105,0.4148491025,1
79,1537,1.383586526,1.205365777,1
79,1569,1.310833812,1.698256016,1
79,1601,0.956313014,1.613436699,1
79,1633,1.497133255,1.993088961,1
79,1665,2.234835863,-0.09726387262,1
79,1697,1.214699507,-0.7131183147,1
79,1729,1.035190225,-1.108146429,1
79,1761,0.990732789,-0.9488744736,1
79,1793,0.6849807501,-1.488718987,1
79,1825,0.3863501251,-2.076993465,1
79,1857,0.6061069369,-2.074036121,1
79,1889,0.2151476294,-1.173684359,1
79,1921,-0.3586839139,-0.3913865387,1
79,1953,-0.7197051644,0.04818379879,1
79,1985,-0.6272398233,0.2356223464,1
79,2017,0.0296542421,-1.52552712,1
111,33,0.08646345139,0.03259192407,1
111,65,0.06975018978,0.5354878902,1
111,97,-0.7426943183,0.2773506343,1
111,129,-0.1451932192,0.2510099113,1
111,161,0.3144931793,-0.2253490388,1
111,193,0.1320501566,-0.3424711227,1
111,225,-2.706055641,-0.4549626112,1
111,257,-2.279149532,0.2284447551,1
111,289,-0.7519271374,1.064568996,1
111,321,-0.1835384369,1.710719228,1
111,353,-0.4077215195,1.732608795,1
111,385,-0.5931785107,2.820328712,1
111,417,-1.441076398,3.912200689,1
111,449,-2.518798828,4.06336832,1
111,481,-1.147632599,2.224590063,1
111,513,-1.096815705,1.451487064,1
111,545,-1.499129772,1.976260781,1
111,577,-1.813817263,1.098006606,1
111,609,-1.956238031,1.976867795,1
111,641,-1.367233396,2.592622042,1
111,673,-1.011106491,-0.1786349714,1
111,705,-1.426902294,-0.1727779806,1
111,737,-0.3157427311,0.5892164707,1
111,769,0.9501228929,0.2378428876,1
111,801,1.698816419,0.07506327331,1
111,833,0.2484444082,-1.569784045,1
111,865,0.1438639611,0.2152876258,1
111,897,-0.2568464279,0.7506417632,1
111,929,0.6520606279,0.5606787801,1
111,961,1.490973711,0.05706131458,1
111,993,1.018795252,0.5505648255,1
111,1025,0.924808979,1.050042152,1
111,1057,1.034607887,1.41885376,1
111,1089,1.229654193,1.827558398,1
111,1121,1.941285253,2.177593231,1
111,1153,2.401399136,1.840433598,1
111,1185,1.797573209,1.35875535,1
111,1217,1.100892425,0.7988290191,1
111,1249,0.6633036137,1.271460056,1
111,1281,-0.08077788353,1.18925333,1
111,1313,0.4889461994,0.01925387979,1
111,1345,0.6015949249,-0.144420296,1
111,1377,0.6458166838,1.620167971,1
111,1409,-0.2068809271,4.358304024,1
111,1441,0.06926739216,0.9346361756,1
111,1473,0.6150467396,-0.1854264736,1
111,1505,0.983453393,0.05420947075,1
111,1537,1.551486731,0.6604195833,1
111,1569,0.2144269943,1.126761913,1
111,1601,-1.068472028,0.5464377403,1
111,1633,-0.8897724152,0.2733088732,1
111,1665,0.5840942264,-0.9705287218,1
111,1697,2.005358219,-0.8571029305,1
111,1729,1.382869363,-1.495672345,1
111,1761,1.067363858,-1.996779442,1
111,1793,0.7272943854,-1.730999827,1
111,1825,0.7581537962,-2.094344616,1
111,1857,0.7370525599,-1.869548321,1
111,1889,0.2293723822,-0.9667139053,1
111,1921,-0.01421333104,-0.2390513122,1
111,1953,-0.5142959356,0.04618430138,1
111,1985,-0.447655946,0.06760714948,1
111,2017,-0.05221569538,-0.8917563558,1
143,33,-0.3029081821,0.3176909983,1
143,65,0.5807216167,0.3977201581,1
143,97,0.7399769425,0.4994229674,1
143,129,0.6193693876,0.3751613498,1
143,161,0.4721153975,-0.2971388698,1
143,193,0.05024813488,0.2633343935,1
143,225,-0.6346803904,0.4983739853,1
143,257,-0.8402388096,0.7108399868,1
143,289,-0.1105892062,1.259815454,1
143,321,-0.1389180422,1.104086637,1
143,353,-0.2384399176,1.007525682,1
143,385,-0.3087906837,1.721655846,1
143,417,-0.7077565789,2.156915188,1
143,449,-0.8026731014,2.146597862,1
143,481,-0.7227438688,1.161545753,1
143,513,-0.959923625,0.6810844541,1
143,545,-1.644419312,0.7296632528,1
143,577,-1.12541616,0.3336277008,1
143,609,-1.903913498,0.5884190202,1
143,641,-1.294266105,0.5932319164,1
143,673,-1.012704253,0.0533144474,1
143,705,-0.6165884137,0.291598171,1
143,737,0.5879464746,1.369328022,1
143,769,2.213593245,0.1718351245,1
143,801,2.108547211,-0.4347262383,1
143,833,-12.09692001,6.872521877,1
143,865,-0.3299587369,0.122656703,1
143,897,-0.4701092541,1.199538708,1
143,929,-0.2274266481,1.449445367,1
143,961,2.493658066,1.506943941,1
143,993,2.9976964,1.269382,1
143,1025,1.05052495,0.5954751372,1
143,1057,0.3711869717,0.1529145241,1
143,1089,0.6348508596,0.6561745405,1
143,1121,2.210685253,1.945059776,1
143,1153,3.078886271,2.236750841,1
143,1185,2.138238907,1.464243174,1
143,1217,1.666079164,-0.039688766,1
143,1249,0.9874588251,0.3710875511,1
143,1281,0.2038588524,0.4933477342,1
143,1313,0.863966465,-0.1974846274,1
143,1345,1.181056857,-0.3382722437,1
143,1377,1.234029055,0.3778740764,1
143,1409,0.6096339226,1.173335314,1
143,1441,0.9870140553,0.3420228958,1
143,1473,1.772560954,0.3818837702,1
143,1505,2.35926652,1.71361804,1
143,1537,1.878517509,0.6036698222,1
143,1569,0.8206603527,0.3977143764,1
143,1601,0.08380550146,0.2763187289,1
143,1633,-1.090690255,-0.4804499149,1
143,1665,0.4272813201,-0.4646379352,1
143,1697,1.65577364,-0.6161864996,1
143,1729,1.159672856,-1.644233108,1
143,1761,0.9762721658,-2.231874466,1
143,1793,0.4268776178,-1.57409358,1
143,1825,0.562992692,-1.553764701,1
143,1857,0.4833162129,-1.528264046,1
143,1889,0.5424755812,-0.7144969702,1
143,1921,0.3858136535,0.06550899148,1
143,1953,-0.3697991967,0.8207572699,1
143,1985,0.1005875468,0.1764124632,1
143,2017,0.3644592166,-0.4383483529,1
175,33,-0.5470576286,0.601002574,1
175,65,0.4076284766,0.353741765,1
175,97,0.9546226859,0.01638686657,1
175,129,1.021602035,0.2259301543,1
175,161,1.310150146,-0.1158885956,1
175,193,0.1950303912,0.8174217343,1
175,225,0.1350248903,1.270708084,1
175,257,0.07917025685,1.7423141,1
175,289,-0.05123516917,1.539348841,1
175,321,-0.472930938,0.6865121126,1
175,353,-0.3953285217,0.2889678478,1
175,385,-0.2931676507,1.168306351,1
175,417,-0.05782648921,1.356667638,1
175,449,0.6114566326,0.8517304659,1
175,481,0.6102617979,0.5390310287,1
175,513,1.863250256,-1.870967865,1
175,545,2.435925007,-1.764018178,1
175,577,0.09406501055,0.05839192867,1
175,609,-1.333748579,1.08544004,1
175,641,-1.353551388,1.038257837,1
175,673,-0.9689098001,0.7488313913,1
175,705,-0.61910218,0.8976531029,1
175,737,-0.006656169891,1.629924417,1
175,769,1.264726996,0.3690284193,1
175,801,-0.5610710382,-2.62530756,1
175,833,-1.037969589,-2.076150894,1
175,865,-0.5953088999,-0.1110785306,1
175,897,0.4252844751,2.046050787,1
175,929,1.097976804,2.285554409,1
175,961,3.372627735,3.375655174,1
175,993,2.431148052,2.617391586,1
175,1025,-0.1243277788,0.7833119631,1
175,1057,0.6097203493,0.3020721674,1
175,1089,0.7974619865,0.374358058,1
175,1121,1.89201653,1.683052897,1
175,1153,3.772992373,2.279386282,1
175,1185,3.462023735,0.8902997971,1
175,1217,2.715537548,0.0335803628,1
175,1249,0.718411088,0.1668340266,1
175,1281,0.9300361872,0.2957544625,1
175,1313,1.667815804,-0.04644265771,1
175,1345,1.726658702,-0.1244235039,1
175,1377,1.675701499,0.3212674856,1
175,1409,1.191204309,0.3060307503,1
175,1441,1.18601346,-0.1656079292,1
175,1473,1.881698132,0.02120110393,1
175,1505,2.924395084,1.317815304,1
175,1537,2.516489983,0.9344980121,1
175,1569,1.345477104,0.2208367586,1
175,1601,0.1798330843,0.1997808963,1
175,1633,-0.2212640643,0.7816135287,1
175,1665,0.6395192742,0.7006767392,1
175,1697,1.101273537,-0.35149616,1
175,1729,0.9291107655,-1.840194941,1
175,1761,0.3071742058,-1.653185129,1
175,1793,0.0363458395,-0.8856033087,1
175,1825,0.3555003107,-0.9190790653,1
175,1857,0.7271737456,-1.028419971,1
175,1889,0.5275640488,-0.3655017912,1
175,1921,0.1386416256,0.3892026544,1
175,1953,-0.1072405577,0.2350575477,1
175,1985,0.4142931104,0.04355441034,1
175,2017,0.2913290262,-0.2083922029,1
207,33,-0.6833876371,0.4375475645,1
207,65,0.4652692676,0.8821080923,1
207,97,0.8963600993,0.523827076,1
207,129,1.066582918,0.1602156162,1
207,161,4.674598694,-0.404928565,1
207,193,0.8322789669,0.6696945429,1
207,225,0.3443343639,1.228503466,1
207,257,0.2202466726,1.924433947,1
207,289,-0.01561701298,1.555470467,1
207,321,-0.3303562701,0.8594553471,1
207,353,0.157410875,0.5830096006,1
207,385,0.4019424319,0.5616166592,1
207,417,0.5402419567,0.3470774293,1
207,449,2.21649456,0.4457086325,1
207,481,2.38110733,-1.021229863,1
207,513,2.448907852,-0.9166641831,1
207,545,2.773488283,0.2815693021,1
207,577,1.788588285,-1.195794821,1
207,609,-0.6230585575,1.02410996,1
207,641,-1.267256498,2.100347757,1
207,673,-1.247972012,1.727310061,1
207,705,-1.426702976,2.105180264,1
207,737,-2.562121153,3.378762484,1
207,769,-2.678069592,2.805401802,1
207,801,-1.2461164,-2.41657567,1
207,833,-0.5838479996,-2.217721939,1
207,865,0.02340434492,-0.6452007294,1
207,897,0.4144741893,1.483877778,1
207,929,0.9651247263,2.084992886,1
207,961,2.957457542,2.423924923,1
207,993,1.585419059,1.798162937,1
207,1025,19.22018433,8.826588631,1
207,1057,1.648450255,0.3155880868,1
207,1089,1.246429443,0.9287762642,1
207,1121,1.559682608,1.806766272,1
207,1153,1.131249309,0.6206384897,1
207,1185,1.715650916,0.7800650597,1
207,1217,1.44340682,0.3375710249,1
207,1249,0.8870882988,0.151848048,1
207,1281,1.09801805,0.3201642036,1
207,1313,1.580542803,-0.350325346,1
207,1345,2.008352518,0.6811515093,1
207,1377,2.113019466,1.74189043,1
207,1409,1.983698249,0.2539795637,1
207,1441,1.299247026,-0.7911547422,1
207,1473,1.510908961,-2.244869232,1
207,1505,1.704787374,-1.254783273,1
207,1537,1.895105004,0.7060061693,1
207,1569,1.839342475,-0.2453636527,1
207,1601,0.5483897328,-0.5241150856,1
207,1633,0.4769316316,0.272077173,1
207,1665,0.636377573,1.315002918,1
207,1697,0.6361943483,0.5763711929,1
207,1729,0.2609111071,-1.463662267,1
207,1761,-0.2891287208,-1.187777281,1
207,1793,0.08534166217,-0.5835621953,1
207,1825,0.4685693681,-0.2470117211,1
207,1857,0.3669531941,-0.524296999,1
207,1889,0.4256758988,-0.4935284555,1
207,1921,0.4048193693,-0.03581622243,1
207,1953,0.3286399841,0.01238182187,1
207,1985,0.5857434869,0.02139489353,1
207,2017,-0.02515012026,-0.1180048585,1
239,33,0.2876494825,0.1669256538,1
239,65,0.6499885321,0.9628113508,1
239,97,0.6862331629,1.551000953,1
239,129,-6.501230717,0.8637337685,1
239,161,-13.73315334,10.28681278,1
239,193,1.047587514,0.7727906704,1
239,225,3.383743286,0.902037859,1
239,257,0.9419702291,1.365768075,1
239,289,-0.1855430454,2.433502674,1
239,321,-0.3957621157,1.935278893,1
239,353,0.3765582442,2.068330765,1
239,385,0.529540658,0.1635068655,1
239,417,0.8292105794,-0.7155448794,1
239,449,2.361136913,-0.08522665501,1
239,481,1.34235549,-0.7530543804,1
239,513,1.159672856,-0.269313395,1
239,545,1.224938631,1.250631332,1
239,577,-0.2712613642,0.8957309127,1
239,609,-0.7533245087,0.1274018288,1
239,641,-0.8870023489,1.847118378,1
239,673,-1.539240122,2.109442234,1
239,705,-3.09966898,2.649906158,1
239,737,-3.984157085,4.111541271,1
239,769,-3.543576002,4.28640604,1
239,801,-1.778164625,-0.3839189708,1
239,833,0.3540608883,-1.66681087,1
239,865,0.4440139532,-0.1933995932,1
239,897,0.3698323965,0.7778972983,1
239,929,0.7465336323,0.8897539377,1
239,961,1.30600667,0.9390739799,1
239,993,1.632620692,0.2553992569,1
239,1025,1.645630717,-1.07872963,1
239,1057,1.773520827,0.02113267779,1
239,1089,1.58782053,0.7413336635,1
239,1121,2.111486435,0.946936965,1
239,1153,2.011680126,0.934392333,1
239,1185,1.125819087,0.7262547016,1
239,1217,1.395452261,-0.2414645553,1
239,1249,1.263737559,0.09695184231,1
239,1281,1.274428248,0.7570822835,1
239,1313,1.259642839,0.5787432194,1
239,1345,2.012140274,1.369203568,1
239,1377,2.130382061,2.441427946,1
239,1409,2.62988472,0.3718861341,1
239,1441,2.823932648,-1.347399712,1
239,1473,1.486391783,-2.031076431,1
239,1505,1.509794354,-1.503304839,1
239,1537,1.0552212,-0.8543221951,1
239,1569,1.001323581,-1.181023121,1
239,1601,0.2971554995,-1.321801543,1
239,1633,0.4395857751,-0.195926711,1
239,1665,0.3853787482,1.08517313,1
239,1697,0.1316833794,0.1465867758,1
239,1729,0.1124105453,-1.4089849,1
239,1761,0.01080924273,-0.786801219,1
239,1793,0.2083646357,-0.3125225008,1
239,1825,0.6866976023,0.3931910992,1
239,1857,0.3866481781,-0.3511996865,1
239,1889,0.5850332975,-0.7472491264,1
239,1921,0.6139068604,-0.5773545504,1
239,1953,0.1833944023,-0.1037872136,1
239,1985,0.5960631371,0.1372595429,1
239,2017,0.5380212665,-0.1504326016,1
271,33,1.841611266,-0.1007749438,1
271,65,1.090325356,0.6052957773,1
271,97,1.237279654,1.617290735,1
271,129,1.11727941,1.037745237,1
