PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 23, filenames: A:[23]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[24]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.2473165393,0.1248722076,1
47,65,1.648355484,0.8312575817,1
47,97,1.545148849,0.7638306022,1
47,129,2.083033323,-0.05050855875,1
47,161,1.756746531,-0.579972744,1
47,193,0.4893315434,-0.6431865692,1
47,225,-0.2588444948,2.712887049,1
47,257,-1.107163191,2.118255615,1
47,289,-1.06969893,1.193660259,1
47,321,-1.315075397,0.1495099068,1
47,353,-0.4216663539,0.1349462271,1
47,385,0.8421534896,-0.1559322476,1
47,417,0.8184583187,0.3107572198,1
47,449,-0.3421672583,1.166664124,1
47,481,1.252271891,2.308483124,1
47,513,1.096138,2.311001778,1
47,545,0.4572482705,2.558484554,1
47,577,0.9920804501,1.653856516,1
47,609,1.380292177,1.608632565,1
47,641,1.244317174,0.5681943893,1
47,673,0.523408711,-0.2296714783,1
47,705,0.8669929504,0.6701082587,1
47,737,2.765458822,1.854011774,1
47,769,3.007829905,1.993102074,1
47,801,3.10689044,0.2152068615,1
47,833,1.975170135,-1.864910007,1
47,865,1.152087808,-1.060608864,1
47,897,0.3871361017,0.03243720531,1
47,929,0.0406768322,0.02569937706,1
47,961,0.1801662445,-1.537613153,1
47,993,0.2442213297,-1.947247744,1
47,1025,0.3844029009,0.1810771227,1
47,1057,1.015934706,1.509889722,1
47,1089,0.4301992655,1.015215397,1
47,1121,0.3392255306,0.3268755078,1
47,1153,0.6316176653,0.09169721603,1
47,1185,1.290210485,-0.4493789077,1
47,1217,0.2473444939,0.7511944771,1
47,1249,2.057510614,3.00693965,1
47,1281,1.741805315,-0.1986765862,1
47,1313,1.446717262,0.06443214417,1
47,1345,3.383892536,1.7640481,1
47,1377,2.362615347,2.916507721,1
47,1409,1.249311328,2.421131134,1
47,1441,2.374647856,1.428205729,1
47,1473,3.526484966,1.893665075,1
47,1505,3.339245081,1.201941609,1
47,1537,2.465046644,-0.6584842205,1
47,1569,0.3715445995,-2.079949617,1
47,1601,-0.08912038803,-3.181537151,1
47,1633,-1.271481276,-2.844810963,1
47,1665,-8.137500763,2.495321989,1
47,1697,-1.555899382,0.5164474249,1
47,1729,-0.090739429,-0.2152334452,1
47,1761,-0.142788589,-0.9438384771,1
47,1793,-0.2575941086,-1.377338171,1
47,1825,0.3715450764,-0.7762053013,1
47,1857,-0.007955938578,0.4575887024,1
47,1889,0.09765321016,0.9303936362,1
47,1921,0.6146997213,0.3926843405,1
47,1953,0.5853555799,-0.008817315102,1
47,1985,0.1458861232,0.1076560616,1
47,2017,0.8255624771,-1.033315778,1
79,33,0.5538333654,0.5718913078,1
79,65,0.1110476851,0.8697017431,1
79,97,-0.7214201689,-18.61175728,1
79,129,-0.553370297,0.5956031084,1
79,161,-0.1180695891,0.773049593,1
79,193,0.3052485585,0.7509585619,1
79,225,0.4020530879,1.094973087,1
79,257,-0.3978523016,0.2661242485,1
79,289,-1.743379116,1.06478405,1
79,321,-1.836841583,0.5578918457,1
79,353,-0.8058636189,0.02924388647,1
79,385,0.5713762641,0.3094933629,1
79,417,0.1796149313,0.4928709865,1
79,449,-2.651204586,0.7020415068,1
79,481,-0.2764965892,1.683088183,1
79,513,0.2761782408,1.916684389,1
79,545,0.4437631965,1.445079803,1
79,577,0.7055034637,1.244439244,1
79,609,1.007464886,0.7772017717,1
79,641,1.151851296,0.306605041,1
79,673,0.582932055,0.03943610191,1
79,705,0.3952326179,-0.1936709285,1
79,737,1.180979609,1.383362293,1
79,769,0.8525753021,1.741339207,1
79,801,0.4398281574,0.3693332076,1
79,833,0.7093411684,-0.7757210732,1
79,865,0.3019854128,-0.1948935241,1
79,897,0.04497367144,-0.1140332222,1
79,929,0.2426277399,0.5610251427,1
79,961,0.9892219901,-0.04866600037,1
79,993,0.981041491,-2.148238659,1
79,1025,0.8130125999,-0.05924409628,1
79,1057,0.06641921401,0.9371058345,1
79,1089,-0.2799870968,0.7465609312,1
79,1121,0.8638968468,-0.1861716956,1
79,1153,2.150094986,0.1148677617,1
79,1185,1.672583818,1.250331163,1
79,1217,0.9463521242,1.083085656,1
79,1249,1.921396255,2.571623325,1
79,1281,1.908467412,3.867201567,1
79,1313,1.881350398,2.698044777,1
79,1345,2.660934687,2.081276894,1
79,1377,3.17100668,1.676459432,1
79,1409,2.559602737,1.507845879,1
79,1441,3.052456856,0.9800658226,1
79,1473,4.070306778,0.9331470728,1
79,1505,4.497079372,0.9601535201,1
79,1537,2.552911758,0.5288318992,1
79,1569,1.066967249,-0.5204534531,1
79,1601,1.190291166,-1.766174197,1
79,1633,-0.113093555,-1.209813595,1
79,1665,-2.609216928,1.193903923,1
79,1697,-0.9498240948,0.4552378058,1
79,1729,-0.2975413799,-0.3166885972,1
79,1761,-0.1673538983,-0.5629803538,1
79,1793,-0.3329745531,-0.6385776997,1
79,1825,-0.2525225282,-0.5182145238,1
79,1857,0.3930276036,-0.165874511,1
79,1889,0.512476027,-0.01580193639,1
79,1921,0.3343521357,-0.2576223612,1
79,1953,0.2106869519,-0.7948649526,1
79,1985,-0.2561603189,-0.4349395335,1
79,2017,-0.357694149,-0.0648881942,1
111,33,0.01963302493,0.6798303127,1
111,65,-0.7002795339,0.4681990147,1
111,97,-0.103695035,0.1357310116,1
111,129,-2.65240407,-13.41892815,1
111,161,-0.1993105114,1.773429275,1
111,193,0.08596241474,1.932327151,1
111,225,0.3270294964,1.675250769,1
111,257,-0.1261229813,1.11571002,1
111,289,-0.7823949456,0.4922327101,1
111,321,-1.035015106,-0.1119785309,1
111,353,-0.8712026477,-0.2010475695,1
111,385,-0.1716428697,0.2431092113,1
111,417,-0.04515272379,0.9448711276,1
111,449,-2.014050722,0.8643480539,1
111,481,0.07897624373,0.8075159192,1
111,513,0.3539798856,0.7238074541,1
111,545,0.5981173515,0.7136436701,1
111,577,1.005502582,1.132113695,1
111,609,0.8144863844,0.7973856926,1
111,641,0.5769860148,0.2334691882,1
111,673,0.4858794808,-0.6159060597,1
111,705,0.3492432237,0.06526124477,1
111,737,0.407886833,1.224609494,1
111,769,-0.5544610023,1.882841468,1
111,801,-0.9160006046,1.436973214,1
111,833,0.03450512886,0.01517906785,1
111,865,0.02427068353,-0.04559139907,1
111,897,0.5402172804,-0.1541244686,1
111,929,1.423490524,0.2696626186,1
111,961,1.641104221,2.043499231,1
111,993,0.9667344689,0.413733691,1
111,1025,0.7234333754,-0.3532340229,1
111,1057,-0.08591473103,-0.110973835,1
111,1089,0.07500743866,-0.3222837746,1
111,1121,0.9357373714,-0.4939613342,1
111,1153,2.290627003,0.2567857206,1
111,1185,2.112156153,1.296580553,1
111,1217,1.131845951,0.6497764587,1
111,1249,1.268336892,1.774759054,1
111,1281,2.385358334,3.592572212,1
111,1313,2.39058423,1.587209225,1
111,1345,2.789025784,1.132445097,1
111,1377,3.556423664,1.709658861,1
111,1409,2.324324369,0.8014282584,1
111,1441,2.566761971,-0.04770042002,1
111,1473,2.997088909,0.09089747071,1
111,1505,19.11964417,-7.846145153,1
111,1537,4.457280159,1.786963224,1
111,1569,1.714959025,1.688714147,1
111,1601,0.8950009346,0.694588542,1
111,1633,0.8837612867,0.02818289399,1
111,1665,0.6513445377,0.642724812,1
111,1697,0.5843858123,0.3747564554,1
111,1729,0.3425784409,-0.0009179115295,1
111,1761,-0.5045008659,-0.3013135493,1
111,1793,-1.102528811,0.2338725328,1
111,1825,-0.8728757501,-0.2155031562,1
111,1857,0.6556356549,-0.5169999599,1
111,1889,1.342973948,-0.3045705557,1
111,1921,-0.05507558584,-0.2157718539,1
111,1953,0.01673731208,-0.2788102329,1
111,1985,-0.1263349056,-0.3867604434,1
111,2017,-0.3782491982,0.1319925487,1
143,33,-1.212341189,1.011930704,1
143,65,-1.662877321,1.056120753,1
143,97,18.23363113,-4.587168217,1
143,129,2.138598442,-10.19368458,1
143,161,-0.4191762805,2.115939856,1
143,193,0.08313235641,2.422356606,1
143,225,0.2680716813,2.080293655,1
143,257,0.1851743758,1.171784043,1
143,289,-0.2815196216,0.08372724056,1
143,321,-0.6091704369,-0.4418457448,1
143,353,-0.9067282081,-0.3633718193,1
143,385,-0.9629034996,0.03273327649,1
143,417,-0.8947030902,0.44193694,1
143,449,-0.6502808928,0.5705738068,1
143,481,-0.06915208697,0.3182118535,1
143,513,-0.2501778901,-0.7672901154,1
143,545,0.1503687501,0.4198063612,1
143,577,0.9142248631,-0.736923635,1
143,609,0.4870929718,0.09046757221,1
143,641,0.2726073861,0.5388463736,1
143,673,0.4250268936,0.100836277,1
143,705,0.4965490997,0.4146206379,1
143,737,0.9764876366,2.10007,1
143,769,-1.546744943,2.349236488,1
143,801,-2.004777908,2.054751396,1
143,833,-0.2850248814,0.189581871,1
143,865,0.3290330172,0.06673771143,1
143,897,1.289267659,0.4189067483,1
143,929,0.7941715717,-0.007476314902,1
143,961,0.6681214571,0.1870512515,1
143,993,0.05375099182,0.9255806208,1
143,1025,0.08530259132,-0.4225636125,1
143,1057,1.263207436,-0.3078078628,1
143,1089,1.485783339,-0.4446341395,1
143,1121,1.415942669,-0.4196799994,1
143,1153,1.522979259,-0.4465010464,1
143,1185,2.489767551,-0.2443215847,1
143,1217,3.170594692,0.4886860251,1
143,1249,9.082103729,-10.95642662,1
143,1281,12.98431492,-15.26177025,1
143,1313,3.125233889,0.4280879498,1
143,1345,2.663301945,0.1594022512,1
143,1377,1.752687097,-0.1565592289,1
143,1409,1.540687561,-0.1011562347,1
143,1441,1.78925693,-0.2606544495,1
143,1473,1.784857392,0.140270412,1
143,1505,1.75533402,1.556843042,1
143,1537,3.341222048,2.223643303,1
143,1569,1.20075798,2.415157318,1
143,1601,1.225021958,0.7171567678,1
143,1633,2.008928061,-0.5899882317,1
143,1665,0.9484621286,0.4705057442,1
143,1697,1.012649059,0.08816987276,1
143,1729,0.5094038248,0.2884008884,1
143,1761,-0.2250730395,0.6081544161,1
143,1793,-0.3196451664,0.2625601888,1
143,1825,-0.01999902725,-19.7990818,1
143,1857,0.4321249425,-0.369879961,1
143,1889,0.5724177361,-0.3637750745,1
143,1921,0.1709641516,-0.06253182888,1
143,1953,-0.1437519193,0.218842268,1
143,1985,0.1997886449,0.4564816952,1
143,2017,-0.2881209254,0.01678337157,1
175,33,-2.17599535,0.9444869757,1
175,65,-1.955173492,2.170938969,1
175,97,18.32085609,-3.819534779,1
175,129,17.07023239,1.300252318,1
175,161,-0.2492460608,1.61665833,1
175,193,-0.02404637635,2.173918962,1
175,225,2.396272182,20.99358177,1
175,257,-0.1321696341,1.119392872,1
175,289,-0.4628991485,-0.9867749214,1
175,321,-0.1349877715,-0.5185106397,1
175,353,-0.6056141257,-0.04456095397,1
175,385,-1.531275392,-0.2009979635,1
175,417,-1.807183027,-0.01558601856,1
175,449,-1.048309803,0.3667904437,1
175,481,0.03313305974,1.030988693,1
175,513,0.1952405423,0.4503124952,1
175,545,0.003506928682,0.7163281441,1
175,577,0.5290391445,0.8954665661,1
175,609,0.3628153801,1.701083064,1
175,641,0.3521628976,1.798001885,1
175,673,0.5369788408,1.112059355,1
175,705,0.7032882571,2.209482908,1
175,737,-0.6412763596,2.289098263,1
175,769,-1.442922592,1.701751471,1
175,801,-0.7851712108,1.4117558,1
175,833,-0.2206879407,0.5749126077,1
175,865,0.1992850304,0.009087488055,1
175,897,1.298823118,0.06352874637,1
175,929,0.7331838608,-0.2314971387,1
175,961,0.06664383411,-0.03645323217,1
175,993,-1.150598288,0.1187006831,1
175,1025,-0.1606445313,-0.8902595043,1
175,1057,1.889578342,-0.6837844849,1
175,1089,2.013733864,-0.1439278722,1
175,1121,2.163709402,0.04879000783,1
175,1153,1.75788784,-0.6058219671,1
175,1185,3.310381174,-0.6758666635,1
175,1217,4.240597248,0.1464535594,1
175,1249,3.006546021,0.06234696507,1
175,1281,2.345141411,0.06525713205,1
175,1313,1.636413693,-0.33450526,1
175,1345,1.499003291,-0.9813284874,1
175,1377,1.585723996,-1.623207331,1
175,1409,1.177946091,-1.340639591,1
175,1441,1.134016275,-0.000815525651,1
175,1473,1.018247604,0.4760150909,1
175,1505,1.315895915,1.015612841,1
175,1537,1.466259956,1.711300254,1
175,1569,12.84141064,16.48371696,1
175,1601,0.9099388123,-0.7572253346,1
175,1633,1.031194448,-0.394015342,1
175,1665,0.8256260157,0.4079461098,1
175,1697,1.586742163,0.9140003324,1
175,1729,1.637128353,1.377147913,1
175,1761,0.2184254527,0.6804208755,1
175,1793,-0.2426086068,-0.1975734681,1
175,1825,-0.5158424973,-0.1092869192,1
175,1857,0.1566774547,1.165024877,1
175,1889,0.1064298451,1.749434114,1
175,1921,-0.2557867765,0.5007814169,1
175,1953,0.08472627401,0.4214758277,1
175,1985,0.15604195,0.4171591401,1
175,2017,0.01872307062,-0.3715530038,1
207,33,-0.189800024,0.417914927,1
207,65,-0.3587902784,7.298067093,1
207,97,2.05684495,4.107066154,1
207,129,-0.6902378798,0.4896305799,1
207,161,-0.1606221199,1.071367621,1
207,193,-0.255631566,1.663453817,1
207,225,3.681490421,20.75918198,1
207,257,-1.943534732,2.482524157,1
207,289,-0.1865615994,0.3639474511,1
207,321,0.6089946032,-0.2032417357,1
207,353,0.8172066212,-0.07533219457,1
207,385,-0.4398415089,-0.8808668852,1
207,417,-0.6988425255,-1.123118639,1
207,449,-0.3545428514,0.3783811629,1
207,481,-0.2505155504,0.8058026433,1
207,513,0.2386271954,1.910616517,1
207,545,0.6067250967,1.789870143,1
207,577,0.5867758989,1.91592586,1
207,609,0.566606462,2.219026089,1
207,641,0.4229050279,2.354580879,1
207,673,0.2641793489,1.450568199,1
207,705,0.006005138159,1.374213934,1
207,737,-0.2935578525,0.7348775268,1
207,769,-0.3913132548,1.367764831,1
207,801,0.01612305641,0.9475973845,1
207,833,0.0336496532,0.3143143654,1
207,865,0.4890606403,-0.04799002409,1
207,897,1.081944704,-0.4337721765,1
207,929,1.429354548,-0.4422557354,1
207,961,1.220733047,0.648470521,1
207,993,0.851786375,0.5182811618,1
207,1025,1.086300611,-0.9878381491,1
207,1057,1.691491723,-0.7307369709,1
207,1089,2.065109253,-0.5879929066,1
207,1121,1.820731401,-0.2963700294,1
207,1153,1.325361013,-0.8301144838,1
207,1185,3.428770781,-1.066053391,1
207,1217,3.864449024,-0.5846266747,1
207,1249,2.137926102,0.009625792503,1
207,1281,1.46760118,-0.4389012754,1
207,1313,1.433955193,-0.3754772544,1
207,1345,0.8185132742,-0.4856757522,1
207,1377,0.8992680311,-0.8780836463,1
207,1409,0.5975162983,-1.704223156,1
207,1441,0.2394344807,-1.063961029,1
207,1473,1.259468675,0.4555575848,1
207,1505,1.409377098,0.7957028151,1
207,1537,1.036959648,0.6149120331,1
207,1569,0.1921234131,0.5565016866,1
207,1601,-0.02834403515,1.1905123,1
207,1633,-0.376049459,0.619066298,1
207,1665,-0.08412599564,0.2607728243,1
207,1697,1.189435244,1.020707488,1
207,1729,0.8685332537,-0.2122251242,1
207,1761,0.4812823832,-0.6729902625,1
207,1793,0.2393796444,-0.5717844367,1
207,1825,-0.1271767467,-1.130936623,1
207,1857,1.763799429,-19.60667419,1
207,1889,-0.06492514908,1.444066286,1
207,1921,0.3059442639,0.4197866321,1
207,1953,0.6992042065,0.3195331991,1
207,1985,1.215780735,0.08534064144,1
207,2017,0.4251667559,-0.7396247983,1
239,33,-0.7817240953,0.2849811912,1
239,65,0.6610635519,7.337730885,1
239,97,2.283207417,4.761781693,1
239,129,0.3985954523,0.8168270588,1
239,161,0.01910917461,0.007132530212,1
239,193,-0.2453736514,0.2677798271,1
239,225,-0.3514949977,1.442917705,1
239,257,-0.2899882495,1.971796751,1
239,289,1.060651422,1.251243591,1
239,321,1.292362332,0.4608050883,1
239,353,0.5151586533,-0.08360565454,1
239,385,-0.2167203277,-0.9646125436,1
239,417,-0.5972114801,-1.361313343,1
239,449,-0.3556316495,-0.1181399003,1
239,481,-0.4255240858,0.614607811,1
239,513,0.3857536912,1.948007703,1
239,545,1.255336404,2.34858346,1
239,577,1.415086508,1.988541484,1
239,609,1.090994,1.855411649,1
239,641,0.7196787596,1.456115007,1
239,673,-0.01241414249,1.239602089,1
239,705,-0.138201654,0.6355721951,1
239,737,0.1236039102,0.5563710928,1
239,769,0.8117207885,1.454604268,1
239,801,0.6292819381,0.8312791586,1
239,833,-0.3852205575,-0.4934057593,1
239,865,-0.1052769423,-0.5002858639,1
239,897,1.886179566,-0.8222020864,1
239,929,3.603376389,-0.6800843477,1
239,961,2.626656532,0.5601053238,1
239,993,1.986512303,1.595130205,1
239,1025,2.346328259,2.255607367,1
239,1057,1.823779106,0.02205296606,1
239,1089,2.328399897,-0.129911691,1
239,1121,2.311083555,-0.6317214966,1
239,1153,13.13797379,15.8792572,1
239,1185,3.015266895,-1.898353934,1
239,1217,2.838359833,-1.957497478,1
239,1249,1.629471779,-0.8743261099,1
239,1281,1.612769961,-0.42396155,1
239,1313,1.672503471,0.04802763462,1
239,1345,1.692519188,-0.1657811701,1
239,1377,1.488164425,-0.5927443504,1
239,1409,0.3227729797,-0.4163431525,1
239,1441,2.225389481,-0.4147647619,1
239,1473,3.423395634,0.04162684083,1
239,1505,1.237960219,1.463109851,1
239,1537,0.4226922989,0.7507311702,1
239,1569,-0.1523911953,0.1450856924,1
239,1601,-0.2477006912,0.4256026149,1
239,1633,-0.5577009916,-0.2160069197,1
239,1665,-1.028746128,-2.397245884,1
239,1697,0.00843963027,-0.04760113358,1
239,1729,0.341588974,-0.5203434825,1
239,1761,1.176573634,-0.07110975683,1
239,1793,0.1504785419,0.5196372271,1
239,1825,0.1988294125,-0.2219531536,1
239,1857,0.5540760159,-0.5858340859,1
239,1889,0.3181807101,0.3921788335,1
239,1921,0.5554811358,0.2579143643,1
239,1953,0.8474879265,-0.02217799425,1
239,1985,0.7764592171,0.2387148887,1
239,2017,0.1023762375,-0.6028627157,1
271,33,-0.5662936568,0.5613777637,1
271,65,0.7796943188,1.800201893,1
271,97,1.127141714,2.301459074,1
271,129,0.2219464779,-0.108589232,1
271,161,-0.03965620697,0.2626707554,1
271,193,-0.9168877602,1.250693917,1
271,225,-0.8055499792,1.172581553,1
271,257,0.4165194035,1.108547807,1
271,289,1.113825083,0.9659787416,1
271,321,1.009894133,0.2489355803,1
271,353,0.7510724664,-0.2346839011,1
271,385,-0.00797611475,-0.5098921061,1
