PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 1, filenames: A:[1]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[2]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.7122830153,-0.114987731,1
47,65,-0.1613573432,-0.2681409717,1
47,97,-0.8116154671,-0.02609786391,1
47,129,-1.338378668,-0.1528962106,1
47,161,-1.158685684,-0.3425358236,1
47,193,-0.08208787441,-0.3201332986,1
47,225,-0.3601893187,0.2250680327,1
47,257,-0.4025717676,0.6874412298,1
47,289,-0.64889884,0.8541555405,1
47,321,-0.9724398851,1.755550981,1
47,353,-0.9268288612,2.02454567,1
47,385,-0.3737632632,1.185669899,1
47,417,0.5577971935,0.6122574806,1
47,449,0.9935110807,-0.901066184,1
47,481,0.6808383465,-1.496100187,1
47,513,0.6014074087,-0.4022127986,1
47,545,0.1628496051,0.9466682673,1
47,577,-0.2663490176,1.52474916,1
47,609,-0.9707603455,0.9912648201,1
47,641,-1.568043709,-0.3054245114,1
47,673,-0.9719063044,-0.3757090271,1
47,705,-0.3959224522,0.2641518712,1
47,737,0.5014086366,1.157999277,1
47,769,1.457491875,0.4079067707,1
47,801,0.1653977633,2.040614843,1
47,833,0.6240828037,2.580003977,1
47,865,0.554576993,2.475855827,1
47,897,0.05682606995,1.825991273,1
47,929,-0.5782301426,1.099252939,1
47,961,-1.086047173,0.1982139349,1
47,993,-1.325088501,0.02357363701,1
47,1025,-0.9838531613,0.1211009026,1
47,1057,-0.1891164184,-0.589959383,1
47,1089,-0.2144303322,-0.2927471995,1
47,1121,-0.2377615571,0.3601514697,1
47,1153,0.09259498119,0.4186260402,1
47,1185,0.4250642061,0.177387476,1
47,1217,0.6412325501,0.4727818966,1
47,1249,0.0331556499,0.6631683707,1
47,1281,-0.9434617758,0.6685500741,1
47,1313,-1.265480042,-0.2128691673,1
47,1345,-0.7981184721,1.335434914,1
47,1377,-0.3098289073,2.468873501,1
47,1409,0.02218165994,3.019781113,1
47,1441,0.2614213824,2.186199665,1
47,1473,0.5306303501,1.050702572,1
47,1505,1.333351135,0.6027635336,1
47,1537,1.135682225,1.032338619,1
47,1569,0.3998520374,0.8940016031,1
47,1601,0.936229825,0.5211254358,1
47,1633,1.274020433,0.3167020082,1
47,1665,0.5439566374,0.03511616588,1
47,1697,0.7218952179,0.007559239864,1
47,1729,1.081641078,0.2350697964,1
47,1761,0.541388154,0.05751410127,1
47,1793,1.000163078,-0.1000568271,1
47,1825,2.412478209,0.3021905124,1
47,1857,2.698989868,0.3376141787,1
47,1889,2.516171932,0.2457681298,1
47,1921,1.887423038,1.489002109,1
47,1953,1.240716696,0.5826586485,1
47,1985,0.4354650378,-0.02032473683,1
47,2017,-0.3162661791,-0.4632279277,1
79,33,0.2185822129,0.8735026121,1
79,65,0.1954156905,-0.2652710378,1
79,97,0.2787989378,-1.209048271,1
79,129,-0.4950195551,-1.407081604,1
79,161,-0.9562085867,-0.4017598331,1
79,193,-0.1681368649,0.3978104591,1
79,225,0.06277361512,0.3426127434,1
79,257,0.2564900517,0.1813375354,1
79,289,0.7755573392,0.03288164735,1
79,321,0.9957398176,0.4355310798,1
79,353,0.3736088276,1.615392447,1
79,385,-0.5344675183,1.680906773,1
79,417,-0.06023803353,0.8436970711,1
79,449,0.2852333188,0.06347614527,1
79,481,0.09052118659,-0.9403024316,1
79,513,-0.07886864245,-0.7042220831,1
79,545,-0.1035139859,0.6122102141,1
79,577,-0.1033905149,0.6941281557,1
79,609,-0.2146693766,0.4147301018,1
79,641,-0.2713011205,-0.159697637,1
79,673,-0.08687824011,-0.2580471933,1
79,705,-0.2952891588,0.1786350906,1
79,737,0.1643694937,1.017159462,1
79,769,0.6112085581,-0.07685595751,1
79,801,0.1801949739,1.004677534,1
79,833,0.3785983324,1.37758255,1
79,865,0.3329079747,1.472087145,1
79,897,0.3681595325,1.383545041,1
79,929,-0.2579639554,0.803607285,1
79,961,-1.347365856,0.03851634264,1
79,993,-1.338685274,-0.0528562367,1
79,1025,-0.4048891068,0.5669748783,1
79,1057,0.2768252492,0.3798782527,1
79,1089,0.4144021571,0.2328574061,1
79,1121,0.4537484646,0.4228973985,1
79,1153,0.2262575626,0.2172876,1
79,1185,-0.07261070609,0.04857888818,1
79,1217,-0.05767393112,0.3314442635,1
79,1249,-0.04031154513,0.971894443,1
79,1281,-0.3614797592,0.8742047548,1
79,1313,-0.1339016855,1.026433587,1
79,1345,-0.0985827148,1.754922986,1
79,1377,-0.311837405,2.067731619,1
79,1409,0.04934889078,2.435390949,1
79,1441,0.377866447,2.268729687,1
79,1473,0.4816374481,1.979842901,1
