PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 2, filenames: A:[2]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[3]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.4185733199,0.1370307207,1
47,65,-0.8380005956,-0.3501332402,1
47,97,-1.307971358,0.1536931992,1
47,129,-0.8923348188,0.1649551988,1
47,161,-0.06992065907,-0.4821935892,1
47,193,1.09695673,-0.4205937386,1
47,225,0.7216291428,-1.106437087,1
47,257,0.5198935866,-1.101934314,1
47,289,0.7917064428,0.834036231,1
47,321,1.043089032,1.916526794,1
47,353,2.273538589,0.115773201,1
47,385,1.8833251,-1.073512912,1
47,417,2.270271301,0.8096764088,1
47,449,1.421572804,0.4311241508,1
47,481,1.152122021,-0.2022020221,1
47,513,1.354875803,0.05412265658,1
47,545,1.223909378,0.5572953224,1
47,577,0.999940753,1.852823257,1
47,609,0.3927681446,0.6622345448,1
47,641,-0.3383202553,0.7284452319,1
47,673,-0.1927103549,1.867197156,1
47,705,-0.364938736,1.807116032,1
47,737,-0.6441200972,1.961920738,1
47,769,-0.9829726219,1.739797592,1
47,801,-1.355365396,1.568826318,1
47,833,-1.858410239,1.897049189,1
47,865,-1.184862733,1.618691921,1
47,897,0.1423117518,1.300843716,1
47,929,0.6859610081,0.02293735743,1
47,961,1.092319012,-0.1139476597,1
47,993,0.636626482,0.9820358753,1
47,1025,9.526027679,20.29405975,1
47,1057,4.177932739,2.718637943,1
47,1089,4.773542881,2.994368315,1
47,1121,3.172472954,2.553649902,1
47,1153,1.326131344,0.7092387676,1
47,1185,0.07854819298,-1.204550743,1
47,1217,1.774218559,0.6956396103,1
47,1249,1.785781384,0.5173048973,1
47,1281,2.123113871,0.3290874362,1
47,1313,3.298660994,0.2997125387,1
47,1345,3.169760942,1.241432548,1
47,1377,1.441825151,2.334267616,1
47,1409,0.4043438435,2.910973549,1
47,1441,2.082597256,1.98737514,1
47,1473,4.199282169,0.6502795219,1
47,1505,1.574260712,1.665940762,1
47,1537,2.56569767,1.634313583,1
47,1569,2.070873737,1.92871213,1
47,1601,1.782258034,1.493214488,1
47,1633,2.362351418,1.103380203,1
47,1665,2.613665342,0.4956829548,1
47,1697,2.780598402,0.2720144987,1
47,1729,2.644955158,0.2089682519,1
47,1761,2.426306248,-0.1710754335,1
47,1793,1.855420351,-0.2083460689,1
47,1825,1.228777647,-0.7193615437,1
47,1857,1.319574594,-0.9689347744,1
47,1889,1.153977156,-1.207324266,1
47,1921,1.208618522,-0.4298222065,1
47,1953,1.039497495,0.4465724826,1
47,1985,0.1409440041,0.1080056131,1
47,2017,-1.299719572,-0.694376111,1
79,33,-0.3111222982,0.3819972277,1
79,65,-0.2585536242,-0.3789696097,1
79,97,0.07890045643,0.2861798108,1
79,129,0.6108064651,0.4850617051,1
79,161,0.5415309668,-0.6640537381,1
79,193,0.4875993133,-0.3598395288,1
79,225,0.1636035442,-0.0571013689,1
79,257,0.4733666778,0.3496928215,1
79,289,0.9127771854,1.848553896,1
79,321,0.883626461,1.859900117,1
79,353,1.228496075,0.9548133612,1
79,385,1.042339444,-0.04999399185,1
79,417,0.9812500477,0.723456502,1
79,449,0.6747748852,0.4792199731,1
79,481,0.5780944824,-0.3529472053,1
79,513,0.6347676516,-0.0167889297,1
79,545,1.90329957,0.2373861969,1
79,577,1.309188366,1.069607496,1
79,609,0.07611095905,0.784096241,1
79,641,-1.511930823,0.7145712972,1
79,673,-0.04806344211,1.145088434,1
79,705,-0.2275699079,1.079823971,1
79,737,0.1372199059,1.623179436,1
79,769,0.2922593951,0.2036875486,1
79,801,-0.2852932811,0.2839630842,1
79,833,-0.6483927369,1.349404573,1
79,865,-0.2961690426,1.227518797,1
79,897,0.07533791661,0.05521517992,1
79,929,1.114075899,-0.2006543279,1
79,961,0.4094804525,0.1883051395,1
79,993,1.213816643,0.5069434047,1
79,1025,3.120728493,0.2784941792,1
79,1057,2.839534044,1.473960876,1
79,1089,2.817688704,1.751546383,1
79,1121,2.324704885,1.238203526,1
79,1153,1.098578691,-0.3828362226,1
79,1185,-0.4950393438,-0.05002582073,1
79,1217,-11.46222973,5.728361607,1
79,1249,2.942925692,0.6211744547,1
79,1281,1.93832612,1.098362923,1
79,1313,3.816297054,0.8625335693,1
79,1345,3.724942684,1.383653998,1
79,1377,3.075730562,1.596080065,1
79,1409,1.355675697,1.710804701,1
79,1441,1.489317417,1.387475371,1
79,1473,2.268033028,1.354485154,1
79,1505,3.269849777,1.808412433,1
79,1537,2.494561672,1.292684555,1
79,1569,0.3829319477,0.9944593906,1
79,1601,-0.589225173,0.6430054903,1
79,1633,19.57958412,7.381725788,1
79,1665,-0.6306786537,0.01917172223,1
79,1697,1.22374177,0.02174031734,1
79,1729,2.873466015,-0.09963512421,1
79,1761,2.154058933,-1.016400814,1
79,1793,1.43702805,-0.8934429884,1
79,1825,1.29092288,-0.2250280976,1
79,1857,1.046872735,-0.1120824516,1
79,1889,0.7939105034,-0.2620773911,1
79,1921,1.109980106,0.2941628993,1
79,1953,1.082507849,0.5362566113,1
79,1985,0.2799302042,0.09331414104,1
79,2017,-0.05607569218,-0.2015839219,1
111,33,-0.7988523245,0.3067238331,1
111,65,0.4836389124,-0.08153435588,1
111,97,0.5880962014,0.6250761747,1
111,129,0.8152725697,0.8347879648,1
111,161,0.8308842778,0.005661264062,1
111,193,0.08563220501,-0.6909146309,1
111,225,0.1579418182,-0.8768988252,1
111,257,0.6682138443,0.8741564155,1
111,289,0.6728425026,2.56562233,1
111,321,0.9904239774,1.773337007,1
111,353,1.074855566,0.8716523647,1
111,385,0.5785406828,0.7035689354,1
111,417,0.3223701119,0.5428753495,1
111,449,0.2261480391,0.1312638819,1
111,481,0.295021534,-0.2334901094,1
111,513,0.4580482244,0.1031934023,1
111,545,0.8672887087,0.2134588659,1
111,577,0.8359051943,1.597741604,1
111,609,0.1834327877,1.446562409,1
111,641,-0.2498812079,0.9034391642,1
111,673,0.4042899609,0.9639496803,1
111,705,0.6952801347,0.5463478565,1
111,737,2.937067986,-4.476341724,1
111,769,1.219058037,-0.951533556,1
111,801,0.3111631274,0.4315307736,1
111,833,0.5171169043,0.9801752567,1
111,865,0.7570773363,1.080933928,1
111,897,0.02604573965,-1.083636045,1
111,929,0.9132198095,0.06225007772,1
111,961,0.8346066475,0.3957676888,1
111,993,1.531959653,0.4249956608,1
111,1025,1.764075398,0.2165372372,1
111,1057,2.009542465,0.8056056499,1
111,1089,1.841653585,1.300040245,1
111,1121,1.387350321,1.151661515,1
111,1153,1.608918548,0.6113197803,1
111,1185,0.9738121033,0.3821920753,1
111,1217,1.774952412,0.1867814958,1
111,1249,3.333550453,0.4510129988,1
111,1281,2.756187916,-0.2180357575,1
111,1313,4.173431396,1.079323769,1
111,1345,4.088953018,1.24438107,1
111,1377,3.537516117,1.01262486,1
111,1409,2.34184432,0.5545333624,1
111,1441,1.952255845,1.368160367,1
111,1473,1.483553171,2.173130989,1
111,1505,1.331212759,1.932535172,1
111,1537,1.594712257,0.9273072481,1
111,1569,0.5791007876,0.7984215617,1
111,1601,-1.218145609,0.3043190539,1
111,1633,-17.7794838,4.986721516,1
111,1665,-0.3677339554,0.03328106925,1
111,1697,1.211248398,-0.5059065819,1
111,1729,2.529803991,-0.7876694798,1
111,1761,2.326703072,-1.554644465,1
111,1793,1.405190587,-0.6912040114,1
111,1825,1.759221673,0.7777799368,1
111,1857,1.298479319,0.5914750099,1
111,1889,1.041022062,-0.07565711439,1
111,1921,1.112239599,-0.6023045182,1
111,1953,1.206620455,-0.4816285968,1
111,1985,0.9794378281,-0.3864275813,1
111,2017,0.4442644715,0.05719868839,1
143,33,-0.4414886832,0.1487933397,1
143,65,0.2931123972,0.8437105417,1
143,97,0.5403331518,0.870655477,1
143,129,0.5522803664,1.067196012,1
143,161,0.7962059975,0.3168634176,1
143,193,0.3369495869,-0.6512262821,1
143,225,0.4537530541,0.04669296741,1
143,257,0.7300692797,1.480653882,1
143,289,0.8199067116,2.837030172,1
143,321,0.9777330756,2.494286776,1
143,353,0.6905906796,1.165016174,1
143,385,0.5278230906,0.6858738065,1
143,417,0.3432202935,0.4710142016,1
143,449,-0.1633786559,0.3072543442,1
143,481,0.1898762882,0.1887230575,1
143,513,0.7629314065,0.7900872231,1
143,545,1.053049684,1.107118487,1
143,577,0.5064833164,1.319032907,1
143,609,0.397857219,0.8490319252,1
143,641,0.4244231582,0.9258811474,1
143,673,0.7088416219,2.263293266,1
143,705,0.8475304842,1.769546151,1
143,737,1.23420763,-0.4157603979,1
143,769,1.503076673,-0.7886557579,1
143,801,0.9969171286,0.6932277679,1
143,833,1.22817266,1.051337123,1
143,865,1.293649316,1.291367888,1
143,897,1.144373417,0.2163405418,1
143,929,1.231223822,0.6411744952,1
143,961,2.250740528,2.615428448,1
143,993,2.154234648,2.635430574,1
143,1025,1.505530596,0.2871459126,1
143,1057,1.794188976,0.3426202536,1
143,1089,2.229655027,0.6359342337,1
143,1121,2.173848152,0.910533905,1
143,1153,1.47049284,1.013158083,1
143,1185,1.513976574,0.3492969275,1
143,1217,2.083957911,-0.3327462673,1
143,1249,3.798587799,-0.1330891252,1
143,1281,4.63111496,0.4112737775,1
143,1313,4.663139343,0.631972611,1
143,1345,4.150925159,0.3148385286,1
