PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 4, filenames: A:[4]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[5]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.5796192288,-0.08314228058,1
47,65,0.4104978442,0.2708249092,1
47,97,0.4324417114,2.762199163,1
47,129,1.455583096,4.361933231,1
47,161,1.88946557,4.119652271,1
47,193,-0.4668648243,1.290154219,1
47,225,1.16557467,1.516463637,1
47,257,1.313060164,0.8886384964,1
47,289,0.4193986654,0.7549748421,1
47,321,-0.2401043028,1.312354565,1
47,353,-0.7616932988,1.697374701,1
47,385,-0.9958139658,1.117979765,1
47,417,0.1133246422,0.5087859631,1
47,449,1.122019172,1.345684767,1
47,481,1.940792561,1.886475086,1
47,513,1.855933905,3.162724495,1
47,545,0.7887603045,1.153978229,1
47,577,0.547440052,-13.29904366,1
47,609,1.228168011,1.073163509,1
47,641,2.123843908,1.710513353,1
47,673,0.1957240105,0.08537948132,1
47,705,-0.9706178904,0.4205470681,1
47,737,-0.3374804258,1.60759294,1
47,769,-0.1608067155,2.704147577,1
47,801,-1.91884017,1.888542891,1
47,833,-2.857288837,1.154275179,1
47,865,-0.9500482082,1.34761095,1
47,897,0.4481101036,-0.01114177704,1
47,929,1.65100646,-0.7069541216,1
47,961,1.408478022,-0.7141304016,1
47,993,-0.6773612499,0.1324391365,1
47,1025,-1.459357023,1.143254519,1
47,1057,-0.7005388737,0.2764871716,1
47,1089,2.291700125,0.2222799063,1
47,1121,3.09715724,0.5087850094,1
47,1153,4.673542976,2.806951046,1
47,1185,9.409303665,4.285616875,1
47,1217,12.78536415,2.934514999,1
47,1249,26.37257576,1.010084271,1
47,1281,24.1799469,15.27699089,1
47,1313,9.763084412,3.126210928,1
47,1345,10.55700779,0.8507114649,1
47,1377,10.4662056,-0.3327671289,1
47,1409,8.733884811,-1.444394231,1
47,1441,6.081064224,-1.802487254,1
47,1473,4.017089844,-1.592436552,1
47,1505,6.254968643,-0.7540562749,1
47,1537,5.624435425,-1.232457161,1
47,1569,4.986193657,-1.016209602,1
47,1601,3.345458984,0.218757391,1
47,1633,2.110093117,-0.1151847839,1
47,1665,2.090742111,1.073624611,1
47,1697,3.054621458,1.005171776,1
47,1729,5.011184692,0.8341655731,1
47,1761,5.128192902,0.5364878178,1
47,1793,5.214255333,0.1488769054,1
47,1825,5.098650932,-1.421108484,1
47,1857,4.863405228,-1.518537045,1
47,1889,3.1133008,-2.874052525,1
47,1921,0.5884759426,-0.2280473709,1
47,1953,0.4957325459,-0.404548645,1
47,1985,-0.4187321663,-0.3276655674,1
47,2017,-13.14460373,-3.285876751,1
79,33,0.2703903317,0.644343257,1
79,65,0.513929069,0.2522517741,1
79,97,0.2385897934,1.829033852,1
79,129,0.0293007493,2.466331244,1
79,161,-0.2517043352,0.8922162056,1
79,193,-15.51053047,-10.23072052,1
79,225,-0.1272021532,1.318526268,1
79,257,0.7945258021,0.5747853518,1
79,289,0.5362228155,-0.007709145546,1
79,321,0.1577457935,0.1853348017,1
79,353,-0.1272761524,0.2918441892,1
