PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 65, filenames: A:[65]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[66]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.870774508,-0.03096568584,1
47,65,0.2195598632,0.05710501969,1
47,97,-0.2617715597,0.005562156439,1
47,129,-0.2016628832,-0.386641264,1
47,161,0.2208602428,-0.531121254,1
47,193,0.01261609793,-0.6090807915,1
47,225,-0.4561363459,-1.085157752,1
47,257,0.301946044,-0.3562011719,1
47,289,0.451246649,0.2673406899,1
47,321,-0.5923318863,1.070751786,1
47,353,-1.857385635,1.080622196,1
47,385,-2.273892403,0.2809249163,1
47,417,-0.4999219775,-0.2464113235,1
47,449,0.06403040886,1.335636377,1
47,481,-1.199715614,1.957685709,1
47,513,0.2103381753,0.9782311916,1
47,545,-0.3164902031,0.731472075,1
47,577,0.2485076785,0.814682126,1
47,609,2.551259518,1.332448721,1
47,641,-9.743100166,13.06594563,1
47,673,0.9289531112,-1.841398478,1
47,705,-1.031165123,0.7729742527,1
47,737,-1.024232149,2.665786743,1
47,769,-0.1589812934,3.68679285,1
47,801,-0.02272194624,2.46455574,1
47,833,1.091502905,1.916264772,1
47,865,1.152672291,1.428410053,1
47,897,0.9671989679,1.457901239,1
47,929,0.6662095785,0.5322775841,1
47,961,0.6350285411,0.4373749495,1
47,993,0.4038711488,0.007887244225,1
47,1025,0.2651387155,-0.2316424251,1
47,1057,-0.1245782375,-0.07604184747,1
47,1089,-0.03401196003,-0.02324587107,1
47,1121,0.09753423929,-0.9610613585,1
47,1153,0.003367185593,-1.024858117,1
47,1185,0.30688411,0.2023666799,1
47,1217,0.1694157422,1.272297144,1
47,1249,0.09341302514,0.9965722561,1
47,1281,0.3300434947,1.371947885,1
47,1313,1.65217495,1.301630735,1
47,1345,2.339776993,0.2033615708,1
47,1377,1.446929932,-0.1765916646,1
47,1409,0.1110873222,0.003050491214,1
47,1441,0.302859664,-0.1571084857,1
47,1473,-0.4155759811,-0.2696858644,1
47,1505,-0.8419744968,0.2515055537,1
47,1537,-0.0495967865,0.6367366314,1
47,1569,0.1728684902,1.814878941,1
47,1601,-0.4516572952,0.06186437607,1
47,1633,3.771973848,-7.712181568,1
47,1665,-11.05393887,7.163218498,1
47,1697,-0.5355782509,-1.737497807,1
47,1729,-1.105255127,-0.4651885033,1
47,1761,-0.4073267579,-0.584430337,1
47,1793,0.4094093144,0.06363469362,1
47,1825,0.5265995264,-0.3639854789,1
47,1857,0.1475200802,-1.993216038,1
47,1889,-0.04229098558,-1.800801039,1
47,1921,0.2437742949,-0.7308582067,1
47,1953,0.4465698004,-1.219683647,1
47,1985,0.1610772014,-0.2915534973,1
47,2017,-0.8002648354,-0.201525569,1
79,33,0.7160363793,0.5183968544,1
79,65,0.1296679825,-0.4069332182,1
79,97,-0.06579859555,-0.5682590008,1
79,129,-0.3482515514,-0.2029347867,1
79,161,0.02456714213,0.08014287055,1
79,193,-0.441786468,-0.03624391556,1
79,225,-0.9321484566,0.5017722845,1
79,257,0.1440598965,0.2327510417,1
79,289,0.3129585981,-0.2434816062,1
79,321,-0.2363009006,0.2995224595,1
79,353,-1.074870586,0.4853410721,1
79,385,-5.059208393,0.04394698143,1
79,417,-0.6379922628,-1.168596506,1
79,449,-0.9001709819,-0.7679589987,1
79,481,-2.626044273,0.5616388321,1
79,513,-0.3347910643,0.03953379393,1
79,545,-0.3826111555,0.002774752676,1
79,577,-14.89388275,-0.4734547138,1
79,609,-13.84845448,-13.51561546,1
79,641,2.616705656,-1.392580271,1
79,673,0.9431675673,-0.7978394032,1
79,705,-1.49925518,0.2073531747,1
79,737,-1.026418447,1.827317715,1
79,769,-0.2281909287,2.176928997,1
79,801,-1.341661096,3.861978769,1
79,833,6.73477459,10.43467808,1
79,865,0.2134244442,1.580101013,1
79,897,-0.4403753877,0.2793605328,1
79,929,-0.3067635298,-0.3253906369,1
79,961,0.2500394285,-0.6952911615,1
