PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 5, filenames: A:[5]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[6]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.916460514,10.2430191,1
47,65,1.911510706,-0.1764752269,1
47,97,0.8857600689,-1.663592815,1
47,129,0.7709508538,1.069624424,1
47,161,-0.153514713,3.205578327,1
47,193,-17.3113575,13.08992195,1
47,225,-0.1180266589,1.370341301,1
47,257,0.3702266216,1.026919603,1
47,289,0.9878695011,0.5202389956,1
47,321,1.424069405,0.03278958797,1
47,353,1.703918219,0.2644597888,1
47,385,1.606960893,0.1947686076,1
47,417,1.092284322,0.2221205831,1
47,449,-0.1956931353,0.7606161833,1
47,481,0.7104034424,1.167401671,1
47,513,1.41956234,1.436696291,1
47,545,1.466729641,1.463576794,1
47,577,0.9799165726,0.3927266002,1
47,609,0.9597445726,-0.1713392735,1
47,641,0.6574566364,-0.2384154797,1
47,673,1.047430277,0.01555430889,1
47,705,1.597542763,1.060061216,1
47,737,1.999233723,2.028209686,1
47,769,2.504930973,0.6383824348,1
47,801,0.9291975498,0.7686384916,1
47,833,-0.2155048847,1.110622644,1
47,865,0.01800182462,1.321336746,1
47,897,0.5593845844,2.178093433,1
47,929,2.151892662,4.464599609,1
47,961,1.835429788,3.310606956,1
47,993,2.173445702,2.477725029,1
47,1025,2.74251771,2.653306246,1
47,1057,1.765032291,1.836097479,1
47,1089,4.655016899,1.514391065,1
47,1121,4.877427101,1.812301159,1
47,1153,5.072010994,3.13367486,1
47,1185,5.727649212,3.153663158,1
47,1217,5.688632488,1.613713741,1
47,1249,6.455144882,0.3861049414,1
47,1281,8.181655884,0.4804730415,1
47,1313,11.06380272,0.2965694666,1
47,1345,10.64267254,0.4079995751,1
47,1377,8.935793877,0.499558568,1
47,1409,6.801959038,0.6433210373,1
47,1441,5.160850525,0.6899815798,1
47,1473,4.36452198,1.768245816,1
47,1505,5.293686867,3.495722771,1
47,1537,5.949529171,3.103456974,1
47,1569,0.2982692719,0.6911253929,1
47,1601,5.633233547,1.621718526,1
47,1633,5.181942463,0.3291047812,1
47,1665,5.065089226,0.017395854,1
47,1697,3.580809593,-0.292191267,1
47,1729,3.792347908,0.3726222515,1
47,1761,4.881705284,1.359519362,1
47,1793,4.209542274,-0.04304969311,1
47,1825,4.027339935,0.1950420141,1
47,1857,4.432652473,0.2057563066,1
47,1889,5.267613411,-0.915825665,1
47,1921,5.294879913,-2.705154657,1
47,1953,0.4800224304,-1.034872532,1
47,1985,-0.1461467743,-1.796597958,1
47,2017,-0.4239513874,0.3662097454,1
79,33,0.4790794849,2.541836977,1
79,65,-0.06283672154,1.168867111,1
79,97,-0.1496110559,0.8351851106,1
79,129,-0.6500347853,3.329616547,1
79,161,-0.1711270213,1.261333466,1
79,193,-1.385429859,1.302241445,1
79,225,-0.3350406587,-1.24403584,1
79,257,0.05904304981,-0.09798046947,1
79,289,0.7478957772,0.6126314402,1
79,321,1.254351854,0.2920196056,1
79,353,1.034248114,0.1571416855,1
79,385,1.700692415,0.1520737708,1
79,417,1.39894104,0.6839447021,1
79,449,1.349149704,1.128952742,1
79,481,1.111028075,2.023222923,1
79,513,1.2686342,1.282048821,1
79,545,1.732775331,1.82487309,1
79,577,2.491945028,2.025132179,1
79,609,0.8891391754,1.289458513,1
79,641,0.1421525478,0.8373892307,1
79,673,0.590299964,1.282833934,1
79,705,1.084371328,1.520284176,1
79,737,1.414058924,1.685006618,1
79,769,1.281820774,0.6146576405,1
79,801,0.8401377201,1.013728142,1
79,833,0.5074902773,0.2487565875,1
79,865,0.3381605446,1.235481024,1
79,897,-0.0393165946,2.848534584,1
79,929,0.0333738327,3.918098211,1
79,961,1.733298302,2.399508715,1
79,993,2.286205769,1.17208147,1
79,1025,2.270818949,1.664881945,1
79,1057,3.543735981,2.327965736,1
79,1089,4.577889919,2.840940952,1
79,1121,5.719769478,2.799600124,1
79,1153,7.261223316,2.358904123,1
79,1185,6.452783108,2.069583416,1
79,1217,6.918447971,1.449361205,1
79,1249,8.650493622,0.9546265602,1
79,1281,3.030789375,16.94559669,1
79,1313,8.86137867,-2.183215141,1
79,1345,9.145050049,-0.7995196581,1
79,1377,8.185388565,1.421093702,1
79,1409,7.30837059,1.72947216,1
79,1441,7.163248062,1.377251863,1
79,1473,7.072264671,1.400751948,1
79,1505,6.611068726,1.337257385,1
79,1537,7.351360321,0.3039705753,1
79,1569,6.918576241,0.9996621609,1
79,1601,6.208366394,0.8583431244,1
79,1633,5.28720665,-0.1330494285,1
79,1665,4.708171368,-1.368467093,1
79,1697,5.295258999,-1.752970695,1
