PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 60, filenames: A:[60]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[61]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.065176725,4.245170116,1
47,65,0.383333683,-0.08443079144,1
47,97,0.7599610686,-1.244379282,1
47,129,0.2612200081,-1.260135651,1
47,161,-0.7679376006,-3.617565393,1
47,193,-1.584442139,-2.543684006,1
47,225,-1.639427423,-0.5902612209,1
47,257,-0.7450895309,-1.167059898,1
47,289,0.3066885471,-1.00170064,1
47,321,0.3012145758,-0.5127310753,1
47,353,-0.3576648831,0.3143108487,1
47,385,-0.7711737156,0.9836791754,1
47,417,-0.5830177069,1.396986961,1
47,449,0.9567319155,0.3107413054,1
47,481,-0.02263709903,1.246060014,1
47,513,-0.3968552351,-0.3421625495,1
47,545,-0.05319567025,-1.145617843,1
47,577,-0.7926899195,-1.164393663,1
47,609,-10.12595367,16.44874191,1
47,641,-0.5985062122,0.4850801229,1
47,673,0.1577768326,-0.5190563202,1
47,705,-0.6811139584,0.2721542716,1
47,737,-2.282279015,1.352853298,1
47,769,-20.08546066,13.79289913,1
47,801,-2.740709305,0.8643958569,1
47,833,-1.120928049,-0.07906927168,1
47,865,-0.3725284338,0.7079992294,1
47,897,-0.3006467819,0.6639167666,1
47,929,-5.721720219,10.65184498,1
47,961,-0.3625057936,-2.325810432,1
47,993,0.7378896475,0.2577757835,1
47,1025,1.075528264,2.082080603,1
47,1057,0.2350621819,1.572245836,1
47,1089,-0.1052049547,0.6191865206,1
47,1121,0.3204600811,-0.2991491258,1
47,1153,0.7095242143,-0.005209758878,1
47,1185,0.6712542176,0.4128501713,1
47,1217,0.5617188215,0.6739703417,1
47,1249,0.6381372213,0.8348779082,1
47,1281,-0.06603658199,0.2486013174,1
47,1313,-0.1118419468,-0.1786216497,1
47,1345,0.4362986088,-0.8461346626,1
47,1377,0.3168680966,-0.5405982137,1
47,1409,-0.1980161071,-0.5248725414,1
47,1441,-0.118791461,-0.7980446815,1
47,1473,-0.8645999432,-1.565427065,1
47,1505,-1.02256763,-1.517239571,1
47,1537,-0.692314446,-0.6998741627,1
47,1569,-0.0969273746,-0.06677940488,1
47,1601,0.09340560436,0.2175315917,1
47,1633,-0.05850684643,0.05799587071,1
47,1665,-0.08229386806,-0.4542096853,1
47,1697,0.2440017462,-1.329649448,1
47,1729,-0.3092777729,-0.8802351952,1
47,1761,-0.2762037516,-0.01934540272,1
47,1793,-0.3960533142,0.7250836492,1
47,1825,-0.1374469399,0.1511080861,1
47,1857,0.4770563245,-0.4922158718,1
47,1889,-0.04609686136,-0.5263043642,1
47,1921,-0.6136271358,-0.4184785485,1
