PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 40, filenames: A:[40]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[41]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-5.003748417,1.672688484,1
47,65,-2.440695763,-0.02458548546,1
47,97,-2.11530304,-0.1609037817,1
47,129,-0.5870060921,0.09853136539,1
47,161,1.64066577,0.294421494,1
47,193,1.300548553,0.08870741725,1
47,225,0.1517956257,-0.5117081404,1
47,257,-0.4125744104,-0.6997166872,1
47,289,0.2712498605,-0.3637136817,1
47,321,0.5407553911,0.4138180912,1
47,353,0.02088856697,1.1834445,1
47,385,-0.5151613951,1.935359597,1
47,417,-0.7229812145,2.112888813,1
47,449,-0.7384017706,0.06910216808,1
47,481,-1.216368437,0.4652350545,1
47,513,-1.404699564,-0.1290130615,1
47,545,-1.259182453,-0.1157092452,1
47,577,-1.813815117,0.3765926957,1
47,609,-1.660066962,0.3366808891,1
47,641,-1.485958815,0.3524959981,1
47,673,-0.7956461906,0.9388032556,1
47,705,-0.2768130898,1.513202906,1
47,737,-0.226110518,1.769089699,1
47,769,-0.9686329365,2.259837389,1
47,801,-7.480989456,1.562230587,1
47,833,-0.3447915316,-0.9668385983,1
47,865,0.2784511745,-1.967180729,1
47,897,0.4185532331,-1.438728333,1
47,929,0.1049356535,-0.2318993658,1
47,961,-0.03152936697,0.9688367844,1
47,993,-0.3721995354,2.452487469,1
47,1025,-0.1384322047,1.666353464,1
47,1057,0.709677577,-0.5495212674,1
47,1089,1.495803952,-0.6744134426,1
47,1121,0.8216929436,-0.2647254467,1
47,1153,0.6780798435,-0.3919383287,1
47,1185,0.6187038422,0.07646989822,1
47,1217,0.1385407448,1.624300241,1
47,1249,-0.5744235516,1.204276323,1
47,1281,-1.166018486,0.4544389248,1
47,1313,-2.240689039,-0.3770779371,1
47,1345,-2.739619017,-0.6459333897,1
47,1377,-1.219306469,-0.4151570797,1
47,1409,0.9092394114,0.1432845592,1
47,1441,1.346722364,-1.316585183,1
47,1473,1.279455662,-1.476211429,1
47,1505,0.5301567912,-0.1353079081,1
47,1537,-0.2947874665,0.8034904003,1
47,1569,-1.347856998,0.4421509504,1
47,1601,-2.325028181,-0.3205868602,1
47,1633,-2.660381556,-1.246868849,1
47,1665,-2.808815479,-1.772758245,1
47,1697,-1.58912015,-1.74779582,1
47,1729,-0.2611407638,-1.020636439,1
47,1761,0.3913184404,0.1539256573,1
47,1793,0.9582818747,0.4306633472,1
47,1825,1.224172831,0.283292681,1
47,1857,1.253077626,-0.3089511395,1
47,1889,0.4233851433,-0.540984869,1
47,1921,-0.2412722111,0.1456005871,1
47,1953,-0.1826615334,0.5872318149,1
47,1985,-0.2558224797,-0.09856969118,1
47,2017,-0.2703199983,-2.632131577,1
79,33,-0.7571206093,0.6765162945,1
79,65,-0.5699634552,0.04598036408,1
79,97,-0.2495260835,0.1113373935,1
79,129,0.5143283606,0.299066186,1
79,161,0.696921289,0.7721715569,1
79,193,0.2923459411,0.5815597773,1
79,225,-0.5398514271,1.284584284,1
79,257,0.1199139357,1.270097733,1
79,289,0.587600112,1.205428123,1
79,321,0.3944470882,1.529225111,1
79,353,-0.3893249333,0.2775204182,1
79,385,-0.8384321332,0.4323601723,1
79,417,-1.398810148,0.9954761267,1
79,449,-0.6430864334,0.8376612663,1
79,481,-0.6841938496,0.2830916643,1
79,513,-0.6534314156,-0.1565648019,1
79,545,-0.6178532839,-0.05452626571,1
79,577,-1.302643657,-0.2072342932,1
79,609,-1.677598119,-0.2269103229,1
79,641,-1.14837575,0.01331716776,1
79,673,0.729031384,2.279607058,1
