PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 47, filenames: A:[47]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[48]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.177990437,0.32161057,1
47,65,-0.1635833979,0.3650743067,1
47,97,-0.2255882621,0.6534225941,1
47,129,0.2205990851,2.375758648,1
47,161,0.9704153538,5.03412962,1
47,193,0.4970614314,2.680901527,1
47,225,-0.3906490207,-3.864833832,1
47,257,0.7699366808,1.05606401,1
47,289,2.121348858,1.0102669,1
47,321,3.421693325,0.6878266335,1
47,353,3.138696671,0.968593955,1
47,385,3.783385754,1.831259251,1
47,417,2.371103525,2.324501038,1
47,449,0.5599483848,1.213103175,1
47,481,-0.2134288549,0.7901936769,1
47,513,-0.453941226,0.6713342667,1
47,545,0.6093030572,0.2643867433,1
47,577,0.8864383101,-14.47943974,1
47,609,0.2931587696,0.7611894608,1
47,641,-0.1146027297,1.389099002,1
47,673,0.01971800625,1.322967768,1
47,705,0.6497728825,1.464063406,1
47,737,1.255621672,0.3605650663,1
47,769,0.6970290542,-0.4827145934,1
47,801,-0.0229421854,-1.520219803,1
47,833,-1.363216996,0.3311875463,1
47,865,-0.2251894772,1.166843653,1
47,897,0.5414890051,0.3645923138,1
47,929,0.3047391176,-0.7542636395,1
47,961,-0.3582425714,-0.919731617,1
47,993,-0.4778656662,1.249507904,1
47,1025,0.3213267028,2.294300795,1
47,1057,1.479378819,2.180038691,1
47,1089,1.761930823,2.365216732,1
47,1121,0.559997201,2.122538805,1
47,1153,4.579779625,3.873645782,1
47,1185,2.782937765,2.310022831,1
47,1217,2.363152504,0.3124095798,1
47,1249,4.680100441,0.7616584897,1
47,1281,0.4502873421,1.372645617,1
47,1313,2.342638969,1.007820964,1
47,1345,2.930080414,2.727871418,1
47,1377,0.9928804636,2.618237972,1
47,1409,0.3178065419,0.2156140804,1
47,1441,1.27140975,-3.188158751,1
47,1473,1.445727229,-1.301609516,1
47,1505,1.411217213,-0.8604855537,1
47,1537,1.764765859,-0.7677699327,1
47,1569,0.4526194334,-0.959215641,1
47,1601,-0.2129800916,-0.9646790028,1
47,1633,-0.06555896997,0.4633387327,1
47,1665,0.06461249292,1.019920588,1
47,1697,-0.04187041521,0.4839708209,1
47,1729,0.108486712,-0.4260145128,1
47,1761,0.03283563256,-0.4365247488,1
47,1793,-0.4045595527,0.1651463956,1
47,1825,-0.3282850385,0.06500658393,1
47,1857,0.243206799,-0.1837220192,1
47,1889,0.3850615919,0.1876378059,1
47,1921,-0.2021926045,0.1674280167,1
47,1953,-0.1663856506,-0.3286114931,1
47,1985,-0.04684352875,-0.0235045515,1
47,2017,-0.5395832062,0.1597652435,1
79,33,-0.4060463905,0.4013090134,1
79,65,0.4176739454,-0.4373159707,1
79,97,0.2356894612,-0.002533435822,1
79,129,-0.8724474907,1.795117617,1
79,161,0.1888147593,1.255163193,1
79,193,0.3656099439,0.5337090492,1
79,225,0.6360555887,0.518484354,1
79,257,0.8468185067,2.352100372,1
79,289,1.645127058,1.307479143,1
79,321,2.09903264,1.090498328,1
79,353,1.854171515,1.235382676,1
79,385,1.948289037,1.311314106,1
79,417,1.338020325,0.6386663914,1
79,449,0.7340415716,1.297029972,1
79,481,0.5059816241,0.5210440755,1
79,513,0.3740067482,0.7508810163,1
79,545,0.4389204681,0.6720617414,1
79,577,3.891420603,-10.78899288,1
79,609,-18.48171997,7.956754684,1
79,641,-18.64945602,8.487223625,1
79,673,0.0749456659,1.165120721,1
79,705,0.1719326675,0.853081882,1
79,737,0.09660737216,0.8589454293,1
79,769,0.4513414204,1.377117515,1
79,801,0.3003133535,0.04429513216,1
79,833,0.2310822904,0.2221457958,1
79,865,0.800344348,-0.0875788182,1
79,897,0.7350667119,-0.8216715455,1
79,929,-0.6499715447,-18.29340172,1
79,961,0.4794928133,-1.449239135,1
79,993,-0.7609599233,2.005383253,1
79,1025,0.7151831388,1.95884943,1
79,1057,0.81876266,1.39164257,1
79,1089,0.6371517777,1.255999565,1
79,1121,1.321601391,-0.1433743238,1
79,1153,2.759829044,0.5345413685,1
79,1185,1.176850319,1.08661294,1
79,1217,1.081667662,0.5990300179,1
79,1249,1.706487775,0.8905259371,1
79,1281,0.9662230015,1.293897152,1
79,1313,0.3229935169,1.469042301,1
79,1345,-0.0666295886,2.232175827,1
79,1377,0.1383197308,2.999709606,1
79,1409,-0.09940499067,0.8429598808,1
79,1441,17.51777458,2.640733719,1
79,1473,1.356497765,0.07331228256,1
79,1505,1.472425818,0.1343182921,1
79,1537,2.252020359,-0.4728890955,1
79,1569,1.47930944,-0.5002971888,1
79,1601,0.210570097,-0.05349487066,1
79,1633,0.28532359,0.2912480235,1
79,1665,-0.210974142,0.2796656191,1
79,1697,-0.6390736699,0.8369410038,1
79,1729,-0.290178299,0.07111654431,1
79,1761,-0.137494266,-0.1656187773,1
79,1793,-0.49812904,0.2333481312,1
79,1825,0.1767171919,0.2805119753,1
79,1857,0.6297068596,0.2207309157,1
79,1889,0.4837949872,0.2268306762,1
79,1921,0.4565038979,0.4871196747,1
79,1953,0.2505767941,0.5957901478,1
79,1985,0.1254737377,0.3910879791,1
79,2017,0.1921945214,-0.3998254538,1
111,33,0.08596147597,0.3079481125,1
111,65,0.7075956464,-0.1223191023,1
111,97,0.292288214,0.2745643854,1
111,129,0.09526884556,1.913843751,1
111,161,-0.2624073625,2.253511429,1
111,193,-0.1056423187,0.99627316,1
111,225,0.5897315741,0.959274888,1
111,257,0.8124663234,2.196161985,1
111,289,2.533095837,6.987499714,1
111,321,0.8466919065,1.246813059,1
111,353,0.7698966861,1.343861938,1
111,385,1.413978338,1.779012442,1
111,417,0.9619874954,0.6485903263,1
111,449,0.7749242187,0.5429804325,1
111,481,0.5113497376,0.6564571857,1
111,513,0.3669515252,0.7068890333,1
111,545,0.3521451652,0.1284424067,1
111,577,-0.2879599631,0.5527513027,1
111,609,-0.2582346201,2.723083019,1
111,641,0.09013296664,1.759725451,1
111,673,-0.05012689158,0.9032507539,1
111,705,-0.1538110673,0.3352513313,1
111,737,-1.600774288,0.6048648357,1
111,769,-1.226899624,1.487134457,1
111,801,0.1784022003,1.251615644,1
111,833,0.5659106374,0.3552483916,1
111,865,0.8730496168,-0.3535537124,1
111,897,0.6786116362,-0.954495132,1
111,929,0.4536599815,-0.7383605242,1
111,961,0.6129907966,-0.1660726666,1
111,993,0.1170842052,1.405629873,1
111,1025,0.9644662142,1.197580457,1
111,1057,0.6116368771,0.7009672523,1
111,1089,-0.7254384756,0.1751401424,1
111,1121,0.6909446716,-0.6555430293,1
111,1153,1.866690993,-0.9494906068,1
111,1185,4.311423302,0.3519886732,1
111,1217,4.934859276,0.4987003207,1
111,1249,2.978054762,0.3208925724,1
111,1281,1.253148437,0.2871703804,1
111,1313,0.3099802732,0.838311553,1
111,1345,-0.06727325916,2.292209148,1
111,1377,0.4384635091,3.287241459,1
111,1409,1.002583265,1.276380658,1
111,1441,0.7995537519,1.151396513,1
111,1473,1.385809183,1.215290666,1
111,1505,1.675045609,1.161153913,1
111,1537,1.16190958,0.6918640137,1
111,1569,0.3244287968,0.4061043262,1
111,1601,0.6047471762,0.5583096743,1
111,1633,0.3346430063,0.05055314302,1
111,1665,-0.5258395672,-0.9410687685,1
111,1697,-1.419000268,-0.6697580814,1
111,1729,-0.6143833399,-0.1497661173,1
111,1761,-0.4056417644,0.02599772811,1
111,1793,-0.2660160661,0.1945499778,1
111,1825,0.2055230737,0.3655160367,1
111,1857,0.3098784685,0.5011047721,1
111,1889,-0.07939531654,0.8443713188,1
111,1921,-0.09386245161,0.7147622108,1
111,1953,-0.7523033619,1.161816001,1
111,1985,-0.2518089414,0.5031446218,1
111,2017,0.3526618481,-0.3752077222,1
143,33,-0.3516962528,0.1635370255,1
143,65,0.6282078028,0.8075795174,1
143,97,1.135358691,1.824345589,1
143,129,0.8234682083,3.993957281,1
143,161,0.5285979509,5.096398354,1
143,193,0.9637324214,0.7994220257,1
143,225,0.9358397722,0.876838088,1
143,257,0.2899017036,0.955258131,1
143,289,0.3954085112,0.6676155329,1
143,321,0.5709882975,1.415020943,1
143,353,-0.3760075569,0.3558325768,1
143,385,-0.1753326654,0.2887793183,1
143,417,0.244086802,1.016405225,1
143,449,0.4578832984,0.9162232876,1
143,481,0.1489649862,0.06125694513,1
