PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 27, filenames: A:[27]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[28]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.661765575,0.2505123615,1
47,65,-1.184372306,1.54528904,1
47,97,-0.6899470091,1.093314767,1
47,129,-0.5300369263,0.7595226765,1
47,161,-1.908203602,-0.3347998559,1
47,193,-1.987175703,-0.9579562545,1
47,225,-0.7638126612,-0.5403439403,1
47,257,-0.6755422354,-0.656288743,1
47,289,-1.302700281,-1.051280379,1
47,321,-2.15839386,0.6330907345,1
47,353,-0.8867301941,-0.1503939629,1
47,385,-1.396062613,1.216069698,1
47,417,-1.735600829,1.914564729,1
47,449,-1.405266762,0.9786165357,1
47,481,-0.1248800755,-0.9377717972,1
47,513,0.3675419688,-1.585162878,1
47,545,0.5135703087,-1.123114824,1
47,577,0.6666407585,2.235315084,1
47,609,0.4183109403,1.642222285,1
47,641,-0.0005204081535,0.5722993612,1
47,673,0.7361134291,-0.6867152452,1
47,705,0.4678015709,-0.09263527393,1
47,737,-1.357746363,-0.2124173641,1
47,769,-0.5110776424,0.240332216,1
47,801,1.575966597,0.1486822069,1
47,833,0.6416215897,0.07930937409,1
47,865,-1.35788548,0.8669891357,1
47,897,-2.441773176,0.8241820335,1
47,929,-1.911078095,2.416896582,1
47,961,-2.25365448,1.674166203,1
47,993,-0.2133870125,0.4258172512,1
47,1025,0.1102017164,-0.379352212,1
47,1057,0.5029925108,-0.7804923058,1
47,1089,1.561340332,-1.221589327,1
47,1121,2.513415337,-0.8758435249,1
47,1153,2.767613649,0.7799834013,1
47,1185,2.864483833,2.379779339,1
47,1217,4.110898495,1.738527536,1
47,1249,4.555075645,-0.2054759264,1
47,1281,4.346833229,-2.743106842,1
47,1313,4.032028198,-1.914805889,1
47,1345,4.694731236,-0.2612638474,1
47,1377,5.734715462,-0.148360312,1
47,1409,3.66773057,-0.3338222504,1
47,1441,2.052232504,2.471200943,1
47,1473,1.105565906,2.026060104,1
47,1505,1.295428991,1.751270771,1
47,1537,0.9667525291,2.168129683,1
47,1569,1.038455009,1.720134735,1
47,1601,1.43881917,1.270451784,1
47,1633,1.857767105,0.2937728167,1
47,1665,2.18164587,-0.8239512444,1
47,1697,3.104810476,-1.46579659,1
47,1729,3.370996237,-0.6715011597,1
47,1761,1.312509775,-0.3531074524,1
47,1793,-0.1597446203,-0.5198764801,1
47,1825,0.09544867277,-0.2990087867,1
47,1857,0.4794172049,-0.09300947189,1
47,1889,0.2051286697,0.06212377548,1
47,1921,0.2550561428,-0.5618761182,1
47,1953,-0.001785099506,-0.693929553,1
47,1985,-0.513140738,-0.3349064589,1
47,2017,1.239098549,-1.769593477,1
79,33,-0.103833437,0.5208176374,1
79,65,-0.4833955765,0.8226416111,1
79,97,-0.5893040895,0.4475942254,1
79,129,-0.16256845,0.1160806715,1
79,161,-0.1633033752,-0.2344072312,1
79,193,-0.511023581,-0.1573787332,1
79,225,-0.5210678577,0.08639651537,1
79,257,-0.5139452219,0.09354901314,1
79,289,-1.105394125,-0.208450824,1
79,321,-2.066715002,0.007817596197,1
79,353,-1.68630898,0.05315989256,1
79,385,-1.113620758,0.7354539633,1
79,417,-0.8522934318,1.429184437,1
79,449,-0.3764193058,0.8987813592,1
79,481,0.0604262352,-0.03219744563,1
79,513,0.1498637646,-0.4714986086,1
79,545,-0.1616124511,0.09489268064,1
79,577,-0.2593899071,0.8896754384,1
79,609,4.401343822,17.00671768,1
79,641,-1.373111606,0.297355175,1
79,673,-0.6362582445,0.1464969516,1
79,705,-0.4798033535,0.1338955164,1
79,737,-1.270892978,-0.3166126311,1
79,769,-0.7261829972,0.05371072888,1
79,801,0.2509016395,-0.09671218693,1
79,833,-0.4784768522,-0.03158463538,1
79,865,-0.9479811788,-0.08877193928,1
79,897,-0.682978332,-0.1465380192,1
79,929,-0.0751747787,1.306720734,1
79,961,0.6874580383,2.336914539,1
79,993,0.6011721492,4.008422852,1
79,1025,0.6387593746,1.329291224,1
79,1057,2.666628599,1.368567467,1
79,1089,2.095765591,0.7415989637,1
79,1121,2.416305065,0.5340775251,1
79,1153,2.70583272,-0.1604147255,1
79,1185,2.714746237,-0.002242445946,1
79,1217,2.930423498,0.6776800156,1
79,1249,3.034195423,-0.4522481561,1
79,1281,1.495773554,-1.631394267,1
79,1313,1.122416735,-2.241482496,1
79,1345,3.324326754,-0.5435273647,1
79,1377,4.71398735,-1.15993166,1
79,1409,3.262285233,-2.240642071,1
79,1441,2.120842218,1.216920376,1
79,1473,1.682271719,1.481800199,1
79,1505,1.799651504,1.143373489,1
79,1537,0.9507261515,0.4208595753,1
79,1569,0.4977886677,0.3433640003,1
79,1601,1.034802318,-0.6195058227,1
79,1633,1.360723019,-0.3340606391,1
79,1665,2.564274311,-0.211497426,1
79,1697,3.164475441,-0.5063034296,1
79,1729,2.850400925,-0.556180954,1
79,1761,1.042818427,-0.9781791568,1
79,1793,0.04324367642,-1.110077858,1
79,1825,0.2627912462,-0.8231129646,1
79,1857,0.1373348534,-0.8352247477,1
79,1889,-0.05759420991,-0.2972046137,1
79,1921,-0.00509352982,-0.3526780009,1
79,1953,-0.05324554443,-0.5609017611,1
79,1985,-0.2580640614,-0.1802862287,1
79,2017,0.4206209183,-0.7586287856,1
111,33,0.959987402,0.9371410608,1
111,65,-0.5046337247,0.3733799458,1
111,97,-0.8877413869,-0.2881720662,1
111,129,0.5573763847,-0.2217514217,1
111,161,0.04144737124,-0.3199059069,1
111,193,-0.01520179212,0.2599928379,1
111,225,0.07834357023,0.7646692991,1
111,257,-0.009340554476,1.008392096,1
111,289,-0.797305584,0.8934008479,1
111,321,-1.691558599,0.5113649368,1
111,353,-1.966412187,0.4172146916,1
111,385,-1.023005486,0.6125865579,1
111,417,0.2638349235,0.3870030046,1
111,449,1.372029305,-0.2658861279,1
111,481,0.1913130134,0.2562024593,1
111,513,0.009092543274,0.05906361341,1
111,545,-0.5062906742,-0.04728239775,1
111,577,-0.6130200624,1.056097388,1
111,609,-1.566350341,3.224965572,1
111,641,-0.543102026,-14.32287979,1
111,673,-0.3690048456,-0.4907729626,1
111,705,-0.09777960181,0.07640713453,1
111,737,-0.5130781531,0.1901449263,1
111,769,-0.5646033287,0.0001386404037,1
111,801,0.04762630165,-0.8503080606,1
111,833,0.4562903643,-0.3319646716,1
111,865,1.069540977,-0.3264392614,1
111,897,0.7966632247,-0.4668587446,1
111,929,1.423148632,1.954856396,1
111,961,3.426840782,3.590732574,1
111,993,1.693772316,3.097083092,1
111,1025,-0.5721698999,1.75035429,1
111,1057,1.235909224,1.871865511,1
111,1089,2.42267108,2.19866848,1
111,1121,2.635693312,1.76239872,1
111,1153,2.414549351,0.3179543018,1
111,1185,2.103238106,-0.1633195877,1
111,1217,2.75114274,0.1891349554,1
111,1249,10.22796535,12.7209568,1
111,1281,-17.5743885,-1.735072374,1
111,1313,0.7097690105,-1.572977304,1
111,1345,2.505349159,-1.460795999,1
111,1377,4.324641228,-1.949318051,1
111,1409,2.79984045,-0.1864931583,1
111,1441,2.491462946,0.6662362814,1
111,1473,2.345142603,0.9179638624,1
111,1505,2.04241848,1.068743467,1
111,1537,1.034083605,-0.3658221364,1
111,1569,-0.2463834882,-2.143979073,1
111,1601,4.578186989,0.557292819,1
111,1633,2.442991734,-0.2575609088,1
111,1665,1.098356009,-0.6761262417,1
111,1697,1.729572773,-0.3856424689,1
111,1729,1.541018486,-0.04694749415,1
111,1761,0.982943356,-0.005004584789,1
111,1793,0.3215370178,-0.5067364573,1
111,1825,-0.05977588892,-0.7934227586,1
111,1857,-0.1940265894,-0.6298241019,1
111,1889,-0.8925728798,-0.03377175331,1
111,1921,-0.8571614027,-0.03266574442,1
111,1953,-0.5097490549,-0.2387490571,1
111,1985,-0.1804197133,-0.1319939196,1
111,2017,0.1451568604,-0.2472964823,1
143,33,1.261064529,1.962186217,1
