PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 6, filenames: A:[6]MAX_TimeSrs026_TgUtrmcherry_Control.avi & B:[7]MAX_TimeSrs026_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.4918129444,-0.2629344463,1
47,65,-15.90154457,-0.09230908751,1
47,97,0.5925788879,0.4343528748,1
47,129,-0.5886952281,2.102588415,1
47,161,-1.322836041,1.894873619,1
47,193,-1.503188729,2.762518644,1
47,225,-0.8392235637,1.003788948,1
47,257,0.5375216007,-0.05606636405,1
47,289,0.8145807385,-0.9445683956,1
47,321,0.6755667925,-0.9414081573,1
47,353,0.5568931103,-0.8410372734,1
47,385,0.2012243867,-0.2418011129,1
47,417,-0.6019559503,0.1801813841,1
47,449,-1.409291744,0.3425992429,1
47,481,-1.067690969,0.5454400778,1
47,513,0.0176718235,0.9369668961,1
47,545,0.1795491576,0.4806339741,1
47,577,1.585705519,0.6364517808,1
47,609,2.225213051,0.7026337385,1
47,641,2.092093468,0.609887898,1
47,673,1.695766091,0.1826115251,1
47,705,1.905624628,0.3284606338,1
47,737,2.122880936,0.4851875305,1
47,769,4.33743,-1.001375437,1
47,801,4.33552742,-0.9471340179,1
47,833,0.4538946152,-0.5600358248,1
47,865,0.1455464363,-0.7989660501,1
47,897,1.672072411,-0.1959756613,1
47,929,2.691488504,1.828983307,1
47,961,3.325426579,4.638861656,1
47,993,1.493146658,5.279874802,1
47,1025,0.562376976,5.194978714,1
47,1057,3.112878561,5.673154831,1
47,1089,3.092051029,2.61003828,1
47,1121,5.010214806,1.086545944,1
47,1153,7.016156197,0.7087880969,1
47,1185,7.316972733,1.248000383,1
47,1217,6.310885429,1.381436467,1
47,1249,6.17891407,-0.2326669693,1
47,1281,4.527563095,-0.2052426338,1
47,1313,4.683529854,1.709566593,1
47,1345,6.177369595,2.573311806,1
47,1377,1.810571194,-0.1622767448,1
47,1409,4.804346085,1.681061983,1
47,1441,4.329732895,1.264187336,1
47,1473,3.409850359,0.8342168927,1
47,1505,1.725931644,0.5141334534,1
47,1537,1.283091307,-0.1134252548,1
47,1569,2.221276999,-0.340626955,1
47,1601,2.612929821,-0.8779805303,1
47,1633,3.140974045,-0.654181838,1
