PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 8, filenames: A:[8]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[9]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
79,705,2.363589525,-2.956573963,1
79,737,1.857090473,-2.195072651,1
79,769,1.782706976,-1.211930037,1
79,801,2.296975613,-4.60589838,1
79,833,1.59330225,-4.763911724,1
79,865,1.60245204,-5.150219917,1
79,897,2.660316944,-5.539710999,1
79,929,3.466732502,-4.824579716,1
79,961,3.980465889,-4.987794876,1
79,993,4.181293011,-5.521201134,1
79,1025,3.665862799,-5.9772439,1
79,1057,1.957253456,-6.011884212,1
79,1089,2.367573261,-6.520332336,1
79,1121,3.327385902,-7.553833485,1
79,1153,4.036661148,-7.549479485,1
79,1185,4.399312973,-6.565814972,1
79,1217,4.341936111,-7.151389599,1
79,1249,4.130558491,-7.758669853,1
79,1281,2.900872707,-7.112640381,1
79,1313,2.957379818,-6.834327698,1
79,1345,2.976663113,-6.402998447,1
79,1377,3.168483973,-6.783441544,1
79,1409,3.432476044,-6.429364204,1
79,1441,3.410375595,-6.014255524,1
79,1473,3.715055466,-6.298727512,1
79,1505,3.41023469,-6.588839531,1
79,1537,2.584745646,-5.803997993,1
79,1569,2.369024277,-5.420693398,1
79,1601,2.918290377,-5.509692192,1
79,1633,5.054636002,-5.610398769,1
79,1665,2.469253063,-5.393946171,1
79,1697,1.880846739,-4.768629074,1
79,1729,1.137238264,-3.842750549,1
79,1761,0.3228377104,-3.123660088,1
79,1793,0.3669883311,-2.708414555,1
79,1825,0.09952330589,-1.397778869,1
79,1857,-0.0527728796,-0.6942748427,1
79,1889,0.2284440398,-0.7751920819,1
79,1921,0.3433147073,-0.6856268644,1
79,1953,0.4789797664,-0.6448751688,1
79,1985,0.5195899606,-0.01780819893,1
79,2017,0.4481154084,-2.179528475,1
111,33,8.001107216,3.315022469,1
111,65,2.490958691,-3.235447884,1
111,97,1.997633338,-3.978073597,1
111,129,1.851120591,-4.941605568,1
111,161,2.06651783,-5.569962978,1
111,193,2.623491764,-4.280140877,1
111,225,1.739497423,-4.710606098,1
111,257,1.887654901,-5.216173172,1
111,289,2.033876896,-4.059634209,1
111,321,2.219977617,-3.703509092,1
111,353,3.11080122,-3.415308237,1
111,385,4.113117218,-3.200032234,1
111,417,4.72085762,-3.228321791,1
111,449,3.399923801,-3.121968031,1
111,481,2.1168046,-2.218756676,1
111,513,2.415586233,-2.45568037,1
111,545,3.032638073,-3.234506369,1
111,577,3.280738831,-4.599510193,1
111,609,3.326608419,-3.798980236,1
111,641,2.659268618,-4.174318314,1
111,673,2.118045568,-4.458974838,1
111,705,2.425163746,-4.187185287,1
111,737,1.349861383,-2.970528126,1
111,769,2.717027903,-3.787852287,1
111,801,4.58941555,-4.28197813,1
111,833,2.343819141,-5.251934528,1
111,865,1.891667843,-5.487688541,1
111,897,2.145826101,-5.514641285,1
111,929,2.925836325,-5.059444904,1
111,961,4.057613373,-4.612411499,1
111,993,4.303488731,-4.944488049,1
111,1025,3.961987495,-5.25524807,1
111,1057,2.590956688,-5.381856918,1
111,1089,3.728496075,-6.049730301,1
111,1121,2.648298025,-6.242742538,1
111,1153,3.792171478,-6.217973709,1
111,1185,3.998719215,-7.231612682,1
111,1217,2.878119469,-7.659020424,1
111,1249,3.432611704,-7.136207581,1
111,1281,3.941810608,-7.615829945,1
111,1313,3.306437492,-8.363540649,1
111,1345,2.956829309,-8.141501427,1
111,1377,2.777372599,-7.849116325,1
111,1409,2.458141804,-7.575296879,1
111,1441,2.989945889,-6.427661419,1
111,1473,3.535069942,-6.121077061,1
111,1505,3.770137787,-6.676889896,1
111,1537,2.696606159,-6.287515163,1
111,1569,2.551540852,-6.106052876,1
111,1601,3.784200191,-6.220628262,1
111,1633,2.882603407,-6.204709053,1
111,1665,1.631829023,-5.962445259,1
111,1697,1.482899547,-5.26243639,1
111,1729,0.7447110415,-4.227796555,1
111,1761,0.3952339292,-4.563310623,1
111,1793,0.467032373,-4.301801682,1
111,1825,-0.3101398647,-1.503754854,1
111,1857,0.5225499272,-1.766675234,1
111,1889,-0.01942318678,-1.405591846,1
111,1921,0.06583943963,-1.235599756,1
111,1953,0.567256391,-0.815857172,1
111,1985,0.7329288721,0.1799254417,1
111,2017,0.842151165,-1.690364242,1
143,33,5.604094982,1.801532745,1
143,65,1.615987897,-7.068422318,1
143,97,1.934187293,-5.448361397,1
143,129,1.489869595,-5.607434273,1
143,161,1.482246995,-6.298617363,1
143,193,1.698719978,-5.476608753,1
143,225,1.948771,-5.260942459,1
143,257,2.125153303,-5.515302658,1
143,289,2.295595646,-4.785916805,1
143,321,2.782001495,-4.516568661,1
143,353,2.600842476,-4.085073948,1
143,385,2.653064728,-3.381085873,1
143,417,4.370302677,-3.133816481,1
143,449,5.059725761,-2.970548153,1
143,481,2.712747574,-1.9614501,1
143,513,2.543987036,-2.926938534,1
143,545,3.033389091,-3.42977643,1
143,577,2.729424238,-3.791273832,1
143,609,2.103652,-2.908420324,1
143,641,2.346939802,-2.978837967,1
143,673,2.150152683,-4.669050217,1
143,705,1.949690342,-4.220776081,1
143,737,2.165752888,-3.956420898,1
143,769,3.216162205,-4.533416748,1
143,801,5.402236938,-4.412596226,1
143,833,3.111188173,-5.374412537,1
143,865,2.243789434,-5.181292057,1
143,897,2.374029875,-4.988758087,1
143,929,3.345554352,-5.306099892,1
143,961,4.248950958,-4.865474701,1
143,993,4.020452023,-5.031685352,1
143,1025,4.119209766,-5.283654213,1
143,1057,4.650403023,-5.661421299,1
143,1089,4.765660763,-5.762042522,1
143,1121,4.122402191,-6.060389519,1
143,1153,4.778560638,-5.363875389,1
143,1185,3.928198814,-6.235626698,1
143,1217,2.578408241,-6.563190937,1
143,1249,3.688083649,-6.957276344,1
143,1281,5.391974449,-7.988848686,1
143,1313,4.045592308,-8.421210289,1
143,1345,3.314172983,-8.456972122,1
143,1377,2.608662844,-8.431255341,1
143,1409,1.541776657,-7.949718475,1
143,1441,2.480086088,-6.618516922,1
143,1473,3.774809361,-4.495789528,1
143,1505,3.698639631,-5.715806007,1
143,1537,2.801506281,-6.453672886,1
143,1569,2.633010864,-6.914152145,1
143,1601,2.358836889,-6.728954315,1
143,1633,1.616746426,-6.296516895,1
143,1665,2.390586376,-6.432444096,1
143,1697,1.712665439,-5.338050842,1
143,1729,0.9495449066,-4.769685268,1
143,1761,0.5811206698,-5.019806385,1
143,1793,0.4154184461,-4.994912624,1
143,1825,-0.2513096035,-4.653184891,1
143,1857,1.329224586,-1.832176208,1
143,1889,1.306355953,-2.264551163,1
143,1921,0.2930729985,-1.641572475,1
143,1953,0.4586267471,-1.633316398,1
143,1985,0.3283168972,-0.6096131802,1
143,2017,0.3809993565,-1.362487793,1
175,33,1.368279338,3.306050301,1
175,65,0.8691251278,-7.225566864,1
175,97,1.390667439,-6.781964302,1
175,129,1.585708261,-5.640967846,1
175,161,1.10965538,-6.007912636,1
175,193,1.068188548,-5.584624767,1
175,225,1.352248549,-5.986929417,1
175,257,1.573623419,-5.640307426,1
175,289,2.267747164,-5.493506432,1
175,321,2.989847422,-5.934268475,1
175,353,3.682773829,-4.49978447,1
175,385,5.449564934,-3.013490677,1
175,417,6.303962708,-2.527294874,1
175,449,5.298542023,-2.889932871,1
175,481,3.01093626,-3.449730873,1
175,513,2.692639112,-4.22016716,1
175,545,2.330313444,-4.412793636,1
175,577,2.198919296,-3.673895836,1
175,609,2.562866211,-3.445025921,1
175,641,2.414282799,-4.149518967,1
175,673,1.949618816,-4.83543539,1
175,705,1.871821165,-3.813928604,1
175,737,2.697542191,-3.965656519,1
175,769,2.908300161,-4.816336155,1
175,801,4.707448483,-5.186286449,1
175,833,5.26202774,-5.27139473,1
175,865,3.076934576,-5.102959156,1
175,897,2.602739573,-4.786090374,1
175,929,4.157432556,-5.063174248,1
175,961,5.03827095,-5.372606277,1
175,993,4.334403515,-5.57971096,1
175,1025,4.109382153,-5.544718742,1
175,1057,4.234079361,-5.481420517,1
175,1089,4.408899307,-5.880108833,1
175,1121,5.323684216,-6.995268345,1
175,1153,6.537815094,-6.103300571,1
175,1185,5.338212013,-5.514325619,1
175,1217,4.56355381,-6.573619843,1
175,1249,4.949169636,-7.667898655,1
175,1281,4.857218742,-8.097837448,1
175,1313,4.619246006,-8.49287796,1
175,1345,4.338752747,-9.209770203,1
175,1377,2.939368248,-8.734784126,1
175,1409,0.747297287,-8.045072556,1
175,1441,0.2817344666,-6.826981544,1
175,1473,3.340530396,-4.0911026,1
175,1505,4.226786137,-5.498722553,1
175,1537,3.168215513,-5.989778042,1
175,1569,1.576318026,-6.134039879,1
175,1601,0.5099256039,-6.288481236,1
175,1633,0.8592104912,-6.398339272,1
175,1665,2.938717842,-7.965790272,1
175,1697,1.999035835,-6.310441971,1
175,1729,1.874540448,-4.762686253,1
175,1761,1.092417359,-5.211874008,1
175,1793,0.5642430186,-5.501245975,1
175,1825,0.0192540139,-5.718633652,1
175,1857,0.1347392499,-4.140427589,1
175,1889,-0.09994014353,-3.166553736,1
175,1921,-0.07378289104,-2.682493448,1
175,1953,0.2984470725,-2.532159328,1
175,1985,0.3430060148,-1.664917707,1
175,2017,0.1754682809,-1.236612797,1
207,33,-0.1002181768,5.62341404,1
207,65,0.895955801,-4.683359146,1
207,97,1.774056554,-3.8508389,1
207,129,1.55927515,-3.398127556,1
207,161,1.29864192,-5.228336334,1
207,193,1.11199832,-5.740457058,1
207,225,1.162353396,-5.66348505,1
207,257,0.3697110415,-5.305949688,1
207,289,0.6389883757,-5.118755341,1
207,321,2.449922562,-5.482294559,1
207,353,2.202646494,-2.938960791,1
207,385,0.8880105019,-0.9345030785,1
207,417,4.60596323,-1.117966413,1
207,449,3.841039658,-1.778512716,1
207,481,2.709894657,-3.878881454,1
207,513,2.594919682,-4.67152977,1
207,545,2.07136035,-3.808376074,1
207,577,3.147035122,-3.46186614,1
207,609,3.531479836,-3.892503262,1
207,641,2.764923573,-4.164624214,1
207,673,1.293866634,-3.565694571,1
207,705,1.417939186,-2.799450159,1
207,737,2.444071293,-2.825517654,1
207,769,3.143318176,-4.29386425,1
207,801,4.492577076,-5.159410954,1
207,833,5.331267357,-5.607230663,1
207,865,6.32793951,-4.957540989,1
207,897,2.247004509,-4.438774586,1
207,929,4.08795929,-5.353246689,1
207,961,4.877993584,-6.496470451,1
207,993,4.79822588,-6.788689137,1
207,1025,4.492880344,-5.179489136,1
207,1057,3.790071964,-5.047469616,1
207,1089,4.065976143,-5.693542004,1
207,1121,4.673451424,-6.119360447,1
207,1153,5.553766251,-6.071777344,1
207,1185,5.601024151,-6.736504078,1
207,1217,5.250567913,-7.493204117,1
207,1249,4.985472679,-8.181632042,1
207,1281,4.85562849,-8.697417259,1
207,1313,4.760924339,-9.046141624,1
207,1345,4.964869022,-10.04906845,1
207,1377,4.095497608,-9.114044189,1
207,1409,3.324743271,-8.78404808,1
207,1441,4.543559074,-8.666040421,1
207,1473,3.637829781,-5.129135609,1
207,1505,2.81334281,-5.01558876,1
207,1537,1.613351345,-5.226698875,1
207,1569,1.05446434,-4.616006851,1
207,1601,2.493710756,-5.409672737,1
207,1633,3.10273242,-6.4120574,1
207,1665,3.341550827,-7.801421642,1
207,1697,1.771447897,-6.280430317,1
207,1729,1.562550068,-4.880256653,1
207,1761,0.5376574993,-5.330307007,1
207,1793,0.4164015055,-4.973409176,1
207,1825,0.07097047567,-4.704399586,1
207,1857,-0.1244646609,-5.131245613,1
207,1889,-0.4942897558,-3.619972467,1
207,1921,-0.06736839563,-3.437417507,1
207,1953,0.3932025135,-3.767032385,1
207,1985,0.05620698631,-2.165944099,1
207,2017,-0.3959641159,-1.329428673,1
239,33,-0.2563153505,6.23045826,1
239,65,0.9899464846,-0.2150416225,1
239,97,2.936977386,-3.158681631,1
239,129,2.597351074,-2.982384205,1
239,161,2.084170341,-5.075446606,1
239,193,1.788105965,-5.645490646,1
239,225,1.590527654,-4.207449436,1
239,257,1.259382606,-2.773755074,1
239,289,0.8963644505,-5.100732327,1
239,321,2.302185059,-5.028089523,1
239,353,2.442529202,-3.084115982,1
239,385,-3.150709391,-4.001243591,1
239,417,-0.2402749062,-2.868279696,1
239,449,3.850377321,-3.438614845,1
239,481,4.292048931,-3.907958031,1
239,513,3.603170872,-3.686977863,1
239,545,2.736771107,-2.873060465,1
239,577,3.092640638,-3.766546011,1
239,609,3.295672894,-4.533408165,1
239,641,2.973782301,-2.969788551,1
239,673,2.36100173,-2.577893734,1
239,705,1.839767456,-2.529028416,1
239,737,3.599193573,-2.07750535,1
239,769,4.165216446,-3.319761992,1
239,801,4.438359737,-4.553877831,1
239,833,5.058398724,-4.847960472,1
239,865,5.344216347,-4.32945776,1
239,897,4.728456974,-3.568247795,1
239,929,4.550586224,-5.302892685,1
239,961,4.672833443,-6.692521572,1
239,993,4.629993916,-6.480009556,1
239,1025,5.554118156,-4.92767477,1
239,1057,4.995559216,-4.41503191,1
239,1089,4.62461853,-4.414874077,1
239,1121,4.467933178,-5.09307909,1
239,1153,4.792505264,-5.744637489,1
239,1185,5.047620296,-6.646714687,1
239,1217,5.010153294,-7.629803658,1
239,1249,5.185252666,-8.627087593,1
239,1281,5.579792023,-9.591326714,1
239,1313,5.074537754,-9.714146614,1
239,1345,3.966257095,-9.360437393,1
239,1377,4.660803795,-8.92580986,1
239,1409,4.164411068,-8.346933365,1
239,1441,4.187208176,-7.171712875,1
239,1473,3.777575254,-5.70264101,1
239,1505,2.96853447,-4.691779137,1
239,1537,0.5445308685,-4.221178532,1
239,1569,1.849729776,-5.282536507,1
239,1601,3.301850319,-5.682463169,1
239,1633,3.890168428,-6.789774895,1
239,1665,2.764690876,-7.11369133,1
239,1697,2.155607939,-6.370587349,1
239,1729,1.945585966,-5.575276375,1
239,1761,1.613478541,-4.827768326,1
239,1793,0.7351434231,-4.641042233,1
239,1825,-0.09102475643,-4.649597168,1
239,1857,-0.09469904006,-4.878851891,1
239,1889,-0.4031377435,-3.562250614,1
239,1921,-0.04463632777,-3.015688419,1
239,1953,0.1764370203,-3.2271626,1
239,1985,-0.4443027973,-3.360697508,1
239,2017,-0.6000714898,-1.948583126,1
271,33,0.7421802282,5.017743111,1
271,65,1.435678005,-5.867782116,1
271,97,1.581604958,-2.806963682,1
271,129,1.559664845,-3.825980186,1
271,161,1.330497622,-5.460596085,1
271,193,1.68294096,-5.484696388,1
271,225,1.742639542,-4.394791603,1
271,257,1.343447089,-3.689804554,1
271,289,1.320603013,-3.554514408,1
271,321,1.515158772,-3.631966829,1
271,353,1.359757543,-3.724997997,1
271,385,-3.485666275,-5.451230049,1
271,417,-2.519426107,-4.639030933,1
271,449,3.861773014,-4.474071503,1
271,481,4.091127396,-3.40821147,1
271,513,2.116611719,-2.810572863,1
271,545,0.9294788837,-3.605001688,1
271,577,2.593976498,-5.131859779,1
271,609,2.981827736,-3.030598879,1
271,641,3.437507629,-2.481113434,1
271,673,3.034209728,-2.066802025,1
271,705,1.812342405,-2.184398651,1
271,737,3.753515005,-2.192377329,1
271,769,5.096465588,-2.61840415,1
271,801,5.046985149,-3.956777334,1
271,833,5.158444405,-4.003499985,1
271,865,4.601828098,-3.438709259,1
271,897,4.597852707,-3.154747963,1
271,929,5.051081181,-3.320361614,1
271,961,4.89390707,-4.838076591,1
271,993,5.674972534,-5.170719624,1
271,1025,5.847805977,-3.905180931,1
271,1057,5.904819489,-2.878594398,1
271,1089,5.777990818,-3.346115112,1
271,1121,5.502528191,-4.565933704,1
271,1153,5.641289711,-5.420340538,1
271,1185,5.870354652,-6.440014362,1
271,1217,5.721397877,-7.735727787,1
271,1249,5.715157509,-8.725729942,1
271,1281,5.994949341,-9.210646629,1
271,1313,4.850296021,-10.08631325,1
271,1345,4.06419754,-9.587532997,1
271,1377,4.544680595,-8.8643713,1
271,1409,3.994242191,-7.92033577,1
271,1441,3.823656559,-6.781467915,1
271,1473,4.199923038,-6.45187521,1
271,1505,10.359025,5.917910576,1
271,1537,2.327113628,-6.285218239,1
271,1569,2.243351936,-6.794858932,1
271,1601,3.160919189,-7.200667858,1
271,1633,2.840205431,-7.388420105,1
271,1665,2.33584404,-7.842806339,1
271,1697,2.190847397,-6.293590546,1
271,1729,2.459148169,-5.188977718,1
271,1761,3.421457291,-4.678956509,1
271,1793,0.8557517529,-4.711749077,1
271,1825,0.1366116107,-5.119642735,1
271,1857,0.267085433,-4.651635647,1
271,1889,0.002460688353,-3.725821972,1
271,1921,0.04148278385,-2.63393116,1
271,1953,0.309713006,-1.772833347,1
271,1985,-0.3837996721,-3.087044239,1
271,2017,-0.8835707903,-2.504402161,1
303,33,1.636595249,3.715998173,1
303,65,1.775023222,-5.521998405,1
303,97,1.151384473,-3.731926203,1
303,129,1.026836157,-4.12496376,1
303,161,1.215452909,-5.016027451,1
303,193,1.326639652,-5.407962799,1
303,225,1.680456519,-4.882696152,1
303,257,1.868304968,-3.211534023,1
303,289,1.374280214,-1.975562811,1
303,321,0.8436224461,-2.553117514,1
303,353,0.536108613,-4.454879761,1
303,385,1.035077929,-6.979667187,1
303,417,0.2410396338,-7.074234962,1
303,449,0.2078289986,-0.07292175293,1
303,481,0.4848400354,-1.188837528,1
303,513,0.01163434982,-1.969716787,1
303,545,0.1486344337,-2.240234137,1
303,577,2.616949797,-6.707615852,1
303,609,3.35740447,-2.744087458,1
303,641,3.44401145,-2.436718225,1
303,673,3.333580971,-1.909531355,1
303,705,2.581786394,-1.927613735,1
303,737,3.332726002,-1.773948908,1
303,769,4.476099968,-1.987900972,1
303,801,5.201170921,-3.245812416,1
303,833,5.776710987,-3.273654461,1
303,865,5.222711086,-2.744194984,1
303,897,5.722976685,-3.098224163,1
303,929,6.694380283,-2.719223738,1
303,961,5.645114899,-3.450583458,1
303,993,6.429838181,-3.669018745,1
303,1025,6.335157871,-2.651633501,1
303,1057,6.254432201,-2.655545712,1
303,1089,6.708754063,-4.153569221,1
303,1121,6.894625664,-5.159315586,1
303,1153,6.953703403,-5.40914917,1
303,1185,7.21544838,-6.623654366,1
303,1217,7.008681297,-7.785951138,1
303,1249,6.301341534,-8.237838745,1
303,1281,5.329276562,-8.61160183,1
303,1313,3.907428265,-9.165272713,1
303,1345,3.37461853,-9.806825638,1
303,1377,4.225759029,-8.564744949,1
303,1409,5.296938419,-8.050976753,1
303,1441,-2.7073946,-3.258595943,1
303,1473,-2.646222591,-4.322650433,1
303,1505,4.549454212,-7.051187515,1
303,1537,3.853767157,-8.481527328,1
303,1569,3.501172543,-8.378101349,1
303,1601,3.408818483,-7.551253319,1
303,1633,2.920536518,-6.875627995,1
303,1665,2.203329563,-6.437325954,1
303,1697,1.961906433,-5.897088051,1
303,1729,3.022705555,-5.243653297,1
303,1761,2.398196697,-4.801002026,1
303,1793,0.8372015357,-5.081292152,1
303,1825,-0.1309360862,-5.729926586,1
303,1857,0.6782758236,-5.880800247,1
303,1889,0.5932731628,-3.541082144,1
303,1921,0.4304283261,-2.312072992,1
303,1953,-0.195637852,-1.65438962,1
303,1985,-0.8160220385,-1.703071117,1
303,2017,-1.304399729,-2.617242575,1
335,33,2.897750378,-2.4178195,1
335,65,1.943068027,-5.511732101,1
335,97,1.153662443,-3.819936991,1
335,129,0.8520732522,-4.132687569,1
335,161,0.9680746794,-3.797171116,1
335,193,1.453501701,-3.089962006,1
335,225,2.153290272,-2.139579773,1
335,257,3.01475811,-2.189490795,1
335,289,4.164197445,-0.4724025726,1
335,321,1.120234966,-1.696913242,1
335,353,1.19095993,-3.7528193,1
335,385,1.123445272,-5.739989281,1
335,417,1.412923813,-4.19764328,1
335,449,-0.1593003273,0.0132522583,1
335,481,-0.1036542654,-0.5979113579,1
335,513,-0.5907626152,-1.16788435,1
335,545,3.039527893,-2.389101028,1
335,577,4.156395435,-3.003931761,1
335,609,4.32678318,-2.64510417,1
335,641,4.022959709,-2.179666281,1
335,673,4.12640667,-2.294484615,1
335,705,4.194925785,-2.875832319,1
335,737,4.509467602,-1.736232758,1
335,769,4.929347038,-1.398111343,1
335,801,5.265097618,-1.608273506,1
335,833,5.560702801,-1.695231199,1
335,865,5.977312088,-1.418188095,1
335,897,6.818594933,-2.19137764,1
335,929,7.553784847,-2.976174116,1
335,961,7.280286789,-3.873538256,1
335,993,7.413725853,-3.834010363,1
335,1025,7.557416916,-3.469545364,1
335,1057,7.259208679,-4.347041607,1
335,1089,6.901375294,-5.367917538,1
335,1121,7.088703156,-5.321050644,1
335,1153,7.494963646,-5.51428318,1
335,1185,8.007778168,-6.712938786,1
335,1217,7.124566555,-7.336719513,1
335,1249,6.428844452,-7.85830307,1
335,1281,5.343252182,-8.408346176,1
335,1313,3.763078213,-9.097154617,1
335,1345,3.436262846,-9.629482269,1
335,1377,3.726942539,-8.603600502,1
335,1409,4.53608942,-7.590192795,1
335,1441,-3.841837883,-3.511920929,1
335,1473,-3.311697006,-5.057391644,1
335,1505,8.363428116,-7.678612709,1
335,1537,4.719375134,-8.627806664,1
335,1569,4.330001354,-8.590608597,1
335,1601,4.178312778,-7.721762657,1
335,1633,3.327962875,-7.438826084,1
335,1665,1.993657827,-6.303983212,1
335,1697,1.559383512,-5.348609924,1
335,1729,1.591192245,-4.865156651,1
335,1761,1.124552011,-4.953479767,1
335,1793,-0.2847850323,-5.671827793,1
335,1825,-0.2236737311,-5.295629501,1
335,1857,0.1188431755,-3.998784542,1
335,1889,0.8499972224,-3.092072487,1
335,1921,0.647718966,-2.19355464,1
335,1953,-1.474976778,-1.766828895,1
335,1985,-1.149904013,-1.644840479,1
335,2017,-0.7765120864,-2.747956514,1
367,33,3.545264482,-1.489501476,1
367,65,4.155281544,-2.984348536,1
367,97,1.440724015,-3.751514435,1
367,129,0.04405361414,-4.038348675,1
367,161,0.3907594681,-3.14736104,1
367,193,1.684357166,-1.660178661,1
367,225,1.486660123,-0.6850917339,1
367,257,1.652904987,-2.302586555,1
367,289,1.979616404,-2.178268194,1
367,321,1.164148331,-3.54111743,1
367,353,1.539047599,-3.022668839,1
367,385,1.355066538,-3.150401115,1
367,417,1.654915333,-2.624027014,1
367,449,0.4010882378,-0.7164711952,1
367,481,0.2248811722,-1.138237238,1
367,513,2.916659594,-1.683003902,1
367,545,7.291110516,-2.889164209,1
367,577,5.700260639,-3.906085491,1
367,609,5.442778587,-2.671197176,1
367,641,5.394283295,-1.863847494,1
367,673,4.553534985,-2.239150047,1
367,705,4.439235687,-2.400016308,1
367,737,5.774654865,-1.880371809,1
367,769,6.801793098,-1.769947886,1
367,801,6.066225529,-1.103100181,1
367,833,6.212627888,-1.370454192,1
367,865,7.276118279,-1.305292368,1
367,897,8.168181419,-2.139558315,1
367,929,8.949199677,-2.954811096,1
367,961,8.661484718,-3.801940441,1
367,993,0.5025291443,-0.3679206371,1
367,1025,4.793427944,-6.66825819,1
367,1057,7.445531368,-3.758600473,1
367,1089,7.359731674,-4.391703606,1
367,1121,7.557406425,-6.506572247,1
367,1153,8.772898674,-6.627311707,1
367,1185,8.505500793,-6.883231163,1
367,1217,7.190711021,-6.974534512,1
367,1249,6.206106186,-7.455420971,1
367,1281,5.892129421,-7.834672928,1
367,1313,4.824683666,-8.383974075,1
367,1345,4.062771797,-8.280098915,1
367,1377,3.779220581,-7.786489487,1
367,1409,2.792128563,-7.165829659,1
367,1441,4.966418743,-7.010298252,1
367,1473,6.258754253,-6.315168381,1
367,1505,6.29991293,-6.760296822,1
367,1537,6.623165607,-7.938595295,1
367,1569,6.517688274,-8.076290131,1
367,1601,4.702550888,-7.769002914,1
367,1633,3.411185265,-7.24355793,1
367,1665,1.9384377,-6.491495609,1
367,1697,1.128443837,-5.174962997,1
367,1729,0.8357913494,-4.014759064,1
367,1761,0.6151639223,-4.747029305,1
367,1793,-0.2664973736,-6.192012787,1
367,1825,-0.1447516978,-5.538626194,1
367,1857,-0.1484012157,-3.374596119,1
367,1889,-0.1665784121,-2.737689018,1
367,1921,-0.2096640617,-2.0993855,1
367,1953,-0.5282327533,-1.414149642,1
367,1985,-0.4936857522,-1.638842106,1
