PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 1, filenames: A:[1]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[2]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
79,289,62.17944717,56.12992477,1
79,321,61.22632599,56.33841324,1
79,353,60.42651749,55.84633636,1
79,385,60.48455429,54.48398972,1
79,417,61.68224335,53.82384109,1
79,449,58.76380157,48.2690773,1
79,481,60.55702209,48.64528656,1
79,513,64.56465912,53.51225281,1
79,545,68.43325043,54.67081451,1
79,577,72.14570618,54.14164734,1
79,609,73.87281799,53.86942291,1
79,641,80.15248108,52.69892883,1
79,673,80.49518585,50.9393158,1
79,705,81.53015137,48.18743134,1
79,737,85.79410553,45.76015854,1
79,769,87.41732788,43.6564827,1
79,801,90.31494141,42.41583252,1
79,833,92.59477234,39.83794785,1
79,865,93.64237976,32.98551941,1
79,897,92.96281433,27.80774879,1
79,929,89.30728149,24.49663353,1
79,961,92.90099335,28.67231178,1
79,993,104.493454,30.05299759,1
79,1025,87.58413696,17.20957375,1
79,1057,88.19332123,16.38883972,1
79,1089,87.08299255,12.14600849,1
79,1121,85.99798584,6.226471901,1
79,1153,88.20417786,3.242429018,1
79,1185,89.63419342,0.5412176251,1
79,1217,91.05560303,-0.636657238,1
79,1249,91.3943634,-2.58560133,1
79,1281,89.66775513,-9.500214577,1
79,1313,90.32467651,-14.21561146,1
79,1345,90.41053772,-18.7353611,1
79,1377,89.01734924,-22.72273827,1
79,1409,88.06599426,-27.96530914,1
79,1441,89.29878235,-32.38592148,1
79,1473,90.10610962,-38.58257675,1
79,1505,91.68669891,-43.05428696,1
79,1537,91.06289673,-45.82548523,1
79,1569,73.33909607,-49.71713638,1
79,1601,99.39022064,-50.29332733,1
79,1633,98.96400452,-50.02041245,1
79,1665,82.86045837,-61.03837585,1
79,1697,82.82323456,-61.88130188,1
79,1729,84.21913147,-64.46414948,1
79,1761,79.40896606,-69.2411499,1
79,1793,58.30211258,-72.42463684,1
79,1825,57.21232605,-76.91343689,1
79,1857,95.63716125,-77.92070007,1
79,1889,88.94398499,-90.96018982,1
79,1921,83.29417419,-74.6987381,1
79,1953,66.57914734,-110.2697296,1
79,1985,78.94940186,-99.60949707,1
79,2017,81.27618408,-111.4616394,1
111,33,64.76146698,43.14274597,1
111,65,54.99303055,57.16149521,1
111,97,56.21348572,57.01309586,1
111,129,60.40333939,56.7163353,1
111,161,60.4516716,56.67944336,1
111,193,58.92830276,57.07766724,1
111,225,59.09869003,57.3692627,1
111,257,57.55475998,55.78840256,1
111,289,59.33976746,55.51758957,1
111,321,59.31345367,54.56774902,1
111,353,59.4224205,51.56244659,1
111,385,58.12049103,50.94551086,1
111,417,60.85257721,52.02531433,1
111,449,60.79165649,51.36797333,1
111,481,59.43320465,50.58180237,1
111,513,47.42657471,65.48200989,1
111,545,57.33712387,38.34205246,1
111,577,70.2124939,56.603405,1
111,609,74.72088623,53.3651619,1
111,641,79.4100647,50.73452377,1
111,673,82.1629715,49.13179779,1
111,705,83.50909424,47.67310715,1
111,737,86.13217163,45.6020546,1
111,769,87.69898987,43.11811447,1
111,801,91.30712891,41.03435135,1
111,833,94.43026733,38.87189102,1
111,865,94.21212769,32.42354584,1
111,897,91.24636078,24.77719116,1
111,929,90.86442566,20.07180405,1
111,961,87.41904449,20.69652367,1
111,993,105.4227066,30.6731987,1
111,1025,88.07310486,16.6235714,1
111,1057,87.92217255,12.88013554,1
111,1089,87.85536194,9.283745766,1
111,1121,88.03501892,6.06758976,1
111,1153,90.3444519,3.593753338,1
111,1185,91.70052338,0.598108232,1
111,1217,89.72523499,1.106934309,1
111,1249,90.00372314,-4.028202534,1
111,1281,89.63260651,-7.63478899,1
111,1313,89.23719788,-11.82051086,1
111,1345,88.65461731,-16.82434464,1
111,1377,88.02093506,-22.03858566,1
111,1409,87.70628357,-27.66295624,1
111,1441,88.09571075,-33.27818298,1
111,1473,91.04524994,-37.08831024,1
111,1505,88.45773315,-39.20184708,1
111,1537,88.21498108,-43.27010345,1
111,1569,89.07014465,-44.37021255,1
111,1601,87.26023865,-46.32432175,1
111,1633,87.60076141,-50.36016846,1
111,1665,87.42614746,-55.08661652,1
111,1697,84.45310974,-62.85819626,1
111,1729,84.46324158,-65.80723572,1
111,1761,73.93855286,-77.03959656,1
111,1793,86.29948425,-72.64147186,1
111,1825,88.54185486,-77.70094299,1
111,1857,89.26742554,-81.3225174,1
111,1889,80.2006073,-82.31434631,1
111,1921,75.68850708,-86.55006409,1
111,1953,76.10177612,-90.76589966,1
111,1985,79.83498383,-97.77714539,1
111,2017,77.99736023,-100.6124573,1
143,33,50.31615448,55.92421341,1
143,65,51.13996506,56.60381699,1
143,97,52.21199036,55.68056488,1
143,129,53.80836487,56.36227798,1
143,161,56.41490936,56.87677383,1
143,193,57.39562225,57.05705261,1
143,225,42.63465118,45.37351227,1
143,257,75.72784424,65.20344543,1
143,289,61.3039093,58.5512085,1
143,321,59.20148087,53.97044373,1
143,353,59.31130981,52.39485931,1
143,385,58.93771744,50.78276062,1
143,417,59.95701218,51.57289124,1
143,449,60.58895111,51.68360901,1
143,481,60.83192825,53.03182983,1
143,513,62.56545258,54.68523026,1
143,545,64.70359039,56.42440033,1
143,577,68.91088104,57.44724655,1
143,609,70.97510529,54.43701172,1
143,641,76.65339661,51.73878479,1
143,673,99.43978882,45.65141678,1
143,705,80.27981567,47.21564865,1
143,737,84.30509949,46.83733368,1
143,769,74.09519196,26.67096329,1
143,801,87.67883301,41.40552902,1
143,833,89.92836761,36.23955536,1
143,865,91.40708923,31.13629913,1
143,897,91.73051453,24.93518257,1
143,929,91.07377625,20.13745499,1
143,961,86.34326935,19.11371422,1
143,993,88.89035797,12.6913681,1
143,1025,88.87734222,15.741992,1
143,1057,88.47750854,12.92579651,1
143,1089,88.51695251,6.712903023,1
143,1121,90.36993408,6.69636631,1
143,1153,93.301651,5.646183968,1
143,1185,92.89854431,0.2702607512,1
143,1217,88.21186829,9.641963959,1
143,1249,89.16069031,-4.393866062,1
143,1281,90.62239838,-7.341674805,1
143,1313,89.42105103,-12.24508095,1
143,1345,87.41157532,-16.68624306,1
143,1377,86.77597809,-22.10355568,1
143,1409,86.84794617,-27.45825005,1
143,1441,87.51324463,-31.64754677,1
143,1473,88.10088348,-35.89233398,1
143,1505,87.31863403,-39.3806839,1
143,1537,87.85928345,-42.87917709,1
143,1569,85.46697998,-46.28923798,1
143,1601,84.5574646,-49.19384384,1
143,1633,86.04078674,-53.02573013,1
143,1665,84.8163681,-57.53630066,1
143,1697,84.2453537,-65.10670471,1
143,1729,85.03115845,-66.71437073,1
143,1761,82.3049469,-69.71033478,1
143,1793,76.6971283,-73.25456238,1
143,1825,74.77084351,-84.14479065,1
143,1857,74.99353027,-88.80185699,1
143,1889,74.74372864,-93.23719788,1
143,1921,77.02563477,-89.92277527,1
143,1953,77.6955719,-91.34025574,1
143,1985,77.73832703,-93.78439331,1
143,2017,70.09346771,-77.89983368,1
175,33,47.12680435,55.50259018,1
175,65,49.09498978,56.76264954,1
175,97,58.94566727,66.00659943,1
175,129,51.09684753,55.65567017,1
175,161,52.90663147,57.2857666,1
175,193,55.56541061,57.16402054,1
175,225,57.58241653,56.06370926,1
175,257,59.44695282,56.36964798,1
175,289,56.53274918,56.26205063,1
175,321,57.76794434,55.25664902,1
175,353,59.4351387,53.87129211,1
175,385,62.0220108,49.56755066,1
175,417,61.17066956,52.74062347,1
175,449,61.93520355,52.34696579,1
175,481,59.80175781,51.83799362,1
175,513,60.83232117,54.61129761,1
175,545,61.73971939,57.31651688,1
175,577,70.57725525,74.85955048,1
175,609,67.93754578,54.55062485,1
175,641,73.73865509,55.07703018,1
175,673,90.11421204,50.72103119,1
175,705,88.51042175,42.66912079,1
175,737,83.61976624,45.07714081,1
175,769,80.28113556,41.34899139,1
175,801,85.61659241,38.39796066,1
175,833,88.1445694,34.7350502,1
175,865,89.64892578,27.97432899,1
175,897,91.1437149,26.32843781,1
175,929,90.82875061,23.34006691,1
175,961,89.26889801,15.60799026,1
175,993,81.88733673,25.0804863,1
175,1025,69.91136169,20.68293762,1
175,1057,72.73977661,0.1905794144,1
175,1089,68.34666443,5.30731678,1
175,1121,103.3573303,17.54934311,1
175,1153,96.92170715,9.051656723,1
175,1185,96.23806763,3.207386732,1
175,1217,84.01455688,16.3013382,1
175,1249,90.84353638,-3.773108006,1
175,1281,88.75735474,-8.075112343,1
175,1313,87.57813263,-14.64436436,1
175,1345,82.25182343,-17.47032738,1
175,1377,77.82388306,-22.17334175,1
175,1409,84.41149902,-27.67723083,1
175,1441,85.79793549,-31.16609955,1
175,1473,86.90088654,-34.57608795,1
175,1505,85.49653625,-38.56938171,1
175,1537,84.8997879,-43.14214706,1
175,1569,90.79566956,-49.37685013,1
175,1601,91.89881134,-52.70658875,1
175,1633,88.36952209,-57.26039886,1
175,1665,86.35268402,-62.93703842,1
175,1697,82.02944183,-65.62742615,1
175,1729,80.52279663,-67.68759155,1
175,1761,80.34590149,-69.99582672,1
175,1793,76.98853302,-79.43393707,1
175,1825,66.47687531,-75.79023743,1
175,1857,80.12955475,-89.61880493,1
175,1889,75.86199188,-93.71391296,1
175,1921,73.0842514,-88.75417328,1
175,1953,76.58330536,-92.32582855,1
175,1985,68.07620239,-69.31529236,1
175,2017,67.04987335,-72.41957855,1
207,33,46.41815948,56.13391113,1
207,65,48.48178101,54.73036957,1
207,97,50.39308548,54.42901993,1
207,129,50.99778748,55.23857117,1
207,161,51.1264534,57.42728424,1
207,193,52.77429581,58.20233154,1
207,225,52.98636627,57.94069672,1
207,257,52.03003311,57.28034592,1
207,289,39.00101089,65.84420776,1
207,321,56.07920456,51.66287231,1
207,353,72.93391418,61.3495369,1
207,385,51.35912323,53.68118668,1
207,417,50.3756485,53.50045013,1
207,449,61.4078064,53.16308212,1
207,481,58.5009346,52.51371765,1
207,513,61.45504761,57.65397263,1
207,545,62.22579956,56.42066956,1
207,577,55.08142853,56.13027573,1
207,609,65.51693726,54.93933868,1
207,641,69.96995544,56.177845,1
207,673,93.21920013,51.81104279,1
207,705,58.88780212,51.82581711,1
207,737,60.87949753,44.56456757,1
207,769,79.22603607,41.04445267,1
207,801,82.806427,37.94871902,1
207,833,85.65353394,33.92640686,1
207,865,87.12275696,33.90093231,1
207,897,89.77732086,26.13933945,1
207,929,92.41455078,23.10188866,1
207,961,90.27579498,15.04008293,1
207,993,90.98526764,15.33478355,1
207,1025,85.6973877,29.42150116,1
207,1057,98.65434265,2.580974579,1
207,1089,96.04382324,3.788806915,1
207,1121,80.15327454,23.88549614,1
207,1153,79.46208191,20.58812904,1
207,1185,95.5184021,2.349755287,1
207,1217,79.97253418,-0.1936812401,1
207,1249,85.23429871,-6.064091682,1
207,1281,87.54263306,-9.16414547,1
207,1313,86.01181793,-13.6618557,1
207,1345,79.27793121,-19.01377296,1
207,1377,77.77780914,-23.71089935,1
207,1409,79.23905182,-28.06471252,1
207,1441,83.08159637,-32.10776901,1
207,1473,83.16085815,-35.72358704,1
207,1505,82.63310242,-38.95614243,1
207,1537,81.91261292,-44.04573441,1
207,1569,88.18057251,-49.04754639,1
207,1601,88.40240479,-53.92618942,1
207,1633,80.71569061,-56.83129501,1
207,1665,78.89405823,-65.38487244,1
207,1697,71.08726501,-56.18330383,1
207,1729,77.99229431,-71.2485733,1
207,1761,76.83230591,-70.50886536,1
207,1793,74.07328033,-79.12710571,1
207,1825,54.56609344,-75.33743286,1
207,1857,77.22521973,-91.72148132,1
207,1889,63.61869431,-65.77572632,1
207,1921,73.06429291,-96.43087006,1
207,1953,73.54888916,-96.8549118,1
207,1985,70.23845673,-95.33984375,1
207,2017,71.65145111,-102.4755249,1
239,33,44.76157379,56.47278214,1
239,65,46.91833115,56.3640213,1
239,97,49.06398773,56.07979202,1
239,129,48.90390396,57.6149826,1
239,161,50.22246552,58.49267578,1
239,193,51.25766373,59.48846817,1
239,225,50.89644623,59.20223618,1
239,257,50.94116974,58.05184174,1
239,289,53.44767761,58.43447876,1
239,321,55.91215134,55.04769897,1
239,353,53.66036987,54.34503555,1
239,385,51.56468201,54.36762619,1
239,417,53.05212402,56.11221695,1
239,449,53.61615753,55.39517593,1
239,481,55.43192673,54.73672867,1
239,513,61.60412216,52.49699402,1
239,545,64.63982391,53.39428711,1
239,577,65.23336029,56.14719772,1
239,609,66.57424927,55.56395721,1
239,641,66.58204651,55.39860916,1
239,673,64.94641113,51.9241066,1
239,705,77.41752625,67.38537598,1
239,737,71.48165894,36.2609024,1
239,769,76.98212433,55.2701149,1
239,801,75.2858429,52.67313385,1
239,833,75.71811676,41.48660278,1
239,865,99.85116577,36.78886414,1
239,897,87.96896362,42.56764221,1
239,929,91.75494385,22.11389923,1
239,961,96.21451569,18.751091,1
239,993,95.72991943,13.83132935,1
239,1025,91.80249023,6.480343819,1
239,1057,90.81371307,10.88144112,1
239,1089,98.53072357,18.60030174,1
239,1121,83.59593964,-15.02926636,1
239,1153,65.93664551,1.217540503,1
239,1185,97.53793335,-1.265539527,1
239,1217,78.31135559,-0.522190094,1
239,1249,79.51600647,-7.999319077,1
239,1281,85.29568481,-11.17874432,1
239,1313,84.38935089,-15.31467438,1
239,1345,87.60435486,-32.16355133,1
239,1377,78.0821991,-24.14382362,1
239,1409,76.14156342,-25.13954353,1
239,1441,70.75011444,-47.63454437,1
239,1473,80.8066864,-27.56978989,1
239,1505,79.86418915,-38.52540588,1
239,1537,79.61230469,-39.9535141,1
239,1569,82.94998169,-50.14754486,1
239,1601,81.52612305,-56.454319,1
239,1633,74.95206451,-58.36782074,1
239,1665,64.64585114,-46.30051804,1
239,1697,75.51456451,-69.84934235,1
239,1729,74.28534698,-72.80374146,1
239,1761,72.96876526,-70.78010559,1
239,1793,64.97477722,-78.10808563,1
239,1825,90.88539124,-74.28079224,1
239,1857,74.48014069,-96.71902466,1
239,1889,63.32098389,-65.34538269,1
239,1921,74.00039673,-98.81941986,1
239,1953,73.06303406,-101.3717194,1
239,1985,69.44033813,-96.62849426,1
239,2017,71.25496674,-100.8321533,1
271,33,44.19787216,56.43832397,1
271,65,45.65246582,56.64567566,1
271,97,47.38427353,56.33005905,1
271,129,48.43289948,57.62386322,1
271,161,49.31220245,59.48810577,1
271,193,50.11990356,60.79121017,1
271,225,50.82413101,59.54988861,1
271,257,51.12990952,58.85747147,1
271,289,53.12304688,59.18497467,1
271,321,53.66013718,56.37085724,1
271,353,54.42396545,56.17543411,1
271,385,54.47639847,54.97493362,1
271,417,51.39399719,67.13634491,1
271,449,53.32668304,54.13781357,1
271,481,55.87121964,50.97670746,1
271,513,58.54171371,51.85358429,1
271,545,62.93072891,53.37354279,1
271,577,63.65019226,57.13398361,1
271,609,64.00424194,55.81821442,1
271,641,46.84498215,55.74698639,1
271,673,68.49241638,38.31216431,1
271,705,78.54865265,40.77654648,1
271,737,80.75834656,35.01848984,1
271,769,73.06288147,33.86486435,1
271,801,76.05990601,31.11208725,1
271,833,76.25704193,33.23644638,1
271,865,101.6759644,31.96026039,1
271,897,78.28444672,20.4787941,1
271,929,87.61845398,19.54769325,1
271,961,81.2304306,26.1826973,1
271,993,96.96177673,12.47981834,1
271,1025,96.38668823,10.18425655,1
271,1057,93.91639709,6.470907211,1
271,1089,85.70654297,5.748832703,1
271,1121,93.39044189,-13.67005157,1
271,1153,90.53269196,-18.00417137,1
271,1185,92.18795776,-0.9212236404,1
271,1217,83.21636963,-11.96902466,1
271,1249,83.40247345,-9.55456543,1
271,1281,83.31439209,-12.98270226,1
271,1313,92.5965271,-17.09858704,1
271,1345,65.4671936,-33.60812378,1
271,1377,95.07008362,-20.63139153,1
271,1409,91.66879272,-33.34586716,1
271,1441,86.14375305,-31.57715988,1
271,1473,73.53674316,-55.31504822,1
271,1505,78.99934387,-53.64105225,1
271,1537,78.60041809,-36.95436478,1
271,1569,82.30479431,-53.56485748,1
271,1601,78.52456665,-58.23461151,1
271,1633,74.96034241,-63.58483124,1
271,1665,73.72151947,-62.39894485,1
271,1697,58.21748352,-78.94639587,1
271,1729,63.39382172,-54.52708054,1
271,1761,59.66921997,-86.69987488,1
271,1793,68.93500519,-73.38163757,1
271,1825,70.87051392,-94.11213684,1
271,1857,72.58621216,-96.73709106,1
271,1889,61.5987587,-64.57073975,1
271,1921,72.27655029,-99.49254608,1
271,1953,71.94613647,-100.5500183,1
271,1985,68.47070313,-97.63056946,1
271,2017,74.51364136,-63.2403183,1
303,33,57.59537506,43.19118881,1
303,65,46.51000595,56.83480453,1
303,97,46.36743927,56.87071609,1
303,129,47.0548439,57.52353287,1
303,161,48.72066879,59.20461655,1
303,193,50.65238953,59.29315567,1
303,225,50.2076416,59.01766968,1
303,257,51.04131317,58.30033493,1
303,289,51.93989944,57.18169403,1
303,321,52.4731102,55.87059021,1
303,353,53.42402649,54.73493195,1
303,385,53.42583847,54.86209488,1
303,417,69.44104004,45.1175766,1
303,449,52.2464447,53.65784836,1
303,481,53.84604263,51.29489899,1
303,513,56.94205475,52.87260818,1
303,545,56.87210083,47.74922943,1
303,577,59.430336,58.64126205,1
303,609,62.15073395,56.31485367,1
303,641,67.15296936,54.77642059,1
303,673,57.81763077,53.43424988,1
303,705,60.27966309,50.92938232,1
303,737,57.07423401,44.45001221,1
303,769,92.11196899,35.96609497,1
303,801,69.0182724,17.9752121,1
303,833,67.22117615,18.2492466,1
303,865,78.00850677,49.30179214,1
303,897,84.6426239,15.79701805,1
303,929,95.20423126,22.72941017,1
303,961,96.50106812,21.646698,1
303,993,90.89053345,17.11543465,1
303,1025,86.57952881,3.106393814,1
303,1057,93.95843506,5.532208443,1
303,1089,94.20005798,2.552096844,1
303,1121,89.7067337,0.4285626411,1
303,1153,82.93034363,-7.799608231,1
303,1185,82.44581604,-3.800886869,1
303,1217,81.54059601,-6.723409653,1
303,1249,82.29097748,-10.00206947,1
303,1281,82.49384308,-14.04747581,1
303,1313,80.93916321,-18.51959229,1
303,1345,73.22206116,-14.99401093,1
303,1377,69.2354126,-19.00213814,1
303,1409,92.15968323,-30.32847404,1
303,1441,83.76573181,-54.41451645,1
303,1473,82.66423035,-58.30688858,1
303,1505,71.98679352,-58.47510529,1
303,1537,80.91070557,-49.48278046,1
303,1569,73.72341919,-51.30316162,1
303,1601,73.16603088,-55.73285294,1
303,1633,91.01223755,-66.39311981,1
303,1665,78.59105682,-44.53163147,1
303,1697,70.45304871,-58.68249512,1
303,1729,65.74588776,-58.45280838,1
303,1761,62.6723938,-64.64363098,1
303,1793,77.1101532,-74.12617493,1
303,1825,67.62034607,-95.62562561,1
303,1857,85.66226196,-70.60206604,1
303,1889,77.14138794,-62.06473541,1
303,1921,74.85165405,-72.69178009,1
303,1953,67.74746704,-62.341362,1
303,1985,77.74987793,-74.5052948,1
303,2017,82.96136475,-72.32991028,1
335,33,43.73215103,55.37321854,1
335,65,45.77567291,56.67408752,1
335,97,45.94451141,56.9074707,1
335,129,46.52656555,57.85742569,1
335,161,47.68842316,58.99455643,1
335,193,48.55133057,59.14624786,1
335,225,48.11219406,58.97351456,1
335,257,47.86647797,57.78067017,1
335,289,50.09180832,56.92419052,1
335,321,50.98587036,55.77374649,1
335,353,51.80792236,53.22051239,1
335,385,52.53324509,53.20991898,1
335,417,61.72497177,52.7502327,1
335,449,52.26316452,54.06443405,1
335,481,52.15774536,53.44101715,1
335,513,53.08102798,53.04508591,1
335,545,54.12647247,53.06541824,1
335,577,55.2665863,53.99890137,1
335,609,59.04091644,57.00024414,1
335,641,61.09584427,52.64643097,1
335,673,62.15445328,49.89777374,1
335,705,63.19568253,46.56866455,1
335,737,82.46412659,33.42881012,1
335,769,76.9043808,58.28230667,1
335,801,92.24834442,39.71559143,1
335,833,65.57103729,16.26354599,1
335,865,67.39864349,13.82384109,1
335,897,101.7698288,29.52043152,1
335,929,84.87016296,24.94028664,1
335,961,86.28378296,20.33062935,1
335,993,103.7557449,11.59557915,1
335,1025,83.52838898,13.8405714,1
335,1057,88.57351685,9.245213509,1
335,1089,95.50732422,5.630075455,1
335,1121,92.72485352,-0.2720310688,1
335,1153,88.72199249,-1.174054146,1
335,1185,82.12309265,-5.294511795,1
335,1217,80.06201172,-7.792245865,1
335,1249,80.67933655,-10.5865221,1
335,1281,80.56774902,-14.7473259,1
335,1313,79.00645447,-19.60907364,1
335,1345,77.50846863,-24.95844269,1
335,1377,76.29043579,-29.59415436,1
335,1409,75.57722473,-33.84278488,1
335,1441,74.59689331,-40.82950974,1
335,1473,70.69023132,-56.36005402,1
335,1505,74.04541016,-50.10796356,1
335,1537,71.00518036,-50.13896561,1
335,1569,70.63769531,-53.0562706,1
335,1601,70.44148254,-54.73940659,1
335,1633,89.65731812,-64.81923676,1
335,1665,86.18968201,-53.58359528,1
335,1697,85.60877991,-56.95397568,1
335,1729,76.10693359,-61.63933182,1
335,1761,59.53261566,-64.71118164,1
335,1793,62.89138031,-75.09577942,1
335,1825,62.08868408,-77.87258148,1
335,1857,68.84616089,-97.56221771,1
335,1889,68.02841187,-98.3254776,1
335,1921,66.85801697,-59.89065933,1
335,1953,64.42476654,-62.74899673,1
335,1985,66.19081116,-99.76495361,1
335,2017,62.96746445,-99.86230469,1
367,33,40.48390579,53.33511353,1
367,65,41.34433746,50.37495422,1
367,97,55.8212738,73.7281189,1
367,129,45.95191956,56.8484993,1
367,161,66.30918884,62.2524147,1
367,193,62.89198303,57.8065834,1
367,225,45.10532379,58.80373001,1
367,257,46.42793274,57.19566345,1
367,289,48.75681686,56.21991348,1
367,321,50.36516571,55.22860718,1
367,353,51.19212341,53.8482666,1
367,385,50.91780853,53.63010406,1
367,417,50.73917007,54.46895218,1
367,449,50.35936356,54.09348679,1
367,481,49.69126511,53.43790054,1
367,513,49.77471161,52.77752304,1
367,545,50.38879395,52.79548645,1
367,577,51.7965889,53.14270782,1
367,609,55.76177216,55.74158478,1
367,641,57.57692719,51.90356064,1
367,673,59.34557724,49.72361755,1
367,705,60.85440826,47.08588791,1
367,737,63.33889771,42.90301895,1
367,769,78.16766357,40.73326492,1
367,801,81.97496033,32.89722443,1
367,833,82.32788849,28.15036964,1
367,865,90.88148499,30.52975464,1
367,897,59.67445374,19.60698318,1
367,929,88.1786499,24.79649925,1
367,961,80.09420776,23.37012672,1
367,993,80.07681274,19.34347534,1
367,1025,92.94743347,4.386518478,1
367,1057,73.28605652,14.71247959,1
367,1089,72.66903687,10.56738281,1
367,1121,80.62493134,-5.150286674,1
367,1153,79.56111145,-5.196567535,1
367,1185,78.5435791,-8.040040016,1
367,1217,78.08540344,-10.93195343,1
367,1249,96.04203033,-20.73386192,1
367,1281,77.73847961,-15.06197643,1
367,1313,76.80523682,-19.96002007,1
367,1345,76.60301208,-25.45023155,1
367,1377,74.5537796,-29.85309601,1
367,1409,73.62748718,-33.74429703,1
367,1441,72.38024902,-39.66244507,1
367,1473,70.98995209,-41.31519699,1
367,1505,69.71199036,-48.31456375,1
367,1537,68.56478882,-52.58441544,1
367,1569,65.09298706,-54.65673065,1
367,1601,55.51789856,-54.23345566,1
367,1633,54.07431793,-58.45830154,1
367,1665,68.7038269,-47.24345779,1
367,1697,81.68179321,-55.87451172,1
367,1729,86.22599792,-73.11749268,1
367,1761,71.29820251,-71.96518707,1
367,1793,67.89602661,-72.18960571,1
367,1825,68.52215576,-83.78924561,1
367,1857,66.13793182,-98.23590851,1
367,1889,72.24966431,-90.37475586,1
367,1921,65.59319305,-82.3830719,1
367,1953,63.3396759,-70.38199615,1
367,1985,64.25701904,-67.76152039,1
367,2017,59.2807312,-99.6166687,1
399,33,48.56664276,76.79940796,1
399,65,63.73496246,56.81731033,1
399,97,64.08296967,57.19604111,1
399,129,25.35064888,60.3580246,1
399,161,57.5453186,55.42063904,1
399,193,58.13792801,60.94329071,1
399,225,43.03604507,55.78357697,1
399,257,46.45277786,55.25730133,1
399,289,47.93727493,55.73038864,1
399,321,49.21383286,55.22461319,1
399,353,50.25901413,55.78929901,1
399,385,49.14983749,55.7864151,1
399,417,48.46485138,55.10316086,1
399,449,48.33291245,54.12379074,1
399,481,47.47658539,53.14904404,1
399,513,47.54057693,52.72987747,1
399,545,48.42429352,52.78601837,1
399,577,48.92613983,54.18030167,1
399,609,49.44364166,54.77934265,1
399,641,53.44661713,52.83575821,1
399,673,57.91258621,50.07268143,1
399,705,60.02606964,46.60998917,1
399,737,61.91071701,42.03347397,1
399,769,72.42842102,38.5058403,1
399,801,77.1353302,31.71662521,1
399,833,75.17086029,32.20801544,1
399,865,72.784729,26.64590836,1
399,897,73.45297241,21.9085083,1
399,929,84.33653259,25.01064682,1
399,961,77.85864258,26.9903698,1
399,993,68.56282043,32.51597214,1
