PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 6, filenames: A:[6]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[7]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.4045119286,-0.309627533,1
47,65,-1.844175339,-2.447080374,1
47,97,-0.2574446201,2.013289452,1
47,129,-0.4480098486,-1.214388371,1
47,161,2.271935463,11.89667702,1
47,193,0.2086601257,-2.045389175,1
47,225,-0.4966795444,-2.872896194,1
47,257,-2.411642551,-8.168000221,1
47,289,0.1441115141,-6.951322556,1
47,321,1.415458679,-6.48867321,1
47,353,0.4094175994,-8.183156967,1
47,385,-0.3819841146,-9.384952545,1
47,417,-0.776991725,-7.913477898,1
47,449,-1.472213268,-6.60375309,1
47,481,-3.505087852,-7.571519852,1
47,513,-2.867321968,-8.726751328,1
47,545,-0.2562999725,-8.307050705,1
47,577,-0.1759200096,-6.48068428,1
47,609,-1.168714523,-6.658330917,1
47,641,-0.6319179535,-8.09344101,1
47,673,-0.2964506149,-10.24715328,1
47,705,-1.10011673,-9.014320374,1
47,737,0.4503209591,-8.512384415,1
47,769,3.975313663,-7.491958618,1
47,801,1.440841675,-8.060744286,1
47,833,4.772912025,-9.762779236,1
47,865,5.163282394,-10.16002941,1
47,897,3.5852108,-10.60306168,1
47,929,2.909179688,-10.94352818,1
47,961,3.272927284,-9.809327126,1
47,993,2.580030441,-6.629241943,1
47,1025,3.917248964,-17.88679123,1
47,1057,5.216667652,-17.6434021,1
47,1089,0.1241276264,-8.9069767,1
47,1121,0.1473494768,-8.324462891,1
47,1153,0.3877397776,-9.182289124,1
47,1185,-0.7261793613,-8.561556816,1
47,1217,-0.1889615059,-7.817343235,1
47,1249,-0.3011242151,-7.966896057,1
47,1281,1.276759505,-9.303267479,1
47,1313,0.6654233932,-8.16958046,1
47,1345,-0.8843913078,-6.335874081,1
47,1377,-2.214232445,-5.307651043,1
47,1409,-3.517402649,-5.427044868,1
47,1441,-4.427984238,-5.84628582,1
47,1473,-1.006844282,-6.512087822,1
47,1505,0.7469496727,-7.114237785,1
47,1537,1.045602202,-6.46323967,1
47,1569,1.283098459,-5.518434525,1
47,1601,0.6275629997,-5.47413063,1
