PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 7, filenames: A:[7]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[8]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,25.71521187,15.10010147,1
47,65,27.3892746,-1.336954117,1
47,97,3.976797104,-4.438209534,1
47,129,1.034875512,-9.270198822,1
47,161,0.1977446675,-10.38957977,1
47,193,-0.01935625076,-7.944324493,1
47,225,-0.3131766319,-8.068901062,1
47,257,0.3198217154,-7.75483942,1
47,289,1.563677549,-8.041295052,1
47,321,2.615350723,-8.265640259,1
47,353,1.700814247,-9.139413834,1
47,385,0.5526072979,-8.152368546,1
47,417,0.2792528868,-7.114395142,1
47,449,0.474870801,-6.69360733,1
47,481,1.394311666,-6.935929298,1
47,513,1.921623945,-7.277171135,1
47,545,2.579778671,-6.485676765,1
47,577,2.837190151,-7.045650005,1
47,609,2.807573318,-9.653614044,1
47,641,2.617112637,-12.20235157,1
47,673,1.301077843,-10.2589922,1
47,705,0.3742034435,-8.981945992,1
47,737,-0.5892696381,-8.487083435,1
47,769,0.1252764463,-7.69502449,1
47,801,0.3688626289,-6.903416157,1
47,833,0.8526432514,-4.287250996,1
47,865,1.126273632,-5.246319294,1
47,897,1.322908759,-6.53562355,1
47,929,1.707971096,-7.673506737,1
47,961,1.790070295,-7.559386253,1
47,993,0.7582914829,-6.618253708,1
47,1025,0.9138712883,-6.211292744,1
47,1057,0.4205429554,-5.485105038,1
47,1089,0.1377953291,-4.954237461,1
47,1121,0.8749322891,-6.582210064,1
47,1153,1.68649292,-8.583845139,1
47,1185,0.5447933674,-8.701635361,1
47,1217,-1.530378461,-7.737589836,1
47,1249,-1.496092081,-9.279449463,1
47,1281,-0.8894610405,-8.907977104,1
47,1313,-0.5954200029,-8.349692345,1
47,1345,0.1553281546,-7.943676472,1
47,1377,-0.148445487,-6.29481554,1
47,1409,-0.8087394834,-4.423900604,1
47,1441,-1.782117605,-3.76899004,1
47,1473,-2.875898123,-5.825173378,1
47,1505,-1.914072037,-7.482481003,1
47,1537,-1.869468689,-8.911334991,1
47,1569,-1.654285431,-8.651684761,1
47,1601,-1.516551971,-5.946474075,1
47,1633,-0.2768043876,-5.902604103,1
47,1665,0.3898695707,-4.929053783,1
47,1697,0.2793524265,-2.776670933,1
47,1729,0.2002686858,-3.174313068,1
47,1761,-0.03163361549,-4.851559162,1
47,1793,-0.8226946592,-6.394068718,1
47,1825,-0.2757189274,-2.011507034,1
47,1857,-1.090358853,-1.437873363,1
47,1889,-1.114039421,-4.043577671,1
47,1921,-1.109825373,-2.7908535,1
47,1953,-1.378729582,-4.222762108,1
47,1985,-1.293548465,-3.498924255,1
47,2017,-1.287423968,0.3356533051,1
