PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 9, filenames: A:[9]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[10]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
751,609,8.211799622,-2.707466125,1
751,641,7.433626175,-3.092744827,1
751,673,5.528195858,-4.222998142,1
751,705,6.002716064,-3.947220802,1
751,737,7.380530834,-3.378165483,1
751,769,9.211192131,-1.702419758,1
751,801,10.36836243,-2.015607595,1
751,833,10.21369457,-2.942297697,1
751,865,10.84100437,-2.04293704,1
751,897,11.43287468,-3.419925213,1
751,929,11.92364597,-2.29316926,1
751,961,12.69197845,-2.455114841,1
751,993,15.20587158,-5.122592449,1
751,1025,15.60647488,-6.290461063,1
751,1057,17.72764015,-11.00690842,1
751,1089,17.3844471,-12.67674351,1
751,1121,16.14762497,-11.31348324,1
751,1153,15.51107979,-11.78046227,1
751,1185,15.07801628,-13.15962791,1
751,1217,13.71400261,-11.98678017,1
751,1249,13.31160927,-9.551764488,1
751,1281,12.46137047,-10.0236969,1
751,1313,11.02798176,-10.36428356,1
751,1345,9.224049568,-11.28850651,1
751,1377,6.538194656,-12.67200279,1
751,1409,5.686268806,-12.15838051,1
751,1441,5.904234886,-9.682514191,1
751,1473,5.255270004,-10.4396553,1
751,1505,4.055564404,-8.651721001,1
751,1537,4.230544567,-9.149111748,1
751,1569,4.482671738,-8.592769623,1
751,1601,2.336770535,-7.659515858,1
751,1633,1.264493465,-6.042405605,1
751,1665,0.6224646568,-5.419902325,1
751,1697,0.2651536465,-6.648235321,1
751,1729,0.9955852032,-7.096784592,1
751,1761,1.574702978,-5.498815536,1
751,1793,1.397503853,-4.834415436,1
751,1825,1.100137115,-4.128796101,1
751,1857,0.891535759,-3.518479824,1
751,1889,0.9357720017,-3.73402977,1
751,1921,0.6640947461,-3.657593727,1
751,1953,0.5108799934,-3.057240725,1
751,1985,0.4839215875,-3.119156837,1
751,2017,-0.08503907919,-2.92058754,1
783,33,2.226643085,5.572849274,1
783,65,1.736131191,-6.140870094,1
783,97,1.555355549,-6.806833744,1
783,129,1.560980439,-6.416829109,1
783,161,1.711343527,-5.305066109,1
783,193,1.900732994,-5.284350395,1
783,225,1.777329803,-4.464448929,1
783,257,1.284392953,-5.553156853,1
783,289,1.237924814,-6.296783924,1
783,321,2.029768705,-5.393643379,1
783,353,2.395216942,-4.082310677,1
783,385,3.592232943,-2.700106621,1
783,417,4.646319389,-2.300207376,1
783,449,5.317934036,-2.169390678,1
783,481,5.191747665,-1.593743443,1
783,513,5.687597275,-1.787274361,1
783,545,6.239626408,-3.059141159,1
783,577,7.078166008,-2.321932077,1
783,609,7.781004429,-2.5812397,1
783,641,7.063642502,-2.58525157,1
783,673,6.637565613,-2.667607307,1
783,705,6.794737339,-2.909479618,1
783,737,7.615373135,-3.28349638,1
783,769,9.53408432,-2.776528597,1
783,801,11.48177147,-2.991700172,1
783,833,11.4162941,-3.422879219,1
783,865,10.92082119,-2.464792967,1
783,897,15.07087135,-2.62398243,1
783,929,12.10121441,-3.607536554,1
783,961,13.33912468,-3.802860737,1
783,993,16.11029434,-4.623252869,1
783,1025,16.59808731,-5.890050888,1
783,1057,19.87417221,-10.21661568,1
783,1089,15.27063179,-17.27022743,1
783,1121,3.330494881,-5.10676384,1
783,1153,5.138251305,-3.626940727,1
783,1185,13.50408649,-15.46677017,1
783,1217,12.63396358,-10.60016155,1
783,1249,12.87567329,-10.1606636,1
783,1281,10.79177094,-9.971326828,1
783,1313,8.880485535,-10.96583366,1
783,1345,5.755777836,-11.60127449,1
783,1377,4.481305122,-12.49050713,1
783,1409,3.440823078,-12.85649014,1
783,1441,3.879727364,-11.61270428,1
783,1473,5.849354744,-11.32430077,1
783,1505,4.333603859,-8.786187172,1
783,1537,4.276213169,-7.969027519,1
783,1569,4.405119896,-8.207165718,1
783,1601,3.512066841,-7.557412148,1
783,1633,-0.04821395874,-7.27964592,1
783,1665,0.4004986286,-6.826351166,1
783,1697,0.6560759544,-6.257751465,1
783,1729,-0.830934763,-5.591403008,1
783,1761,0.9601335526,-5.068774223,1
783,1793,1.376289129,-4.407523632,1
783,1825,1.761313438,-3.738782883,1
783,1857,0.9191662073,-3.085439205,1
783,1889,0.4690532088,-3.525669813,1
783,1921,0.6397011876,-2.865204811,1
783,1953,1.155025959,-2.170124292,1
783,1985,0.7077775002,-3.10209775,1
783,2017,0.4144952893,-2.734571457,1
815,33,3.499600887,-2.948773384,1
815,65,1.788181186,-5.094405651,1
815,97,1.324460864,-6.261521339,1
815,129,1.242061019,-5.634339333,1
815,161,1.262676358,-4.758630753,1
815,193,1.867770791,-4.446025372,1
815,225,2.436922073,-4.501564026,1
815,257,2.470712423,-4.962687969,1
815,289,2.634932518,-5.117557526,1
815,321,2.270884275,-5.105066299,1
815,353,3.690032005,-5.270579338,1
815,385,5.987488747,-3.656871557,1
815,417,4.867683411,-2.686536312,1
815,449,4.885784626,-2.094874144,1
815,481,5.193619728,-1.868086576,1
815,513,6.154084682,-2.019982338,1
815,545,7.079949379,-1.979236722,1
815,577,7.736217976,-2.325864077,1
815,609,7.93825531,-2.40205574,1
815,641,7.318212509,-1.772522926,1
815,673,6.666017056,-1.653928518,1
815,705,6.611199856,-1.756227732,1
815,737,7.351389408,-2.365634441,1
815,769,8.043540955,-3.031699657,1
815,801,8.795276642,-3.593076229,1
815,833,10.03952885,-4.001789093,1
815,865,11.93900967,-4.322428703,1
815,897,13.63097477,-3.981858253,1
815,929,14.19675827,-4.528286457,1
815,961,13.31489563,-4.581811905,1
815,993,16.89432335,-5.743802071,1
815,1025,20.38601303,-6.565538883,1
815,1057,19.8489933,-7.836861134,1
815,1089,24.14364624,-10.12707806,1
815,1121,3.683520317,5.782968521,1
815,1153,1.031066895,0.9109582901,1
815,1185,13.17736053,-12.49842167,1
815,1217,12.23432159,-11.88972855,1
815,1249,11.03557777,-10.94524097,1
815,1281,9.086210251,-10.56544018,1
815,1313,4.967420101,-13.55610466,1
815,1345,5.500569344,-11.42287445,1
815,1377,3.733129978,-12.21275043,1
815,1409,2.472691059,-13.68354416,1
815,1441,1.512872934,-12.13841057,1
815,1473,1.556780338,-10.57318115,1
815,1505,4.148008347,-10.35573864,1
815,1537,4.864398003,-9.325500488,1
815,1569,3.928702116,-7.539774895,1
815,1601,3.175670147,-7.20999527,1
815,1633,-0.07016539574,-5.895366669,1
815,1665,3.041680574,-6.058068275,1
815,1697,1.809544086,-5.341712952,1
815,1729,-0.9066109657,-5.074164391,1
815,1761,0.05692338943,-4.483096123,1
815,1793,1.042209864,-3.670388937,1
815,1825,0.6514204144,-3.147532463,1
815,1857,-0.4110278487,-3.166321754,1
815,1889,0.2356896996,-3.715150356,1
815,1921,0.7720226645,-3.434073687,1
815,1953,0.8482865095,-3.385989904,1
815,1985,0.6815346479,-2.949195862,1
815,2017,0.4778419733,-1.957681537,1
847,33,4.217578888,3.960972309,1
847,65,1.663136363,-3.240122557,1
847,97,0.7595813274,-4.258927822,1
847,129,1.013328075,-4.759319782,1
847,161,0.9285825491,-4.904788494,1
847,193,0.9790101051,-4.856134415,1
847,225,1.322413683,-4.324505806,1
847,257,2.496597767,-4.109707355,1
847,289,3.089017391,-4.273666382,1
847,321,2.940648079,-4.447999477,1
847,353,4.945356846,-5.836889744,1
847,385,5.536986828,-4.87958622,1
847,417,5.975001812,-3.390797615,1
847,449,4.904312611,-2.180313826,1
847,481,5.490705013,-1.867578626,1
847,513,6.171655178,-2.007613182,1
847,545,6.676425457,-1.666300654,1
847,577,7.874574184,-1.917477846,1
847,609,8.350950241,-2.150352001,1
847,641,8.169931412,-1.698296547,1
847,673,7.342638493,-1.162096262,1
847,705,6.762127399,-1.364924908,1
847,737,6.925812244,-2.153568029,1
847,769,7.585044384,-3.179568768,1
847,801,8.629142761,-4.079628944,1
847,833,9.176632881,-4.43921423,1
847,865,9.539012909,-4.276854515,1
847,897,12.87628746,-4.37465477,1
847,929,14.10686588,-5.099772453,1
847,961,11.88447475,-5.250955582,1
847,993,20.42816734,-6.131954193,1
847,1025,20.03360748,-7.253225327,1
847,1057,16.63099861,-10.93724251,1
847,1089,20.77358246,4.569114685,1
847,1121,14.7439537,-12.13266754,1
847,1153,14.89613247,-12.29962063,1
847,1185,14.68357182,-12.86121082,1
847,1217,12.78914928,-12.45046234,1
847,1249,10.54574585,-11.60952282,1
847,1281,8.837057114,-11.38370609,1
847,1313,6.367033005,-11.69990921,1
847,1345,5.111621857,-11.33466148,1
847,1377,3.623069763,-11.9152298,1
847,1409,2.364588737,-13.71491623,1
847,1441,1.682852745,-12.90943909,1
847,1473,0.249559164,-10.48575592,1
847,1505,2.828320742,-9.470209122,1
847,1537,5.144012928,-8.29480648,1
847,1569,3.597585917,-8.15880394,1
847,1601,3.218750954,-8.161745071,1
847,1633,3.279072285,-6.850373745,1
847,1665,3.885303736,-6.087854385,1
847,1697,3.130890608,-5.371669769,1
847,1729,1.119786978,-4.343495369,1
847,1761,0.6269557476,-3.131197929,1
847,1793,0.5872314572,-3.026135445,1
847,1825,0.5526371002,-3.358305931,1
847,1857,0.1689375937,-3.560363531,1
847,1889,0.1487525403,-3.595159054,1
847,1921,-0.213322401,-4.107107162,1
847,1953,-0.1969762444,-4.0284338,1
847,1985,0.3753506243,-3.007477283,1
847,2017,0.9592063427,-0.9968296289,1
879,33,1.677419186,3.606333494,1
879,65,0.7242091298,0.9955211282,1
879,97,-0.05619037151,-2.502299309,1
879,129,0.3571584225,-4.429458141,1
879,161,0.9675388336,-5.010026455,1
879,193,1.339692831,-5.359071732,1
879,225,1.657411098,-4.826472282,1
879,257,2.247395992,-4.291190147,1
879,289,2.692176819,-4.442373753,1
879,321,1.806616783,-4.606289387,1
879,353,3.093788862,-5.001218319,1
879,385,3.931712627,-5.59219408,1
879,417,4.065293789,-3.886077404,1
879,449,5.327217579,-2.216609716,1
879,481,6.908074856,-2.158678532,1
879,513,7.809708118,-2.448082209,1
879,545,6.541777611,-2.351630449,1
879,577,7.760920525,-1.975765705,1
879,609,8.670230865,-1.868334293,1
879,641,9.094307899,-2.041228294,1
879,673,9.999698639,-2.871380806,1
879,705,4.871585369,-2.159491062,1
879,737,3.544836044,-15.53717041,1
879,769,7.212512493,-3.673037052,1
879,801,8.008179665,-4.449579239,1
879,833,9.150022507,-4.470499516,1
879,865,9.446055412,-4.568479538,1
879,897,9.793676376,-5.266452312,1
879,929,14.8889246,-6.763019085,1
879,961,18.24375153,-5.380169868,1
879,993,19.15966606,-5.850273132,1
879,1025,19.6104393,-7.124314785,1
879,1057,16.25871086,-13.42785835,1
879,1089,19.48552704,-30.33452034,1
879,1121,15.96577454,-11.76423931,1
879,1153,15.23192501,-12.09268284,1
879,1185,13.73926353,-12.14619255,1
879,1217,12.01152802,-11.94332123,1
879,1249,10.62591457,-11.67032623,1
879,1281,10.19490623,-12.35565376,1
879,1313,7.78235817,-12.91539478,1
879,1345,5.104659081,-11.87114048,1
879,1377,-9.931734085,-5.396245956,1
879,1409,2.339801788,-11.7128973,1
879,1441,1.816292048,-11.7657156,1
879,1473,1.91896677,-10.40990353,1
879,1505,2.41117239,-9.37780571,1
879,1537,2.936166286,-8.390587807,1
879,1569,2.802187681,-7.921558857,1
879,1601,2.670012236,-7.402936935,1
879,1633,3.339229822,-6.591714382,1
879,1665,3.611044645,-6.407871723,1
879,1697,2.730051994,-5.404049397,1
879,1729,1.928924203,-2.233049393,1
879,1761,0.7204273939,-2.051184654,1
879,1793,0.4474392831,-2.69168067,1
879,1825,0.5824959278,-2.731860161,1
879,1857,0.593703866,-3.473175764,1
879,1889,0.2903689742,-4.017956734,1
879,1921,-0.4515963793,-3.847256422,1
879,1953,-0.8342146277,-3.501084805,1
879,1985,0.038220644,-2.49206233,1
879,2017,0.6927939653,-0.725410521,1
911,33,-0.05495452881,3.208411217,1
911,65,-0.4101853371,-5.756200314,1
911,97,-0.02207690477,-3.269676685,1
911,129,0.5390666723,-4.597298145,1
911,161,1.486460328,-6.750612736,1
911,193,2.057249546,-5.881680012,1
911,225,2.392993689,-5.009216785,1
911,257,2.319666624,-4.536508083,1
911,289,2.645948887,-4.907252312,1
911,321,2.180707693,-5.042007446,1
911,353,1.923062086,-5.765396118,1
911,385,3.893937588,-5.015390873,1
911,417,4.399162292,-3.660085917,1
911,449,5.793929577,-1.839374304,1
911,481,7.210489273,-2.639815569,1
911,513,7.603095531,-2.474607706,1
911,545,7.142726898,-4.342861652,1
911,577,8.136460304,-2.285876036,1
911,609,8.3415308,-2.469320297,1
911,641,8.818671227,-2.633202314,1
911,673,11.34193611,-2.72576642,1
911,705,5.059222221,-2.601363182,1
911,737,3.479862213,-4.738024235,1
911,769,4.358342648,-5.72909832,1
911,801,6.986245155,-4.562090397,1
911,833,7.636818409,-5.1197896,1
911,865,8.913011551,-5.047325611,1
911,897,10.88295364,-5.477097034,1
911,929,10.32320213,-5.656584263,1
911,961,10.38233089,-5.796518326,1
911,993,11.15001869,-6.083339214,1
911,1025,18.46208763,-8.015872002,1
911,1057,18.9005661,-11.80849838,1
911,1089,20.44178009,-13.78494835,1
911,1121,15.98321056,-12.04423523,1
911,1153,13.75554562,-11.71768665,1
911,1185,11.54160309,-11.62372875,1
911,1217,8.65119648,-11.06620693,1
911,1249,8.675435066,-11.07855797,1
911,1281,7.900613308,-12.20715332,1
911,1313,6.307600021,-12.60774231,1
911,1345,4.445961475,-11.49618244,1
911,1377,2.817358494,-11.69172859,1
911,1409,1.577650547,-10.97902584,1
911,1441,1.391389608,-10.59604454,1
911,1473,1.777199268,-9.434549332,1
911,1505,1.947692394,-8.267959595,1
911,1537,2.650274038,-8.101032257,1
911,1569,2.528350353,-7.448029518,1
911,1601,2.17671895,-6.620163918,1
911,1633,2.465777874,-5.924235344,1
911,1665,2.558481693,-8.242921829,1
911,1697,2.282231808,-4.897045612,1
911,1729,1.547498584,-1.996292353,1
911,1761,0.009700596333,-1.824385643,1
911,1793,-0.01277416945,-1.851945162,1
911,1825,0.292011708,-1.804219007,1
911,1857,0.1608358622,-2.826140881,1
911,1889,0.007809177041,-3.877782345,1
911,1921,-0.4044617414,-3.172038794,1
911,1953,-0.8609794974,-2.821990728,1
911,1985,0.1870470345,-1.748180151,1
911,2017,0.7491976023,-1.308915377,1
943,33,-2.556090355,4.342842579,1
943,65,0.6423403025,-5.143326759,1
943,97,0.1019191742,-4.762986183,1
943,129,1.680078745,-7.045516968,1
943,161,2.802164555,-8.74398613,1
943,193,2.869439363,-5.694869518,1
943,225,2.754615545,-4.326680183,1
943,257,2.914967537,-4.22479248,1
943,289,2.751006603,-5.445688248,1
943,321,2.665380716,-5.349196911,1
943,353,2.062324762,-4.180122375,1
943,385,3.657329082,-3.681886673,1
943,417,3.917464733,-3.852673531,1
943,449,4.56131649,-2.815187693,1
943,481,5.367193222,-2.111187696,1
943,513,4.977828503,-2.384277105,1
943,545,3.923882484,-5.879164696,1
943,577,8.794399261,-1.941782951,1
943,609,8.955490112,-2.233679295,1
943,641,7.54421711,-3.437199831,1
943,673,7.402800083,-3.093302011,1
943,705,13.64130783,12.87543011,1
943,737,4.955100536,-5.24025631,1
943,769,4.021217823,-7.877648354,1
943,801,5.739924431,-4.308889389,1
943,833,-11.08701134,-4.755699635,1
943,865,-2.58040905,-19.46275139,1
943,897,11.95617008,-2.144550323,1
943,929,8.64115715,-5.359259129,1
943,961,9.21846199,-5.828337669,1
943,993,14.24172401,-6.95696497,1
943,1025,18.97267151,-8.255699158,1
943,1057,16.47695923,-11.55682659,1
943,1089,14.24968624,-11.42307377,1
943,1121,13.67453766,-12.21947956,1
943,1153,11.8893919,-12.1047678,1
943,1185,10.41952991,-11.52424526,1
943,1217,9.295765877,-10.62505054,1
943,1249,8.513274193,-10.63212967,1
943,1281,7.399894714,-11.2189703,1
943,1313,5.771688461,-11.8281908,1
943,1345,4.588304996,-10.87516594,1
943,1377,2.489999056,-11.59208488,1
943,1409,-0.1536732912,-9.894804001,1
943,1441,1.010458112,-8.740762711,1
943,1473,1.433218002,-7.845256805,1
943,1505,1.685024977,-7.312443733,1
943,1537,2.285469055,-7.4517169,1
943,1569,2.205720425,-6.773832321,1
943,1601,1.167031288,-5.514492512,1
943,1633,0.05255615711,-4.962742805,1
943,1665,1.556265831,-6.076131821,1
943,1697,2.441385269,-3.714704037,1
943,1729,1.792474866,-1.170403481,1
943,1761,0.3914438486,-1.100430727,1
943,1793,-0.3750177026,-1.051123023,1
943,1825,0.07326203585,-1.978714108,1
943,1857,-0.1839318871,-2.674962282,1
943,1889,-0.212777257,-2.486762524,1
943,1921,0.0004141330719,-2.530127525,1
943,1953,1.002388835,-2.978809357,1
943,1985,1.285107017,-1.528506279,1
943,2017,1.184675455,-2.174065113,1
975,33,-1.776189327,6.089700699,1
975,65,0.673027873,-5.839828491,1
975,97,1.071769953,-7.8513937,1
975,129,2.102475166,-3.943082809,1
975,161,3.243618011,-1.915044785,1
975,193,3.33488965,-2.551367521,1
975,225,1.477998257,-3.974047422,1
975,257,2.240640879,-3.631613255,1
975,289,2.244134188,-4.700551033,1
975,321,2.228101969,-4.045665741,1
975,353,2.396553993,-2.436892509,1
975,385,3.177101135,-2.228214979,1
975,417,6.344686031,-17.21263123,1
975,449,8.499317169,-19.28134155,1
975,481,5.367904663,-1.352399468,1
975,513,4.596532345,-2.193444252,1
975,545,4.402207375,-3.97728157,1
975,577,8.662843704,-3.55435586,1
975,609,7.697078705,-2.036141396,1
975,641,7.767457962,-2.342860699,1
975,673,7.5734725,-2.638696432,1
975,705,7.212059498,-2.31960988,1
975,737,-4.165347099,0.9361410141,1
975,769,18.2708931,-5.748773575,1
975,801,-11.60835934,-13.87530899,1
975,833,-12.39084053,-5.478809357,1
975,865,-8.206098557,-12.63596535,1
975,897,-13.02732086,-7.498332977,1
975,929,11.89230919,-5.390506744,1
975,961,7.746463776,-6.112285137,1
975,993,8.475968361,-6.799460411,1
975,1025,12.99569893,-7.944207668,1
975,1057,13.22202301,-9.291770935,1
975,1089,11.3013134,-10.06888771,1
975,1121,11.94278145,-10.4678669,1
975,1153,11.55912018,-10.67790508,1
975,1185,9.746501923,-10.22323132,1
975,1217,8.914438248,-10.22575092,1
975,1249,7.856196404,-10.13308716,1
975,1281,6.389782429,-10.56002998,1
975,1313,5.02031517,-10.42107391,1
975,1345,4.016933918,-9.55774498,1
975,1377,2.852341652,-9.922920227,1
975,1409,1.881207943,-8.871112823,1
975,1441,1.790052176,-7.160298347,1
975,1473,2.163533449,-6.955391884,1
975,1505,2.144877911,-6.974425316,1
975,1537,2.33433938,-6.740642071,1
975,1569,2.202659607,-6.438904285,1
975,1601,0.9224469662,-6.18299675,1
975,1633,0.1706117392,-5.358910561,1
975,1665,2.767618418,-5.422135353,1
975,1697,3.27379775,-4.003538132,1
975,1729,2.535724401,-2.229084253,1
975,1761,2.099364042,-1.732037067,1
975,1793,-0.4197657108,-1.613797784,1
975,1825,-1.354564071,-1.916381359,1
975,1857,-0.4571154118,-2.215975761,1
975,1889,0.5875697136,-2.094116449,1
975,1921,0.8511356711,-2.289842844,1
975,1953,0.9444740415,-2.333532572,1
975,1985,0.7032439709,-1.789067507,1
975,2017,0.4129602313,-2.674511433,1
1007,33,-4.444302559,6.031466484,1
1007,65,-0.6826754212,-5.670627117,1
1007,97,1.415287852,-8.427449226,1
1007,129,2.703614712,-2.622480154,1
1007,161,3.970089674,-1.692033291,1
1007,193,3.111969709,-2.568207741,1
1007,225,2.576461554,-3.365314722,1
1007,257,2.061302185,-2.384064198,1
1007,289,1.88296032,-2.624881506,1
1007,321,2.16473794,-2.016620159,1
1007,353,2.684216261,-1.283191919,1
1007,385,3.431829929,-0.9939286709,1
1007,417,4.49335289,-1.597459316,1
1007,449,4.888122559,-1.073606968,1
1007,481,5.325610638,-0.3789964914,1
1007,513,5.00776577,0.1736771166,1
1007,545,4.561052799,-0.8019704819,1
1007,577,5.317426682,-1.437457681,1
1007,609,5.42249155,-0.8338446617,1
1007,641,6.365627289,-1.180362463,1
1007,673,6.945072651,-1.826482058,1
1007,705,6.521039963,-1.982851505,1
1007,737,5.366728306,-2.921746016,1
1007,769,3.931472301,-6.750229836,1
1007,801,-9.790857315,-3.783411026,1
1007,833,-4.144012928,-12.56632042,1
1007,865,-10.09671116,-6.202738285,1
1007,897,24.86589432,-4.528470993,1
1007,929,6.140398026,-4.838635921,1
1007,961,6.199641228,-5.757920265,1
1007,993,6.572154522,-6.54786253,1
1007,1025,7.039197922,-7.615476608,1
1007,1057,7.63708353,-8.597706795,1
1007,1089,9.370976448,-9.088891983,1
1007,1121,9.322440147,-9.059910774,1
1007,1153,8.582505226,-8.606993675,1
1007,1185,8.011685371,-8.777715683,1
1007,1217,8.021715164,-9.331171036,1
1007,1249,8.076555252,-9.565773964,1
1007,1281,7.069735527,-9.386385918,1
1007,1313,5.948003769,-9.135268211,1
1007,1345,5.002310753,-9.231376648,1
1007,1377,4.462719917,-9.357158661,1
1007,1409,2.242708445,-7.802977562,1
1007,1441,2.658528566,-7.348586082,1
1007,1473,2.735665321,-7.804092884,1
1007,1505,2.490419626,-7.558722019,1
1007,1537,2.511231899,-7.256393909,1
1007,1569,2.599306822,-7.281504154,1
1007,1601,2.453075409,-6.549109936,1
1007,1633,3.935552359,-4.541122437,1
1007,1665,3.172804117,-4.492455482,1
1007,1697,3.00087142,-3.714504719,1
1007,1729,3.619835377,-3.172495604,1
1007,1761,2.984643936,-2.521901846,1
1007,1793,1.654000282,-2.120842934,1
1007,1825,0.73387146,-1.509884596,1
1007,1857,0.7085132599,-2.263288021,1
1007,1889,0.8530292511,-2.205796719,1
1007,1921,1.305182815,-2.325271368,1
1007,1953,1.304929733,-2.547034025,1
1007,1985,0.393556416,-2.586208344,1
1007,2017,-0.7023291588,-2.881822348,1
1039,33,-1.342340112,4.553993225,1
1039,65,0.5926775932,-3.004340649,1
1039,97,2.07896471,-2.76962471,1
1039,129,2.598522425,-3.297892809,1
1039,161,2.752196074,-3.107756853,1
1039,193,2.36136508,-2.815719366,1
1039,225,2.337415934,-2.70524931,1
1039,257,2.401907444,-1.820262194,1
1039,289,2.053200722,-1.668621063,1
1039,321,1.969239473,-0.9769142866,1
1039,353,2.40247345,-0.3886649609,1
1039,385,3.179021835,-0.221950531,1
1039,417,3.898930311,-0.1491132975,1
1039,449,4.66768837,-0.2021858692,1
1039,481,5.248960972,0.2701950073,1
1039,513,4.873028755,0.5837970972,1
1039,545,3.813521862,1.278105855,1
1039,577,4.127205372,1.169206858,1
1039,609,3.806025505,0.7513078451,1
1039,641,4.584713936,0.2583842278,1
1039,673,5.417111397,-1.610766411,1
1039,705,5.232542992,-2.39167285,1
1039,737,4.893518925,-2.982216358,1
1039,769,1.488629341,-7.122141361,1
1039,801,-4.449383259,-6.956056118,1
1039,833,-5.73489809,-8.309947014,1
1039,865,-15.54879093,-6.380731583,1
1039,897,7.708166122,3.409698486,1
1039,929,4.416718483,2.77835083,1
1039,961,4.828125,-5.298298836,1
1039,993,4.394873619,-6.698204994,1
1039,1025,4.611388206,-7.638250351,1
1039,1057,5.899546146,-9.284194946,1
1039,1089,7.593409538,-9.750624657,1
1039,1121,8.280230522,-10.88413048,1
1039,1153,6.963618755,-9.401766777,1
1039,1185,6.371191978,-8.202713013,1
1039,1217,8.011924744,-8.172533035,1
1039,1249,7.199670792,-7.812239647,1
1039,1281,6.244375229,-8.576986313,1
1039,1313,5.705443859,-8.640493393,1
1039,1345,5.465000153,-8.188649178,1
1039,1377,5.056462765,-8.755032539,1
1039,1409,3.773215294,-8.302922249,1
1039,1441,3.793450594,-9.976840973,1
1039,1473,2.663879633,-9.495262146,1
1039,1505,2.409643173,-8.463258743,1
1039,1537,2.50786376,-7.4465065,1
1039,1569,2.755883455,-7.207856655,1
1039,1601,2.563585281,-6.210959911,1
1039,1633,2.04584074,-3.79121685,1
1039,1665,3.046776295,-2.62472105,1
1039,1697,2.418387413,-3.51619482,1
1039,1729,3.245788574,-4.126619816,1
1039,1761,2.559206247,-3.612222195,1
1039,1793,2.265453339,-3.332266092,1
1039,1825,1.858152151,-2.345422745,1
1039,1857,0.7943809032,-2.443692207,1
1039,1889,0.636423111,-2.477527857,1
1039,1921,0.8869419098,-2.875494957,1
1039,1953,0.8966915607,-3.044310331,1
1039,1985,0.4204291105,-2.978081703,1
1039,2017,-0.9692397714,-2.702158928,1
1071,33,0.7652573586,3.498763084,1
1071,65,2.810343266,-3.681620121,1
1071,97,3.074058056,-6.153538704,1
1071,129,2.239136219,-2.568320751,1
1071,161,2.565581799,-2.704383373,1
1071,193,2.388914824,-2.297980785,1
1071,225,2.246320248,-2.132449627,1
1071,257,2.427078485,-1.681677818,1
1071,289,2.57537365,-1.933785915,1
1071,321,2.403238058,-1.304606318,1
1071,353,2.46543622,-0.9982208014,1
1071,385,2.773602247,-0.4072324336,1
1071,417,3.155749798,0.1506280154,1
1071,449,4.34549427,0.6843942404,1
1071,481,7.465451717,2.640756369,1
1071,513,5.515481472,-0.3412879407,1
1071,545,1.790291309,0.6883337498,1
1071,577,0.4361693859,0.7103633881,1
1071,609,1.268891811,-0.5490862131,1
1071,641,3.339614153,0.08836656809,1
1071,673,4.102341652,-0.1087095737,1
1071,705,3.799838066,-2.991597652,1
1071,737,2.333216906,-4.088907242,1
1071,769,-0.5393145084,-5.152392387,1
1071,801,-5.253481865,-3.278146744,1
1071,833,-5.613614082,-3.74087286,1
1071,865,22.5738945,-3.054262161,1
1071,897,10.02240849,-4.345175743,1
1071,929,5.977290154,-4.485071659,1
1071,961,2.855885029,-5.377569199,1
1071,993,2.630163908,-6.293198586,1
1071,1025,3.031704426,-7.332971096,1
1071,1057,4.568818092,-8.885750771,1
1071,1089,7.318575382,-12.18025398,1
1071,1121,6.440200806,-10.65084553,1
1071,1153,6.49763155,-8.306842804,1
1071,1185,4.861491203,-8.032464981,1
1071,1217,3.372833729,-8.050074577,1
1071,1249,4.81245327,-4.403742313,1
1071,1281,5.80979538,-5.593808651,1
1071,1313,3.781890869,-6.743585587,1
1071,1345,3.003077745,-3.864379883,1
1071,1377,2.173981905,-9.751117706,1
1071,1409,4.324626446,-9.096762657,1
1071,1441,4.001506805,-10.89113617,1
1071,1473,1.865158916,-9.635793686,1
1071,1505,1.634034991,-8.013738632,1
1071,1537,1.920757174,-7.180837631,1
1071,1569,2.357997894,-6.338894844,1
1071,1601,1.964102268,-5.382096767,1
1071,1633,1.166514516,-4.720570087,1
1071,1665,1.302625656,-3.710786819,1
1071,1697,1.822196841,-4.343224525,1
1071,1729,2.160992861,-5.268065453,1
1071,1761,2.185231686,-4.215745926,1
1071,1793,2.539360285,-3.848124027,1
1071,1825,2.258130312,-3.114097595,1
1071,1857,0.9862830639,-2.730875492,1
1071,1889,0.7201640606,-2.833185673,1
1071,1921,0.5859383345,-3.814538479,1
1071,1953,0.2454026341,-2.897646904,1
1071,1985,0.4798948169,-1.906264067,1
1071,2017,-0.2497353554,-2.922561884,1
1103,33,-0.2276067734,3.376315355,1
1103,65,1.326234818,-7.832521439,1
1103,97,2.056579351,-6.361945152,1
1103,129,2.178205967,-1.932375908,1
1103,161,2.387478113,-1.897268176,1
1103,193,3.425119162,-1.743071675,1
1103,225,2.454115629,-1.602678537,1
1103,257,3.046476603,-2.019192934,1
1103,289,4.489142418,-3.003509998,1
1103,321,4.294327736,-2.766075373,1
1103,353,2.405417919,-2.615030766,1
1103,385,2.241776943,-0.8296703696,1
1103,417,2.803647518,-0.09525367618,1
1103,449,3.43944478,-0.1543154567,1
1103,481,4.133367538,-1.033002734,1
1103,513,5.622733593,-2.531252146,1
1103,545,4.767284393,-0.3009713292,1
