PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 17, filenames: A:[17]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[18]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,8.662302017,5.16554451,1
47,65,7.633876801,14.38216686,1
47,97,0.8955185413,-3.683835506,1
47,129,1.070553541,-6.217043877,1
47,161,1.805638075,-5.828440666,1
47,193,2.498549938,-6.969098091,1
47,225,2.549650908,-8.122749329,1
47,257,3.64137125,-8.935566902,1
47,289,3.088993788,-9.56709671,1
47,321,1.781025529,-9.178474426,1
47,353,1.525830865,-10.22663498,1
47,385,1.41305244,-6.302350044,1
47,417,2.314395428,-6.574384212,1
47,449,2.672887564,-7.436287403,1
47,481,1.940573692,-7.09873724,1
47,513,2.25243783,-6.745532513,1
47,545,-0.6056951284,-7.385874748,1
47,577,-1.861731529,-7.250086784,1
47,609,1.746658087,-6.366470814,1
47,641,2.338614225,-5.802667618,1
47,673,1.460409284,-6.666695595,1
47,705,1.110245585,-10.22154427,1
47,737,0.382725358,-7.671300411,1
47,769,0.4561311603,-4.539256096,1
47,801,0.04080688953,-3.824833393,1
47,833,0.1905241013,-5.180611134,1
47,865,0.9370708466,-5.914016724,1
47,897,1.232879162,-5.456809998,1
47,929,0.42989254,-4.712940216,1
47,961,-0.5347522497,-4.082212448,1
47,993,0.4357821941,-3.433740616,1
47,1025,1.653721571,-3.34953022,1
47,1057,1.492432117,-4.52887392,1
47,1089,0.1301809549,-6.702376366,1
47,1121,-1.289046288,-7.855930328,1
47,1153,-1.456782103,-4.645620346,1
47,1185,0.2981190085,-4.446412086,1
47,1217,0.7636263967,-3.974396229,1
47,1249,1.257468939,-3.977206707,1
47,1281,1.709666967,-3.772675276,1
47,1313,1.816958189,-4.700242043,1
47,1345,1.931738853,-4.947600365,1
47,1377,1.772749424,-4.615237236,1
47,1409,1.842754602,-4.2657547,1
47,1441,2.788045883,-4.109220505,1
47,1473,3.237750769,-3.763882637,1
47,1505,2.516731262,-4.023661137,1
47,1537,2.040302753,-4.465418816,1
47,1569,0.8766853809,-4.955245018,1
47,1601,0.5287948847,-4.492221832,1
47,1633,0.8970880508,-5.386528969,1
47,1665,0.126473546,-5.717260361,1
47,1697,-0.599149704,-4.244685173,1
47,1729,-1.374446869,-2.721546173,1
47,1761,-1.644494295,-3.083631992,1
47,1793,-0.9728574753,-1.244318962,1
47,1825,-0.7176890373,-1.146109343,1
47,1857,0.1460002959,-0.7612496614,1
47,1889,0.1452176571,-1.661940694,1
47,1921,-0.7062942982,-2.475930691,1
47,1953,-1.558493137,-2.59893465,1
47,1985,-1.50869596,-1.719182253,1
47,2017,-0.7740983963,0.190089941,1
79,33,-6.069898129,5.622164249,1
79,65,0.6270899773,-11.5812664,1
79,97,2.816431284,-5.831484795,1
79,129,2.227236271,-7.76537323,1
79,161,1.14204812,-5.416998863,1
79,193,1.131112337,-6.793245792,1
79,225,3.355773926,-7.487342834,1
79,257,4.733059883,-7.852991104,1
79,289,3.149102926,-7.754698753,1
79,321,1.742191434,-7.581414223,1
79,353,1.476866961,-7.114109039,1
79,385,1.578082681,-6.253929615,1
79,417,1.860702157,-6.065984726,1
79,449,2.091133356,-6.541488171,1
79,481,2.37986517,-6.743977547,1
79,513,3.343502045,-6.460632801,1
79,545,1.583771229,-6.22416687,1
79,577,0.8860588074,-7.249593735,1
79,609,0.7182314396,-6.798755169,1
79,641,0.126852721,-6.035402298,1
79,673,-0.6288437843,-6.734047413,1
79,705,-0.2508335114,-6.924711704,1
79,737,14.54029465,-9.249639511,1
79,769,0.5717212558,-5.25336504,1
79,801,0.4567799568,-4.582843304,1
79,833,0.4415588677,-5.128455162,1
79,865,0.6832120419,-5.485804081,1
79,897,0.3393073082,-5.659235954,1
79,929,-3.529273033,-5.28417635,1
79,961,0.2458591461,-4.665894508,1
79,993,0.5075883269,-4.208810806,1
79,1025,1.076204538,-3.416823387,1
79,1057,1.446712255,-4.219601631,1
79,1089,-0.8029332757,-4.55574131,1
79,1121,-0.08692637086,-5.469861984,1
79,1153,-0.02500542253,-5.173294067,1
79,1185,-0.8847047687,-5.541978359,1
79,1217,0.4309010506,-4.948991299,1
79,1249,0.9453151226,-4.670658588,1
79,1281,1.087883949,-4.576499462,1
79,1313,1.018014073,-4.792629719,1
79,1345,1.434229851,-4.886899471,1
79,1377,2.294924974,-4.644784451,1
79,1409,2.630290508,-3.739412785,1
79,1441,3.020971775,-3.732144356,1
79,1473,2.847556114,-3.102770567,1
79,1505,1.876415014,-2.580691099,1
79,1537,1.722244859,-2.277879953,1
79,1569,0.9170469046,-2.981955767,1
79,1601,0.9208542705,-2.972592354,1
79,1633,1.076350927,-2.307127953,1
79,1665,-0.8216739893,-3.49102354,1
79,1697,-1.910398006,-3.883861065,1
79,1729,-1.367668629,-2.839766979,1
79,1761,-0.6324630976,-1.611484051,1
79,1793,0.007902145386,-1.976894379,1
79,1825,-0.2854227126,-2.310581684,1
79,1857,-0.1174295172,-0.8228858709,1
79,1889,0.006566166878,-1.597403049,1
79,1921,0.264765054,-2.036208153,1
79,1953,0.8975993991,-1.790881872,1
79,1985,0.51965487,-0.6927702427,1
79,2017,-0.1400002241,-0.5519636273,1
111,33,-2.568594933,6.028016567,1
111,65,2.399622679,-3.073878288,1
111,97,3.533655167,-6.83469677,1
111,129,2.680027008,-9.46620369,1
111,161,-2.373748064,-6.609750271,1
111,193,1.920245886,-6.950969696,1
111,225,2.433392286,-8.625134468,1
111,257,2.669625282,-7.665828705,1
111,289,2.597942829,-6.493865967,1
111,321,1.791252851,-6.610838413,1
111,353,2.008506536,-6.386182785,1
111,385,2.339784145,-6.371415138,1
111,417,1.792097688,-6.44927454,1
111,449,1.543434143,-6.60503912,1
111,481,1.850004077,-5.922800064,1
111,513,2.404565334,-6.094855309,1
111,545,2.299181461,-6.231216908,1
111,577,1.313912272,-6.376671791,1
111,609,0.3279243112,-6.715579033,1
111,641,-0.3796859682,-7.258998871,1
111,673,-0.6907972693,-7.955980778,1
111,705,-1.920587182,-9.11605835,1
111,737,-0.4016384184,-11.33420372,1
111,769,1.141466737,-6.163376808,1
111,801,-0.07810038328,-5.106082916,1
111,833,-0.7973659039,-5.521694183,1
111,865,-0.3482210636,-5.239665508,1
111,897,0.2282213569,-5.040542603,1
111,929,0.8697494268,-4.560265541,1
111,961,1.408288717,-4.989255428,1
111,993,1.198564529,-5.380432129,1
111,1025,0.4243707657,-4.100592136,1
111,1057,0.5896213055,-4.331976414,1
111,1089,0.6083267927,-3.277840614,1
111,1121,0.7899814248,-4.027770519,1
111,1153,0.1749763191,-5.639541626,1
111,1185,-0.3817960918,-5.363989353,1
111,1217,-0.01938709617,-5.426409721,1
111,1249,0.4557193518,-5.380985737,1
111,1281,0.513476491,-4.995366573,1
111,1313,0.6247736216,-4.904707432,1
111,1345,1.531643867,-4.928371906,1
111,1377,2.851925611,-4.65231514,1
111,1409,3.414685965,-3.831871033,1
111,1441,3.693771839,-3.241230011,1
111,1473,2.56499505,-2.575362444,1
111,1505,1.329339981,-2.213582039,1
111,1537,1.089821577,-1.762654781,1
111,1569,1.121134281,-1.711011648,1
111,1601,0.8336570263,-2.185774088,1
111,1633,1.794167995,13.85366726,1
111,1665,-0.1412811279,-1.991867542,1
111,1697,-0.9657191038,-1.77914238,1
111,1729,-2.235105038,-1.867085695,1
111,1761,-0.4910994172,-3.192253351,1
111,1793,-1.172509432,-1.863566995,1
111,1825,-1.037390947,-2.04771328,1
111,1857,10.50424099,14.87368774,1
111,1889,-0.004162728786,-1.595016003,1
111,1921,0.4514752924,-1.135273933,1
111,1953,0.4285133183,-1.053601503,1
111,1985,0.04313626885,-0.5728700757,1
111,2017,0.07483258843,-0.5479548573,1
143,33,-7.497456074,6.371232033,1
143,65,1.279374242,-2.990196705,1
143,97,2.225618362,-6.101538658,1
143,129,2.307275295,-6.056966305,1
143,161,2.571897745,-6.220803738,1
143,193,2.955526352,-6.18477869,1
143,225,3.336068392,-6.800619125,1
143,257,2.949403286,-6.064725399,1
143,289,2.212568283,-5.312085629,1
143,321,1.414976835,-6.146056175,1
143,353,2.02649641,-6.450613976,1
143,385,2.348285198,-6.571856022,1
143,417,2.067316532,-6.562971115,1
143,449,1.937979221,-6.596776962,1
143,481,2.030448914,-5.674943924,1
143,513,1.905209303,-4.746718884,1
143,545,1.677395582,-5.785319805,1
143,577,1.192020655,-6.595059872,1
143,609,-0.01193571091,-6.297269344,1
143,641,-0.631536603,-6.563925743,1
143,673,-0.6311177015,-7.119287491,1
143,705,0.2215461731,-7.925134659,1
143,737,0.687477529,-6.089267731,1
143,769,0.4717445374,-4.823466778,1
143,801,0.07220864296,-4.941916466,1
143,833,0.0543744415,-5.836800575,1
143,865,-0.1047773659,-5.67031765,1
143,897,-0.1742619723,-5.425787449,1
143,929,0.5550614595,-5.532083511,1
143,961,1.202869177,-5.770709991,1
143,993,1.133854032,-5.968054771,1
143,1025,0.02553805709,-6.209841251,1
143,1057,0.1455205679,-4.285239697,1
143,1089,0.3683353961,-2.721960545,1
143,1121,-0.4544843137,-2.739388466,1
143,1153,-1.440571904,-2.708815575,1
143,1185,-0.4224855602,-4.795015812,1
143,1217,-0.5104436874,-5.459931374,1
143,1249,-0.07143171132,-5.521584034,1
143,1281,0.2518489957,-5.097595692,1
143,1313,0.6901563406,-4.730305195,1
143,1345,1.478949785,-4.42199707,1
143,1377,2.221842289,-4.212071419,1
143,1409,3.020950317,-3.405378342,1
143,1441,3.295473576,-3.301562071,1
143,1473,2.259372711,-3.314542532,1
143,1505,1.496703744,-3.151124477,1
143,1537,1.517568946,-2.548089027,1
143,1569,1.182620406,-0.8035981655,1
143,1601,0.4120181799,-0.05797624588,1
143,1633,0.239690721,-1.90526855,1
143,1665,0.4472851455,-1.574643016,1
143,1697,-0.2616142929,-1.424420357,1
143,1729,-1.385780931,-1.994936585,1
143,1761,-1.020113945,-0.8085335493,1
143,1793,-0.9227054715,-0.7301307917,1
143,1825,0.1921460778,-1.833727598,1
143,1857,0.4535735846,-3.692687273,1
143,1889,-0.2445936203,-1.915859938,1
143,1921,-0.1387380362,-0.7290331125,1
143,1953,-0.8149147034,-1.011722326,1
143,1985,-0.7142278552,-0.9454588294,1
143,2017,-0.6224358082,-0.6428917646,1
175,33,2.923450947,7.1115942,1
175,65,1.485372782,-4.205726147,1
175,97,2.213220835,-6.000690937,1
175,129,2.581763744,-5.868014336,1
175,161,3.098439693,-6.134818077,1
175,193,2.922282934,-6.275875092,1
175,225,2.874623537,-6.663455486,1
175,257,3.453884125,-6.214367867,1
175,289,2.694575787,-6.550786018,1
175,321,2.012995005,-6.644664288,1
175,353,1.700011015,-6.397744656,1
175,385,1.933824301,-6.339884281,1
175,417,1.970147848,-6.476698399,1
175,449,2.604252815,-6.072324276,1
175,481,2.547877073,-5.882519245,1
175,513,2.064671993,-5.506567955,1
175,545,1.919187546,-4.888277531,1
175,577,1.885824442,-6.498746395,1
175,609,0.3460521102,-5.937664986,1
175,641,-2.351353168,-5.802380085,1
175,673,0.1754196286,-6.219630718,1
175,705,1.204472303,-6.086781502,1
175,737,1.021260023,-5.313411713,1
175,769,0.2986496687,-4.930600643,1
175,801,0.1238433719,-5.688378334,1
175,833,0.7233643532,-6.213274002,1
175,865,1.350988865,-6.262227535,1
175,897,0.2488079667,-6.199942112,1
175,929,0.4914845228,-6.241035461,1
175,961,1.027054787,-6.390110493,1
175,993,0.7494364381,-6.403410912,1
175,1025,-0.8164988756,-5.797212124,1
175,1057,-0.6393246055,-4.826630116,1
175,1089,-0.6009839773,-4.160916805,1
175,1121,-1.026465893,-3.320386887,1
175,1153,-0.2217805535,-2.766046524,1
175,1185,0.3839028478,-4.972018242,1
175,1217,0.1141995341,-5.004344463,1
175,1249,0.1609563082,-5.169624329,1
175,1281,0.3013043702,-4.772732735,1
175,1313,0.8023257852,-4.153931618,1
175,1345,1.154678345,-3.934254408,1
175,1377,0.9666259289,-3.453489304,1
175,1409,1.89285934,-3.130731344,1
175,1441,1.866309643,-3.651864767,1
175,1473,1.079955101,-4.165987015,1
175,1505,1.571106791,-4.263491631,1
175,1537,1.753668308,-4.024676323,1
175,1569,1.257870913,-2.34387064,1
175,1601,0.8624516129,-0.9632732868,1
175,1633,0.9946870208,-2.36025238,1
175,1665,0.5240651369,-2.426575184,1
175,1697,-0.1521216184,-1.433384776,1
175,1729,-0.3543649614,-1.00067234,1
175,1761,-0.5179928541,-0.344219923,1
