PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 2, filenames: A:[2]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[3]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,18.24329185,-0.8479375839,1
47,65,22.41994286,-20.54681015,1
47,97,5.447467327,-13.68011761,1
47,129,2.819899082,-12.08609962,1
47,161,2.667876244,-12.55534649,1
47,193,-3.030487061,-12.16350651,1
47,225,24.77173233,8.858653069,1
47,257,6.484725952,-8.093236923,1
47,289,2.912940979,-9.497718811,1
47,321,1.845811844,-9.950237274,1
47,353,2.900348663,-8.947776794,1
47,385,13.40469646,-8.371595383,1
47,417,8.785049438,-5.505515099,1
47,449,6.485485554,-5.304293156,1
47,481,7.993652344,-10.61455345,1
47,513,12.47960854,-6.379541874,1
47,545,17.21838379,-5.905797958,1
47,577,16.17375755,-6.698978901,1
47,609,17.05066299,-5.40404129,1
47,641,17.15824318,-7.230913162,1
47,673,18.9586792,-10.08891296,1
47,705,20.88585091,-12.07822227,1
47,737,24.08696747,-12.29561424,1
47,769,23.76715469,-9.340889931,1
47,801,24.72801399,-13.07966042,1
47,833,36.86751175,2.233086586,1
47,865,33.44802094,-13.3861599,1
47,897,34.90940857,-13.05649853,1
47,929,27.69694138,-12.3012619,1
47,961,50.32065582,-30.11922264,1
47,993,48.9883194,-16.61613083,1
47,1025,49.56307983,-12.44569111,1
47,1057,32.53907013,-13.66992569,1
47,1089,35.07907104,-12.47566509,1
47,1121,41.38704681,-14.9902935,1
47,1153,48.75932693,-13.50325394,1
47,1185,57.42237091,-17.00686264,1
47,1217,60.13031006,-22.76254654,1
47,1249,69.33810425,-6.708183289,1
47,1281,74.16308594,-26.07661629,1
47,1313,50.1524086,-14.16809273,1
47,1345,47.43203354,-16.84076309,1
47,1377,61.26662064,-17.83851433,1
47,1409,46.91765594,-17.84512901,1
47,1441,40.44975662,-27.61699104,1
47,1473,38.15281677,-20.45183945,1
47,1505,39.65518951,-21.74725533,1
