PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 21, filenames: A:[21]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[22]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-8.343203545,27.55572891,1
47,65,3.036047935,7.944202423,1
47,97,2.506659508,-1.765920162,1
47,129,3.161528111,-5.084939957,1
47,161,2.034865856,-5.577678204,1
47,193,1.414302826,-5.215600967,1
47,225,2.593242168,-3.748313427,1
47,257,3.558832884,-3.649035931,1
47,289,3.473300934,-3.506076336,1
47,321,2.457901716,-3.542709112,1
47,353,3.756097794,-3.914300442,1
47,385,6.604866028,-4.047537804,1
47,417,7.366509438,-4.364091873,1
47,449,6.278879642,-4.040924072,1
47,481,5.337926388,-4.47433567,1
47,513,4.92723465,-5.239866257,1
47,545,4.669257164,-5.396636486,1
47,577,5.363752365,-8.383730888,1
47,609,5.832108498,-9.264289856,1
47,641,6.56707859,-8.581502914,1
47,673,1.702325821,-6.390856743,1
47,705,2.997149467,-6.008647919,1
47,737,6.929712296,-5.508903503,1
47,769,5.993639469,-7.611890793,1
47,801,4.720154762,-6.576364517,1
47,833,4.754397869,-4.757091522,1
47,865,4.636237144,-5.63377142,1
47,897,4.111076355,-7.285273075,1
47,929,3.664770603,-7.395604134,1
47,961,3.702528715,-7.58056736,1
47,993,3.626973391,-7.454697609,1
47,1025,2.394161701,-7.840111732,1
47,1057,-6.656624794,-6.123322487,1
47,1089,-8.35535717,-5.97761488,1
47,1121,-4.646644592,-3.340797901,1
47,1153,0.3044880629,-4.57005024,1
47,1185,1.624578238,-5.440738678,1
47,1217,1.699724913,-4.461616516,1
47,1249,1.082768917,-3.360901356,1
47,1281,1.489046097,-1.741636276,1
47,1313,1.593147755,-4.023689747,1
47,1345,1.326796055,-5.675606728,1
47,1377,1.383969307,-5.649607182,1
