PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 3, filenames: A:[3]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[4]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,6.38656044,2.850412846,1
47,65,-12.43397808,4.44176054,1
47,97,-11.4412775,0.1884565353,1
47,129,0.241430521,-12.26430607,1
47,161,-7.358620644,-2.642110825,1
47,193,-4.454345703,-19.78278732,1
47,225,18.86817551,-8.842657089,1
47,257,12.15441799,-28.7034111,1
47,289,2.113653898,-14.80169392,1
47,321,2.115227699,-20.17153549,1
47,353,-0.2330315113,-20.05905151,1
47,385,-1.908765316,-21.2808094,1
47,417,-3.145430565,-22.75463104,1
47,449,-3.391713619,-22.40061378,1
47,481,-2.108219862,-20.70132065,1
47,513,-1.060717344,-19.35720253,1
47,545,-0.9505109787,-17.46420288,1
47,577,-1.073385715,-17.54510689,1
47,609,2.093410492,-18.50495911,1
47,641,5.608009338,-19.10896492,1
47,673,0.2463264465,-19.24859238,1
47,705,0.2547922134,-18.59263039,1
47,737,3.203833103,-17.6491394,1
47,769,2.326907158,-18.86502266,1
47,801,1.021977901,-17.02954483,1
47,833,0.376429081,-19.5935688,1
47,865,5.565085888,-20.75707626,1
47,897,7.104411125,-21.58461189,1
47,929,9.464401245,-21.77973366,1
47,961,6.727626801,-20.61057472,1
47,993,8.391031265,-19.4908123,1
47,1025,10.94183826,-20.70269775,1
47,1057,18.78387642,-5.251996994,1
47,1089,11.86047363,-16.65951729,1
47,1121,16.24538612,-21.02762032,1
47,1153,13.4097023,-17.83135414,1
47,1185,14.77190208,-17.84483147,1
47,1217,18.47909546,-19.74746513,1
47,1249,18.00220299,-22.01017761,1
47,1281,15.9611454,-19.57392502,1
47,1313,14.98109722,-22.3023262,1
47,1345,14.32202244,-23.05443001,1
47,1377,14.07454014,-20.0488224,1
47,1409,15.39470005,-20.19150925,1
47,1441,18.11803627,-19.72462463,1
47,1473,19.4927578,-17.71140862,1
47,1505,15.96141052,-17.94741058,1
47,1537,10.8282032,-18.66848183,1
47,1569,4.743211746,-17.2609787,1
47,1601,14.62651443,-21.16142654,1
47,1633,6.816857338,-10.22490406,1
47,1665,6.012617588,-7.732672691,1
47,1697,8.900814056,-10.04765034,1
47,1729,11.96641445,-12.56300831,1
47,1761,17.59357262,-24.4554882,1
47,1793,2.262430191,-2.277563095,1
47,1825,1.77326107,-4.374268532,1
47,1857,0.751254797,-2.013028622,1
47,1889,-1.174711704,-0.7221803665,1
47,1921,0.7694842815,-2.904498577,1
47,1953,0.2151894569,-4.446789742,1
47,1985,2.818435669,-1.184069633,1
47,2017,0.7718012333,0.3015079498,1
79,33,2.37006712,0.04974609613,1
79,65,1.198502183,-16.97559357,1
79,97,0.899164319,-14.17333317,1
79,129,-3.21468544,-21.24508286,1
79,161,-7.632184982,-14.41496563,1
79,193,-5.942863941,-18.84034348,1
79,225,13.13894463,-7.645256042,1
79,257,4.21388483,-25.33086777,1
79,289,-9.967010498,-28.91168976,1
79,321,1.06024456,-17.48447037,1
79,353,0.1360369921,-18.8043232,1
79,385,-1.210180998,-18.57017708,1
79,417,-2.033237934,-19.00859451,1
79,449,-2.209307194,-19.00315666,1
79,481,-1.596150041,-18.35368347,1
79,513,-0.9472067356,-17.97328377,1
79,545,1.146135569,-17.73131752,1
79,577,3.110480309,-18.06642723,1
79,609,3.731084824,-18.81921387,1
79,641,4.235408783,-19.43675804,1
79,673,5.69574213,-19.72140503,1
79,705,2.272284031,-20.38502693,1
79,737,5.114983082,-18.92079163,1
79,769,1.101252556,-20.54945755,1
79,801,2.833140373,-22.46883583,1
79,833,3.6294384,-23.38981056,1
79,865,9.909065247,-20.55950737,1
79,897,9.943893433,-20.63104439,1
79,929,10.14026356,-21.56064224,1
79,961,10.86466885,-21.27944946,1
79,993,11.65633774,-21.59693336,1
79,1025,13.53849983,-21.79368973,1
79,1057,15.0728035,-23.02142906,1
79,1089,11.77208138,-21.06059456,1
79,1121,13.12083435,-20.74054909,1
79,1153,15.69800949,-19.73023033,1
79,1185,18.17124939,-20.90086746,1
79,1217,20.9407711,-20.80285263,1
79,1249,20.61121941,-23.09005356,1
79,1281,18.69656944,-22.78970337,1
79,1313,17.7354126,-23.40492058,1
79,1345,16.67725945,-24.7458744,1
79,1377,16.24604988,-21.97777557,1
79,1409,16.5014019,-20.32496452,1
79,1441,16.92983437,-19.0443821,1
79,1473,16.08973694,-18.35911179,1
79,1505,12.754282,-15.88193703,1
79,1537,11.27974892,-16.67255592,1
79,1569,10.91242409,-15.42563248,1
79,1601,10.0134449,-12.86868095,1
79,1633,8.576250076,-9.476446152,1
79,1665,7.666266918,-7.851963997,1
79,1697,4.340190411,-8.455578804,1
79,1729,4.03068161,-4.953613281,1
79,1761,7.000498295,-8.480379105,1
79,1793,5.886828423,-6.311049938,1
79,1825,5.258758068,-5.088640213,1
79,1857,3.378674507,-5.495299339,1
79,1889,2.36835146,-5.081645489,1
79,1921,2.551947832,-5.007053375,1
79,1953,2.313148499,0.1592054367,1
79,1985,3.698935986,-0.7642297745,1
79,2017,2.814271927,-5.335690022,1
111,33,0.7590514421,-0.1660840511,1
111,65,3.316614151,-1.645260215,1
111,97,2.462634087,-3.621259689,1
111,129,1.090205669,-5.40102005,1
111,161,-1.946219444,-20.68056679,1
111,193,-2.663758516,-17.99497223,1
111,225,-2.683612823,-18.62733459,1
111,257,-0.3376705647,-17.61033249,1
111,289,0.5844343305,-17.29494667,1
111,321,0.5011698008,-17.10998726,1
111,353,0.3792343438,-17.30003357,1
111,385,0.02645489573,-17.04225349,1
111,417,-0.7736863494,-16.81891251,1
111,449,-0.9015065432,-16.91106606,1
111,481,-0.01110938191,-17.17934418,1
111,513,1.090876818,-17.19775772,1
111,545,1.657748103,-17.76103783,1
111,577,3.721894026,-17.6756649,1
111,609,3.859264851,-17.62047386,1
111,641,2.136318684,-17.74963379,1
111,673,4.689873219,-19.11212349,1
111,705,7.019448757,-19.36806297,1
111,737,10.05118847,-18.95632172,1
111,769,13.2769146,-17.15153313,1
111,801,5.112138748,-22.57973862,1
111,833,5.348262787,-23.39805412,1
111,865,14.15091419,-15.79368591,1
111,897,11.73641586,-20.4261322,1
111,929,11.56069756,-20.55197334,1
111,961,12.21480083,-20.83040237,1
111,993,13.48795986,-40.34449387,1
111,1025,13.83652306,-21.31326675,1
111,1057,14.57170486,-21.81133652,1
111,1089,14.69013786,-22.06052399,1
111,1121,16.47538948,-21.5393734,1
111,1153,17.87049675,-20.47559547,1
111,1185,21.48119926,-22.45615959,1
111,1217,21.93411064,-21.23481941,1
111,1249,21.99218369,-8.674436569,1
111,1281,20.12932968,-24.72595787,1
111,1313,18.9149437,-25.2348156,1
111,1345,17.44298172,-23.77831268,1
111,1377,18.08138657,-23.23081589,1
111,1409,17.72396469,-20.60819244,1
111,1441,16.11118317,-19.4164772,1
111,1473,14.64088535,-18.42477417,1
111,1505,14.30098629,-16.74030304,1
111,1537,12.45791626,-15.75408554,1
111,1569,11.54869747,-14.25160122,1
111,1601,10.82083225,-12.34213924,1
111,1633,9.211092949,-10.46462154,1
111,1665,5.359519005,-8.77050209,1
111,1697,5.843062401,-6.241570473,1
111,1729,5.815774441,-7.667547226,1
111,1761,8.560078621,-14.3013134,1
111,1793,5.684930325,-5.449551105,1
111,1825,6.368708134,-5.971342087,1
111,1857,16.99090958,-15.58016396,1
111,1889,3.005680561,-9.528900146,1
111,1921,4.560797691,-8.726483345,1
111,1953,4.641782284,-0.2108893394,1
111,1985,3.884800911,-0.6599740982,1
111,2017,1.045679569,-5.421705723,1
143,33,1.079122424,-0.01054280996,1
143,65,1.725106955,-0.7816054821,1
143,97,1.411910176,-3.635539055,1
143,129,0.6005621552,-9.098241806,1
143,161,-1.11201942,-14.58513165,1
143,193,-1.679094553,-18.42568588,1
143,225,-1.336004138,-19.23802948,1
143,257,-0.9083087444,-18.83146477,1
143,289,0.5006557703,-17.41235352,1
143,321,2.502405405,-16.34448624,1
143,353,1.035834908,-17.32393646,1
143,385,0.4080258608,-16.52404785,1
143,417,0.6656450033,-15.79332542,1
143,449,3.142111778,-16.41024971,1
143,481,-18.7099781,-12.28066254,1
143,513,1.359934092,-17.31147003,1
143,545,2.029067755,-17.23301125,1
143,577,3.29284668,-17.05052948,1
143,609,4.43891716,-17.40414429,1
143,641,4.574360847,-17.83541298,1
143,673,5.848466396,-19.86473656,1
143,705,7.843967438,-20.32621193,1
143,737,9.470609665,-19.38225174,1
143,769,11.78297806,-14.68904877,1
143,801,10.09634495,-19.596138,1
143,833,9.114227295,-20.19426537,1
143,865,11.85688686,-19.81882668,1
143,897,12.38160706,-20.27814293,1
143,929,12.74342537,-20.14847374,1
143,961,13.56268883,-19.79662132,1
143,993,14.13734055,-19.24493217,1
143,1025,14.34533596,-19.86732674,1
143,1057,15.07240391,-21.55371666,1
143,1089,16.29069901,-22.66320801,1
143,1121,18.5091877,-24.00531769,1
143,1153,20.8939724,-23.38837814,1
143,1185,22.13762283,-21.89180756,1
143,1217,20.17484856,-43.83716583,1
143,1249,22.62270355,-7.455436707,1
143,1281,21.35141754,-25.59432983,1
143,1313,21.00274849,-24.83908653,1
143,1345,20.14033508,-23.45020103,1
143,1377,19.60984421,-22.08730316,1
143,1409,18.49532318,-20.55549049,1
143,1441,16.21430397,-18.66794395,1
143,1473,14.62081814,-17.91452789,1
143,1505,13.40783119,-16.89510727,1
143,1537,12.72744846,-16.64844513,1
143,1569,12.19535637,-14.1310215,1
143,1601,10.88212299,-12.5609436,1
143,1633,9.77991581,-11.23676682,1
143,1665,8.919833183,-9.892896652,1
143,1697,7.726016998,-7.327988625,1
143,1729,-0.3269329071,-9.181593895,1
143,1761,11.02524185,-15.88378906,1
143,1793,10.55901432,-4.477407455,1
143,1825,12.65336895,10.03338718,1
143,1857,-4.696763039,9.538844109,1
143,1889,4.435810089,-10.79702187,1
143,1921,5.137665749,-7.967299461,1
143,1953,5.280047894,-5.950929165,1
143,1985,4.630410194,-3.799731255,1
143,2017,0.4323368073,-4.921980858,1
175,33,0.0705729723,1.015978694,1
