PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 24, filenames: A:[24]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[25]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,5.869098663,10.00062466,1
47,65,-3.569549322,-11.37891483,1
47,97,-3.491954803,-9.450941086,1
47,129,-3.931600571,-10.28422165,1
47,161,-3.10051918,-9.595790863,1
47,193,-1.691210032,-8.855445862,1
47,225,-1.717296124,-8.900568962,1
47,257,-1.674905062,-8.818450928,1
47,289,-1.773899317,-7.744639397,1
47,321,-1.735058546,-8.485187531,1
47,353,-1.668003321,-8.82849884,1
47,385,-1.262823105,-8.995317459,1
47,417,0.7261276245,-8.883839607,1
47,449,-0.09545952082,-8.867269516,1
47,481,-2.107662201,-9.685256004,1
47,513,-2.577530146,-10.79278851,1
47,545,-2.564487696,-10.61220932,1
47,577,-2.145410776,-10.92619133,1
47,609,-1.384851456,-11.11426926,1
47,641,-2.253585339,-9.904373169,1
47,673,-3.385586023,-6.542895317,1
47,705,-2.416434526,-7.030313492,1
47,737,-2.766338825,-6.580723286,1
47,769,-2.757974863,-5.895212173,1
47,801,-3.106391668,-6.696299076,1
47,833,-3.654366016,-7.081125736,1
47,865,-3.507380724,-5.937077522,1
47,897,-3.109236717,-5.335336685,1
47,929,-1.900380373,-4.746778488,1
47,961,-2.441857815,-4.905145645,1
47,993,-3.955233574,-5.423252106,1
47,1025,-5.515791893,-5.591101646,1
47,1057,-5.440753937,-6.003733158,1
47,1089,-4.68574667,-6.104131222,1
47,1121,-4.36092329,-5.716459274,1
47,1153,-3.481243134,-5.281777382,1
47,1185,-3.085177422,-5.106745243,1
47,1217,-2.688558817,-4.280140877,1
47,1249,-2.900176764,-3.582102776,1
47,1281,-3.356057882,-4.546218872,1
47,1313,-3.656528234,-5.896645069,1
47,1345,-2.143582582,-5.470338821,1
47,1377,-1.872056961,-4.365202904,1
47,1409,-1.984016657,-3.564500093,1
47,1441,-3.005186558,-3.596907616,1
47,1473,-1.792434692,-3.350248337,1
47,1505,-1.333018303,-3.435361862,1
47,1537,-2.613147736,-5.659649849,1
47,1569,-1.488309383,-4.133608818,1
47,1601,-0.7162525654,-2.345377922,1
47,1633,-1.87102747,-1.679677248,1
47,1665,-1.973037481,-1.855474949,1
47,1697,-1.377123117,-0.1493918896,1
47,1729,0.1848315597,0.4021464586,1
47,1761,1.445326567,0.4022171497,1
47,1793,1.224686742,-1.444856048,1
47,1825,0.3389422894,-1.314598918,1
47,1857,0.1783158183,-1.284996867,1
47,1889,0.1155735254,-1.655473471,1
47,1921,0.1830517054,-2.75496006,1
47,1953,-0.6187260151,-1.35424459,1
47,1985,-0.8018267155,-0.6813356876,1
47,2017,0.1792005599,-0.7510275841,1
79,33,14.8640995,10.22035217,1
79,65,-4.2547822,-16.84458351,1
79,97,-1.543046236,-7.255711555,1
79,129,-2.989642859,-10.62733841,1
79,161,-2.413008451,-9.622356415,1
79,193,-1.874120951,-9.326739311,1
79,225,-1.065292835,-9.308003426,1
79,257,-0.8484088182,-9.187264442,1
79,289,-0.8977355361,-8.794624329,1
79,321,-0.9466019273,-8.378896713,1
79,353,-1.005079746,-8.441613197,1
79,385,-0.4900124073,-8.376834869,1
79,417,-0.3361415863,-9.249698639,1
79,449,-1.002841353,-9.834586143,1
79,481,-1.977964163,-10.96849442,1
79,513,-3.04250598,-10.78758621,1
79,545,-3.428063393,-10.37215424,1
79,577,-2.604361057,-10.22694588,1
79,609,-1.286008835,-8.724411964,1
79,641,-2.803129435,-8.090102196,1
79,673,-0.6850967407,-0.009073257446,1
79,705,-2.665703773,-8.754476547,1
79,737,-3.298221588,-8.440651894,1
79,769,-3.613841534,-7.42572546,1
79,801,-3.925739765,-7.652008533,1
79,833,-3.358825684,-8.16226387,1
79,865,-3.682136059,-6.990664005,1
79,897,-3.613651752,-6.013175488,1
79,929,-2.997718573,-4.816672802,1
79,961,-2.759196043,-3.641410351,1
79,993,-3.897297144,-4.988016129,1
