PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 29, filenames: A:[29]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[30]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,30.6336174,14.46410275,1
47,65,2.390859127,-3.898442507,1
47,97,-0.5452028513,-7.769987106,1
47,129,-1.37214756,-11.70293999,1
47,161,-0.662148118,-11.90123653,1
47,193,-0.7475017309,-10.44851875,1
47,225,-3.812172413,-8.493599892,1
47,257,-4.961591721,-7.984898567,1
47,289,-0.5307722092,-9.440330505,1
47,321,-1.670378685,-11.78209496,1
47,353,-1.13434124,-11.3935442,1
47,385,-0.764200449,-9.36932373,1
47,417,-1.742409587,-8.106988907,1
47,449,-2.422221661,-10.57009029,1
47,481,-2.869030476,-9.500024796,1
47,513,-2.768699169,-8.78927803,1
47,545,-2.888383389,-9.136322975,1
47,577,-2.38043499,-9.220993042,1
47,609,-2.888744354,-5.557759285,1
47,641,-1.380703926,-4.866535187,1
47,673,-1.502168894,-6.135920048,1
47,705,-1.70382905,-8.05800724,1
47,737,-1.536950946,-9.044074059,1
47,769,-1.338483334,-7.41313076,1
47,801,-2.55003643,-6.901101112,1
47,833,-2.996413231,-7.586409569,1
47,865,-0.6262459755,-7.637472153,1
47,897,-0.4268272519,-7.203903675,1
47,929,0.3636436462,-6.875790119,1
47,961,-0.3395010829,-6.161280155,1
47,993,-1.70028162,-6.192345619,1
47,1025,-3.786472321,-5.513501644,1
47,1057,-3.876300573,-5.447772026,1
47,1089,-2.648939133,-5.338076591,1
47,1121,-1.504985332,-4.044307709,1
47,1153,-0.9820389748,-3.732330799,1
47,1185,-1.32526195,-4.86575985,1
47,1217,-1.054449797,-5.09483099,1
47,1249,-0.5597184896,-4.959552765,1
47,1281,0.07778555155,-5.100329876,1
47,1313,0.3109771013,-5.407439709,1
47,1345,0.306643486,-5.38859272,1
47,1377,1.216249228,-5.398931503,1
47,1409,1.19811964,-4.554461956,1
47,1441,0.3365386724,-4.231405258,1
47,1473,1.329286575,-4.970875263,1
47,1505,2.345849037,-6.159449577,1
47,1537,1.296349287,-5.934179783,1
47,1569,0.7189462185,-2.209584713,1
47,1601,0.2626090944,0.2228827477,1
47,1633,-0.4435987473,-4.357222557,1
47,1665,-0.01845240593,-6.837458134,1
47,1697,0.3307173252,-5.145862579,1
47,1729,-0.1740604043,-1.813521147,1
47,1761,-0.2436904907,-0.8292822838,1
47,1793,-0.3775328696,-0.3081073761,1
47,1825,0.4852421284,-1.944967985,1
47,1857,1.740233898,-4.210237503,1
47,1889,0.7650488615,-5.210922718,1
47,1921,-0.1381905079,-4.892715454,1
47,1953,0.1402365416,-5.688487053,1
47,1985,0.0330247879,-7.500262737,1
47,2017,-1.306742191,0.05205786228,1
79,33,23.06214142,12.82512856,1
79,65,-11.53384686,-11.3104496,1
79,97,-1.199929595,-5.154061317,1
79,129,-2.062498093,-10.63593674,1
79,161,-1.383450508,-11.331707,1
79,193,-1.095250368,-10.656394,1
79,225,-1.720150709,-10.47334671,1
79,257,-1.708135128,-9.96143055,1
79,289,-1.551042318,-9.513895035,1
79,321,-1.300127387,-10.35903931,1
79,353,-1.184652209,-10.61059284,1
79,385,-2.008468151,-10.14323235,1
79,417,-1.886491776,-11.17740822,1
79,449,-1.866090417,-9.81524086,1
79,481,-1.50271678,-9.69125843,1
79,513,-3.243923664,-8.977788925,1
79,545,-3.799272537,-8.85452652,1
79,577,-2.451427937,-9.288182259,1
79,609,-0.6940393448,-7.123341084,1
79,641,-2.058119059,-6.356799603,1
79,673,-2.958451748,-6.168697357,1
79,705,-3.339364529,-4.370578766,1
79,737,-3.598965168,-8.793890953,1
79,769,-2.495802641,-8.674123764,1
79,801,-2.18260932,-7.429497242,1
79,833,-1.965817928,-6.97352314,1
79,865,0.202231884,-7.078534603,1
79,897,-0.01964989305,-6.656085491,1
79,929,-0.6090683341,-6.577313423,1
79,961,-1.078873515,-6.177044392,1
79,993,-1.7702806,-6.526907444,1
79,1025,-4.11828804,-5.007100105,1
79,1057,-4.877732277,-5.10423851,1
79,1089,-4.063593864,-5.94463253,1
79,1121,-3.497333765,-5.158905506,1
79,1153,-1.958645463,-4.693040371,1
79,1185,-1.600731134,-4.773988724,1
79,1217,-1.812339306,-4.316877842,1
79,1249,-1.402580142,-2.885565281,1
79,1281,-0.928783536,-4.419492722,1
79,1313,-0.4455251098,-4.646792412,1
79,1345,-0.1089194715,-4.473666668,1
79,1377,-0.06384128332,-4.628941536,1
79,1409,0.5710401535,-4.709656715,1
79,1441,0.7900308371,-4.054182053,1
79,1473,0.5400884748,-4.409084797,1
79,1505,0.5692588091,-5.075490952,1
79,1537,0.5651419163,-4.917072773,1
79,1569,0.0361738503,-3.661847115,1
79,1601,-3.820417881,-3.223560095,1
79,1633,-6.828141212,-1.703819036,1
79,1665,-0.9116772413,-1.105294466,1
79,1697,-0.0286963582,-1.654090762,1
79,1729,0.5677285194,-1.321445942,1
79,1761,0.1906927228,-1.541363239,1
79,1793,0.2211180627,-0.5106301308,1
79,1825,1.144582748,-3.421150684,1
79,1857,1.285916209,-4.880084038,1
79,1889,0.8503283262,-4.891614437,1
79,1921,-0.1044825912,-3.887206554,1
79,1953,-0.5148242116,-3.311893702,1
79,1985,0.4910514355,-2.590991974,1
79,2017,0.6563943624,-0.5186787248,1
111,33,-19.91326904,12.20194817,1
111,65,-1.18454814,-11.7036829,1
111,97,-1.168170452,-7.150212288,1
111,129,-2.597273827,-10.04647636,1
111,161,-1.894544721,-10.97991943,1
111,193,-1.567588091,-10.36257935,1
111,225,-1.372590542,-10.46124554,1
111,257,-0.9848031402,-11.00719261,1
111,289,-0.8959784508,-9.7783041,1
111,321,-0.8780652285,-9.747729301,1
111,353,-1.546550512,-10.6913166,1
111,385,-2.489534855,-10.84656239,1
111,417,-1.780075312,-11.47138023,1
111,449,-1.337736607,-10.32469368,1
111,481,-1.912001848,-9.682808876,1
111,513,-4.440186501,-8.83483696,1
111,545,-4.497311592,-8.34954834,1
111,577,-2.983113527,-9.032012939,1
111,609,-2.395288467,-7.754655838,1
111,641,-0.2619016171,0.9887361526,1
111,673,-2.677165985,-7.661067963,1
111,705,-3.0969522,-6.941555977,1
111,737,-4.294518471,-8.599441528,1
111,769,-3.071884632,-8.668380737,1
111,801,-1.205050111,-7.376776695,1
111,833,-0.4883321524,-7.144863605,1
111,865,-0.7265455723,-7.744905949,1
111,897,-0.5735169649,-7.451961994,1
111,929,-0.9765758514,-6.919601917,1
111,961,-1.690113664,-5.884561539,1
111,993,-2.89746356,-4.246739388,1
111,1025,-3.759417534,-4.940855026,1
111,1057,-3.943513155,-6.068629742,1
111,1089,-3.568587542,-5.376526356,1
111,1121,-4.32675457,-4.454465866,1
111,1153,-2.744573116,-4.783773899,1
111,1185,-2.055548191,-4.348874569,1
111,1217,-2.1209867,-2.908142328,1
111,1249,-2.104916096,-2.685785055,1
111,1281,-1.759489775,-3.575721741,1
111,1313,-0.7572225928,-3.949356794,1
111,1345,-0.626047492,-3.910581589,1
111,1377,-0.3392069042,-3.962772846,1
111,1409,0.6488167048,-4.18751955,1
111,1441,1.123238802,-3.863321781,1
111,1473,0.5070296526,-4.498082161,1
111,1505,-0.1949050725,-4.326268196,1
111,1537,0.2125187069,-5.631261826,1
111,1569,-0.3729130626,-4.750501633,1
111,1601,-0.2757124305,-4.742859364,1
111,1633,-1.730226994,-1.920243025,1
111,1665,-1.116782069,-0.6340579987,1
111,1697,0.2940805554,-1.505109549,1
111,1729,0.6678058505,-1.205483913,1
111,1761,0.612314105,-1.359022141,1
111,1793,1.566923976,-3.486034393,1
111,1825,1.111024618,-4.682863235,1
111,1857,0.533447504,-4.956686974,1
111,1889,0.04553729296,-4.344251156,1
111,1921,-0.3542494476,-3.311681747,1
111,1953,-0.8346903324,-2.29120779,1
111,1985,-0.2324321568,-4.133462429,1
111,2017,0.9159382582,-0.2854885459,1
143,33,5.593831062,12.47252941,1
143,65,-0.9569366574,-14.51613045,1
143,97,-0.3349450827,-8.822605133,1
143,129,-1.60348022,-10.30208683,1
143,161,-2.180354595,-10.83725262,1
143,193,-2.497083187,-10.20591164,1
143,225,-2.571643353,-10.21050358,1
143,257,-1.793103218,-10.84499454,1
143,289,-1.430769444,-10.14664078,1
143,321,-0.6904962063,-10.23842335,1
143,353,-0.2875977755,-11.89050579,1
143,385,-1.183383584,-11.68657875,1
143,417,-1.540229201,-10.94037533,1
143,449,-1.635690093,-10.60203457,1
143,481,-1.67913723,-9.658883095,1
143,513,-3.338679314,-9.122615814,1
143,545,-1.884049654,-12.07167912,1
143,577,-1.776943684,-10.75025177,1
143,609,0.4906253815,-8.668873787,1
143,641,2.676054001,8.671363831,1
143,673,-2.554087639,-8.081219673,1
143,705,-3.303792715,-8.11473465,1
143,737,-3.492774963,-8.313391685,1
143,769,-2.754086494,-8.241701126,1
143,801,-1.525148988,-7.475983143,1
143,833,-0.9001402855,-7.442668915,1
143,865,-0.9943813086,-8.241188049,1
143,897,-1.896277666,-7.333555698,1
143,929,-1.530824661,-6.657008648,1
143,961,-0.4273710251,-5.885428429,1
143,993,-2.527428865,-5.365475655,1
143,1025,-3.326469898,-5.406842709,1
143,1057,-3.263194323,-5.062269211,1
143,1089,-2.390641451,-4.171508789,1
143,1121,-2.306707859,-4.475624561,1
143,1153,-2.199886322,-4.281526566,1
143,1185,-2.247991323,-4.202377319,1
143,1217,-1.788080931,-3.697800159,1
143,1249,-1.17782855,-3.486244678,1
143,1281,-0.9223083258,-3.882229805,1
143,1313,-0.759319663,-4.171463013,1
143,1345,-0.7253245711,-4.290316582,1
143,1377,-0.1659795642,-3.868094921,1
143,1409,0.7765234709,-3.506900072,1
143,1441,0.8367427588,-3.730266809,1
143,1473,0.5851733088,-3.653491259,1
143,1505,-0.1450730264,-3.619863987,1
143,1537,-0.3712590039,-4.211046219,1
143,1569,0.125524357,-5.098613262,1
143,1601,1.158662081,-4.929782867,1
143,1633,-0.2963574529,-3.591320992,1
143,1665,-0.01769933105,-2.058913708,1
143,1697,0.6811009645,-2.571478367,1
143,1729,0.4210640788,-5.07866478,1
143,1761,2.030650377,-4.940570354,1
143,1793,1.928975582,-5.487235546,1
143,1825,0.7435955405,-4.874075413,1
143,1857,0.5878574848,-5.099974632,1
143,1889,0.2432102859,-4.282795906,1
143,1921,0.2764317989,-3.867533684,1
143,1953,0.006756335497,-1.898386478,1
143,1985,0.232044816,-0.9353222847,1
143,2017,0.4711050987,-0.2944650948,1
175,33,-5.275157452,13.18309402,1
175,65,-0.5237152576,-18.70584869,1
175,97,-0.830329299,-11.64189148,1
175,129,-1.847797394,-11.24193668,1
175,161,-2.563180447,-10.09862995,1
175,193,-3.236655951,-9.666377068,1
175,225,-3.554904938,-9.573784828,1
175,257,-2.942240715,-10.24045563,1
175,289,-2.438180447,-10.24395943,1
175,321,-1.820191383,-10.74306488,1
175,353,-0.8799645901,-12.04870987,1
