PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 34, filenames: A:[34]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[35]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,10.0294466,6.500480652,1
47,65,4.08754921,-0.1001861393,1
47,97,1.505144119,-6.066919327,1
47,129,0.3712239265,-9.339753151,1
47,161,-0.88419801,-7.331147671,1
47,193,-1.259853959,-5.035579205,1
47,225,-1.186567783,-4.505409241,1
47,257,-0.7201035023,-4.541358948,1
47,289,-0.2327712178,-6.010923386,1
47,321,0.5862814188,-7.37991333,1
47,353,0.7223628163,-7.00317812,1
47,385,1.060097694,-6.207317829,1
47,417,2.452472687,-3.406973362,1
47,449,4.391997337,-4.342706203,1
47,481,4.194965839,-4.90708828,1
47,513,1.695338011,-6.954452991,1
47,545,0.2205414176,-7.663478374,1
47,577,2.074058533,-5.91588974,1
47,609,0.7513408065,-6.316818714,1
47,641,1.328926325,-5.659349442,1
47,673,1.49124074,-5.613745213,1
47,705,-0.1774021387,-7.705430984,1
47,737,0.4741593599,-7.723247051,1
47,769,0.3790004849,-7.310925007,1
47,801,-0.6160919666,-6.82068634,1
47,833,-1.021641612,-6.565664291,1
47,865,-0.6379021406,-6.465607643,1
47,897,-0.6630037427,-3.430116177,1
47,929,0.5110854506,-3.422344923,1
47,961,-0.08869016171,-1.892990351,1
47,993,0.2906870842,-3.487017632,1
47,1025,1.469083786,-4.862440586,1
47,1057,1.699042559,-5.336146832,1
47,1089,0.07218664885,-6.408276558,1
47,1121,0.04928681254,-5.044529438,1
47,1153,-0.1407478452,-5.503018856,1
47,1185,-0.1403212249,-6.541507244,1
47,1217,0.3715052307,-6.906404018,1
47,1249,0.9958484173,-4.685321808,1
47,1281,1.870066524,-5.475601196,1
47,1313,1.321740627,-8.386302948,1
47,1345,0.9388780594,-10.11512566,1
47,1377,1.142064333,-7.204948425,1
47,1409,1.29681468,-7.140502453,1
47,1441,1.169213772,-9.63194561,1
47,1473,0.5445346832,-10.44524193,1
47,1505,0.05872189999,-10.06870079,1
47,1537,-0.1548618078,-9.450065613,1
47,1569,0.2625155449,-8.864091873,1
47,1601,-0.1135194898,-8.644022942,1
47,1633,-0.742857933,-8.652997971,1
47,1665,7.943167686,6.708611965,1
47,1697,1.911486626,-6.789010048,1
47,1729,1.341402054,-6.256423473,1
47,1761,-5.81576252,-2.060690403,1
47,1793,0.07482028008,-7.559857368,1
47,1825,1.481391907,-6.931023598,1
47,1857,2.550790787,-7.430787086,1
47,1889,0.8326900005,-8.417219162,1
47,1921,-1.829994202,-8.77685833,1
47,1953,-2.751646996,-7.777142525,1
47,1985,-3.696473122,-3.566996574,1
47,2017,1.49147296,0.2428302765,1
79,33,-4.84064436,7.346923351,1
79,65,0.9616143703,-4.198424816,1
79,97,0.1472474337,-5.741240025,1
79,129,-0.7813085318,-7.863550663,1
79,161,-1.693305492,-7.177045822,1
79,193,-2.630560637,-5.906602859,1
79,225,-1.636386037,-5.454297066,1
79,257,-0.6611465216,-5.234270573,1
79,289,-0.2366706729,-5.093740463,1
79,321,-0.2096869349,-5.390655994,1
79,353,0.1317037493,-6.123851299,1
79,385,0.4004802406,-5.475000858,1
79,417,0.3250935078,-5.393325806,1
79,449,1.171954155,-5.640706539,1
79,481,2.023382187,-5.377063751,1
79,513,1.31327641,-6.073166847,1
79,545,0.7022305727,-6.747211456,1
79,577,0.5324587226,-0.313747406,1
79,609,0.7842072248,-7.021780014,1
79,641,0.9345180988,-5.425054073,1
79,673,0.8188161254,-3.740887165,1
79,705,0.7088835835,-6.694156647,1
79,737,0.901796937,-6.588721752,1
79,769,1.050656676,-6.7900877,1
79,801,0.3331994116,-6.767063141,1
79,833,0.1381845623,-6.21852684,1
79,865,0.201282382,-6.895795822,1
79,897,-0.3448241353,-8.920324326,1
79,929,0.3994891942,-1.775465488,1
79,961,-0.5791679621,-1.722408772,1
79,993,1.448538423,-4.070900917,1
79,1025,1.114720583,-5.027501106,1
79,1057,0.7580226064,-5.216889858,1
79,1089,0.2451217175,-4.936533451,1
79,1121,0.04638957977,-4.679701805,1
79,1153,0.2279854864,-5.145339012,1
79,1185,0.01123934984,-5.578724861,1
79,1217,0.1837280691,-5.078168392,1
79,1249,0.8016429543,-5.061477184,1
79,1281,1.025427461,-6.024914742,1
79,1313,0.9775576591,-7.45704937,1
79,1345,1.330108166,-8.559720993,1
79,1377,1.828155398,-7.732954979,1
79,1409,1.110618234,-8.63715744,1
79,1441,0.6578586102,-9.243340492,1
79,1473,0.420846045,-8.807648659,1
79,1505,0.7004941106,-7.903276443,1
79,1537,1.590880394,-7.630342007,1
79,1569,2.296934128,-7.43921566,1
79,1601,0.2156020403,-6.446241856,1
79,1633,0.5026268959,-0.8656544685,1
79,1665,0.1342665255,0.80514431,1
79,1697,2.805951595,-7.30700922,1
79,1729,3.143265009,-7.39704752,1
79,1761,-0.0003731250763,-25.05083847,1
79,1793,1.121647954,-6.479854107,1
79,1825,2.611007929,-5.773751736,1
79,1857,2.988805771,-6.387009621,1
79,1889,1.133579016,-7.377194881,1
79,1921,0.3314962387,-6.781666756,1
79,1953,1.085966587,-5.496330261,1
79,1985,2.840849638,-5.56746006,1
79,2017,1.11277771,-1.07554841,1
111,33,-7.307902336,7.516025543,1
111,65,-0.8458842039,-5.001726151,1
111,97,-0.9275206327,-6.831892014,1
111,129,-1.103743792,-6.026017189,1
111,161,-19.29953384,-6.064190865,1
111,193,-3.402834892,-5.918884754,1
111,225,-2.464213371,-6.289367676,1
111,257,-1.334460378,-6.001783371,1
111,289,-1.214854002,-5.779561996,1
111,321,-0.9663991928,-5.456698895,1
111,353,-0.217214644,-5.968213081,1
111,385,0.1166037917,-6.851101398,1
111,417,0.3758997917,-7.6575284,1
111,449,0.03268790245,-6.592540264,1
111,481,0.575958252,-4.594026566,1
111,513,1.24679184,-5.226591587,1
111,545,0.1358674765,-0.6077303886,1
111,577,-3.967335463,6.184537411,1
111,609,2.833099127,-5.89688158,1
111,641,1.886895299,-5.730565071,1
111,673,0.3550821543,-6.128204823,1
111,705,0.9056659937,-6.728521347,1
111,737,1.898884535,-6.823606491,1
111,769,1.907473922,-6.813071728,1
111,801,0.5146180391,-6.589220524,1
111,833,0.2136523873,-5.087172508,1
111,865,0.3744437099,-5.996778965,1
111,897,0.1469997466,-8.724298477,1
111,929,-0.4730094671,-5.122597694,1
111,961,-0.6426035166,-3.767549515,1
111,993,-0.3120467067,-4.867050171,1
111,1025,0.08737272024,-5.40131712,1
111,1057,0.3359015584,-5.041167736,1
111,1089,0.1118563414,-4.682739258,1
111,1121,-0.3090873957,-4.133969784,1
111,1153,-0.06481432915,-5.224945545,1
111,1185,0.3055620193,-5.287962914,1
111,1217,0.61548841,-4.92620039,1
111,1249,0.6665742993,-5.265175819,1
111,1281,0.8489008546,-6.090316296,1
111,1313,0.8158105612,-6.716188908,1
111,1345,1.362476349,-6.964961052,1
111,1377,1.470279932,-7.489515781,1
111,1409,1.105504751,-8.365454674,1
111,1441,0.6932306886,-8.831276894,1
111,1473,0.6395324469,-8.201389313,1
111,1505,1.909737349,-7.085121632,1
111,1537,1.771267176,-6.14616251,1
111,1569,1.229602098,-6.575810432,1
111,1601,0.2058253288,-6.424350739,1
111,1633,-0.5223110318,-0.4723730087,1
111,1665,0.09449738264,-6.15567112,1
111,1697,1.279592752,-8.13220787,1
111,1729,2.784661055,-7.334934235,1
111,1761,1.711922646,-6.633563519,1
111,1793,1.296849132,-6.170279503,1
111,1825,2.089762211,-5.402219772,1
111,1857,2.216466665,-5.86369276,1
111,1889,1.904278994,-6.886770725,1
111,1921,1.880584002,-6.671237946,1
111,1953,2.493243217,-5.200525761,1
111,1985,4.851965904,-6.143406391,1
111,2017,0.8732250333,-2.537049294,1
143,33,18.01587296,7.227646351,1
143,65,-1.154560328,-5.557915688,1
143,97,-0.9110593796,-7.755317688,1
143,129,-0.7362115979,-5.116722584,1
143,161,0.03225910664,-5.028118134,1
143,193,-0.9117736816,-5.702866554,1
143,225,-1.328140616,-6.727700233,1
143,257,-1.259275675,-6.361045361,1
143,289,-1.656919003,-6.125473976,1
143,321,-1.209316373,-5.992099762,1
143,353,-0.6374551654,-6.230101585,1
143,385,-0.5466441512,-6.930497646,1
143,417,-0.2567586303,-7.945678234,1
143,449,-0.0006544589996,-7.212687969,1
143,481,0.569483161,-5.461999893,1
143,513,0.9185986519,-4.406529903,1
143,545,1.058506846,-6.068694592,1
143,577,1.273151755,-6.986577034,1
143,609,2.464209557,-5.963527203,1
143,641,1.633494973,-6.17719841,1
143,673,0.2360142469,-6.145998955,1
143,705,0.8767285347,-6.604238033,1
143,737,1.777782202,-6.857004166,1
143,769,1.953579664,-6.70041132,1
143,801,0.4041908979,-6.294976711,1
143,833,0.05148920417,-5.794286728,1
143,865,0.8453085423,-5.822185993,1
143,897,1.76843977,-7.476078033,1
143,929,-0.08760774136,-6.429282665,1
143,961,-1.502087831,-5.190769196,1
143,993,-9.715671539,1.693240643,1
143,1025,-0.2051509321,-5.157239437,1
143,1057,0.5401434898,-5.43414259,1
143,1089,0.1239884794,-4.641448975,1
143,1121,0.3632317483,-4.551873684,1
143,1153,0.3447381854,-4.864012718,1
143,1185,0.6113395691,-4.644314766,1
143,1217,0.8689135313,-4.810407162,1
143,1249,0.7476335764,-5.185525894,1
143,1281,0.9784796834,-5.693724632,1
143,1313,0.8046246767,-6.386225224,1
143,1345,0.9232506752,-6.870948315,1
143,1377,1.243236065,-7.344856262,1
143,1409,1.22256577,-7.625545979,1
143,1441,0.9722449183,-7.820429325,1
143,1473,0.5991031528,-7.532066345,1
143,1505,1.259941459,-6.600913048,1
143,1537,1.709527493,-6.165952206,1
143,1569,1.318992496,-7.001024246,1
143,1601,0.1255170703,-6.521378517,1
143,1633,-0.7831588387,-5.636250973,1
143,1665,0.4041298628,-6.940956593,1
143,1697,0.8559808731,-8.061635017,1
143,1729,0.9963101149,-7.280719757,1
143,1761,0.7869627476,-6.071109295,1
143,1793,1.118033648,-5.869077206,1
143,1825,0.4415098429,-6.364596367,1
143,1857,0.6843805313,-5.945049286,1
143,1889,2.361421585,-5.654145241,1
143,1921,2.851090193,-5.831276417,1
143,1953,3.393339396,-4.865262508,1
143,1985,1.078255653,-5.943493843,1
143,2017,-0.255522579,-3.206236124,1
175,33,-3.340534449,6.73423481,1
175,65,-1.991066575,-6.225218773,1
175,97,-1.880254388,-6.62275362,1
175,129,-1.277883291,-6.576494217,1
175,161,-0.03005510569,-5.933864117,1
175,193,0.1741638184,-5.851593971,1
175,225,-0.7091069818,-6.27324295,1
175,257,-1.011467338,-6.344718456,1
175,289,-1.622478247,-6.392094612,1
175,321,-1.990194082,-6.623251915,1
175,353,-1.469310045,-5.983726025,1
175,385,-0.8075526953,-5.593341351,1
175,417,-0.9221071005,-6.512710094,1
175,449,-2.174309254,-7.770115376,1
175,481,0.2980499268,-7.000125408,1
175,513,1.392940044,-5.83043623,1
175,545,0.5139170885,-5.398254871,1
175,577,0.8096544147,-6.428714752,1
175,609,0.443148315,-5.957672119,1
175,641,1.021454215,-6.144175053,1
175,673,1.032669067,-6.279306889,1
175,705,1.126496553,-6.387627602,1
175,737,1.225155354,-6.667655468,1
175,769,0.6559500098,-6.278581619,1
175,801,0.05504399538,-6.615000248,1
175,833,-0.193937704,-6.259002209,1
175,865,-0.421118319,-5.575946331,1
175,897,-0.08289313316,-5.92239666,1
175,929,-0.03457248211,-6.076628685,1
175,961,-1.203313351,-5.780508041,1
175,993,-1.321425319,-5.606716633,1
175,1025,-0.40589118,-5.850998878,1
175,1057,0.4278853536,-5.870059013,1
175,1089,0.2651861906,-4.170402527,1
175,1121,0.6937648058,-4.075310707,1
