PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 40, filenames: A:[40]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[41]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.660271168,-67.45752716,1
47,65,-4.542529583,-12.63787651,1
47,97,-4.246772766,-12.7313385,1
47,129,-5.753420353,-11.04507637,1
47,161,-6.527920723,-12.04698086,1
47,193,-5.027358055,-11.79456902,1
47,225,-3.299485683,-11.84663773,1
47,257,-2.374775887,-10.23921871,1
47,289,-1.366073608,-9.549732208,1
47,321,-1.330661774,-9.183860779,1
47,353,-0.6145582199,-9.037586212,1
47,385,-0.6295689344,-7.816232204,1
47,417,0.3165749907,-7.311237335,1
47,449,0.1234371662,-7.335317612,1
47,481,-0.6122665405,-8.842207909,1
47,513,-1.152991533,-9.893418312,1
47,545,-2.472585678,-11.43566895,1
47,577,-1.566848278,-10.41343117,1
47,609,0.5662112236,-10.60830688,1
47,641,0.4078521729,-9.930343628,1
47,673,-1.466529489,-9.860082626,1
47,705,-1.932672024,-8.997364044,1
47,737,-1.266967773,-7.415182114,1
47,769,-0.3783068657,-7.608388424,1
47,801,0.6769123077,-8.354496002,1
47,833,-2.413338661,-11.59504128,1
47,865,-2.733371735,-13.15844917,1
47,897,-1.009552956,-6.593613625,1
47,929,0.7139000297,-5.795908928,1
47,961,0.08938765526,-6.599317551,1
47,993,-1.162477493,-6.126085281,1
47,1025,-4.811926842,-5.13352108,1
47,1057,-2.488719702,-7.864117146,1
47,1089,-0.6749366522,-8.789585114,1
47,1121,-0.02658692002,-8.524600029,1
47,1153,0.2891064584,-7.631919861,1
47,1185,-0.05131414533,-6.952902794,1
47,1217,-0.6383589506,-6.73468399,1
47,1249,-0.5971807837,-6.749135971,1
47,1281,0.03791412711,-7.393996239,1
47,1313,-0.2513476014,-7.788238525,1
47,1345,-0.8838076591,-7.315378189,1
47,1377,-0.6952131987,-7.486224174,1
47,1409,-0.6634652615,-7.277541161,1
47,1441,-0.7430248857,-6.629806995,1
47,1473,-0.824360013,-6.600996017,1
47,1505,-0.4584108591,-7.347748756,1
47,1537,0.6610897779,-7.400645256,1
47,1569,0.6864005327,-5.046345711,1
47,1601,-0.2731747627,-5.54941082,1
47,1633,-1.993639946,-6.657119751,1
47,1665,-3.176693916,-7.360100746,1
47,1697,-1.370573521,-5.98529911,1
47,1729,0.9961285591,-4.621746063,1
47,1761,-1.6546731,-5.540575027,1
47,1793,-0.5064424276,-6.432813644,1
47,1825,-1.000095963,-4.777897835,1
47,1857,-2.084521532,-4.691066265,1
47,1889,-1.666925192,-6.282418728,1
47,1921,-1.182165623,-2.024590015,1
47,1953,-0.1095646024,-5.50754261,1
47,1985,0.2879338562,-3.867334843,1
47,2017,-0.4978415966,0.1678714752,1
79,33,-9.586424828,-29.159235,1
79,65,-2.031175137,-31.11110115,1
79,97,-4.678956032,-11.43407059,1
79,129,-5.097598553,-10.22617435,1
79,161,-4.635399342,-11.12250042,1
79,193,-3.179431915,-11.27160931,1
79,225,-2.383474827,-11.86500263,1
79,257,-2.618459702,-11.75043201,1
79,289,-1.742773771,-10.93455887,1
79,321,-2.216182709,-8.695687294,1
