PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 3, filenames: A:[3]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[4]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,2.085070372,-3.098296165,1
23,33,0.3467552066,-4.07407856,1
23,49,-0.1493757665,-1.54226172,1
23,65,0.3637192845,-1.523029447,1
23,81,0.5082895756,-0.7654724121,1
23,97,0.8606451154,0.2235684395,1
23,113,1.421029449,-0.8747473955,1
23,129,-1.136235237,-0.8611536026,1
23,145,-0.3323091865,1.084397316,1
23,161,5.714766979,-5.202868462,1
23,177,5.597143173,-5.088512897,1
23,193,-0.8953482509,-2.310340405,1
23,209,-0.04350727797,-1.370300293,1
23,225,0.8457675576,-0.2427983284,1
23,241,2.117471695,1.489304781,1
23,257,-4.555625916,-7.532702446,1
23,273,0.06112140417,-1.316662312,1
23,289,0.3753036261,-1.347358465,1
23,305,0.2809663415,-2.297948837,1
23,321,-2.56643343,-0.4148869514,1
23,337,-2.773767471,8.867290497,1
23,353,0.06060832739,-1.538998246,1
23,369,2.221460819,-0.8114831448,1
23,385,3.505891323,1.259954691,1
23,401,2.535334587,0.9474134445,1
23,417,1.370506048,2.370019913,1
23,433,1.803568125,1.250319242,1
23,449,2.789479494,-2.271088362,1
23,465,1.882956624,6.009356022,1
23,481,-0.5500531197,1.348167419,1
23,497,0.5143315792,0.4770776629,1
23,513,1.571932316,0.9266914129,1
23,529,0.6894440651,1.644927025,1
23,545,7.473407269,5.405471802,1
23,561,3.080394745,0.3590794802,1
23,577,0.8835866451,-0.7395303249,1
23,593,0.7279701829,1.688816309,1
23,609,0.431902349,0.863540411,1
23,625,0.03128790855,1.058849931,1
23,641,-1.177869558,0.9803340435,1
23,657,-4.262103081,0.8262414932,1
23,673,-2.173603058,-0.0148024559,1
23,689,1.074437737,-0.2999279499,1
23,705,3.46836853,1.633538842,1
23,721,12.08246613,5.858325958,1
23,737,6.950661659,-5.771558762,1
23,753,3.707707405,8.955528259,1
23,769,-2.500221252,4.17463398,1
23,785,-2.963517666,6.326702595,1
23,801,-2.627109528,5.111460209,1
23,817,-1.737780571,12.01418972,1
23,833,-3.203536034,1.857929945,1
23,849,-0.9572167397,2.774444818,1
23,865,-0.8587796688,3.605499983,1
23,881,-1.575586319,3.144855976,1
23,897,-2.823246479,2.234180212,1
23,913,-3.91154027,1.345307112,1
23,929,-6.068846226,0.9510608912,1
23,945,-6.946353436,1.534437895,1
23,961,-2.224869728,0.7768571377,1
23,977,-3.865178585,-3.576341152,1
23,993,-3.308894157,0.1632291079,1
23,1009,-3.883104086,8.031642914,1
23,1025,-5.622876167,2.905568361,1
23,1041,-6.896414757,3.892513514,1
23,1057,-5.629445553,3.36828208,1
23,1073,-2.558506489,-1.702358365,1
23,1089,1.325235844,6.658519745,1
23,1105,0.2708311081,-0.4080117345,1
23,1121,-2.190454245,1.240279436,1
23,1137,-3.064700603,1.374605656,1
23,1153,-2.317624807,0.7926387787,1
23,1169,-2.223724127,0.5116972923,1
23,1185,-2.856611252,3.658025265,1
23,1201,-1.939423084,3.537654877,1
23,1217,-1.025427818,3.030506134,1
23,1233,-1.20677948,2.008803844,1
23,1249,7.048982143,9.005950928,1
23,1265,1.8045187,-4.920728207,1
23,1281,-5.619999886,2.643511534,1
23,1297,-6.093164444,3.876502514,1
23,1313,-4.67670393,2.640377045,1
23,1329,-4.58296299,1.372148514,1
23,1345,-3.300766945,-1.13481164,1
23,1361,-3.402610779,-0.8944367766,1
23,1377,-1.487162471,-0.02179473639,1
23,1393,0.912850678,1.322664261,1
23,1409,0.8517861366,2.286751032,1
23,1425,-0.6357978582,2.562963009,1
23,1441,-1.922196269,2.262697697,1
23,1457,-2.401467323,-3.152761459,1
23,1473,-2.409832478,0.6482384205,1
23,1489,-2.773257494,1.901157975,1
23,1505,-1.99787581,1.757680893,1
23,1521,-0.4822323322,1.465878725,1
23,1537,6.129760265,8.056800842,1
23,1553,2.707726002,-5.082986832,1
23,1569,-1.525648713,-7.646431446,1
23,1585,-4.683688641,9.414720535,1
23,1601,-11.42256355,-6.222678185,1
23,1617,3.237449646,-1.720766068,1
23,1633,-2.685768127,5.872401237,1
23,1649,-3.681166172,4.835299492,1
23,1665,-2.055912495,0.9697790146,1
23,1681,-1.743959546,0.1476899981,1
23,1697,-0.8379455805,1.639524937,1
23,1713,0.09655576944,1.784542561,1
23,1729,7.273262024,-2.606769562,1
23,1745,9.627182961,-0.1417350769,1
23,1761,1.245347023,-5.762333393,1
23,1777,0.6439323425,0.951248765,1
23,1793,-0.2883518338,0.7296042442,1
23,1809,-4.086804867,1.506366491,1
23,1825,-3.285232306,2.858585358,1
23,1841,-3.145648241,-0.7382826805,1
23,1857,-2.251871347,-4.589506626,1
23,1873,-7.719189644,1.262377501,1
23,1889,-4.246726036,1.162810802,1
23,1905,11.19137573,-3.877295494,1
23,1921,10.30065727,-1.807827473,1
23,1937,6.260025501,-7.932550907,1
23,1953,-0.5254149437,0.8640781045,1
23,1969,-0.847232163,1.158168316,1
23,1985,-0.1816267967,0.8738284111,1
23,2001,1.133174896,2.39744091,1
23,2017,-0.6692118645,1.172796369,1
23,2033,1.033870697,3.949229717,1
39,17,-8.959428787,-0.8214552402,1
39,33,-0.2849491835,-0.6451376081,1
39,49,0.4173241854,0.2880857587,1
39,65,0.3834184706,0.08939027786,1
