PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 45, filenames: A:[45]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[46]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,1.951543808,-1.741099358,1
23,33,-7.634803772,5.796541214,1
23,49,-9.889444351,7.910177231,1
23,65,-2.110126019,5.833352089,1
23,81,-6.118890762,15.83984756,1
23,97,0.1616369486,7.346769333,1
23,113,-0.9418375492,-2.993170261,1
23,129,-1.342135668,3.524019241,1
23,145,-1.26886189,6.760591984,1
23,161,-7.178276062,12.01941299,1
23,177,-6.051211357,-2.557208538,1
23,193,-1.743107319,4.195425987,1
23,209,-5.00688839,1.983258247,1
23,225,5.551160812,4.486870289,1
23,241,4.608684063,4.359918118,1
23,257,-0.2979869843,4.799302578,1
23,273,-5.416330338,4.688709259,1
23,289,-10.9775219,1.971990585,1
23,305,-19.29984856,-0.8235683441,1
23,321,-17.75006485,-5.473796844,1
23,337,-9.626882553,-4.76384306,1
23,353,-3.65597105,1.862903595,1
23,369,9.621681213,-3.400021076,1
23,385,-2.967452526,0.8517444134,1
23,401,-5.464883804,2.397888899,1
23,417,-8.070361137,1.64118433,1
23,433,-5.775588989,0.6849372387,1
23,449,-3.944538116,-2.798544407,1
23,465,-6.743850708,3.723101377,1
23,481,-2.606410503,2.539081812,1
23,497,-2.92491436,2.333576441,1
23,513,-4.286952019,1.451734662,1
23,529,-1.41718924,1.282306552,1
23,545,8.035930634,7.593199253,1
23,561,5.688979626,1.045328856,1
23,577,1.868306398,2.369092941,1
23,593,2.358197212,2.7312994,1
23,609,0.1820485592,-3.396803141,1
23,625,0.4399623275,-0.8075652122,1
23,641,0.8818309307,2.446923256,1
23,657,-0.4938406944,2.67947197,1
23,673,-1.58733964,1.823229432,1
23,689,2.019062042,2.557305813,1
23,705,2.648137808,4.678371906,1
23,721,7.693834782,7.719819069,1
23,737,-8.317043304,-1.988707662,1
23,753,5.90170145,-5.670936584,1
23,769,-1.128629208,-2.020623446,1
23,785,0.9591314793,-1.229623437,1
23,801,2.570315361,1.27256453,1
23,817,-0.05983018875,-3.254616976,1
23,833,2.900589705,0.3893655539,1
23,849,2.510499954,0.6938534975,1
23,865,-4.941926479,7.656018734,1
23,881,0.4806799889,-0.8875584602,1
23,897,2.793305397,-2.669221878,1
23,913,4.184357166,-1.080959797,1
23,929,2.497937679,0.9201231003,1
23,945,4.294664383,1.335857868,1
23,961,3.404023647,1.432284832,1
23,977,3.046695232,1.242013216,1
23,993,11.51867867,-3.590891361,1
23,1009,3.447226524,0.6996152401,1
23,1025,1.954409122,0.3001215458,1
23,1041,0.4825917482,-0.64005059,1
23,1057,-9.307232857,-4.662610054,1
23,1073,-10.33991623,-3.945137978,1
23,1089,0.0056027174,-1.293666363,1
23,1105,4.938510895,5.308750153,1
23,1121,1.71440506,-1.679813266,1
23,1137,11.36169338,-7.196190834,1
23,1153,0.9881191254,-3.710869789,1
23,1169,-1.631923795,-5.226873875,1
23,1185,-8.405349731,-10.65918732,1
23,1201,0.2404132485,-3.721122742,1
23,1217,-9.266659737,-3.600240469,1
23,1233,1.231858015,-1.854985952,1
23,1249,-0.5787637234,-0.2128195763,1
23,1265,-1.404338002,2.254827976,1
23,1281,0.04637873173,2.515392303,1
23,1297,0.6048466563,0.9236865044,1
23,1313,0.3026390374,0.2504752576,1
23,1329,-1.042276025,0.1136458516,1
23,1345,-2.222205877,0.05610728264,1
23,1361,-3.884244919,-0.1972565651,1
23,1377,-6.884086609,-0.7864682674,1
23,1393,-3.993198872,-0.001086086035,1
23,1409,-2.795953274,-0.09403657913,1
23,1425,-0.1841497421,0.5031082034,1
23,1441,0.6686160564,2.277135611,1
23,1457,0.01794528961,3.203079224,1
23,1473,-0.5360652804,3.106197119,1
23,1489,0.1713375747,0.4893500805,1
23,1505,-0.08260726929,0.01377558708,1
23,1521,-2.30288744,2.583959341,1
23,1537,4.821912766,0.8511762619,1
23,1553,-3.359387159,11.50169849,1
23,1569,-8.898414612,8.082397461,1
23,1585,-8.847628593,-1.826491833,1
23,1601,-6.888287544,-5.04556942,1
23,1617,-4.06515646,7.943453312,1
23,1633,-3.031840086,-8.711636543,1
23,1649,-1.94679904,-0.7545775175,1
23,1665,-4.435614109,3.905329704,1
23,1681,-9.340337753,-6.088566303,1
23,1697,-1.31938827,0.3593025208,1
23,1713,4.406255245,9.041392326,1
23,1729,2.741272926,-6.827715874,1
23,1745,1.736656904,-6.949617863,1
23,1761,-3.436674595,-7.012529373,1
23,1777,-1.62373805,2.148504257,1
23,1793,-1.742750406,1.130757809,1
23,1809,-2.06094408,0.6259053946,1
23,1825,-2.521832228,1.27583456,1
23,1841,-1.478018045,0.7617692351,1
23,1857,-0.2673616409,-0.1585492492,1
23,1873,3.34049201,1.708805561,1
23,1889,-0.5448424816,1.086408138,1
23,1905,1.94218564,-1.272747993,1
23,1921,1.268970966,-1.452303886,1
23,1937,0.3628993034,-0.7309552431,1
23,1953,-1.89642477,2.539010763,1
23,1969,-2.001072884,6.23486042,1
23,1985,0.9587683678,4.219479561,1
23,2001,1.858472943,2.447755814,1
23,2017,1.335343242,-5.838611603,1
23,2033,-1.04087162,6.936715126,1
39,17,8.755239487,4.38933897,1
39,33,-5.4592309,6.799062729,1
39,49,-5.658896923,8.265540123,1
39,65,-1.134542465,3.601183891,1
39,81,-0.6991889477,-1.227251053,1
39,97,-1.861873984,5.830918789,1
39,113,-2.743237734,-3.386770725,1
39,129,-9.352033615,6.927506924,1
39,145,-9.629039764,6.596535206,1
39,161,-9.787414551,7.463497162,1
39,177,-7.247407913,11.75214386,1
39,193,6.831764221,5.127776146,1
39,209,6.408514977,5.696537971,1
39,225,5.834091187,4.634594917,1
39,241,5.165799141,4.599807739,1
39,257,1.72068119,7.577755451,1
39,273,-2.657445431,4.494455814,1
39,289,-4.908720016,3.765302658,1
39,305,-8.71108532,5.067605019,1
39,321,-9.442864418,1.935872316,1
39,337,-9.971943855,1.705200672,1
39,353,-13.7359314,5.696975708,1
39,369,-8.056550026,8.209321976,1
39,385,-14.21687603,-0.6238088608,1
39,401,-10.18373489,4.191394806,1
39,417,-11.12320137,3.326441288,1
39,433,-15.02959061,7.784473419,1
39,449,-3.957482338,3.347227335,1
39,465,-2.918977737,3.886465073,1
39,481,-1.947959185,3.464905739,1
39,497,-2.474475384,4.101558685,1
39,513,-2.236125946,1.135361075,1
39,529,-0.7282105684,0.872674346,1
39,545,2.495238304,10.53188705,1
39,561,7.392317295,3.04601717,1
39,577,4.409198284,2.864096642,1
39,593,1.030169249,4.350484848,1
39,609,1.364145279,-2.306820154,1
39,625,0.7243292928,-0.6853496432,1
39,641,0.8164149523,0.6726748943,1
39,657,2.066345692,0.9395110607,1
39,673,2.717903137,2.298462868,1
39,689,7.746862888,7.628595829,1
39,705,1.744712591,2.172904015,1
39,721,1.654872417,1.693232298,1
39,737,-6.971043587,-2.313180208,1
39,753,2.232426643,-0.8167676926,1
39,769,1.618311524,-2.002365112,1
39,785,1.78835392,-1.501862526,1
39,801,7.512967587,-7.627584934,1
39,817,8.966163635,-6.74845314,1
39,833,-5.568145752,3.872912407,1
