PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 32, filenames: A:[32]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[33]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,1.387633801,4.073996544,1
23,33,0.5885978937,4.348728657,1
23,49,0.6935651302,0.3470202684,1
23,65,-0.3740592003,8.474080086,1
23,81,-3.938214779,-0.7871365547,1
23,97,8.016375542,0.1971378326,1
23,113,8.340698242,1.941185117,1
23,129,-0.1353507042,-6.492479801,1
23,145,0.4271073341,-8.143173218,1
23,161,0.5403209925,-2.855035543,1
23,177,0.009058833122,-3.090928793,1
23,193,0.05350923538,-2.497488022,1
23,209,0.3748230338,-1.031395912,1
23,225,-1.471675515,-0.01894009113,1
23,241,-3.481284618,0.5880498886,1
23,257,-5.427261353,2.507693768,1
23,273,-6.511412621,2.182557106,1
23,289,-3.769115448,0.1372541785,1
23,305,-3.037387848,-2.319330215,1
23,321,-8.334459305,-4.32637167,1
23,337,-6.169417858,0.02303123474,1
23,353,2.695304871,0.1430294514,1
23,369,-3.170394897,0.04996967316,1
23,385,-2.397580147,2.080679655,1
23,401,-1.274775743,3.792358398,1
23,417,-0.5213667154,3.208795547,1
23,433,-0.2461401224,0.6275453568,1
23,449,0.8873334527,3.46390748,1
23,465,-2.007620335,3.5528934,1
23,481,1.575466871,6.023603439,1
23,497,0.6964991093,6.896560669,1
23,513,-5.946064472,1.0941751,1
23,529,-1.942259789,-0.2150907516,1
23,545,-2.230976105,0.1249281764,1
23,561,-3.206195831,0.4493434429,1
23,577,-8.570287704,1.626775265,1
23,593,-5.379003048,3.159697533,1
23,609,-1.663211584,-1.491012573,1
23,625,12.76023579,3.635054827,1
23,641,-1.593637466,3.052461386,1
23,657,-2.90795207,1.715013742,1
23,673,-4.083783627,2.877499104,1
23,689,-2.607933521,1.061556101,1
23,705,-1.500337601,0.0298242569,1
23,721,-3.158983231,0.9790347815,1
23,737,-4.585556984,-2.444013119,1
23,753,1.529901028,-0.1817903519,1
23,769,5.996253967,3.128222466,1
23,785,8.291151047,9.614291191,1
23,801,2.467887878,-2.882861853,1
23,817,-1.328561902,-3.626280069,1
23,833,-2.767090559,-1.020694494,1
23,849,-2.085273504,-0.5638405681,1
23,865,9.669232368,-5.619304657,1
23,881,1.504845381,0.5881186724,1
23,897,-0.8950845003,2.208264589,1
23,913,-1.478676796,0.861648798,1
23,929,-2.397322893,0.5090155602,1
23,945,-2.581658363,3.913186312,1
23,961,-0.4530184269,2.274986506,1
23,977,-2.846542835,0.3634185791,1
23,993,-0.8519645929,1.044591427,1
23,1009,1.75300014,3.238533497,1
23,1025,8.805119514,8.937277794,1
23,1041,-6.096627235,7.385694504,1
23,1057,-1.066104412,-7.301635265,1
23,1073,-6.242955685,5.751832008,1
23,1089,5.298160553,-9.757001877,1
23,1105,1.365480661,-7.75817585,1
23,1121,-0.4850018919,-3.936038494,1
23,1137,1.376101017,-0.9711513519,1
23,1153,2.712441444,1.733601093,1
23,1169,0.8903605938,1.52839756,1
23,1185,0.7147291899,1.747887731,1
23,1201,-0.2278758883,1.987323165,1
