PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 42, filenames: A:[42]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[43]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,2.032873154,14.83878231,1
23,33,-3.085310936,3.172427416,1
23,49,-4.570876598,3.095238686,1
23,65,-5.08601141,3.479577303,1
23,81,-3.078335047,3.602358341,1
23,97,-2.06704402,3.169079304,1
23,113,-11.01885986,-0.2056136131,1
23,129,3.945734978,8.884243011,1
23,145,5.721954346,6.222569942,1
23,161,-3.624303341,3.404048443,1
23,177,-4.965320587,2.786625147,1
23,193,-5.224635124,-1.322565794,1
23,209,-2.31474781,3.002754211,1
23,225,-5.929584026,1.576416731,1
23,241,-10.168046,-0.1066937447,1
23,257,-5.000473976,-3.606287956,1
23,273,-3.338861942,5.639422417,1
23,289,-4.273766041,4.086723804,1
23,305,-6.80922842,5.982244968,1
23,321,-5.578333855,4.812600136,1
23,337,-6.349351883,2.131984234,1
23,353,-6.101195812,0.4419542551,1
23,369,-4.918574333,0.8618229628,1
23,385,2.223675251,-5.256783485,1
23,401,-11.15281296,5.969417572,1
23,417,-5.69223547,-7.750726223,1
23,433,-1.278198957,1.893260717,1
23,449,1.846663952,0.1987224221,1
23,465,3.976472139,-0.06711530685,1
23,481,3.983234882,-1.512972832,1
23,497,3.598059654,0.1374835968,1
23,513,1.316182494,0.382266283,1
23,529,1.603119731,-8.980879784,1
23,545,2.242050886,7.212513447,1
23,561,-3.751814127,-3.126285791,1
23,577,-2.923578024,-2.581526279,1
23,593,0.06669199467,1.278228045,1
23,609,-5.7796278,5.393116951,1
23,625,-7.210300446,3.715282679,1
23,641,0.1243311167,-0.4028100371,1
23,657,-1.942034245,-1.874678612,1
23,673,-1.682737827,-2.07769084,1
