PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 39, filenames: A:[39]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[40]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,-3.481219769,-1.387677908,1
23,33,-3.46161747,-4.164429188,1
23,49,-5.180685043,-2.278992653,1
23,65,-0.9430356026,-5.92814064,1
23,81,-1.856062055,-5.627746582,1
23,97,-2.509186745,-3.445617199,1
23,113,-3.512649059,-1.96687603,1
23,129,-4.076100826,-2.639545441,1
23,145,-3.4886024,-2.169737816,1
23,161,-3.006209373,-1.602618694,1
23,177,-3.10869503,-1.090023518,1
23,193,-3.21019268,-1.042297482,1
23,209,-3.546891212,-1.965954423,1
23,225,-4.240479946,-1.518274546,1
23,241,-5.608528137,-1.868468523,1
23,257,-5.708047867,-2.224678516,1
23,273,-4.194122314,-1.088474751,1
23,289,-5.426491737,-0.4268975258,1
23,305,-5.561336517,1.576896906,1
23,321,-4.670812607,2.163150311,1
23,337,-3.323498964,-1.410267115,1
23,353,-2.545338154,-4.88305378,1
23,369,-5.139889717,-4.108259201,1
23,385,5.184092999,2.968207359,1
23,401,-4.259199142,3.10785675,1
23,417,-3.255101204,1.508629799,1
23,433,-0.7953224182,4.946240425,1
23,449,-1.641565323,4.310873985,1
23,465,-1.004654884,1.569110274,1
23,481,-1.118494987,5.128539562,1
23,497,-2.301178455,0.9069930315,1
23,513,-2.47426486,0.6143634319,1
23,529,-2.606977701,-1.785491705,1
23,545,-2.011668921,-2.381021023,1
23,561,-2.288428068,-1.33140552,1
23,577,-4.531266212,-0.8059229255,1
23,593,-4.005232811,2.347450018,1
23,609,-4.698477745,-2.84548378,1
23,625,-1.410358429,1.30139184,1
23,641,1.62142086,-4.878680229,1
23,657,-11.90289497,-1.931850195,1
23,673,-4.404706001,3.007556915,1
23,689,-4.974827766,3.970116138,1
23,705,-5.710363865,0.6887509823,1
23,721,-12.75918102,5.544651985,1
23,737,-6.175505638,-9.478382111,1
23,753,-6.894175529,-0.5741173029,1
23,769,-6.794455528,0.6188950539,1
23,785,-6.585256577,0.9299737811,1
23,801,-5.513122559,1.560671329,1
23,817,-4.833961964,1.327297211,1
23,833,-2.344828606,-4.925090313,1
23,849,-1.873826742,1.573892355,1
23,865,-3.537388325,-0.5139789581,1
23,881,-4.848090172,0.225331068,1
23,897,-6.427999973,1.80730772,1
23,913,-4.632282734,1.313617826,1
23,929,-1.744474888,0.1400632858,1
23,945,3.059035778,7.866942406,1
23,961,-1.953600883,1.59117651,1
23,977,-2.485550404,0.8380715847,1
23,993,-2.418103695,-0.4612225294,1
23,1009,-1.601929188,0.7439284325,1
23,1025,4.690611362,2.253010035,1
23,1041,7.092926025,2.61205101,1
23,1057,-7.649665833,-2.914090633,1
23,1073,-4.534227371,3.553333759,1
23,1089,-3.89377594,4.49566412,1
23,1105,-3.33566618,4.122689247,1
23,1121,-5.167505264,1.318840981,1
23,1137,-4.681805611,1.529401302,1
23,1153,-2.841779709,3.651433468,1
23,1169,-1.666265488,2.898264885,1
23,1185,-3.350018024,4.716632843,1
23,1201,-4.928815365,-3.695962906,1
23,1217,-5.826375008,13.63785362,1
23,1233,-5.774317741,12.80989838,1
23,1249,-3.789664507,3.046997309,1
23,1265,-2.963054419,2.436914444,1
23,1281,6.163791656,6.841349602,1
23,1297,-1.900486946,1.455940366,1
23,1313,-3.218449116,0.16760993,1
23,1329,-3.745759964,1.05338335,1
23,1345,0.3884658813,-5.197964668,1
23,1361,-0.1563260555,0.9994175434,1
23,1377,-1.923401833,1.645209551,1
23,1393,-2.573707819,2.441776752,1
23,1409,1.115451336,1.670773983,1
23,1425,4.136897564,5.189399719,1
23,1441,-2.065878868,5.283330441,1
23,1457,-1.328904748,4.627191544,1
23,1473,-0.8296827078,3.315016508,1
23,1489,-2.955244541,3.6664536,1
23,1505,-3.412617683,3.900974751,1
23,1521,4.535410881,-4.42219305,1
23,1537,8.871946335,6.356654644,1
23,1553,7.22635746,-6.163741112,1
23,1569,7.883624554,-3.052508354,1
23,1585,2.437834263,3.377627611,1
23,1601,0.2798206806,0.2133411169,1
23,1617,0.4914495945,1.614234209,1
23,1633,-4.038481236,1.267581463,1
23,1649,-5.353032589,-0.1272568703,1
23,1665,-14.24084568,2.536870003,1
23,1681,-3.964835167,0.4550199509,1
23,1697,-2.754882336,-0.1954553127,1
23,1713,-1.99504149,1.903388977,1
23,1729,0.580091238,6.203990936,1
23,1745,5.227934361,0.6994507313,1
23,1761,-6.06240654,-0.696854949,1
23,1777,-3.717606783,1.636916876,1
23,1793,8.066858292,5.16420269,1
23,1809,1.265082121,-7.942022324,1
23,1825,-4.093508244,2.205656767,1
23,1841,-2.971747875,-0.4790503979,1
23,1857,-2.161832333,-1.491632938,1
23,1873,0.3291842937,1.52841568,1
23,1889,2.687823296,1.451130152,1
23,1905,-0.1025671959,-9.085778236,1
23,1921,-1.229000688,6.814296246,1
23,1937,9.001752853,4.953924179,1
23,1953,5.217512131,-4.563355923,1
23,1969,6.218090534,-9.34855938,1
23,1985,5.682696819,6.788859367,1
23,2001,3.152746677,3.552539349,1
23,2017,-0.4466184378,2.404834747,1
23,2033,-12.3255291,24.99092484,1
39,17,-9.209921837,1.847709417,1
39,33,-7.691828728,-2.839305401,1
39,49,6.178483009,-0.4712076187,1
39,65,-2.258423567,-3.497981787,1
39,81,-2.668670177,-3.823507071,1
39,97,-2.972935915,-3.282464027,1
39,113,-3.322900772,-2.458718538,1
39,129,-0.7890439034,-2.112752199,1
39,145,-11.82855225,0.78083992,1
39,161,-3.414910555,-1.626145959,1
39,177,-3.828870535,-1.581689358,1
39,193,-4.109342098,-1.481231332,1
39,209,-4.08696413,-1.68957901,1
39,225,-4.616247177,-0.9174662828,1
39,241,-4.600821972,-0.07299101353,1
39,257,-4.178868294,0.2054088712,1
39,273,-3.93908596,0.8037924767,1
39,289,-3.89611578,0.513759613,1
39,305,-4.288553715,2.705506325,1
39,321,-2.604807854,-0.4986034036,1
39,337,-1.934988737,-2.101490259,1
39,353,-4.644852638,-2.48997879,1
39,369,4.913686752,1.420285225,1
39,385,4.620372295,3.314061165,1
39,401,-3.991329432,1.487416267,1
39,417,-3.681637526,1.631243229,1
39,433,-3.396934509,2.971378803,1
39,449,-2.709323406,4.891331673,1
39,465,-5.128757477,1.502007723,1
39,481,-2.714861155,5.99219656,1
39,497,-2.223263025,1.176297784,1
39,513,5.880217552,-1.256551266,1
