PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 62, filenames: A:[62]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[63]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,-3.541114807,-0.8046545982,1
23,33,-3.992497921,0.6154296398,1
23,49,-2.586718321,1.378630877,1
23,65,-3.286016703,1.544120789,1
23,81,-4.515336037,1.651528478,1
23,97,-4.172173023,-0.1502860188,1
23,113,-9.243700027,2.672068119,1
23,129,-5.089143753,-11.58805084,1
23,145,4.067990303,1.32548666,1
23,161,3.23021698,6.266876698,1
23,177,-11.36142826,-2.062776566,1
23,193,-11.91965294,-5.832986832,1
23,209,-3.812852383,-1.933858633,1
23,225,-2.109022617,-3.010411739,1
23,241,-1.33662796,-2.290587902,1
23,257,-5.947640896,-2.204660416,1
23,273,-9.679742813,1.374098301,1
23,289,2.719265223,7.224374771,1
23,305,-5.036519051,-10.21480846,1
23,321,-6.350003719,-6.701360703,1
23,337,-6.72168541,-1.916774988,1
23,353,1.516394615,5.508724689,1
23,369,-2.169769287,5.662519455,1
23,385,-17.90300369,11.7910862,1
23,401,-2.646110535,-1.203722477,1
23,417,-7.875674248,-5.13309145,1
23,433,-1.007709503,0.05519723892,1
23,449,-1.557623029,0.009408831596,1
23,465,-4.298969269,-0.8242235184,1
23,481,-10.66809654,0.3331582546,1
23,497,-11.07769966,3.558988094,1
23,513,-12.00370502,-2.441102982,1
23,529,-3.530047894,-0.6199240685,1
23,545,-4.249842644,-0.6993658543,1
23,561,-6.162391663,-1.701052666,1
23,577,-4.116271973,-0.9117372036,1
23,593,-3.244613171,-0.6206194162,1
23,609,-2.67209816,0.6699594259,1
23,625,-0.5473444462,1.245786071,1
23,641,-0.5229911804,1.77548492,1
23,657,-4.543576241,-6.114550591,1
23,673,-1.434293985,-7.873681068,1
23,689,-1.256863356,-9.023687363,1
23,705,5.656463623,4.352414131,1
23,721,-0.2178859115,-2.129781246,1
23,737,-0.3993993402,-2.253499508,1
23,753,-1.210808992,0.7453067303,1
23,769,-1.196863174,0.3721168339,1
23,785,-1.543824434,1.264707446,1
23,801,-1.636014462,1.931403399,1
23,817,-0.8817622662,1.557037711,1
23,833,-0.2785787582,0.4301793575,1
23,849,0.1865257025,-0.4065589905,1
23,865,9.269898415,-2.125863075,1
23,881,-6.237987041,6.37035656,1
23,897,-1.016137004,2.190196037,1
23,913,-0.1437287331,2.310540676,1
23,929,-0.2231454849,2.19125247,1
23,945,-0.7056674957,4.451905251,1
23,961,4.368877411,8.291285515,1
23,977,1.017020702,7.746741295,1
23,993,-5.126160622,1.850259781,1
23,1009,-4.24503994,0.1367206573,1
23,1025,-1.248889446,1.85347116,1
23,1041,-4.041731834,1.175958514,1
23,1057,0.1758681536,2.220320463,1
23,1073,-1.862354875,2.504140854,1
23,1089,-1.443741798,1.740431786,1
23,1105,1.140330553,1.142147899,1
23,1121,0.1393174231,3.500857115,1
23,1137,-5.310464859,6.761212826,1
23,1153,-3.315032959,8.703972816,1
23,1169,-7.065303326,0.9393415451,1
23,1185,8.801170349,3.25490284,1
23,1201,8.750674248,1.453964949,1
23,1217,1.078302979,-0.1322777271,1
23,1233,8.86054039,5.113194466,1
23,1249,0.6202154756,0.6540989876,1
23,1265,-1.120393634,6.644052029,1
23,1281,-2.729192734,-0.4912891388,1
23,1297,-1.298626661,-1.294343948,1
23,1313,4.374029636,-0.09655451775,1
23,1329,2.216593981,1.65540731,1
23,1345,0.49903512,2.322479248,1
23,1361,-0.08904308081,-0.5395513773,1
23,1377,0.09142684937,-2.693327427,1
23,1393,0.949757576,-0.3557934761,1
23,1409,1.324369788,1.309862375,1
23,1425,1.34814918,2.365169525,1
23,1441,-5.080759048,-5.905020714,1
23,1457,-6.177867889,-4.166828156,1
23,1473,0.6645860672,0.862257719,1
23,1489,2.070516348,-0.8898825645,1
23,1505,2.660433292,-11.19108772,1
23,1521,-5.345585823,-6.93214035,1
23,1537,0.9038081169,-1.101053238,1
23,1553,0.2771549225,-0.210632205,1
23,1569,1.234255672,-4.959174156,1
23,1585,8.879981041,1.370887518,1
23,1601,7.828898907,-0.9982647896,1
23,1617,7.318706036,0.5126537085,1
23,1633,-9.619848251,-0.07945764065,1
23,1649,-4.551915646,5.079367638,1
23,1665,-6.305047989,7.093072891,1
23,1681,-2.761984348,2.897106647,1
23,1697,-5.234032154,-1.692712784,1
23,1713,-0.5541508198,7.482337475,1
23,1729,-2.516135693,2.019532681,1
23,1745,-0.5023150444,1.255167007,1
23,1761,0.1813436747,0.1149322987,1
23,1777,0.2613989115,-2.302349567,1
23,1793,-0.424179554,-1.309344172,1
23,1809,-2.350121737,-0.2493413091,1
