PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 6, filenames: A:[6]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[7]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,-1.372210979,-1.015961647,1
23,33,0.1278438568,0.8758966923,1
23,49,1.887667537,0.6986159086,1
23,65,1.182431221,2.387426376,1
23,81,2.18048811,1.534111023,1
23,97,5.150295258,0.8437978029,1
23,113,3.700028419,1.595251083,1
23,129,1.075985074,3.267118931,1
23,145,-1.251671553,4.493483543,1
23,161,-1.559191346,-0.7840719223,1
23,177,-3.249171019,-0.3444299698,1
23,193,-1.626883626,2.609773874,1
23,209,-2.767370939,4.325719833,1
23,225,-2.029314041,3.635308743,1
23,241,8.783581734,2.331076145,1
23,257,9.339735985,9.412338257,1
23,273,-6.388224602,-1.139960289,1
23,289,-7.303735256,-2.898261547,1
23,305,-2.31799078,1.164103031,1
23,321,10.67327976,4.990032196,1
23,337,0.8577375412,3.811184883,1
23,353,-0.9192068577,2.233470917,1
23,369,-8.883858681,9.707632065,1
23,385,-4.291937828,12.16230774,1
23,401,-3.458109617,11.06559277,1
23,417,0.04411895573,4.160495758,1
23,433,-0.7871142626,3.650510073,1
23,449,-5.680806637,7.290203094,1
23,465,4.444447994,6.46522522,1
23,481,-2.15762949,3.064951181,1
23,497,-3.014462948,-4.575705528,1
23,513,-2.527650833,-5.931099415,1
23,529,6.214054108,-5.958691597,1
23,545,5.020291805,-4.237023354,1
23,561,-1.831287861,4.007177353,1
23,577,-2.603539467,5.979329109,1
23,593,-3.097304344,6.276128769,1
23,609,-0.7679257393,6.193083763,1
23,625,0.4493102431,3.361450672,1
23,641,0.1853356659,3.784502983,1
23,657,0.9223005772,2.264258862,1
23,673,1.429341316,1.253344297,1
23,689,0.8826276064,1.821092129,1
23,705,-0.06608128548,1.828296661,1
23,721,6.390005589,1.51688695,1
23,737,1.963350534,2.155114651,1
23,753,0.4816133976,2.694395065,1
23,769,-2.549506426,1.377469063,1
23,785,-2.912037373,-0.1690198183,1
23,801,-1.985732675,-0.9807964563,1
