PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[10]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
807,1649,7.708202839,-12.09779167,1
807,1665,5.722344398,-2.670909405,1
807,1681,0.529747963,2.620182514,1
807,1697,-4.143705845,-7.588222504,1
807,1713,4.143780708,-5.049993992,1
807,1729,4.784130573,-4.781290054,1
807,1745,5.212777615,-4.655379295,1
807,1761,-1.305082798,-9.146206856,1
807,1777,3.270279408,-4.318273544,1
807,1793,4.03742981,-6.328527451,1
807,1809,4.000681877,-4.123231888,1
807,1825,4.114274502,-3.874619722,1
807,1841,-0.8124284744,-3.25813055,1
807,1857,1.447836161,-4.204668999,1
807,1873,2.591328382,-3.01125741,1
807,1889,1.204954386,-0.5413918495,1
807,1905,-2.332736015,-3.502144814,1
807,1921,3.30499506,-4.351680756,1
807,1937,4.431866646,-5.071639538,1
807,1953,3.825164557,-3.559107304,1
807,1969,3.041931629,-3.206132889,1
807,1985,12.15593433,-3.632086992,1
807,2001,-4.543869972,-0.234215498,1
807,2017,8.429296494,3.290496111,1
807,2033,4.437786102,-0.01189732552,1
823,17,-0.9048222899,1.808092117,1
823,33,-0.2996541858,2.124757051,1
823,49,-0.2236555219,3.599645615,1
823,65,0.1888307631,7.160250664,1
823,81,1.220423937,6.908364296,1
823,97,6.094978809,0.9025244713,1
823,113,0.2071143687,4.447608948,1
823,129,-3.31336832,1.609307289,1
823,145,-0.9886730909,5.776285648,1
823,161,4.229992867,13.12634468,1
823,177,-3.760327816,10.21848392,1
823,193,-2.010575294,8.165825844,1
823,209,-2.047720432,7.220610142,1
823,225,-2.352162123,7.506812096,1
823,241,-10.41050339,7.495709419,1
823,257,-2.97805357,8.821333885,1
823,273,-2.794863462,8.982833862,1
823,289,1.023349643,15.30535221,1
823,305,-0.6161228418,8.563324928,1
823,321,-0.3327999115,6.150966644,1
823,337,-0.3876570463,5.194031715,1
823,353,0.6083014011,5.555876255,1
823,369,1.515928864,4.885074139,1
823,385,1.752004623,1.74778986,1
823,401,5.132590294,-0.9041161537,1
823,417,1.933568716,6.919756889,1
823,433,2.074473858,8.378154755,1
823,449,2.29696846,7.314222336,1
823,465,2.858699083,9.408398628,1
823,481,9.050951958,4.82300806,1
823,497,8.823102951,8.000443459,1
823,513,8.682456017,6.533326149,1
823,529,1.617936254,5.726242542,1
823,545,0.3029846847,4.992231846,1
823,561,-0.1322900951,4.816929817,1
823,577,-0.282807827,5.499226093,1
823,593,0.3293100595,5.59919405,1
823,609,5.965405464,7.767006397,1
823,625,-1.86675179,5.17966032,1
823,641,-0.6593089104,2.85263586,1
823,657,-0.9596132636,2.876924992,1
823,673,-1.474352479,4.060836792,1
823,689,-1.420059204,4.824841499,1
823,705,-1.422857046,5.699355602,1
823,721,-2.135036707,6.353643417,1
823,737,-1.978831172,6.316454411,1
823,753,-1.290568233,7.327090263,1
823,769,-1.094392419,7.830237865,1
823,785,-2.13937521,8.618891716,1
823,801,-2.140012264,8.600108147,1
823,817,-1.033491611,5.058978558,1
823,833,-0.6497312784,6.500893116,1
823,849,0.7871776223,11.08387089,1
823,865,4.926217556,16.0043869,1
823,881,1.126056075,8.780905724,1
823,897,-0.1497609615,6.767437935,1
823,913,-5.318424225,3.009650707,1
823,929,-2.17770648,1.277739525,1
823,945,1.182129025,7.496902466,1
823,961,1.484590054,7.488440037,1
823,977,1.891374588,7.013412476,1
823,993,-5.163532734,11.37895966,1
823,1009,8.814752579,5.984606266,1
823,1025,2.503169537,0.5068740845,1
823,1041,4.713422775,5.80129528,1
823,1057,5.415708542,7.039980888,1
823,1073,5.396900654,5.517687798,1
823,1089,5.755250454,5.551599503,1
823,1105,5.579153061,5.405531406,1
823,1121,5.600192547,5.20801115,1
823,1137,5.988190651,8.009982109,1
823,1153,7.18194437,8.865324974,1
823,1169,8.508332253,8.44717598,1
823,1185,12.46889782,-0.5328531265,1
823,1201,12.95742512,11.38934517,1
823,1217,0.5512723923,-0.9190752506,1
823,1233,15.98040485,3.343961239,1
823,1249,15.03725243,3.146980286,1
823,1265,-0.1794285774,-3.504729271,1
823,1281,8.688195229,2.237396955,1
823,1297,6.559823513,7.455227375,1
823,1313,15.17344856,-1.912050009,1
823,1329,16.05696297,0.5255800486,1
823,1345,13.18639374,-4.677161694,1
823,1361,4.387047768,-8.864761353,1
823,1377,5.989359856,-9.239835739,1
823,1393,9.497109413,7.827296257,1
823,1409,12.41967964,-7.669074059,1
823,1425,4.290784836,-0.4440689087,1
823,1441,12.65144157,2.847895145,1
823,1457,11.29100609,-6.236796379,1
823,1473,4.631676674,7.420491219,1
823,1489,10.14892387,-9.06746769,1
823,1505,10.13630867,-8.510041237,1
823,1521,11.16425896,-2.302494049,1
823,1537,11.86603546,1.5838902,1
823,1553,11.84923553,-0.9380536079,1
823,1569,8.395830154,-13.15227032,1
823,1585,12.64090157,-4.638834953,1
823,1601,4.182902336,1.147769451,1
823,1617,6.598484039,-10.87145615,1
823,1633,3.972018242,-5.319887638,1
823,1649,6.536412716,-3.710828304,1
823,1665,9.748504639,-6.029551506,1
823,1681,9.716718674,-7.702236652,1
823,1697,6.066655636,-6.864392281,1
823,1713,4.498570442,-5.284897804,1
823,1729,4.49176693,-5.065162659,1
823,1745,4.639255524,-5.17752552,1
823,1761,3.607730389,-5.267887592,1
823,1777,2.938142776,-5.765665054,1
823,1793,4.003861904,-4.875694275,1
823,1809,3.970954895,-4.083330154,1
823,1825,3.763860464,-3.965461731,1
823,1841,11.85416698,-5.084445477,1
823,1857,11.60825539,-0.5747351646,1
823,1873,4.434716702,2.627691984,1
823,1889,3.226079702,-0.1338210106,1
823,1905,3.312152147,-4.325350285,1
823,1921,3.551457167,-5.024888515,1
823,1937,3.764807224,-4.123438835,1
823,1953,4.124523163,-3.041437864,1
823,1969,4.046162605,-2.462743044,1
823,1985,3.128397942,-2.03024888,1
823,2001,-5.038740158,-3.101976633,1
823,2017,-0.1495950222,-2.600162983,1
823,2033,1.608392239,-1.117220998,1
839,17,-1.297632217,3.506142139,1
839,33,-0.5108005404,3.644980431,1
839,49,0.3645716906,5.012824535,1
839,65,-3.833967924,-2.364896774,1
839,81,2.435000896,6.99753046,1
839,97,2.923765659,5.464669228,1
839,113,3.554717779,7.010058403,1
839,129,2.441178322,7.366415024,1
839,145,1.751011133,7.740734577,1
839,161,2.546995163,7.661524296,1
839,177,-0.6662986279,7.59424305,1
839,193,-6.260644913,11.20536327,1
839,209,-1.537877321,7.206334591,1
839,225,-1.96201849,7.745350838,1
839,241,-2.527300835,7.75985527,1
839,257,-2.556010962,7.465464592,1
839,273,5.643235207,12.31304741,1
839,289,2.972884178,15.17822647,1
839,305,-9.420162201,8.179618835,1
839,321,-8.86380291,7.985608101,1
839,337,0.2491001189,6.053123951,1
839,353,0.7974233031,6.21813345,1
839,369,-1.933991551,2.279717445,1
839,385,0.1954585314,-0.2325181961,1
839,401,2.794222832,-1.521062851,1
839,417,1.393408179,7.360644341,1
839,433,1.762297034,9.371578217,1
839,449,6.103870392,8.193434715,1
839,465,7.881950378,12.23829651,1
839,481,6.540794849,1.498777866,1
839,497,2.972811937,1.337489128,1
839,513,5.604947567,10.53184319,1
839,529,2.079949617,4.041862011,1
839,545,0.1605163813,3.377941608,1
839,561,-0.2791361511,5.052324295,1
839,577,-0.746347785,5.722646236,1
839,593,-0.5786957741,5.8276577,1
839,609,-0.9799897671,2.280642509,1
839,625,-1.101480961,5.021095276,1
839,641,-1.405726075,4.677596092,1
839,657,-2.002016068,1.21123457,1
839,673,-2.291431427,4.318191051,1
839,689,-1.822630167,5.812244415,1
839,705,-2.814547539,6.303267956,1
839,721,-3.472414017,5.837255478,1
839,737,-2.420643806,6.916403294,1
839,753,-2.086100578,8.939990997,1
839,769,-10.01182556,12.41486454,1
839,785,-1.89162302,6.458072186,1
839,801,-2.65625,6.847553253,1
839,817,-1.830878258,3.806127071,1
839,833,-0.1018931866,3.528523445,1
839,849,-3.750082016,3.753229141,1
839,865,-2.454324245,9.502806664,1
839,881,-0.2044808865,8.884239197,1
839,897,0.4254816771,6.708816051,1
839,913,1.439098954,4.269687176,1
839,929,6.75036335,7.991327763,1
839,945,-7.273880005,9.114521027,1
839,961,1.577164292,5.750455856,1
839,977,1.531988263,6.075675964,1
839,993,0.3716320992,-1.631909847,1
839,1009,2.890446663,14.53155613,1
839,1025,1.956478357,-1.634130955,1
839,1041,-0.3494880199,0.2734627724,1
839,1057,2.46430254,4.499979973,1
839,1073,4.912895679,4.474373817,1
839,1089,5.865532875,5.125448227,1
839,1105,5.876368046,4.901217937,1
839,1121,5.850117683,4.627922058,1
839,1137,6.449510098,6.956245899,1
839,1153,7.718403816,8.938558578,1
839,1169,9.646967888,9.327924728,1
839,1185,10.8859024,4.331871986,1
839,1201,9.899666786,6.715467453,1
839,1217,9.478570938,11.09251881,1
839,1233,12.76717949,3.639100313,1
839,1249,-1.883991241,5.49929142,1
839,1265,0.511182785,-3.995513201,1
839,1281,4.089671612,2.222129345,1
839,1297,4.750523567,1.883078098,1
839,1313,0.9403982162,7.793135643,1
839,1329,0.9168977737,6.726869106,1
839,1345,-2.624022484,-0.1636392474,1
839,1361,7.8158288,-9.04984951,1
839,1377,-1.319533348,3.94124794,1
839,1393,13.70515251,-1.31436801,1
839,1409,13.41001511,-2.486559391,1
839,1425,6.717140675,-0.787345767,1
839,1441,8.93062973,0.6123309135,1
839,1457,9.466947556,-6.580356121,1
839,1473,2.949677467,-2.737537861,1
839,1489,8.429706573,-0.5378038883,1
839,1505,9.201625824,-1.396738291,1
839,1521,11.70704269,-1.615703344,1
839,1537,11.56590652,4.705823421,1
839,1553,5.35347414,-12.37494373,1
839,1569,7.390973568,3.502524376,1
839,1585,8.05850029,-0.00595998764,1
839,1601,4.252809525,-4.169678211,1
839,1617,3.013832092,1.562381744,1
839,1633,-0.3049173355,-2.926322937,1
839,1649,14.43272781,-1.480102539,1
839,1665,9.96159935,-7.242365837,1
839,1681,11.56909657,-8.358659744,1
839,1697,7.280749321,-5.742958069,1
839,1713,4.987608433,-5.757205009,1
839,1729,5.407682419,-7.27626133,1
839,1745,5.196360111,-6.913369656,1
839,1761,3.932543755,-5.260643005,1
839,1777,3.608477592,-5.443203449,1
839,1793,-0.2300376892,-11.08749771,1
839,1809,2.436558247,-7.581102371,1
839,1825,1.357094526,-4.808505058,1
839,1841,3.901313782,-4.442398548,1
839,1857,3.920397758,4.918737411,1
839,1873,4.875721931,2.937606812,1
839,1889,-2.177536011,-10.28328228,1
839,1905,3.050747395,-4.5860219,1
839,1921,3.498155355,-8.567237854,1
839,1937,3.794492722,-3.754602194,1
839,1953,3.529258013,-1.06354022,1
839,1969,3.398017883,-2.412101746,1
839,1985,3.324006081,-2.163114786,1
839,2001,3.110168457,-1.565864325,1
839,2017,11.3217659,-0.4254232645,1
839,2033,12.44678688,-1.354104638,1
855,17,-1.342368364,5.092721939,1
855,33,-0.4492477477,4.776556015,1
855,49,0.6936423182,7.43528986,1
855,65,-3.951019526,-1.869613171,1
855,81,1.81696558,6.308371067,1
855,97,-0.1166221499,6.181923389,1
855,113,-7.984645367,6.339613914,1
855,129,-0.07867895067,7.368853569,1
855,145,0.9843816757,6.680333138,1
855,161,1.674589038,7.289568424,1
855,177,-0.1928805709,5.99789238,1
855,193,-0.5467619896,6.463346481,1
855,209,-0.04813671112,7.573974133,1
855,225,-1.506832361,7.817083836,1
855,241,-1.824885964,7.846748829,1
855,257,-1.867191553,7.752103806,1
855,273,-1.63484621,7.8714118,1
855,289,-0.9951715469,8.629021645,1
855,305,1.258625031,7.824718952,1
855,321,2.857563257,16.29641342,1
855,337,-0.4473816156,5.441510201,1
855,353,2.372502804,7.994651318,1
855,369,1.819033742,8.621504784,1
855,385,-8.349998474,9.786693573,1
855,401,0.2502323091,7.151434422,1
855,417,-0.7545623183,7.53715992,1
855,433,-1.113029718,9.789709091,1
855,449,-1.121342659,9.790985107,1
855,465,7.947576046,10.39785957,1
855,481,7.965446472,4.768340588,1
855,497,6.93330431,2.238182068,1
855,513,-3.677930832,4.419659138,1
855,529,-7.332942009,1.806302071,1
855,545,-0.5451647639,0.6003837585,1
855,561,-0.3833543062,5.596745491,1
855,577,-1.144710422,5.816040516,1
855,593,-1.18051219,5.539968014,1
855,609,-1.795772791,5.321276188,1
855,625,-1.87767148,5.521934032,1
855,641,-2.330375433,5.527908325,1
855,657,-3.555252552,4.598419666,1
855,673,-10.33556175,3.692309856,1
855,689,-2.689336777,5.954460621,1
855,705,-2.45757246,5.486384869,1
855,721,-3.069840431,5.370265961,1
855,737,5.558398247,10.30606079,1
855,753,-3.344560146,9.350196838,1
855,769,-2.970619917,7.806231022,1
855,785,-4.140964985,6.574751377,1
855,801,-3.95597887,6.531013012,1
855,817,1.044403076,11.98358727,1
855,833,-1.282680035,4.09591341,1
855,849,-4.30944109,4.880040169,1
855,865,-3.661370039,7.72107029,1
855,881,-0.9317417145,8.798305511,1
855,897,-1.18796742,6.590540409,1
855,913,-0.4511982799,6.351629734,1
855,929,5.498167992,6.832031727,1
855,945,4.717354774,5.23593235,1
855,961,0.1188006401,4.692750931,1
855,977,-0.03334093094,5.629617214,1
855,993,0.7810386419,-0.3899307251,1
855,1009,1.716099262,12.81308937,1
855,1025,2.041160107,9.680339813,1
855,1041,-0.2800021172,-0.3257832527,1
855,1057,0.5721457005,3.906534195,1
855,1073,4.523392677,2.099458218,1
855,1089,5.341689587,5.049800873,1
855,1105,5.534868717,4.611063004,1
855,1121,6.799293995,4.22988224,1
855,1137,7.685761929,4.445313931,1
855,1153,8.821738243,12.85772514,1
855,1169,11.4472971,10.09627151,1
855,1185,12.18493748,4.143846512,1
855,1201,9.861145973,3.779316902,1
855,1217,9.491390228,10.85865593,1
855,1233,14.23704338,-1.322796345,1
855,1249,14.61407089,5.396427155,1
855,1265,5.942572117,-0.1358237267,1
855,1281,10.44309998,1.454191089,1
855,1297,11.54558754,1.041658163,1
855,1313,12.77346611,-2.045746565,1
855,1329,1.295979977,7.953195572,1
855,1345,2.82404995,8.479957581,1
855,1361,10.406991,7.243323326,1
855,1377,2.233994007,2.488269329,1
855,1393,7.828871727,-0.679744184,1
855,1409,8.552426338,-0.868598938,1
855,1425,-2.326886177,-0.7490677834,1
855,1441,11.36728954,-8.889713287,1
855,1457,6.214705944,-4.574729919,1
855,1473,3.42192173,-0.5311703682,1
855,1489,7.655300617,0.6290653944,1
855,1505,8.038814545,0.5286666155,1
855,1521,10.50819969,-7.44027853,1
855,1537,-0.257745266,-8.418528557,1
855,1553,7.121157646,-12.44027519,1
855,1569,4.952120304,2.245215893,1
855,1585,10.02245331,-6.782222271,1
855,1601,9.082565308,-11.13047981,1
855,1617,0.2225780487,-0.0519080162,1
855,1633,0.6537075043,-4.071483135,1
855,1649,3.076508522,-0.8478317261,1
855,1665,8.710727692,-6.859204769,1
855,1681,7.801602364,-6.212693214,1
855,1697,2.852427483,-14.46377659,1
855,1713,-3.314583302,-5.188500881,1
855,1729,6.37536335,-8.773775101,1
855,1745,4.78460741,-12.29140377,1
855,1761,5.070270061,-8.958585739,1
855,1777,13.58180809,-7.924038887,1
855,1793,13.42731094,-7.785904884,1
855,1809,3.368676662,-6.464981556,1
855,1825,3.791797638,-6.604872704,1
855,1841,4.180158615,-4.756168365,1
855,1857,4.703269958,-4.114137173,1
855,1873,5.071874142,-2.412559032,1
855,1889,4.523645401,-12.44703388,1
855,1905,-2.179413319,-4.167705536,1
855,1921,3.746312857,-10.11731529,1
855,1937,7.399396896,-2.52289629,1
855,1953,3.351033211,-3.034566402,1
855,1969,3.076580286,-2.485090494,1
855,1985,2.613258362,-3.49333787,1
855,2001,9.174740791,4.488512993,1
855,2017,9.393914223,4.748283863,1
855,2033,3.10410738,-2.806959629,1
871,17,-0.5548923016,6.20366621,1
871,33,-1.835289717,5.438066483,1
871,49,-2.118321657,4.456904888,1
871,65,0.8531451821,5.694278717,1
871,81,0.1896085739,6.577820301,1
871,97,-1.841788769,6.12925148,1
871,113,-0.2796260118,4.594662666,1
871,129,0.2497479916,5.025112152,1
871,145,0.9972386956,5.179825306,1
871,161,-0.2376980186,8.533718109,1
871,177,-0.938477695,9.274353027,1
871,193,-0.7614982128,6.569103241,1
871,209,-1.403785825,8.087645531,1
871,225,-1.203205347,7.913813591,1
871,241,-1.26211679,7.262959957,1
871,257,-1.006447673,7.742632389,1
871,273,-0.7823089361,7.7301898,1
871,289,-0.3504374027,7.995643616,1
871,305,0.9068956971,8.282144547,1
871,321,-6.614273071,3.622771263,1
871,337,-0.6476407051,12.94163513,1
871,353,1.69412744,9.807079315,1
871,369,1.32310164,9.04349041,1
871,385,-0.4831690192,7.565352917,1
871,401,-1.033674598,7.712436676,1
871,417,-2.033722878,7.61977005,1
871,433,-2.227269888,8.617774963,1
871,449,-1.875815272,9.838024139,1
871,465,-7.004110813,7.091569424,1
871,481,-3.098863125,5.189851284,1
871,497,-3.614878178,6.55059433,1
871,513,-4.750956535,6.437505245,1
871,529,-2.680556536,6.617197514,1
871,545,-1.031104565,5.44098711,1
871,561,-4.704498291,5.34191227,1
871,577,-1.428789616,5.918473244,1
871,593,-1.371563315,5.265202045,1
871,609,-2.176311493,5.266870499,1
871,625,-2.549490452,5.354414463,1
871,641,-2.631507397,5.951821327,1
871,657,-2.519880772,6.064362526,1
871,673,6.458147049,6.323346615,1
871,689,-2.112617016,5.829948425,1
871,705,-2.062652826,5.040512562,1
871,721,-2.441658974,4.239498138,1
871,737,5.273861885,9.993006706,1
871,753,-3.375676632,6.610728264,1
871,769,-6.587263584,6.178530693,1
871,785,-5.788882256,6.784345627,1
871,801,-5.014998913,7.080478668,1
871,817,-1.365936279,9.565490723,1
871,833,-4.656251907,5.62731266,1
871,849,-4.130718231,5.605732441,1
871,865,-9.231022835,13.43525124,1
871,881,-7.168668747,12.88809681,1
871,897,-2.465864658,7.454111099,1
871,913,-2.538945675,6.840174198,1
871,929,-3.931380749,-0.9783935547,1
871,945,2.178343296,14.74790001,1
871,961,-7.973232746,6.065501213,1
871,977,0.498396039,6.367136478,1
871,993,6.476660728,1.39756918,1
871,1009,-5.80464077,11.53921318,1
871,1025,3.22036171,14.02812576,1
871,1041,2.781305075,13.37771225,1
871,1057,2.557591915,-2.134264946,1
871,1073,3.666874409,13.22292233,1
871,1089,7.239334583,4.555750847,1
871,1105,4.387124062,4.197352409,1
871,1121,4.480179787,3.978609085,1
871,1137,5.082543373,3.604543686,1
871,1153,6.387898445,12.55645943,1
871,1169,7.710561752,6.422688484,1
871,1185,8.318799973,4.084301949,1
871,1201,7.809173584,3.717302561,1
871,1217,9.719600677,9.275781631,1
871,1233,14.35881996,5.026071548,1
871,1249,5.732893944,11.57102299,1
871,1265,5.372356892,-0.881711483,1
871,1281,4.911850929,0.5458711982,1
871,1297,4.412936687,0.5234837532,1
871,1313,2.843184948,-8.100008965,1
871,1329,4.501916409,8.171020508,1
871,1345,5.023317337,8.534659386,1
871,1361,0.6898765564,6.980047703,1
871,1377,5.936247826,6.84750843,1
871,1393,10.18281174,6.425841331,1
871,1409,6.565815926,1.960149884,1
871,1425,6.278328896,-10.10537338,1
871,1441,3.011067867,-5.313879967,1
871,1457,3.702060699,6.806121826,1
871,1473,7.304866314,2.837705135,1
871,1489,6.540195465,0.3225189447,1
871,1505,5.691638947,1.070432782,1
871,1521,12.30249119,3.078990936,1
871,1537,9.425630569,5.06922245,1
871,1553,6.038342476,-12.35519218,1
871,1569,10.17865372,-5.976006508,1
871,1585,9.351369858,-7.859086037,1
871,1601,10.27846432,-9.238420486,1
871,1617,-0.9288215637,-0.9389090538,1
871,1633,10.31214142,-11.96361732,1
871,1649,10.9311142,-10.99254417,1
871,1665,7.792345047,-7.145127773,1
871,1681,6.741689682,-6.18756628,1
871,1697,13.01292229,-10.36591911,1
871,1713,12.73820305,-10.55591869,1
871,1729,9.047159195,-7.122262478,1
871,1745,6.963343143,-10.90201092,1
871,1761,8.569164276,-9.808465958,1
871,1777,5.709224701,-6.773036957,1
871,1793,5.313235283,-7.429143906,1
871,1809,4.935107231,-14.37733936,1
871,1825,5.103170872,-7.885647297,1
871,1841,4.187052727,-4.765861988,1
871,1857,5.206151962,-4.137484074,1
871,1873,7.062936306,-2.408647537,1
871,1889,9.484744072,-3.170446873,1
871,1905,3.882017612,-3.313474655,1
871,1921,6.126829624,-5.595788002,1
871,1937,5.08721447,-3.938021183,1
871,1953,2.328090429,-3.794902325,1
871,1969,1.559561253,-3.881338358,1
871,1985,3.612341166,-3.087769508,1
871,2001,5.286637306,-0.8492660522,1
871,2017,6.680560112,2.957903147,1
871,2033,5.089104652,1.247863054,1
887,17,2.5132792,6.082981586,1
887,33,-7.150234222,7.718739033,1
887,49,-6.245305061,4.460825443,1
887,65,-0.7268502712,5.525546074,1
887,81,-0.7080686092,6.819120884,1
887,97,-3.65705204,6.847410679,1
887,113,1.029284477,3.364245892,1
887,129,1.154638767,3.813624382,1
887,145,-2.086530924,1.452287674,1
887,161,-0.8161562681,8.831057549,1
887,177,-0.8691231012,9.11039257,1
887,193,-0.6756058335,8.359025002,1
887,209,-1.037546396,8.588639259,1
887,225,-0.794043541,7.791765213,1
887,241,-0.8322244883,6.867225647,1
887,257,-0.5248433948,7.77726841,1
887,273,0.6244534254,7.647259235,1
887,289,0.1007578075,7.70316267,1
887,305,0.5066506863,9.224762917,1
887,321,0.6918221712,7.509139538,1
887,337,6.569617748,1.82638073,1
887,353,6.464179039,13.316082,1
887,369,0.007811814547,8.624569893,1
887,385,-0.6548832059,7.762249947,1
887,401,-1.372605205,8.058543205,1
887,417,-2.19543314,8.340722084,1
887,433,-2.447106123,7.790284634,1
887,449,-2.08139658,7.111216545,1
887,465,2.899040699,-0.3245449066,1
887,481,-1.333317161,2.847882748,1
887,497,-3.507869005,15.9527092,1
887,513,7.087548733,9.423030853,1
887,529,-3.97413969,9.795024872,1
887,545,-2.825132132,9.91451931,1
887,561,6.769119263,8.450710297,1
887,577,-1.574510455,5.565545559,1
887,593,-1.2468009,5.106976509,1
887,609,-4.304962158,5.075600147,1
887,625,-3.140585184,5.361871243,1
887,641,-2.813826084,6.330716133,1
887,657,-8.006361961,6.699906826,1
887,673,-8.321890831,8.317642212,1
887,689,-7.944631577,5.939191341,1
887,705,-2.202255726,4.558901787,1
887,721,-3.195073366,0.5992398262,1
887,737,-6.520751476,13.91639519,1
887,753,-4.09246397,7.056509495,1
887,769,-4.818489552,6.544825554,1
887,785,-4.360056877,6.537572861,1
887,801,-4.893018723,7.167257309,1
887,817,3.109456539,10.31342316,1
887,833,4.285220146,9.001577377,1
887,849,-4.264625549,2.961931229,1
887,865,-6.774246216,15.50528145,1
887,881,-7.62386322,15.00673485,1
887,897,-7.152393341,0.1235432625,1
887,913,-3.154410839,6.356313229,1
887,929,-2.266319036,-2.227412224,1
887,945,0.5290795565,14.50104523,1
887,961,-0.496765554,7.277542114,1
887,977,-4.288389206,6.14741993,1
887,993,7.201824665,1.53243351,1
887,1009,-1.125589371,-1.560320854,1
887,1025,3.119470358,3.770162106,1
887,1041,6.232794762,4.710548401,1
887,1057,4.779161453,4.972908497,1
887,1073,2.81150651,5.247701168,1
887,1089,6.556708813,4.596755505,1
887,1105,3.560482264,4.090711594,1
887,1121,3.682255507,3.776848555,1
887,1137,3.769608974,3.260623217,1
887,1153,10.72134399,10.32062244,1
887,1169,5.06638813,4.42520237,1
887,1185,8.597244263,-4.905087471,1
887,1201,6.240787506,3.884021282,1
887,1217,9.681005478,9.207445145,1
887,1233,13.35718632,6.640648842,1
887,1249,10.84102535,7.171831131,1
887,1265,10.94388771,-2.940808773,1
887,1281,4.622420788,-0.9110355377,1
887,1297,3.944709301,8.936408043,1
887,1313,10.60012054,6.088200569,1
887,1329,4.182819366,4.370559692,1
887,1345,4.272099018,0.725206852,1
887,1361,13.57432175,-3.580992699,1
887,1377,13.96750927,-3.610499382,1
887,1393,12.7598896,-4.065058708,1
887,1409,8.520513535,-4.998725414,1
887,1425,6.498156071,-10.46767807,1
887,1441,6.334125996,-5.667963982,1
887,1457,6.1121912,5.818529606,1
887,1473,5.50537014,1.205922604,1
887,1489,4.416784763,0.2203316689,1
887,1505,3.627724886,-0.1598317623,1
887,1521,3.732095718,-0.1686518192,1
887,1537,4.156826496,-11.31301308,1
887,1553,4.484696388,-3.725173712,1
887,1569,4.533934593,-5.315451145,1
887,1585,4.158178806,-8.615661621,1
887,1601,4.234576225,-8.843754768,1
887,1617,-1.396168709,-10.78082848,1
887,1633,7.894069672,-10.88293362,1
887,1649,7.546680927,-9.406189919,1
887,1665,5.521388054,-7.355757713,1
887,1681,5.100390434,-5.427075386,1
887,1697,8.551322937,-12.24490452,1
887,1713,4.428705692,-5.834194183,1
887,1729,4.512945652,-14.25571728,1
887,1745,4.51777935,-8.38990593,1
887,1761,4.743348598,-12.19601345,1
887,1777,6.136240005,-7.242289066,1
887,1793,6.094096661,-7.162260532,1
887,1809,4.269979477,-14.41809845,1
887,1825,5.063230515,-8.067365646,1
887,1841,5.147397041,-6.986650467,1
887,1857,6.022709846,-4.137596607,1
887,1873,9.322912216,-3.743276119,1
887,1889,11.03601646,-3.149930239,1
887,1905,9.594770432,-7.260426521,1
887,1921,6.677489281,-7.852882385,1
887,1937,4.643341541,-4.796368599,1
887,1953,3.799314976,-3.813904524,1
887,1969,2.326788902,-3.920456886,1
887,1985,12.31704044,-5.163459301,1
887,2001,11.25610828,-7.924750328,1
887,2017,4.720220566,-4.433909416,1
887,2033,3.630211115,-6.232019424,1
903,17,-1.372125626,4.712099552,1
903,33,-4.30305481,0.5584197044,1
903,49,-0.7185730934,-3.024201393,1
903,65,0.1411705017,5.506436825,1
903,81,0.6877937317,6.060369968,1
903,97,-4.060984612,10.45895386,1
903,113,-0.8549352884,5.205734253,1
903,129,-0.5266350508,3.236455441,1
903,145,-0.9048669338,2.676467419,1
903,161,2.260218143,8.246799469,1
903,177,1.214937806,8.534956932,1
903,193,0.07802551985,8.611535072,1
903,209,-0.541437149,9.19781208,1
903,225,0.266626358,8.704324722,1
903,241,2.157837629,9.890314102,1
903,257,0.2308599949,8.267086983,1
903,273,-0.1854635179,7.697031975,1
903,289,0.2154352367,7.466354847,1
903,305,0.1969353557,7.886480331,1
903,321,-0.009085536003,7.377629757,1
903,337,-2.073504448,7.569329262,1
903,353,-1.6362499,9.206277847,1
903,369,-0.9794060588,8.048727036,1
903,385,-0.8922385573,7.640821934,1
903,401,-1.445716023,7.703073502,1
903,417,-1.656036615,8.037195206,1
903,433,-1.578232765,7.735322952,1
903,449,-3.245627642,5.588623047,1
903,465,-0.2111854553,7.817339897,1
903,481,-0.2527579069,7.637037277,1
903,497,-1.750420332,8.905046463,1
903,513,-9.763504982,11.38059425,1
903,529,-8.607639313,12.61194611,1
903,545,-6.805349827,12.64953613,1
903,561,-3.824999571,6.295855522,1
903,577,-2.887123108,5.279511452,1
903,593,-2.612007141,5.23058939,1
903,609,-3.716965675,3.979877472,1
903,625,-2.43545866,5.672365189,1
903,641,-2.722054005,6.407829285,1
903,657,-2.642738342,6.969887733,1
903,673,-2.770073891,14.94257355,1
903,689,-2.385248899,5.71741581,1
903,705,-6.800261021,3.147182465,1
903,721,-10.87899208,5.529153824,1
903,737,-2.821274519,10.00767326,1
903,753,-4.728420258,7.555682659,1
903,769,-4.249363899,6.735454559,1
903,785,2.842935324,0.3252267838,1
903,801,-4.971505165,6.253572464,1
903,817,-4.718824387,6.221470356,1
903,833,-4.091953278,6.907245636,1
903,849,4.719944,4.194684505,1
