PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 29, filenames: A:[29]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[30]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,-1.665011168,8.711785316,1
23,33,0.7045240402,4.708688259,1
23,49,3.97138238,-1.769453287,1
23,65,0.6045191288,-7.956763268,1
23,81,-0.234906435,-1.429371834,1
23,97,0.2467317581,-3.378205061,1
23,113,2.743987083,-4.499044418,1
23,129,5.408185959,-3.103901863,1
23,145,3.765304565,-4.337109566,1
23,161,1.265694737,4.033817291,1
23,177,1.650180936,0.09798675776,1
23,193,3.449271202,2.177140236,1
23,209,1.657124519,-0.9479902983,1
23,225,0.6120696068,2.617980719,1
23,241,-1.392303705,-0.2038395405,1
23,257,-0.9284397364,-2.653152704,1
23,273,-5.187316895,-3.620520115,1
23,289,-5.848297596,-2.128774643,1
23,305,-2.150417089,0.09994530678,1
23,321,0.7581863403,2.095812798,1
23,337,-1.862262726,-5.837203026,1
23,353,0.725074172,1.799457669,1
23,369,2.585379839,-0.340293169,1
23,385,-1.010124683,0.3193821907,1
23,401,2.764662266,1.69053793,1
23,417,3.909547329,-0.4281806946,1
23,433,-4.214038849,6.016051292,1
23,449,-0.460290432,-2.227344275,1
23,465,1.595535755,2.988169909,1
23,481,6.252920151,5.597978592,1
23,497,-8.817781448,6.450006485,1
23,513,-5.536833286,2.878695965,1
23,529,-3.801093578,3.70367837,1
23,545,-2.645259857,4.077642441,1
23,561,-0.8381710052,5.697229385,1
23,577,9.697564125,8.224852562,1
23,593,-0.7548410892,0.8170557022,1
23,609,-0.1165701151,1.549600601,1
23,625,-2.674972057,0.623894453,1
23,641,-4.32670784,1.024961948,1
23,657,-3.473340988,1.219965935,1
23,673,-2.823125362,2.191579342,1
23,689,-10.33397961,8.656877518,1
