PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 47, filenames: A:[47]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[48]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,4.652004242,-24.25568008,1
23,33,6.906073093,-7.589217663,1
23,49,9.331624031,-2.106009483,1
23,65,8.423902512,2.050503254,1
23,81,4.488091946,3.986157894,1
23,97,1.957769394,7.73101759,1
23,113,2.614215374,8.554995537,1
23,129,2.523309708,7.209634781,1
23,145,5.950439453,10.04422188,1
23,161,4.193766594,13.195364,1
23,177,-0.5389274359,3.883102894,1
23,193,0.3157275319,1.944890499,1
23,209,-0.1258530617,1.136860371,1
23,225,-4.155435562,3.909677982,1
23,241,-4.893087387,5.089402676,1
23,257,-1.343741417,0.4064264297,1
23,273,0.4081330299,1.464289188,1
23,289,0.3684105873,-1.773715973,1
23,305,-3.612802505,5.515276909,1
23,321,-9.323302269,5.031210899,1
23,337,-5.843569756,5.6837883,1
23,353,-4.835820198,2.439124584,1
23,369,-8.398638725,4.523860931,1
23,385,-7.782139778,6.022018433,1
23,401,-5.948960304,3.998310804,1
23,417,-4.425365448,4.861110687,1
23,433,-3.184037685,2.917089939,1
23,449,-5.194897652,-1.723660469,1
23,465,1.640061855,4.760608196,1
23,481,8.799488068,-1.648215294,1
23,497,4.289698601,-11.72233868,1
23,513,3.988206148,-2.466734648,1
23,529,2.406606674,1.095088601,1
23,545,3.76799345,-3.141036034,1
23,561,3.023024559,-3.088676453,1
23,577,-1.22541213,2.820102692,1
23,593,2.895927429,6.171214581,1
23,609,-2.959041595,1.668594599,1
23,625,-3.588640213,2.946895599,1
23,641,-1.424479961,1.765818119,1
23,657,1.08578527,0.9731834531,1
23,673,10.83459377,-0.7937995791,1
23,689,-0.8318986893,0.4054589868,1
23,705,0.7456624508,-0.7686611414,1
23,721,-1.491708755,-9.674072266,1
23,737,1.552727342,-1.856521368,1
23,753,0.5647436976,0.6370462179,1
23,769,-0.1264373064,3.145825624,1
23,785,1.459479332,3.194452763,1
23,801,8.404333115,4.322524071,1
23,817,0.1495548487,1.688923359,1
23,833,0.1046575755,1.824824691,1
23,849,4.870264053,-5.20445919,1
23,865,2.039554358,3.039242506,1
23,881,1.532125473,0.4331918955,1
23,897,0.9078764915,-0.2502708435,1
23,913,-0.109916687,-1.07994175,1
23,929,-1.160179377,-1.227768421,1
23,945,-3.257149935,-0.5248541832,1
23,961,-3.60457468,-0.3093929291,1
23,977,-2.60211277,-1.272592187,1
23,993,-4.133039951,7.159705162,1
23,1009,-2.017542839,0.1031990051,1
23,1025,-3.063924313,1.698856831,1
23,1041,-8.459342957,2.671677351,1
23,1057,-2.795771122,-2.893926859,1
23,1073,-2.978155136,3.91285038,1
23,1089,-2.27319026,5.490747929,1
23,1105,-0.3782395124,4.535571098,1
23,1121,1.235517025,4.218029022,1
23,1137,0.09075546265,4.065849781,1
23,1153,-0.4410329461,4.048719883,1
23,1169,-0.1289623082,5.886722088,1
23,1185,0.5045797229,4.228342533,1
23,1201,-0.5803909302,2.546174526,1
23,1217,0.2462053299,4.485932827,1
23,1233,-3.204853058,4.032553673,1
23,1249,-3.641243935,3.027152061,1
23,1265,-6.819734573,0.5101746321,1
23,1281,-6.148064613,-1.457672715,1
23,1297,5.7020998,4.952168465,1
23,1313,8.267975807,6.766386509,1
23,1329,-0.199739933,1.462400317,1
23,1345,-3.544579506,1.918947458,1
23,1361,-3.860010624,2.285413027,1
23,1377,-3.306749344,1.919739485,1
23,1393,-2.150222778,-4.401097298,1
23,1409,-2.445855618,1.756520033,1
23,1425,-4.932759285,2.419784069,1
23,1441,-4.279702663,3.691905499,1
23,1457,-4.082482338,-0.1275919229,1
23,1473,-6.840818405,-0.9012582302,1
23,1489,-5.205511093,0.343035996,1
23,1505,-4.917604446,1.898608446,1
23,1521,-3.384870052,0.9143483639,1
23,1537,-3.619932175,1.817210913,1
23,1553,-3.011423111,-3.866768122,1
23,1569,-3.243186951,0.3466596603,1
23,1585,-10.95102882,-3.477729797,1
23,1601,2.355556965,4.985795975,1
23,1617,2.805083275,3.586720943,1
23,1633,-6.961170197,-9.627162933,1
23,1649,-3.986536026,2.848521709,1
23,1665,-11.66341591,1.41864109,1
23,1681,-10.50120258,1.098513603,1
23,1697,-2.151693344,-3.821288109,1
23,1713,-1.716453552,-6.69797039,1
23,1729,-1.889418483,-1.430995464,1
23,1745,-6.971158028,-0.4571044743,1
23,1761,-8.268039703,-1.142423391,1
23,1777,-2.989501953,-0.2011788487,1
23,1793,-3.440282345,0.8394241929,1
23,1809,-3.5489254,2.922449112,1
23,1825,2.642168522,2.873595476,1
23,1841,0.5381307602,2.225605965,1
23,1857,-6.535720348,3.934762001,1
23,1873,-6.911747456,-0.7914438844,1
23,1889,-6.073387146,-0.899076581,1
23,1905,-0.1110053062,3.308617592,1
23,1921,-3.363137722,0.3803255558,1
23,1937,-2.650240183,-1.712130785,1
23,1953,-1.938757658,-1.994508266,1
23,1969,-1.873224258,8.695188522,1
23,1985,-2.200064421,0.6933736801,1
23,2001,-1.230209351,-0.3392262459,1
23,2017,0.3996034861,-0.2278094292,1
23,2033,-0.7144093513,-2.372641087,1
39,17,15.06252193,-1.919251442,1
39,33,0.2855095863,8.201655388,1
39,49,-2.487881184,11.53240108,1
39,65,-0.8068878651,12.832901,1
39,81,4.110541344,4.187806129,1
39,97,3.895546913,3.47550106,1
39,113,3.12857461,1.415617943,1
39,129,2.133151531,2.387498379,1
39,145,-7.740346432,2.214530945,1
39,161,-5.357756138,-0.8670840263,1
39,177,1.805085897,8.133814812,1
39,193,1.736771584,6.008403778,1
39,209,2.162871599,5.355039597,1
39,225,-8.226634026,9.332332611,1
39,241,-3.024092913,4.792929649,1
39,257,0.3640941381,4.840338707,1
39,273,3.137617111,12.06900215,1
39,289,-3.479142189,1.454271793,1
39,305,-0.6583919525,5.32864666,1
39,321,-2.25536871,4.671457767,1
39,337,-10.88099289,2.156587124,1
39,353,-4.862717628,-4.470571995,1
39,369,-8.930620193,3.113689899,1
39,385,-8.129359245,3.498315573,1
39,401,-7.497346878,3.651026249,1
39,417,-11.85205269,10.79965782,1
39,433,-7.560880661,7.038611889,1
39,449,-4.451361656,3.729982138,1
39,465,-2.686348915,1.992302418,1
39,481,-5.577832699,0.2145501375,1
39,497,0.4124867916,3.282688379,1
39,513,0.1935036182,8.566820145,1
39,529,5.594140053,-2.760534763,1
39,545,5.567992687,-3.702331781,1
39,561,0.2295387387,1.660849571,1
39,577,-0.7036674023,1.577759147,1
39,593,4.497480869,-4.915838718,1
39,609,-10.64481735,5.7915411,1
39,625,-1.913178444,0.4788161516,1
39,641,-0.6507988572,0.3796186447,1
39,657,0.007531821728,0.8361175656,1
39,673,1.844857216,3.21454072,1
39,689,1.331790447,2.063518286,1
39,705,0.7736647129,-0.348523438,1
39,721,0.4138302803,-0.7600328922,1
39,737,1.145596862,0.1255747676,1
39,753,0.1292817295,0.8599820733,1
39,769,-0.235534519,1.709450483,1
39,785,0.3152859509,1.557165384,1
39,801,-0.4396006167,6.762319565,1
