PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 64, filenames: A:[64]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[65]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,8.867095947,-6.43701458,1
23,33,-0.5788626671,1.886993051,1
23,49,-2.34133625,2.507778168,1
23,65,0.6391714811,0.301715374,1
23,81,-1.666861534,1.614176869,1
23,97,-2.624297142,-1.046555042,1
23,113,3.53289938,0.9389662743,1
23,129,-0.7930285931,-1.188144088,1
23,145,-1.496148586,2.063003063,1
23,161,0.8425725102,3.118177891,1
23,177,0.9835520983,0.7210049629,1
23,193,-4.559062958,-8.105026245,1
23,209,-3.968762636,-1.335347176,1
23,225,-4.111910343,-1.265544415,1
23,241,-3.555730343,-1.497411013,1
23,257,-3.652400017,-2.059915066,1
23,273,-4.55092001,-2.599876881,1
23,289,-2.784539223,1.20299387,1
23,305,1.60001266,0.7717092037,1
23,321,-6.490699768,-6.253032207,1
23,337,0.8303226233,1.106237531,1
23,353,-0.4510040283,3.48868227,1
23,369,1.084666967,3.339514732,1
23,385,2.500801086,2.428420544,1
23,401,1.788438559,5.120491982,1
23,417,3.201623678,6.277637005,1
23,433,2.611701965,6.224194527,1
23,449,1.112181664,3.415424347,1
23,465,2.506905556,3.276736259,1
23,481,7.685225487,1.957400799,1
23,497,5.862937927,2.461987972,1
23,513,3.647756577,2.184826374,1
23,529,4.561202049,9.690317154,1
23,545,2.881137609,9.963140488,1
23,561,1.599137664,1.780454636,1
23,577,1.315900683,0.827862978,1
23,593,1.107226849,0.5803025961,1
23,609,0.8198678493,0.575463295,1
23,625,0.1085529029,1.350267053,1
23,641,0.1938991547,1.839272022,1
23,657,0.6850776672,2.46715498,1
23,673,0.5161919594,2.942761183,1
23,689,-0.03381848335,4.974565029,1
23,705,-0.2512455583,6.44020319,1
23,721,0.2916935086,5.326899529,1
23,737,-0.7629948854,5.56043148,1
23,753,-1.293582916,5.81161499,1
23,769,-1.956251621,-3.560873508,1
23,785,-0.4557897449,3.178026438,1
23,801,0.2994747162,2.675089121,1
23,817,-0.9629533291,3.194360971,1
23,833,-1.434828043,4.06788969,1
23,849,8.976884842,10.06965446,1
23,865,9.285124779,-2.331023693,1
23,881,3.027470589,4.631530762,1
23,897,1.421811104,4.749709606,1
23,913,1.59142375,6.084715366,1
23,929,2.243861198,5.78605175,1
23,945,3.441539764,7.312840462,1
23,961,2.269783497,6.450172901,1
23,977,1.036893606,5.526090622,1
23,993,0.4970300198,6.100221634,1
23,1009,-0.6436097622,6.187572479,1
23,1025,3.216243744,18.14588165,1
23,1041,2.417420864,6.535022259,1
23,1057,-5.4029603,-0.248623848,1
23,1073,-4.735528946,-3.465503216,1
23,1089,2.165375233,-3.618628502,1
23,1105,-0.1150631905,6.201440811,1
23,1121,-3.329939604,-0.5409088135,1
23,1137,2.257237911,-1.55821681,1
23,1153,-3.302554369,1.931751728,1
