PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 4, filenames: A:[4]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[5]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
23,1057,4.572936058,2.483149529,1
23,1073,4.006533146,3.493084431,1
23,1089,4.363330841,6.542505264,1
23,1105,6.232104301,7.221597672,1
23,1121,13.9406662,12.72240639,1
23,1137,6.468455315,3.886680603,1
23,1153,4.60504818,4.22469759,1
23,1169,4.633062363,5.591117859,1
23,1185,3.912425995,5.750471115,1
23,1201,3.683617115,4.59240818,1
23,1217,3.417641401,3.56465888,1
23,1233,3.966201782,3.310958147,1
23,1249,-7.178804398,-0.1281449795,1
23,1265,-2.51275754,2.687955856,1
23,1281,2.296440601,0.06159281731,1
23,1297,5.104177475,-0.2911980152,1
23,1313,4.820483208,0.1362513304,1
23,1329,2.956059933,2.465266466,1
23,1345,5.903746128,3.275603771,1
23,1361,5.485651016,2.617378473,1
23,1377,-3.989485264,2.049969435,1
23,1393,-2.982558727,1.050038815,1
23,1409,0.7870109081,2.769895077,1
23,1425,0.3968088627,0.8533351421,1
23,1441,2.520036936,2.637999773,1
23,1457,2.630342007,7.237317085,1
23,1473,2.570771694,2.173365116,1
23,1489,1.779845715,-4.67625618,1
23,1505,0.8915249109,-0.8724454641,1
23,1521,1.377108812,0.8037230968,1
23,1537,0.5937380791,1.972775459,1
23,1553,2.230475187,4.695690155,1
23,1569,4.569574833,10.6954546,1
23,1585,5.330714703,3.057525873,1
23,1601,6.814039707,-6.172589779,1
23,1617,3.963530064,4.516611099,1
23,1633,3.028961658,3.6658144,1
23,1649,3.670556784,0.9296276569,1
23,1665,5.571153164,-2.572794437,1
23,1681,4.957098007,-0.5316126347,1
23,1697,5.422631264,-0.02622711658,1
23,1713,4.89743042,1.637292862,1
23,1729,3.05659914,0.326690197,1
23,1745,5.638325691,0.002178430557,1
23,1761,3.422070265,3.491272926,1
23,1777,7.807280064,-5.373383522,1
23,1793,-4.861577034,-6.065093994,1
23,1809,1.372458458,-5.337809563,1
23,1825,4.253779411,-3.73314333,1
23,1841,4.129072666,-4.117034912,1
23,1857,0.7965824604,0.04668176174,1
23,1873,7.983596325,5.447322845,1
23,1889,8.940662384,0.0476629734,1
23,1905,0.4443073273,1.08258009,1
23,1921,-0.3281714916,1.206924438,1
23,1937,0.4462570548,0.4680333734,1
23,1953,1.027743816,-0.638920784,1
23,1969,0.7229173183,-0.274597317,1
23,1985,0.6417259574,-0.1700875759,1
23,2001,1.67073524,-0.3977969885,1
23,2017,1.742036581,-0.960357666,1
23,2033,5.451911926,-8.140165329,1
39,17,1.878206253,-0.6928072572,1
39,33,3.352721214,-0.3950591087,1
39,49,2.854238272,-0.1239670217,1
39,65,1.782042503,0.6011217237,1
39,81,1.755034566,1.874950647,1
39,97,1.749631524,3.966576338,1
39,113,0.03115928173,6.615098,1
39,129,1.248459339,6.354537964,1
39,145,2.002843857,6.787443161,1
39,161,0.4665042162,6.085138321,1
39,177,1.140298128,2.953218699,1
39,193,1.270820618,0.8722999096,1
39,209,1.550123811,-1.645350933,1
39,225,0.9982672334,1.206926584,1
39,241,0.1585703492,-1.513877511,1
39,257,-0.1724766493,-0.9964095354,1
39,273,0.1792272329,0.6538468599,1
39,289,0.1357214451,0.7978198528,1
39,305,0.1074843407,1.68453455,1
39,321,-0.1884507835,1.761826158,1
39,337,0.2451810241,1.436657548,1
39,353,-8.930138588,-0.5562912226,1
39,369,-1.240835428,0.8251872063,1
39,385,-0.854297936,1.909819245,1
39,401,1.147081375,1.965374231,1
39,417,1.622062087,1.944961786,1
39,433,-0.1624850035,1.727688074,1
39,449,-1.022966504,2.063605547,1
39,465,-3.376674414,2.332676649,1
39,481,-2.062467337,1.69060564,1
39,497,-1.028540611,2.446635246,1
39,513,0.3297032118,3.074326277,1
39,529,0.6904599667,2.759180784,1
39,545,1.026951551,2.670386791,1
39,561,-0.05540695786,3.823911667,1
39,577,-0.4973350763,4.000818253,1
39,593,-8.141457558,-1.057445049,1
39,609,-7.526110172,-2.748366833,1
39,625,1.882721901,1.096244335,1
39,641,1.615316153,-9.655952454,1
39,657,-0.1785096526,-0.7970077991,1
39,673,-0.008862912655,-1.043787122,1
39,689,1.007815123,-0.6570345163,1
39,705,1.390942931,0.2310193181,1
39,721,10.16577339,3.274869442,1
39,737,10.21428204,3.265537262,1
39,753,1.411061168,1.911849856,1
39,769,2.594063759,0.7962114811,1
39,785,2.067870855,0.4310984612,1
39,801,1.788446903,0.168920815,1
39,817,2.124614716,0.448122859,1
39,833,3.040879726,0.04049745202,1
39,849,3.471322775,1.458345652,1
39,865,10.91444206,5.009017944,1
39,881,3.842226982,0.3643110991,1
39,897,5.562826157,1.679428577,1
39,913,7.379609585,2.2531147,1
39,929,5.418347836,1.447015762,1
39,945,4.624383926,2.422991753,1
39,961,4.259414673,1.806688786,1
39,977,3.859867573,1.913558245,1
39,993,3.643342018,3.199142694,1
39,1009,3.984929085,4.084274769,1
39,1025,4.305438995,4.410722733,1
39,1041,4.87719059,3.690709591,1
39,1057,5.134466648,3.049542427,1
39,1073,4.60918951,3.147727013,1
39,1089,5.179536343,6.672370911,1
39,1105,5.712644577,7.553398132,1
39,1121,6.279419899,4.942649364,1
39,1137,5.724490166,0.8847360611,1
39,1153,5.375993729,3.219956398,1
39,1169,5.02950716,6.824187756,1
39,1185,-4.375158787,3.515129089,1
39,1201,-0.263399601,-3.132788658,1
39,1217,3.838652611,4.044774055,1
39,1233,3.460284948,3.76577425,1
39,1249,2.867634296,2.969918251,1
39,1265,2.57657218,2.669243097,1
39,1281,3.610163212,1.939333677,1
39,1297,5.593843937,1.873690367,1
39,1313,5.707039356,1.637000084,1
39,1329,4.232949257,3.880937338,1
39,1345,11.79719448,-1.112186909,1
39,1361,4.751292229,2.71155405,1
39,1377,4.091329575,2.860228777,1
39,1393,3.472206116,2.708727837,1
39,1409,2.356773853,2.194662571,1
39,1425,2.769295931,2.172442436,1
39,1441,7.12201786,3.952780008,1
39,1457,-6.037560463,4.451729774,1
39,1473,1.144220829,0.5043990612,1
39,1489,1.610871792,-1.89497447,1
39,1505,1.958537221,-7.407634735,1
39,1521,10.36106014,-0.0428737402,1
39,1537,8.583615303,-3.305688381,1
39,1553,2.336942911,2.602101326,1
39,1569,2.299772263,2.584547043,1
39,1585,2.604098797,4.092474937,1
39,1601,4.180366516,3.328282356,1
39,1617,4.738310814,3.854587078,1
39,1633,4.466578484,2.77893734,1
39,1649,4.557884693,2.149027348,1
39,1665,4.964646816,-0.9068715572,1
39,1681,3.794957161,-0.05318009853,1
39,1697,3.833276749,1.366500616,1
39,1713,3.583074331,1.820740938,1
39,1729,2.637954712,1.662791729,1
39,1745,1.183395386,1.485329032,1
39,1761,1.146155596,-2.030298471,1
39,1777,1.12806654,-2.297670603,1
39,1793,6.18276453,-3.799581051,1
39,1809,1.119711161,-4.223427773,1
39,1825,2.757739067,-4.440533161,1
39,1841,2.14497304,-2.560725927,1
39,1857,1.076647997,0.3949027061,1
39,1873,1.556254625,-0.1148548126,1
39,1889,0.748799324,-0.5350620747,1
39,1905,1.001395345,-0.1108154058,1
39,1921,0.8168474436,0.8607702255,1
39,1937,0.6842616796,0.7461949587,1
39,1953,6.626842976,-0.3393068612,1
39,1969,0.0499034524,0.2126625925,1
39,1985,0.2629760504,-0.1661950946,1
39,2001,0.6456594467,-1.500917196,1
39,2017,0.7268438935,-1.224507928,1
39,2033,1.719786167,-3.463140488,1
55,17,0.6843688488,0.05088043213,1
55,33,1.676504374,0.8880156875,1
55,49,3.390276909,1.005382061,1
55,65,3.669273615,0.9124208689,1
55,81,1.003877282,2.596588135,1
55,97,0.9023426771,5.004067898,1
55,113,-0.03490328789,6.982648849,1
55,129,1.488229036,4.961158752,1
55,145,8.876049042,7.555198193,1
55,161,1.734685421,2.725149155,1
55,177,0.9496392608,2.568456173,1
55,193,1.367459536,1.189682007,1
55,209,2.387955666,-2.622828484,1
55,225,10.24233818,-2.341251373,1
55,241,1.251740217,-1.403199196,1
55,257,1.543478489,-1.887904406,1
55,273,0.1585599631,0.2117791772,1
55,289,0.008963793516,0.2094385624,1
55,305,0.3928559124,1.008089423,1
55,321,0.4543097019,1.505106807,1
55,337,0.6631003618,1.213835835,1
55,353,0.127695322,0.9604999423,1
55,369,-1.357405424,0.1890521049,1
55,385,0.2859908342,1.422937393,1
55,401,1.540954113,2.273835182,1
55,417,-7.27918005,3.028503418,1
55,433,0.6899650693,2.014683485,1
55,449,-0.3542636633,2.051290035,1
55,465,-0.8232758045,2.317552328,1
55,481,-0.4074351192,0.8264739513,1
55,497,0.8475618362,1.792718887,1
55,513,1.666201353,2.912425518,1
55,529,1.186430454,5.937712669,1
55,545,0.5610437393,3.547236919,1
55,561,1.115329385,4.669532776,1
55,577,1.800070286,3.985513687,1
55,593,4.605857372,-4.23108387,1
55,609,2.564907312,-5.942957401,1
55,625,0.8397601843,-0.12297225,1
55,641,-0.671482861,4.460898876,1
55,657,-0.7184315324,-0.4295598865,1
55,673,0.4077012539,-1.004285097,1
55,689,1.298084617,0.3599573374,1
55,705,1.526046276,1.424702883,1
55,721,-6.965642929,1.979699254,1
55,737,0.8868200779,2.025831223,1
55,753,-5.367872715,-2.060824156,1
55,769,2.725033283,2.302805901,1
55,785,1.646789551,0.7781674862,1
55,801,1.498714209,0.3458477855,1
55,817,2.33242178,0.3335835338,1
55,833,2.318423748,0.6360304356,1
55,849,3.170835972,1.348485589,1
55,865,3.777756929,1.208296895,1
55,881,13.06416893,3.307551384,1
55,897,13.75153732,1.451444626,1
55,913,4.643486977,1.425690413,1
55,929,4.131034851,0.4408943653,1
55,945,4.273943901,0.9897575378,1
55,961,12.77983761,0.605039835,1
55,977,3.790876865,2.085233212,1
55,993,3.38663888,2.543784857,1
55,1009,3.473968983,3.697583199,1
55,1025,3.838606834,4.460564137,1
55,1041,4.688123703,3.750408173,1
55,1057,7.328457832,3.104911566,1
55,1073,9.400054932,6.942058563,1
55,1089,4.490697384,7.087100983,1
55,1105,5.586435795,6.498035431,1
55,1121,6.05454874,0.1948375702,1
55,1137,5.487892151,-4.155364513,1
55,1153,4.616667747,4.073032379,1
55,1169,5.786180496,12.82935238,1
55,1185,-3.813925743,1.588279724,1
55,1201,4.653735638,4.814809799,1
55,1217,3.624519348,4.85213089,1
55,1233,4.454023361,12.8178072,1
55,1249,4.053287983,3.472111464,1
55,1265,3.928467751,2.592976093,1
55,1281,3.932545185,2.8571136,1
55,1297,3.934246302,2.778746128,1
55,1313,4.112139702,1.845088243,1
55,1329,9.816001892,2.098582268,1
55,1345,7.61996603,2.708052397,1
55,1361,4.291715622,2.933659315,1
55,1377,3.912589312,2.861515522,1
55,1393,4.18117857,2.822911263,1
55,1409,6.186810493,9.924232483,1
55,1425,12.20832825,-1.525817871,1
55,1441,-4.655415058,6.796033382,1
55,1457,8.642323494,-4.979055882,1
55,1473,6.74677372,-5.905462265,1
55,1489,1.29874897,-2.158454895,1
55,1505,2.603822947,1.891053915,1
55,1521,2.14159584,10.58525181,1
55,1537,9.047621727,-3.706933975,1
55,1553,2.625883341,1.684390306,1
55,1569,1.611197829,1.472830296,1
55,1585,-3.728935242,-4.465616226,1
55,1601,-3.471473217,7.928540707,1
55,1617,-1.562682867,9.682912827,1
55,1633,-2.207155704,9.502230644,1
55,1649,1.527874947,1.285289884,1
55,1665,1.367949963,1.412813544,1
55,1681,3.34537077,0.7039790154,1
55,1697,3.344760895,1.635226727,1
55,1713,3.295300484,2.669581413,1
55,1729,2.928875685,2.142284155,1
55,1745,2.758032084,0.8354193568,1
55,1761,1.225927353,-0.2220689654,1
55,1777,8.625501633,2.585772991,1
55,1793,11.64403915,-3.330552578,1
55,1809,2.629667044,-4.344963074,1
55,1825,2.754505396,-3.870659113,1
55,1841,2.159122705,-2.568464994,1
55,1857,2.490234137,-0.5746467113,1
55,1873,3.120048046,-0.25562644,1
55,1889,2.278378963,-0.2272037268,1
55,1905,1.695055962,-0.1834664196,1
55,1921,1.284373522,0.02758542448,1
55,1937,0.9030926824,0.431802094,1
55,1953,0.0008442103863,0.7808176279,1
55,1969,-0.09058484435,0.307477802,1
55,1985,0.02822640538,-0.3016830683,1
55,2001,0.3082813025,-1.50402379,1
55,2017,0.2928378582,-1.183319092,1
55,2033,0.39455989,-1.32309854,1
71,17,1.782615185,-0.7036948204,1
71,33,2.604992867,1.106369257,1
71,49,3.156480789,1.74080658,1
71,65,5.092478752,0.05740308762,1
71,81,1.472913146,3.114540815,1
71,97,1.094430685,5.475373268,1
71,113,1.14768517,6.037188053,1
71,129,7.950243473,-2.624708891,1
71,145,4.110019684,-3.429473162,1
71,161,1.160482764,2.900069714,1
71,177,1.394082069,3.000117064,1
71,193,2.158069134,2.585727692,1
71,209,3.589190483,2.921500683,1
71,225,7.694282055,6.979135036,1
71,241,-0.03389883041,1.573178291,1
71,257,3.609439373,-6.870862961,1
71,273,1.237385392,0.01223838329,1
71,289,0.4769783318,-0.4393928647,1
71,305,0.6207657456,0.7276850343,1
71,321,0.8700422645,1.020489454,1
71,337,0.8498281837,0.7916474342,1
71,353,0.3653159738,0.6716684103,1
71,369,-0.3260000646,0.5546792746,1
71,385,1.342484355,0.6048105955,1
71,401,-5.50712347,-3.573864222,1
71,417,9.90938282,4.269938469,1
71,433,9.266242981,2.927350521,1
71,449,5.277266026,0.5922459364,1
71,465,0.02915328741,1.045257092,1
71,481,0.5119990706,1.421978712,1
71,497,1.749694586,1.888881445,1
71,513,3.116651773,2.041231394,1
71,529,2.417767048,7.228302002,1
71,545,1.110190392,3.623427153,1
71,561,0.7538689375,4.997897625,1
71,577,0.9625399709,4.895593643,1
71,593,-1.048184991,-0.7432279587,1
71,609,-4.85633564,9.11609745,1
71,625,6.914917946,8.27310276,1
71,641,4.511454582,1.573890805,1
71,657,5.385304451,5.046590805,1
71,673,3.022243023,0.3279616833,1
71,689,3.346914768,1.689547181,1
71,705,2.90992713,2.149668932,1
71,721,2.608694553,0.7950491905,1
71,737,3.108782768,2.745681047,1
71,753,3.476855516,3.987131357,1
71,769,3.612267971,2.774741173,1
71,785,9.2179842,8.942120552,1
71,801,-5.65298605,1.208999991,1
71,817,2.672081709,-0.644359231,1
71,833,3.127364397,0.3454039097,1
71,849,3.765382051,1.501075745,1
71,865,4.334395409,1.867295742,1
71,881,13.08802605,4.128238201,1
71,897,4.738372803,3.838484049,1
71,913,-0.2962532043,-5.575136662,1
71,929,3.768473625,0.7677750587,1
71,945,4.094037056,1.380947351,1
71,961,10.95859623,-0.367828846,1
71,977,4.152549267,2.458275318,1
71,993,3.703459024,2.753383398,1
71,1009,3.625332117,3.75159955,1
71,1025,3.774671316,4.265927315,1
71,1041,4.479861736,3.850363255,1
71,1057,6.746073246,-5.175169945,1
71,1073,8.063408852,2.502512932,1
71,1089,6.973567486,1.597905159,1
71,1105,4.536993027,6.290800095,1
71,1121,5.820211411,5.788754463,1
71,1137,6.771454811,5.924920559,1
71,1153,4.756597519,5.704145432,1
71,1169,4.913908482,3.809221506,1
71,1185,5.142004967,4.146566391,1
71,1201,4.987776756,4.32666111,1
71,1217,3.619842052,4.604980469,1
71,1233,4.370594025,10.71316147,1
71,1249,5.000887394,7.781881332,1
71,1265,4.922595978,4.019253254,1
71,1281,7.860858917,4.844284058,1
71,1297,2.238005638,2.310975552,1
71,1313,5.53361702,2.36984396,1
71,1329,3.867812157,2.181647778,1
71,1345,3.421178341,2.191987991,1
71,1361,3.262125015,2.699502945,1
71,1377,3.568329334,3.084196091,1
71,1393,3.750342607,2.817739487,1
71,1409,-2.962969542,8.632768631,1
71,1425,-4.294348717,-2.065648317,1
71,1441,-5.725164413,4.868053913,1
71,1457,-5.082120895,6.220001221,1
71,1473,1.804660797,0.9222779274,1
71,1489,5.059183121,-3.227177858,1
71,1505,2.344285011,2.505863667,1
71,1521,9.946026802,-2.334952354,1
71,1537,1.894656897,0.6087794304,1
71,1553,1.982042074,1.961698055,1
71,1569,1.899356723,1.084637165,1
71,1585,1.30490315,1.344517112,1
71,1601,1.117453694,1.946195126,1
71,1617,2.100605011,2.115278244,1
71,1633,-5.101596832,-2.713471889,1
71,1649,-3.991565466,-4.06556797,1
71,1665,-5.846914291,3.969752789,1
71,1681,3.854703903,0.729318738,1
71,1697,3.213271618,1.598873496,1
71,1713,3.629922867,4.218094826,1
71,1729,3.712773085,9.18286705,1
71,1745,1.164469719,9.244146347,1
71,1761,-0.06529331207,-0.03172338009,1
71,1777,0.5854866505,-7.300145149,1
71,1793,-5.110717773,-2.697564125,1
71,1809,2.793682337,-4.499222279,1
71,1825,4.432300091,-2.63509798,1
71,1841,3.907499313,-2.005880594,1
71,1857,3.221693993,-1.330596089,1
71,1873,2.81364727,-0.3516024351,1
71,1889,2.637149334,1.785226107,1
71,1905,2.103360176,0.5996223688,1
71,1921,1.200986147,0.4432201982,1
71,1937,0.6082752943,0.6624112725,1
71,1953,0.1588335037,0.6870365143,1
71,1969,0.4189046025,-0.1848846674,1
71,1985,0.08736102283,-0.7743858099,1
71,2001,0.07115659118,-1.086306572,1
71,2017,0.6339479685,-0.5217166543,1
71,2033,0.7071626186,0.1899061203,1
87,17,0.1777498722,-3.334510803,1
87,33,3.425628901,1.520529628,1
87,49,3.483471394,3.841316938,1
87,65,3.406886339,2.865246534,1
87,81,2.574958086,3.769377947,1
87,97,1.545043468,6.923181057,1
87,113,2.634496689,0.8890128136,1
87,129,-3.071798801,9.618617058,1
87,145,0.9801900387,2.631162405,1
87,161,2.961270809,3.402522087,1
87,177,3.277718067,3.254615545,1
87,193,3.059864044,3.197460651,1
87,209,2.658141136,3.658679962,1
87,225,-0.4707422256,3.141191244,1
87,241,-1.485586882,2.435316563,1
87,257,5.289381027,5.590411663,1
87,273,-6.490660191,-4.349651337,1
87,289,0.6810489893,0.9335525036,1
87,305,1.584504604,0.5363177061,1
87,321,1.374277592,0.779138267,1
87,337,0.6755188704,0.6045974493,1
87,353,0.4290436804,0.5107610226,1
87,369,0.7821145058,0.8831615448,1
87,385,2.79263854,1.850044966,1
87,401,2.118182182,2.173150301,1
87,417,0.7194615602,2.046718359,1
87,433,3.985988617,10.13612556,1
87,449,-3.311744213,0.2387320995,1
87,465,2.466570139,-6.18543148,1
87,481,1.021309376,1.506650925,1
87,497,1.889030099,2.24575758,1
87,513,3.999592781,2.232175589,1
87,529,2.363524437,3.41973424,1
87,545,1.750295401,3.566371918,1
87,561,-0.03703153133,3.927862406,1
87,577,-0.2610092163,4.485804558,1
87,593,-0.6013093591,2.459044933,1
87,609,0.7678169012,-0.3481831551,1
87,625,7.718348503,-5.277153492,1
87,641,4.53237915,0.8965013027,1
87,657,3.915686131,0.851323843,1
87,673,4.522298813,1.823058486,1
87,689,3.3958354,2.339519024,1
87,705,3.542936325,3.749524593,1
87,721,6.5953722,2.699198723,1
87,737,3.783587456,3.066817045,1
87,753,3.444617748,3.413511753,1
87,769,4.099802494,-0.3086838722,1
87,785,0.3368721008,11.11344528,1
87,801,-2.342543125,1.881679058,1
87,817,-5.28302145,1.198646903,1
87,833,4.462276936,1.36401248,1
87,849,4.162028313,2.112632275,1
87,865,4.929095268,2.738573313,1
87,881,3.311040878,10.72274685,1
87,897,7.916836739,0.4204326868,1
87,913,7.387778282,-6.975147247,1
87,929,6.292631149,-5.855330467,1
87,945,4.345302105,2.71011591,1
87,961,0.7436118126,3.096329451,1
87,977,3.308047771,3.41783905,1
87,993,3.573109388,3.298407078,1
87,1009,3.47610116,3.92776823,1
87,1025,3.739600658,3.709076881,1
87,1041,3.512798786,3.313879013,1
87,1057,9.013334274,-4.204813957,1
87,1073,7.125314713,2.439869404,1
87,1089,6.891933918,1.222665787,1
87,1105,3.596713066,5.610916138,1
87,1121,4.742826462,5.165491104,1
87,1137,5.299161911,5.354356766,1
87,1153,4.773543835,4.596306801,1
87,1169,4.729741573,3.924470186,1
87,1185,4.925172806,3.630629539,1
87,1201,5.208043098,3.734026909,1
87,1217,5.002372265,4.139398575,1
87,1233,4.083142757,3.743695021,1
87,1249,3.833372831,2.624187231,1
87,1265,3.763884068,4.237713814,1
87,1281,3.605493307,3.840770721,1
87,1297,3.313517809,3.491865635,1
87,1313,3.482154608,6.37401247,1
87,1329,3.299261093,2.910459042,1
87,1345,1.92409277,3.237292767,1
87,1361,10.26062012,-2.796812057,1
87,1377,3.61442399,2.174197197,1
87,1393,3.883492947,2.396769762,1
87,1409,4.412353992,2.2796731,1
87,1425,10.54872608,-3.468009472,1
87,1441,-3.674018383,-3.732303143,1
87,1457,-1.875399113,-6.165056229,1
87,1473,1.605987072,1.011193871,1
87,1489,9.044693947,-3.871662855,1
87,1505,-2.487750769,3.696873665,1
87,1521,0.9134984016,0.8717393875,1
87,1537,4.336710453,11.08082199,1
87,1553,2.150221348,2.557396889,1
87,1569,1.579863548,1.784682989,1
87,1585,2.022916794,1.684662342,1
87,1601,3.330740929,2.037077188,1
87,1617,5.968766212,2.097769976,1
87,1633,4.702328682,2.543839455,1
87,1649,-4.085526943,-4.182213783,1
87,1665,5.104852676,2.189718485,1
87,1681,3.636502981,1.105827451,1
87,1697,3.757303476,1.344643831,1
87,1713,3.608887196,1.851509333,1
87,1729,11.39534283,3.651574135,1
87,1745,-0.1181674004,7.569388866,1
87,1761,-0.4854102135,-0.854238987,1
87,1777,1.91723156,-7.736009598,1
87,1793,6.517491341,-2.087934971,1
87,1809,7.395172119,-2.505990982,1
87,1825,6.931641102,-2.228736401,1
87,1841,4.986699104,-1.548756957,1
87,1857,3.155588627,-0.7787774801,1
87,1873,-6.056964397,0.06351053715,1
87,1889,5.873074055,6.48242569,1
87,1905,5.246985435,5.32437849,1
87,1921,4.661204338,1.067655444,1
87,1937,0.8946521282,0.2881015241,1
87,1953,0.5478662252,0.5589781404,1
87,1969,0.2334997058,-0.4243161678,1
87,1985,0.05041362345,-1.118877172,1
87,2001,0.2238151282,-0.8890931606,1
87,2017,0.6195229292,-0.3806423545,1
87,2033,1.527893662,0.002801209688,1
103,17,5.870955467,11.35327911,1
103,33,4.754827499,1.957442522,1
103,49,4.890900612,10.94063377,1
103,65,4.362686157,3.631887674,1
103,81,2.047922611,3.760841131,1
103,97,1.423568249,3.584414959,1
103,113,1.712318063,3.893437624,1
103,129,2.125279903,0.8981812,1
103,145,1.608240724,3.870080471,1
103,161,1.700701118,4.308966637,1
103,177,2.121016026,3.663181305,1
103,193,2.210058212,3.187280893,1
103,209,1.721359372,2.845931053,1
103,225,1.633701324,0.8802866936,1
103,241,0.3646325469,-5.760588169,1
103,257,8.759883881,4.539065838,1
103,273,8.503444672,4.318061352,1
103,289,-0.8017847538,2.083230972,1
103,305,-6.306990147,6.567035675,1
103,321,0.3789590597,0.2949663401,1
103,337,0.1489409804,0.2702471316,1
103,353,-0.2767393589,0.6709967852,1
103,369,0.3609908223,2.7729671,1
103,385,1.072715998,2.128417492,1
103,401,1.956108928,2.327059507,1
103,417,1.442901611,2.318959236,1
103,433,1.581716299,2.391708374,1
103,449,-2.148616314,0.7468013763,1
103,465,1.236144781,1.802309036,1
103,481,1.624740243,0.8430805206,1
103,497,2.44978857,1.118355989,1
103,513,10.42606926,0.02145290375,1
103,529,6.41640377,0.3938925266,1
103,545,4.368829727,2.396145821,1
103,561,1.540616989,2.987876415,1
103,577,0.2566518784,3.443478584,1
103,593,-0.3257215917,2.627020359,1
103,609,0.7452709079,1.303023338,1
103,625,2.479502201,1.136469841,1
103,641,3.05948019,1.892366409,1
103,657,3.666173458,1.02038765,1
103,673,5.074966908,0.4278302193,1
103,689,3.848511934,2.472321272,1
103,705,-4.846003532,5.143846989,1
103,721,3.306992054,2.653667688,1
103,737,3.012282372,3.563369513,1
103,753,4.279679775,2.343000174,1
103,769,6.098774433,-5.84935379,1
103,785,-5.233283997,4.27624464,1
103,801,-0.2502856255,-1.705778122,1
103,817,6.0050807,3.140841484,1
103,833,7.198564053,2.713317633,1
103,849,5.159831047,2.212837696,1
103,865,5.750097752,2.952149391,1
103,881,5.096156597,10.70823765,1
103,897,8.509915352,1.29542923,1
103,913,8.854707718,-2.114944458,1
103,929,11.41644764,-3.44497633,1
103,945,4.455003738,3.573004246,1
103,961,3.914322853,5.193089962,1
103,977,4.28380394,5.029232025,1
103,993,5.122202873,6.028021812,1
103,1009,3.641673088,2.97756815,1
103,1025,3.61242342,3.134672642,1
103,1041,-3.594875336,-1.612664223,1
103,1057,5.924144268,4.06373024,1
103,1073,6.578834057,3.930642605,1
103,1089,7.176163673,2.348949909,1
103,1105,5.898933887,3.876955509,1
103,1121,4.869012356,4.88436842,1
103,1137,3.647417545,3.87490201,1
103,1153,4.731514454,4.479384422,1
103,1169,4.825407505,3.799922466,1
103,1185,4.491329193,1.662391901,1
