PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 2, filenames: A:[2]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[3]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,8.316890717,10.47858715,1
23,33,11.88440132,16.50580978,1
23,49,14.82499981,15.38611984,1
23,65,14.62341309,14.46988678,1
23,81,14.20742989,14.23299599,1
23,97,13.95262241,14.24394894,1
23,113,3.445889473,17.21452332,1
23,129,10.30590153,17.06495667,1
23,145,11.28173637,19.66607475,1
23,161,8.685465813,22.14758492,1
23,177,10.25587273,20.40708542,1
23,193,11.87752628,18.00371552,1
23,209,12.70741653,18.65921021,1
23,225,12.39877892,14.88818169,1
23,241,12.42691135,18.93060684,1
23,257,14.95302105,22.32030106,1
23,273,10.50809383,17.98116302,1
23,289,12.56855011,20.92190361,1
23,305,18.32334518,20.08696556,1
23,321,2.729139328,21.79838943,1
23,337,4.348047256,10.78693771,1
23,353,9.016331673,16.2603302,1
23,369,11.2230444,13.39054871,1
23,385,20.9042511,15.46847343,1
23,401,14.21829796,15.5996809,1
23,417,15.19837856,17.1583252,1
23,433,14.78643799,12.46109486,1
23,449,15.52537155,9.184970856,1
23,465,16.88290405,13.88436031,1
23,481,16.6151371,12.7699194,1
23,497,18.6609993,19.47091484,1
23,513,12.82792282,13.49602795,1
23,529,14.27380562,13.33499241,1
23,545,15.15850258,13.93269253,1
23,561,16.2375164,12.30344677,1
23,577,17.85465431,10.44750881,1
23,593,19.65657806,11.45978165,1
23,609,24.09652138,10.21897221,1
23,625,13.64140987,24.63257599,1
23,641,14.1332159,14.95319843,1
23,657,15.42458248,14.76536369,1
23,673,16.92505264,11.49602985,1
23,689,15.61150932,11.4554348,1
23,705,9.499495506,6.618935585,1
23,721,10.98202991,4.752200127,1
23,737,14.28660107,9.082208633,1
23,753,12.86118221,7.694979668,1
23,769,12.09922791,6.141594887,1
23,785,13.14499187,6.239848137,1
23,801,12.39950371,8.942962646,1
23,817,13.77797318,8.641044617,1
23,833,12.64916325,7.073172092,1
23,849,13.23660469,13.10571861,1
23,865,7.151223183,9.679533958,1
23,881,14.05897427,11.96135521,1
23,897,12.94402409,7.999207497,1
23,913,13.5147295,6.632184982,1
23,929,14.72426796,6.97076416,1
23,945,14.93117809,6.647413254,1
23,961,14.0645628,6.156527996,1
23,977,13.85028553,8.225001335,1
23,993,11.53351879,9.344500542,1
23,1009,10.93883038,7.221957207,1
23,1025,9.786669731,5.235527515,1
23,1041,7.878242493,7.61096096,1
23,1057,11.04509163,1.700704575,1
23,1073,9.156429291,0.9105434418,1
23,1089,8.173335075,1.111474276,1
23,1105,10.46736526,-7.895125389,1
23,1121,13.3070631,0.9142251015,1
23,1137,14.04543114,1.600207448,1
23,1153,10.89771652,-9.469164848,1
23,1169,13.00177574,-10.56378841,1
23,1185,10.04184055,-0.7099479437,1
23,1201,12.4378643,3.75459075,1
23,1217,13.71294594,2.079537868,1
23,1233,14.81742477,1.313584805,1
23,1249,14.79328346,-0.1693851948,1
23,1265,13.65669918,0.7906894684,1
23,1281,14.81973934,-0.4519502521,1
23,1297,16.66519165,0.2967709005,1
