PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 55, filenames: A:[55]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[56]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,3.817942619,3.419168949,1
23,33,-0.5409674644,-2.414399624,1
23,49,-0.2838484049,-0.77841115,1
23,65,-7.200878143,3.418828964,1
23,81,-4.695370674,4.269386292,1
23,97,8.120555878,-5.50417614,1
23,113,-0.2008606195,-0.1394198537,1
23,129,-0.67361027,-0.598205328,1
23,145,-0.1309226751,-0.2299984097,1
23,161,2.026673317,-1.352867246,1
23,177,3.443872213,-1.942619801,1
23,193,2.757497311,0.3874438405,1
23,209,0.3475834131,-2.573495388,1
23,225,-1.364001155,-4.369511127,1
23,241,1.07565248,-1.137024403,1
23,257,-7.893286705,4.488111496,1
23,273,-4.442690372,0.8399385214,1
23,289,-2.322780132,3.073845387,1
23,305,1.582378387,-6.237569809,1
23,321,1.880816698,-7.486123562,1
23,337,-3.612341881,-2.016419888,1
23,353,-4.18345499,-0.5667881966,1
23,369,-1.884307146,-3.345318794,1
23,385,-0.2360563278,-5.98893261,1
23,401,-2.140788555,-2.976719856,1
23,417,-1.532207251,4.602246284,1
23,433,-4.736251354,0.3649737835,1
23,449,-3.717832565,-0.9237473607,1
23,465,-2.944628716,-0.4552186728,1
23,481,-0.9082212448,-4.09201622,1
23,497,-0.3719272912,-4.335208416,1
23,513,1.042102933,3.838485241,1
23,529,-5.936430931,4.257736683,1
23,545,-2.401101112,-0.5192353725,1
23,561,-2.646366596,0.1236274242,1
23,577,-1.1616925,0.6262209415,1
23,593,0.9599821568,0.2386610508,1
23,609,2.045557976,0.8825280666,1
23,625,-1.621787906,1.573784351,1
23,641,-3.866312742,2.013530016,1
23,657,-4.116131783,2.381922722,1
23,673,-2.730370522,1.544985771,1
23,689,-0.03267586231,0.2569191456,1
23,705,7.123670578,5.477534294,1
23,721,1.448449135,1.412762642,1
23,737,2.170044422,1.074262142,1
23,753,1.16438961,-0.4777282476,1
23,769,0.8783423901,0.7997124791,1
23,785,0.6699929237,1.125330329,1
23,801,-0.1852059364,0.6372207403,1
23,817,-1.864495516,0.5374875069,1
23,833,-2.195005655,2.10512352,1
23,849,-0.3450225592,2.308953285,1
23,865,-2.339197159,8.650226593,1
23,881,2.972276211,9.371409416,1
23,897,2.877271175,-7.034748077,1
23,913,1.995613575,1.893116474,1
23,929,2.602323771,1.939912319,1
23,945,0.4742609262,1.242186546,1
23,961,-2.595581293,2.765300035,1
23,977,-1.009609938,-4.7466259,1
23,993,0.1870970726,1.733253479,1
23,1009,-0.4932473898,-7.674370289,1
23,1025,1.878820181,-10.22627354,1
23,1041,-2.463852644,-2.63339138,1
23,1057,-3.896648645,7.611142159,1
23,1073,-1.23585701,-1.423517704,1
23,1089,-0.3637201786,-1.906033516,1
23,1105,2.659680367,-3.089961052,1
23,1121,-2.893018723,-0.634706974,1
23,1137,0.4598413706,-8.462844849,1
23,1153,-1.118886948,-9.331053734,1
23,1169,0.331284523,-7.387157917,1
23,1185,-3.262770176,-1.291647434,1
23,1201,-3.505764008,-2.070768356,1
23,1217,-3.362209082,9.8832798,1
23,1233,-0.9944894314,3.113528967,1
23,1249,-0.08140587807,3.480504751,1
23,1265,-0.5380942822,3.245123625,1
23,1281,-0.5534975529,3.365146399,1
23,1297,-1.436176777,3.912071943,1
23,1313,-1.157242179,4.932238102,1
23,1329,-0.9400044084,6.045415878,1
23,1345,-0.2854011059,6.300603867,1
23,1361,-0.7878141403,4.895643234,1
23,1377,-1.467291832,3.151267052,1
23,1393,-1.940499544,2.363183498,1
23,1409,-2.676457405,2.999256611,1
23,1425,-2.163290024,1.704908371,1
23,1441,-3.010520935,1.380654335,1
23,1457,-3.377058029,4.516488075,1
23,1473,-1.66093564,4.081199169,1
23,1489,-4.655242443,7.767212868,1
23,1505,-13.58963394,9.647138596,1
23,1521,-0.5405631065,-0.4460802078,1
23,1537,-4.454039574,4.545891285,1
23,1553,2.327815771,8.511738777,1
23,1569,0.5124893188,13.9143343,1
23,1585,0.03609859943,0.8382782936,1
23,1601,-0.2336261272,1.280212402,1
23,1617,6.751949787,5.389512062,1
23,1633,-3.585891247,4.038928986,1
23,1649,-2.556025505,2.48198843,1
23,1665,1.080224276,-5.622390747,1
23,1681,-5.628278732,-6.003554821,1
23,1697,-13.4243784,4.533539295,1
23,1713,-5.767234802,4.045083046,1
23,1729,-5.823281765,4.545721054,1
23,1745,4.7620821,-0.08720946312,1
23,1761,-2.663076401,-6.65977335,1
23,1777,0.1397712231,0.4037649632,1
23,1793,1.194046497,-6.696771145,1
23,1809,-0.7931959629,2.040047646,1
23,1825,-1.08201313,4.894079208,1
23,1841,-1.219186544,2.696255207,1
23,1857,-2.441734314,5.768063545,1
23,1873,-2.759636402,1.992944956,1
23,1889,-3.348550797,4.826604843,1
23,1905,-4.087080002,2.605302572,1
23,1921,0.9974194765,0.6067800522,1
23,1937,1.246279597,0.7052335739,1
23,1953,0.5700495243,5.028881073,1
23,1969,0.2957828045,0.9270013571,1
23,1985,-0.8432654738,2.099625587,1
23,2001,-1.087655425,0.6871037483,1
23,2017,-2.4570539,6.312122822,1
23,2033,-2.472184658,4.613183975,1
39,17,-2.150446892,3.995546818,1
39,33,3.920359135,2.984623909,1
39,49,0.8832440376,-1.349856377,1
39,65,8.991409302,-3.944910526,1
39,81,1.130809784,-1.817637205,1
39,97,0.7337977886,-1.261671782,1
39,113,0.5016227961,-1.235677242,1
39,129,-0.2057358027,-1.802146435,1
39,145,4.712957859,6.987655163,1
39,161,5.851725578,6.945980072,1
39,177,1.371453762,-1.372261167,1
39,193,0.08434289694,-0.4907958508,1
39,209,-0.8422092795,0.08201444149,1
39,225,-0.7994257212,-3.00707531,1
39,241,-0.9032517076,-0.627510488,1
39,257,-1.146780849,-0.2266243696,1
39,273,-2.076057911,-0.7893757224,1
39,289,4.926814079,4.791984558,1
39,305,-1.752729416,-3.294567347,1
39,321,-3.696170807,-3.36924696,1
39,337,-3.862952948,-2.075286865,1
39,353,-7.119976521,2.765329361,1
39,369,-4.19698,-1.95689559,1
39,385,-1.550456762,-2.774876356,1
39,401,4.481600285,-1.814382434,1
39,417,-4.165793419,4.154172421,1
39,433,-2.863316059,1.432244778,1
39,449,-1.830511332,-0.3589757681,1
39,465,7.398776531,-1.052798629,1
39,481,0.7744842172,-5.210954189,1
39,497,3.481124878,-3.628679991,1
39,513,4.234252453,4.290397167,1
39,529,-6.05695343,6.242084503,1
39,545,0.4633755684,0.3564409018,1
39,561,-0.7001017332,-1.215676069,1
39,577,-0.7116576433,-1.461623311,1
39,593,-7.969334126,-0.447499305,1
39,609,0.3220633864,-1.281266928,1
39,625,-0.7443881035,1.262823582,1
39,641,-2.457775593,1.917337418,1
39,657,-1.732584834,2.10857296,1
39,673,-0.8659098148,0.9086433649,1
39,689,-0.1297324598,0.07549083233,1
39,705,1.559389472,0.9826179743,1
39,721,1.723364115,1.933201313,1
39,737,-4.021697998,-5.404691696,1
39,753,-2.436939716,-7.968862534,1
39,769,-2.516256332,0.1926790476,1
39,785,-2.588068485,-0.2013573647,1
39,801,-2.25773406,-1.655034423,1
39,817,-1.976942301,-0.1085672379,1
39,833,-3.969015598,2.404041052,1
39,849,-3.794083118,2.683693409,1
39,865,-1.149723649,-1.215274692,1
39,881,-0.8351920843,-0.3895218968,1
39,897,0.6550713778,-7.424930573,1
39,913,-0.8399111032,1.445945144,1
39,929,-0.2764380574,1.120461464,1
39,945,-0.06273859739,0.4639412165,1
39,961,-2.111765862,-0.26324296,1
39,977,1.120105147,-7.633792877,1
39,993,-1.645178318,1.431361914,1
39,1009,-1.214731216,1.390372276,1
39,1025,-0.9435493946,0.1552577019,1
39,1041,-2.136827946,-1.994240761,1
39,1057,-4.414775372,-9.888402939,1
39,1073,-0.6857200265,-1.73788929,1
39,1089,0.590722084,-3.773589134,1
39,1105,2.03802681,-4.287036419,1
39,1121,4.989757538,2.918783188,1
39,1137,0.8984173536,-9.460651398,1
39,1153,1.342905283,-10.55176258,1
39,1169,1.772569776,-6.066579819,1
39,1185,-0.06666815281,-1.765106678,1
39,1201,-0.8595659137,-5.235160828,1
39,1217,-8.051336288,4.5241642,1
39,1233,-9.22177124,3.105913162,1
39,1249,-0.7191312313,1.937126875,1
39,1265,-0.8326874971,3.536863089,1
39,1281,-0.6533187628,4.969591141,1
39,1297,-0.7697198987,4.367461681,1
39,1313,-0.5628374815,4.653779507,1
39,1329,-0.4269061685,6.098782063,1
39,1345,-0.4506624937,6.042916775,1
39,1361,-1.818174124,5.915517807,1
39,1377,-4.632620335,4.51599741,1
39,1393,-4.783892632,2.676501036,1
39,1409,-3.072217226,5.105970383,1
39,1425,-3.449866533,4.619054794,1
39,1441,-3.348341942,3.809360266,1
39,1457,-3.235880613,3.966245651,1
39,1473,-3.250285625,4.521994591,1
39,1489,-3.937996864,4.532445431,1
39,1505,-3.62126112,2.923934937,1
39,1521,-1.211570263,0.6663327217,1
39,1537,-1.189341068,12.91132355,1
39,1553,3.176280499,1.714053154,1
39,1569,-6.82007885,-0.8104357719,1
39,1585,-0.868596077,-1.510444164,1
39,1601,-0.9754915237,-3.769168854,1
39,1617,-4.552855492,6.124989986,1
39,1633,-11.7129631,8.421162605,1
39,1649,-3.238387823,5.097855568,1
39,1665,0.1598715782,2.853919268,1
39,1681,-5.994116783,-5.46963501,1
39,1697,4.864474773,-0.2484073639,1
39,1713,-4.261135101,3.347487688,1
39,1729,-4.003315926,2.893978357,1
39,1745,-3.318556309,1.895267487,1
39,1761,-2.528791904,1.291916132,1
39,1777,-1.205961704,5.697786808,1
39,1793,-0.7670838833,4.517910004,1
39,1809,-0.7136797905,0.8596135378,1
39,1825,-0.5209341645,0.9891576767,1
