PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 26, filenames: A:[26]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[27]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
23,17,1.772600412,3.542901993,1
23,33,0.8110266924,4.413852215,1
23,49,2.536637783,-4.484370232,1
23,65,1.26452136,2.182828903,1
23,81,7.146412373,-5.376856327,1
23,97,3.405170202,-7.8070755,1
23,113,3.760864258,2.365427494,1
23,129,6.398797035,2.657081604,1
23,145,5.479779243,-1.665298462,1
23,161,2.778114796,-7.854844093,1
23,177,0.9788444042,0.6517352462,1
23,193,1.262974024,1.435298681,1
23,209,1.041121602,2.110905886,1
23,225,0.4593224227,0.6338690519,1
23,241,0.4123499393,-0.718085587,1
23,257,1.028409481,-0.7986471057,1
23,273,2.027607203,-0.390070796,1
23,289,3.078099251,-0.3658593893,1
23,305,-0.03825646639,0.2187517285,1
23,321,-2.393944979,-3.102131367,1
23,337,-1.549175024,-1.224326372,1
23,353,0.02461105585,-0.5857162476,1
23,369,1.566919088,-2.597235203,1
23,385,1.918978691,-1.10907495,1
23,401,0.7836154699,1.434603691,1
23,417,-0.8010525703,-0.9894000292,1
23,433,1.763056755,-3.484438658,1
23,449,11.16055679,1.855708122,1
23,465,8.953409195,1.539599419,1
23,481,4.856174946,-2.135819912,1
23,497,2.575807571,-0.4359506965,1
23,513,1.660615921,1.503080368,1
23,529,-10.41196346,6.01194334,1
23,545,0.2261864394,4.479736805,1
23,561,0.8076580763,3.707241535,1
23,577,0.02075406909,3.144928455,1
23,593,0.6247553825,2.092530012,1
23,609,-2.656304359,1.695049763,1
23,625,-3.777704239,2.029187679,1
23,641,-2.340256214,1.983044863,1
23,657,2.860951185,0.9547505379,1
23,673,10.36341095,4.41421032,1
23,689,1.308287144,-1.196938634,1
23,705,-2.142205238,1.882526875,1
23,721,-3.372044563,2.861210346,1
23,737,-1.722489476,2.12055254,1
23,753,0.4969599247,1.488346696,1
23,769,0.5207326412,1.293489218,1
23,785,-7.587518215,3.92688179,1
23,801,-1.602345228,-2.405362129,1
23,817,-0.3030877113,-0.9185461998,1
23,833,-2.427138805,4.194063187,1
23,849,-2.119103432,3.645107269,1
23,865,-2.499169827,1.439482689,1
23,881,7.098479271,0.2922286987,1
23,897,2.01700449,6.027053356,1
23,913,0.1830415726,3.615698338,1
23,929,0.7947697043,8.236351013,1
23,945,0.9369810224,1.169628143,1
23,961,-0.2943296731,3.01523304,1
23,977,-0.7304846048,0.703725338,1
23,993,-0.2379264832,1.177122593,1
23,1009,5.674304008,0.6535179615,1
23,1025,-1.507966995,8.909335136,1
23,1041,-7.780240536,4.052516937,1
23,1057,-0.7774506807,-10.29253387,1
23,1073,2.747136831,0.3881604671,1
23,1089,2.312340736,-0.7924852371,1
23,1105,-1.364875317,3.047324181,1
23,1121,-1.194708228,-1.328031301,1
23,1137,3.216032505,1.486837745,1
23,1153,-3.832165956,1.128161073,1
23,1169,-4.206960201,-1.121534824,1
23,1185,-3.387933731,-4.042049885,1
23,1201,-1.036256909,-3.789196253,1
23,1217,-0.6393044591,-1.068767548,1
23,1233,1.179605246,-0.09906172752,1
23,1249,2.583619595,-0.6455100775,1
23,1265,3.981384277,-1.561050177,1
23,1281,3.183550596,-1.427546978,1
23,1297,1.641988754,-0.6970959902,1
23,1313,-4.678622246,5.447149277,1
23,1329,-1.789052367,11.57739735,1
23,1345,9.333701134,6.388173103,1
23,1361,1.119914412,2.631192923,1
23,1377,2.652937889,3.250014067,1
23,1393,2.661939144,2.105755806,1
23,1409,0.2742831111,0.07817041874,1
23,1425,-0.9338921309,0.1003237963,1
23,1441,0.2165550143,0.8933606148,1
23,1457,0.2386308014,1.63134861,1
23,1473,-0.3426837623,1.759067059,1
23,1489,-0.6683733463,1.162287712,1
23,1505,-1.475465298,-0.2326261997,1
23,1521,-3.387368679,0.06152462959,1
23,1537,-2.633858204,0.3353540897,1
23,1553,-0.7581976652,1.565539837,1
23,1569,-0.1925316006,2.620347261,1
23,1585,0.5907487869,2.992073536,1
23,1601,-0.05353140831,-0.8736572266,1
23,1617,0.5083575249,-0.235022068,1
23,1633,0.6721389294,1.485277891,1
23,1649,-3.706421852,-6.910926819,1
23,1665,-2.307224274,6.708989143,1
23,1681,-2.322247505,6.625704765,1
23,1697,-11.75682926,2.189258575,1
23,1713,4.209673882,2.506475687,1
23,1729,2.715698481,-0.2707175016,1
23,1745,0.1978455484,-0.5577657223,1
23,1761,-8.23917675,-2.512757301,1
23,1777,-6.061953545,-2.533882618,1
23,1793,-1.420054436,-1.580986977,1
23,1809,3.012927532,6.321595192,1
23,1825,2.334753036,1.776304007,1
23,1841,1.57402575,-0.06690073013,1
23,1857,-0.4123183489,-2.287645817,1
23,1873,-0.9319689274,-3.053855419,1
23,1889,-4.103981972,-0.6692098975,1
23,1905,-2.513552189,-1.238824964,1
23,1921,-0.839866817,0.717040062,1
23,1937,0.700948596,7.655990601,1
23,1953,0.09154748917,-0.1088026762,1
23,1969,0.2402879596,0.02329453826,1
23,1985,0.9424655437,5.397170067,1
23,2001,0.3114730716,4.12983799,1
23,2017,6.578966141,6.154457569,1
23,2033,1.914135456,4.847764969,1
39,17,-1.893007994,5.276995659,1
39,33,0.03762121499,3.883241177,1
39,49,-7.199087143,2.689715862,1
39,65,-6.89786768,0.8601326942,1
39,81,-1.293507338,-1.300407052,1
39,97,-8.383015633,-0.1349258423,1
39,113,-4.951384068,0.3876391649,1
39,129,1.484696388,3.013678074,1
39,145,3.102897406,-0.3589313626,1
39,161,1.178181052,-0.3280410767,1
39,177,0.9245666265,-0.328850776,1
39,193,1.1159904,0.01181235909,1
39,209,0.8699210882,0.2615700066,1
39,225,4.26108408,2.049383163,1
39,241,-1.05450201,-1.255085468,1
39,257,0.4883744717,-1.419028282,1
39,273,1.067218065,-0.004859685898,1
39,289,0.8193486929,0.2623102963,1
