 ,Area,Mean,Min,Max,Slice,microns
1,385906.487,79.362,0,1044,1,0.000
2,385906.487,79.264,0,1309,2,0.999
3,385906.487,81.826,0,1194,3,1.999
4,385906.487,86.659,0,1807,4,2.998
5,385906.487,91.295,0,1927,5,3.998
6,385906.487,97.532,0,2003,6,4.997
7,385906.487,104.281,0,1963,7,5.997
8,385906.487,111.900,0,2389,8,6.996
9,385906.487,119.697,0,2058,9,7.996
10,385906.487,129.084,0,1771,10,8.995
11,385906.487,139.932,0,1764,11,9.995
12,385906.487,152.106,0,1966,12,10.994
13,385906.487,164.787,0,1820,13,11.993
14,385906.487,178.616,0,2543,14,12.993
15,385906.487,193.126,0,2642,15,13.992
16,385906.487,209.649,0,2295,16,14.992
17,385906.487,225.733,0,2406,17,15.991
18,385906.487,242.505,0,2752,18,16.991
19,385906.487,256.738,0,3055,19,17.990
20,385906.487,272.207,0,3106,20,18.990
21,385906.487,286.702,0,2679,21,19.989
22,385906.487,299.603,0,2543,22,20.988
23,385906.487,311.072,0,3281,23,21.988
24,385906.487,322.423,0,2895,24,22.987
25,385906.487,331.940,0,3328,25,23.987
26,385906.487,340.794,0,3610,26,24.986
27,385906.487,348.731,0,3857,27,25.986
28,385906.487,353.196,0,4168,28,26.985
29,385906.487,354.506,0,3610,29,27.985
30,385906.487,357.214,0,3667,30,28.984
31,385906.487,359.520,0,3479,31,29.984
32,385906.487,361.194,0,3201,32,30.983
33,385906.487,363.173,0,3243,33,31.982
34,385906.487,363.948,0,3230,34,32.982
35,385906.487,366.558,0,3192,35,33.981
36,385906.487,370.056,0,3563,36,34.981
37,385906.487,371.420,0,2922,37,35.980
38,385906.487,372.813,0,3163,38,36.980
39,385906.487,374.663,0,3266,39,37.979
40,385906.487,376.719,0,4546,40,38.979
41,385906.487,380.916,0,3611,41,39.978
42,385906.487,382.134,0,2837,42,40.978
43,385906.487,384.337,0,2428,43,41.977
44,385906.487,390.907,0,2701,44,42.976
45,385906.487,395.551,0,2684,45,43.976
46,385906.487,400.147,0,2041,46,44.975
47,385906.487,404.619,0,2377,47,45.975
48,385906.487,409.489,0,2508,48,46.974
49,385906.487,414.399,0,2467,49,47.974
50,385906.487,418.875,0,2220,50,48.973
51,385906.487,417.015,0,2224,51,49.973
52,385906.487,413.694,0,2317,52,50.972
53,385906.487,414.427,0,1991,53,51.971
54,385906.487,416.777,0,2261,54,52.971
55,385906.487,420.831,0,2622,55,53.970
56,385906.487,427.351,0,2189,56,54.970
57,385906.487,431.126,0,2093,57,55.969
58,385906.487,438.100,0,2382,58,56.969
59,385906.487,442.159,0,3019,59,57.968
60,385906.487,446.329,0,2803,60,58.968
61,385906.487,449.175,0,3333,61,59.967
