PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 8, filenames: A:[8]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[9]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
79,961,6.531076908,-3.426524162,1
79,993,5.09113884,-3.295013666,1
79,1025,5.685285568,-2.607637882,1
79,1057,7.589293003,-2.821658611,1
79,1089,6.576687336,-3.343744278,1
79,1121,6.760338783,-2.992437363,1
79,1153,5.796221256,-3.302786589,1
79,1185,4.084857941,-3.687746525,1
79,1217,4.053610802,-3.980258226,1
79,1249,4.994530678,-4.536769867,1
79,1281,6.06294775,-4.171575546,1
79,1313,5.657635689,-3.828788042,1
79,1345,4.779747486,-4.038315296,1
79,1377,4.322468758,-5.990213394,1
79,1409,3.743854523,-5.172379494,1
79,1441,2.155263901,-5.034542084,1
79,1473,1.422898769,-5.149729729,1
79,1505,9.730463028,5.800717354,1
79,1537,2.821818113,-4.917443275,1
79,1569,2.421208858,-4.929711819,1
79,1601,1.065206528,-4.016864777,1
79,1633,0.08734321594,-2.755951405,1
79,1665,2.041161299,-4.80253315,1
79,1697,0.2484941483,-1.419768333,1
79,1729,0.03637963533,-0.8663996458,1
79,1761,0.1653420627,-0.9332799911,1
79,1793,0.1125398874,-0.3610088825,1
79,1825,0.1410404444,-0.2225313187,1
79,1857,0.3039357066,0.157974571,1
79,1889,0.02855920792,-0.07449364662,1
79,1921,-0.09637010098,0.1669360399,1
79,1953,-0.1184014976,-0.3300486207,1
79,1985,-0.2147153169,-0.635667026,1
79,2017,0.08342808485,-1.16939497,1
111,33,3.367379189,1.127677202,1
111,65,2.559483767,0.101064533,1
111,97,1.729206562,-0.7490583658,1
111,129,1.851218581,-0.6745966077,1
111,161,2.689104319,-0.4044065475,1
111,193,3.094552994,-0.9391493797,1
111,225,2.984688282,-1.260534644,1
111,257,3.037527561,-1.394707441,1
111,289,2.219978571,-0.7367937565,1
111,321,1.843356609,-1.403013945,1
111,353,-15.22109795,-1.123361588,1
111,385,3.327214956,-1.620920181,1
111,417,2.771657467,-2.162083149,1
111,449,2.259451628,-3.635543108,1
111,481,3.665218115,-3.424302101,1
111,513,3.453649521,-3.971328735,1
111,545,3.02897644,-5.506961823,1
111,577,5.10096693,-6.938427925,1
111,609,24.04395866,-11.85235596,1
111,641,6.751628876,-23.63842583,1
111,673,4.983403683,-2.959930182,1
111,705,4.699458599,-1.35686326,1
111,737,5.324174881,-0.1498684883,1
111,769,5.739569187,-0.8891525269,1
111,801,5.762339115,-4.554391861,1
111,833,10.26371765,15.44842148,1
111,865,6.897129059,4.161720753,1
111,897,9.193368912,1.395613909,1
111,929,8.967681885,-4.150603294,1
111,961,7.279024124,-3.093217373,1
111,993,6.275417805,-2.07473731,1
111,1025,6.207582951,-3.236353159,1
111,1057,6.739355564,-3.255570889,1
111,1089,7.462142944,-3.879556656,1
111,1121,7.959100246,-4.250090599,1
111,1153,7.447721004,-4.417995453,1
111,1185,5.356742382,-4.76220417,1
111,1217,4.20593071,-4.986893654,1
111,1249,4.560240746,-5.715671062,1
111,1281,6.387246609,-4.208601952,1
111,1313,5.956536293,-4.465323448,1
111,1345,4.278700352,-5.163368702,1
111,1377,3.668505669,-5.804643631,1
111,1409,6.333614349,14.38891315,1
111,1441,3.851050854,-5.689687252,1
111,1473,3.594934464,-4.543944836,1
111,1505,3.308660507,-4.173724174,1
111,1537,2.544686317,-4.216086864,1
111,1569,1.805281878,-4.709295273,1
111,1601,0.8010061979,-5.398292542,1
111,1633,-0.6253011227,-5.141697884,1
111,1665,-0.2258242369,-4.714909077,1
111,1697,-4.055717468,-0.5458841324,1
111,1729,-2.925262928,-1.130622864,1
111,1761,-0.9409075975,-2.719631195,1
111,1793,-0.3637583554,-1.855874777,1
111,1825,-0.2071989179,-0.04072272778,1
111,1857,0.3889028132,0.2419316769,1
111,1889,0.2927384675,-0.1219560131,1
111,1921,0.2312996089,-0.2306481302,1
111,1953,-0.1802231371,-0.1061688662,1
111,1985,-0.4837360382,-0.6575122476,1
111,2017,-0.1954495907,-1.983381391,1
143,33,3.841099501,1.364947915,1
143,65,2.231197119,-0.2956932187,1
143,97,2.108183622,-0.7478306293,1
143,129,2.168087721,-0.7807546854,1
143,161,1.630659103,0.05481934547,1
143,193,2.927602768,-0.318988204,1
143,225,3.231238365,-0.4329856634,1
143,257,2.656075001,-0.8118168116,1
143,289,2.40009737,-1.728163362,1
143,321,1.546746016,-2.747828007,1
143,353,1.262839079,-2.97385788,1
143,385,1.810425639,-2.281047344,1
143,417,2.286414862,-2.418111563,1
143,449,2.025966883,-2.597378731,1
143,481,2.863778591,-2.126461267,1
143,513,3.37522459,-3.243440628,1
143,545,3.357366085,-4.542374611,1
143,577,4.357646942,-5.171003819,1
143,609,5.697954178,-4.765882969,1
143,641,-9.225229263,-11.02898312,1
143,673,5.360969543,-2.345649958,1
143,705,3.745882988,-1.753101468,1
143,737,2.63736248,-1.479755044,1
143,769,1.309299469,0.374886632,1
143,801,-11.34922981,6.170970917,1
143,833,6.188393593,-1.234533787,1
143,865,6.527890205,4.615770817,1
143,897,24.80525589,6.925335884,1
143,929,8.267045975,-1.98273325,1
143,961,7.557567596,-2.577998877,1
143,993,6.983980656,-1.172345161,1
143,1025,5.987321854,-13.34526253,1
143,1057,7.077444077,-3.566531897,1
143,1089,7.767148972,-3.477555275,1
143,1121,8.235132217,-3.529052019,1
143,1153,7.922708035,-4.058030128,1
143,1185,6.843993187,-4.222620487,1
143,1217,5.455574989,-4.504140854,1
143,1249,3.948162079,-5.763758659,1
143,1281,7.846383095,-3.051589966,1
143,1313,6.221033573,-3.837541103,1
143,1345,4.720412731,-4.332117081,1
143,1377,3.723374844,-3.749717712,1
143,1409,3.882512093,-4.052484989,1
143,1441,5.099280357,-4.540091515,1
143,1473,4.690895557,-3.863780499,1
143,1505,2.814552784,-3.49804306,1
143,1537,2.259697676,-4.065550804,1
143,1569,1.968399763,-4.64437151,1
143,1601,0.9396014214,-6.196171761,1
143,1633,-0.1016967893,-6.599515915,1
143,1665,0.08868914843,-6.333116531,1
143,1697,0.1097747684,-5.166374683,1
143,1729,-1.943585396,-3.983023643,1
143,1761,-1.112567663,-4.144985199,1
143,1793,-0.08882761002,-2.975600719,1
143,1825,0.69497931,-1.817312479,1
143,1857,0.1501492858,-0.697581172,1
143,1889,0.1425260156,-0.1282391846,1
143,1921,0.09151339531,0.1666583121,1
143,1953,0.04156719893,0.2298642397,1
143,1985,-0.2339559644,-0.3216221333,1
143,2017,-0.006518304348,-2.646768808,1
175,33,1.671227932,1.461123943,1
175,65,1.946937323,-0.09006143361,1
175,97,4.586769104,-1.859479427,1
175,129,4.15664196,-1.481907368,1
175,161,3.30017066,-0.2759485245,1
175,193,3.133909702,-0.3084823787,1
175,225,3.752791882,-0.4054536819,1
175,257,2.802001715,-0.639061451,1
175,289,2.222191811,-1.728638053,1
175,321,2.290740967,-3.380854607,1
175,353,1.58231461,-3.654643059,1
175,385,1.337020874,-2.749252081,1
175,417,1.079172492,-2.182352066,1
175,449,0.5695558786,-2.417048216,1
175,481,1.33611989,-1.883165836,1
175,513,4.726196289,-2.655728102,1
175,545,4.090980053,-3.063804388,1
175,577,3.829870462,-3.50229907,1
175,609,4.492633343,-3.976964474,1
175,641,-1.189885139,-21.89466476,1
175,673,5.7721591,-2.761319399,1
175,705,4.035403728,-2.140957832,1
175,737,4.205929279,-1.923343658,1
175,769,3.650606632,-2.016180277,1
175,801,5.807703972,-1.789576888,1
175,833,6.039343834,-1.650958896,1
175,865,6.256350517,-1.294851422,1
175,897,-1.288188457,16.83639526,1
175,929,9.156226158,-0.9125001431,1
175,961,8.031204224,-1.904971838,1
175,993,8.255800247,-2.388388634,1
175,1025,8.13060379,-2.661345959,1
175,1057,8.267379761,-2.613568783,1
175,1089,8.93552494,-2.565363169,1
175,1121,8.693450928,-2.122822523,1
175,1153,8.585621834,-2.072479725,1
175,1185,8.260412216,-2.650936842,1
175,1217,5.348391533,-2.951120138,1
175,1249,8.187114716,-2.8367033,1
175,1281,7.742756367,-3.362534761,1
175,1313,6.441299438,-3.211896181,1
175,1345,4.270632744,-1.499452114,1
175,1377,4.280176163,-2.204222202,1
175,1409,4.129331112,-3.291051388,1
175,1441,4.331842899,-3.963556767,1
175,1473,4.205126762,-3.923696995,1
175,1505,3.122014046,-4.157359123,1
175,1537,2.345240116,-4.65468502,1
175,1569,1.793979883,-5.369740009,1
175,1601,1.998826265,-6.819676399,1
175,1633,2.058328152,-8.077120781,1
175,1665,0.3044016361,-7.34143877,1
175,1697,0.7957706451,-7.194595814,1
175,1729,-0.1927127838,-7.210288525,1
175,1761,-1.26806283,-3.644293308,1
175,1793,-0.7264266014,-2.141060114,1
175,1825,1.07754302,-2.053058386,1
175,1857,-0.06472560763,-1.661655188,1
175,1889,-0.2704798579,-0.3440728188,1
175,1921,-0.09748444706,0.2162684202,1
175,1953,0.05556586385,0.2474458516,1
175,1985,-0.5508134365,0.006718873978,1
175,2017,-0.3232745528,-2.268004894,1
207,33,2.04634428,1.412673116,1
207,65,2.592943192,-0.05252674222,1
207,97,3.493168831,-0.7989920974,1
207,129,4.667982578,-0.8915429115,1
207,161,4.174980164,-0.3654431105,1
207,193,3.842128038,-0.07468217611,1
207,225,3.833071709,-0.4960213602,1
207,257,2.694904566,-1.01506865,1
207,289,2.268953085,-1.86587429,1
207,321,3.343486309,-3.449788809,1
207,353,2.414343834,-3.778328419,1
207,385,1.277642012,-3.519132137,1
207,417,0.6588402987,-2.915170908,1
207,449,0.8599896431,-3.012936115,1
207,481,1.722551346,-2.856266022,1
207,513,3.046732426,-2.270218611,1
207,545,3.295815468,-2.312503338,1
207,577,2.763688564,-1.687516689,1
207,609,3.553016663,-3.348865986,1
207,641,-3.618997097,-19.62721443,1
207,673,15.25876808,-18.58777809,1
207,705,5.248614311,-2.592832565,1
207,737,5.086680412,-2.067732096,1
207,769,5.047237396,-2.118390799,1
207,801,5.148574829,-2.56910944,1
207,833,4.771276474,-3.326005697,1
207,865,5.222961903,-1.187125921,1
207,897,6.504266262,-0.7134177685,1
207,929,7.961769581,-2.014331102,1
207,961,10.4784584,-1.941229701,1
207,993,9.637316704,-2.245061398,1
207,1025,9.279708862,-1.00067091,1
207,1057,9.934612274,-1.356370687,1
207,1089,-4.297724724,12.76310349,1
207,1121,9.285617828,-1.6814394,1
207,1153,9.19699955,-0.8211710453,1
207,1185,9.25508976,-1.713301897,1
207,1217,9.048313141,-3.509878635,1
207,1249,9.780666351,-4.133158684,1
207,1281,8.944612503,-4.947361946,1
207,1313,6.81453371,-3.319047689,1
207,1345,5.490197182,-0.8943953514,1
207,1377,4.640300751,-1.717427731,1
207,1409,4.97253418,-3.560720921,1
207,1441,5.145830631,-4.353609562,1
207,1473,5.126156807,-2.861508369,1
207,1505,3.644011497,-4.68024826,1
207,1537,2.819705725,-6.212517262,1
207,1569,2.12233305,-6.032628536,1
207,1601,2.733506203,-6.189412594,1
207,1633,2.802927494,-7.757315636,1
207,1665,0.9807977676,-7.213069439,1
207,1697,0.6008383036,-6.710107803,1
207,1729,-0.6260968447,-6.277030468,1
207,1761,-1.591709137,-2.585943222,1
207,1793,-1.263815403,-1.691426992,1
207,1825,-1.105731726,-2.090869427,1
207,1857,-0.9729991555,-2.233290672,1
207,1889,-0.1732742637,-1.826598287,1
207,1921,0.07113295794,0.2912284136,1
207,1953,-0.01034905016,0.311999321,1
207,1985,-0.2661345005,0.08887827396,1
207,2017,0.1867047548,-1.590324521,1
239,33,3.249391794,1.351891398,1
239,65,3.457805395,0.02601522207,1
239,97,1.783772945,-0.1138552725,1
239,129,3.018899679,0.0658031553,1
239,161,3.74895668,-0.0230057463,1
239,193,4.69045639,0.2558543086,1
239,225,3.906401396,0.2345298529,1
239,257,2.446236849,-1.552021623,1
239,289,2.617764235,-2.155082703,1
239,321,3.830627203,-2.769168615,1
239,353,1.883002758,-3.329693079,1
239,385,0.7503328323,-4.925519943,1
239,417,1.250845313,-4.661401272,1
239,449,0.7906138897,-2.894800425,1
239,481,0.7008428574,-2.2600739,1
239,513,1.996665359,-1.684171915,1
239,545,2.182694197,-1.639393568,1
239,577,1.196250439,-1.879045486,1
239,609,3.383455753,-2.526875257,1
239,641,4.886611938,-1.559275389,1
239,673,5.41564846,-0.1994796991,1
239,705,4.72150135,-2.404153347,1
239,737,3.849607944,-2.118372917,1
239,769,3.881163597,-2.717999458,1
239,801,4.170628548,-2.672624826,1
239,833,4.032589436,-2.820728302,1
239,865,4.810814857,-0.161714375,1
239,897,7.205408573,1.389186263,1
239,929,7.984178543,-0.3765812218,1
239,961,9.164543152,-2.396595716,1
239,993,10.64333153,-1.657671452,1
239,1025,10.23649025,-0.7127789259,1
239,1057,10.12785816,-1.346229792,1
239,1089,10.69061756,-1.188905478,1
239,1121,9.383934021,-1.130894899,1
239,1153,9.203166962,-1.236324787,1
239,1185,9.633995056,-1.449548244,1
239,1217,10.18327522,-3.781583309,1
239,1249,9.803761482,-4.752100945,1
239,1281,8.783564568,-4.710716724,1
239,1313,9.565505981,-4.156967163,1
239,1345,7.299580574,-2.938414335,1
239,1377,6.158638954,-2.85975647,1
239,1409,6.161624432,-4.245745659,1
239,1441,5.981294155,-4.951648712,1
239,1473,4.725265026,-3.978969574,1
239,1505,3.944651604,-4.947517872,1
239,1537,3.258430719,-5.833805084,1
239,1569,2.644540787,-5.422364712,1
239,1601,2.268114805,-5.051564217,1
239,1633,1.569017053,-5.566722393,1
239,1665,0.0920740962,-5.966905594,1
239,1697,0.09919542074,-5.776287079,1
239,1729,-0.2614381909,-3.150267363,1
239,1761,-1.399082422,-2.382698298,1
239,1793,-1.442911983,-2.398880005,1
239,1825,-0.8691324592,-2.724486351,1
239,1857,-0.04650759697,-3.01148653,1
239,1889,-0.1270857453,-3.369270086,1
239,1921,-0.9084396362,-3.990455389,1
239,1953,-0.004973679781,0.345707655,1
239,1985,-0.04878121614,0.1960095167,1
239,2017,0.4675785601,-1.317724705,1
271,33,3.214880943,1.333112359,1
271,65,3.049381733,0.4298054576,1
271,97,2.494282246,0.1464669257,1
271,129,2.994247437,0.4952505231,1
271,161,2.403251648,0.7250311971,1
271,193,3.24429822,0.05555843562,1
271,225,3.425975561,-0.07426854968,1
271,257,2.071589231,-0.958907187,1
271,289,2.306193829,-1.739572406,1
271,321,3.240993738,-2.416027546,1
271,353,1.794412613,-3.043595552,1
271,385,1.134567261,-4.217104435,1
271,417,1.704716206,-4.416454315,1
271,449,1.016908884,-2.19527483,1
271,481,-5.475040436,-20.72727394,1
271,513,0.3708560467,-2.228904724,1
271,545,0.886625886,-2.849275827,1
271,577,1.605630398,-1.944281101,1
271,609,3.820207834,-1.954496503,1
271,641,5.117910385,-0.609880805,1
271,673,4.336389542,0.6961351633,1
271,705,5.487388611,6.891206264,1
271,737,2.566650867,-1.482784986,1
271,769,3.683373451,-3.769287109,1
271,801,4.075359344,-1.466750145,1
271,833,5.796012402,1.393050432,1
271,865,8.950973511,2.757464647,1
271,897,8.430961609,2.109838009,1
271,929,8.667140007,0.7422310114,1
271,961,9.790858269,-0.6836929321,1
271,993,11.21771622,-0.8814291954,1
271,1025,10.29328251,-1.519946456,1
271,1057,9.657351494,-2.100883007,1
271,1089,9.613145828,-1.221099854,1
271,1121,9.443533897,-1.110751033,1
271,1153,9.321974754,-1.610718727,1
271,1185,10.21379852,-2.524870396,1
271,1217,9.611952782,-3.613592148,1
271,1249,7.991632462,-5.651238918,1
271,1281,8.742673874,-4.817306995,1
271,1313,9.879899979,-5.123586655,1
271,1345,8.516939163,-4.372236252,1
271,1377,7.735302448,-4.640993595,1
271,1409,7.129621506,-5.076148033,1
271,1441,4.363792419,-4.303199291,1
271,1473,5.077105999,-4.596319199,1
271,1505,5.514250755,-4.86649847,1
271,1537,4.160573483,-5.055617809,1
271,1569,2.886490107,-4.734743595,1
271,1601,2.274581909,-3.809991837,1
271,1633,1.107971191,-3.985088825,1
271,1665,-0.4713208675,-4.231012344,1
271,1697,0.04998883605,-3.60227108,1
271,1729,-0.4762562513,-2.702905178,1
271,1761,-1.18576169,-2.21578455,1
271,1793,-1.121935964,-2.312045574,1
271,1825,-0.4656656981,-2.506976366,1
271,1857,8.281504631,9.308724403,1
271,1889,0.1542148888,-2.814779043,1
271,1921,-1.087677479,-3.344428539,1
271,1953,-0.5198526978,-0.4806001782,1
271,1985,0.05582049489,0.2160539031,1
271,2017,0.346678406,-1.475892544,1
303,33,2.239043713,1.009694099,1
303,65,2.924514055,0.2370175719,1
303,97,4.033349037,-0.1904941499,1
303,129,4.202529907,0.07816718519,1
303,161,2.0943048,0.1836560965,1
303,193,1.732648134,-0.1647312939,1
303,225,2.103575706,-0.2647598982,1
303,257,1.628034711,-0.9246123433,1
303,289,1.45012939,-1.705811739,1
303,321,2.139109612,-1.64165926,1
303,353,1.465161443,-2.273233891,1
303,385,1.274848938,-3.64048624,1
303,417,1.811531901,-3.877665281,1
303,449,1.716724157,-2.791707516,1
303,481,1.198598385,-2.341308117,1
303,513,1.231569648,-3.226041794,1
303,545,1.52928865,-2.918101072,1
303,577,2.405235291,-1.426129103,1
303,609,3.460623503,-0.5553420186,1
303,641,3.350833654,0.1189473271,1
303,673,2.096882582,0.9024328589,1
303,705,2.663998842,1.031201005,1
303,737,3.99738574,-0.3962372243,1
303,769,3.968074083,-1.143228889,1
303,801,4.368341923,0.4257615209,1
303,833,5.701898098,4.278740406,1
303,865,23.67372131,9.900509834,1
303,897,8.942708969,1.415511966,1
303,929,9.058707237,1.459991932,1
303,961,9.969026566,0.8630066514,1
303,993,11.09980679,-0.001200348139,1
303,1025,10.625453,-1.059351683,1
303,1057,9.863851547,-1.184252381,1
303,1089,10.17844105,-0.01279330254,1
303,1121,10.17581272,-1.025031567,1
303,1153,9.675835609,-1.897110581,1
303,1185,9.739971161,-2.658398867,1
303,1217,9.412022591,-2.728142738,1
303,1249,9.192643166,-3.851393223,1
303,1281,9.425033569,-5.638822079,1
303,1313,10.15892601,-6.471060753,1
303,1345,8.946434975,-5.764750481,1
303,1377,7.90356636,-6.486563206,1
303,1409,7.409205437,-6.70639801,1
303,1441,5.594681263,-5.760615349,1
303,1473,5.558316231,-5.102712154,1
303,1505,5.837609768,-5.011767864,1
303,1537,4.488703251,-5.096222401,1
303,1569,2.822019815,-4.312562466,1
303,1601,2.06791544,-3.624459267,1
303,1633,1.344350576,-3.398094654,1
303,1665,0.3104039431,-2.856236458,1
303,1697,0.1377111673,-2.609427929,1
303,1729,-0.6597675681,-2.546737432,1
303,1761,-1.011085749,-1.719042659,1
303,1793,-0.5778509974,-1.444034338,1
303,1825,-9.868811607,-14.22605324,1
303,1857,0.9452723861,-1.658769131,1
303,1889,1.099022388,-1.170413256,1
303,1921,-0.389431566,-0.9633791447,1
303,1953,-1.602730513,-0.5684091449,1
303,1985,-0.3574781418,0.03917461634,1
303,2017,-0.1123072505,-1.355593324,1
335,33,1.04191041,0.5610945225,1
335,65,4.351997852,1.268234372,1
335,97,5.003853798,-0.6658590436,1
335,129,3.58699894,-0.1710927337,1
335,161,3.128182888,0.3150886595,1
335,193,2.192519903,0.1131253839,1
335,225,1.986632586,-0.3998432159,1
335,257,1.833147645,-0.9570852518,1
335,289,1.491470456,-1.705176711,1
335,321,0.4276270866,-1.595842838,1
335,353,-0.06460773945,-1.806473017,1
335,385,0.4965040684,-3.25245595,1
335,417,0.9371011257,-3.211839676,1
335,449,1.977521539,-3.314465046,1
335,481,1.9740417,-2.851726532,1
335,513,1.452211857,-2.740937471,1
335,545,-3.48464632,5.467701912,1
335,577,2.481831789,-1.070853949,1
335,609,2.056097031,-0.04819869995,1
335,641,2.028738976,0.1786348224,1
335,673,1.086296558,0.29115206,1
335,705,1.812818766,0.2675088346,1
335,737,4.759831429,0.2555363178,1
335,769,4.832952499,0.0480645895,1
335,801,4.665044785,1.594600439,1
335,833,5.575750351,5.696289539,1
335,865,7.695821762,4.911050797,1
335,897,-11.63431835,-3.479040384,1
335,929,9.685520172,2.825805664,1
335,961,10.26406574,1.889678478,1
335,993,11.61839485,0.6516139507,1
335,1025,11.93608189,-1.018751383,1
335,1057,10.1820364,-1.128352284,1
335,1089,8.914143562,-1.221105933,1
335,1121,10.08410072,-1.299777985,1
335,1153,10.27661514,-2.143857479,1
335,1185,9.960341454,-2.361976624,1
335,1217,9.822107315,-2.524704933,1
335,1249,10.20214653,-3.191736937,1
335,1281,10.16094589,-4.921125412,1
335,1313,10.44700909,-8.466890335,1
335,1345,9.423272133,-9.337085724,1
335,1377,8.607934952,-9.529284477,1
335,1409,6.853827,-7.537333965,1
335,1441,6.015857697,-6.965355396,1
335,1473,5.865938187,-5.9317379,1
335,1505,4.722669125,-5.346967697,1
335,1537,3.3506217,-5.408383369,1
335,1569,2.50224185,-5.100147247,1
335,1601,1.342283964,-4.346035004,1
335,1633,0.5060754418,-3.257243395,1
335,1665,0.2795840204,-2.484991789,1
335,1697,-0.2224318981,-2.509287834,1
335,1729,-0.440114975,-1.870763302,1
335,1761,-0.6303033829,0.3036011457,1
335,1793,-0.6625145078,0.3280037642,1
335,1825,-5.294775963,-19.26685143,1
335,1857,1.174605012,-0.9967999458,1
335,1889,0.377728045,-1.424457788,1
335,1921,-0.5803792477,-0.9565845728,1
335,1953,-0.9125407934,-0.5775704384,1
335,1985,-1.034724474,-0.4601752162,1
335,2017,-0.3088786602,-0.8379191756,1
367,33,0.1628095061,0.2415483147,1
367,65,3.419205427,2.165266514,1
367,97,2.973770618,-0.007587194443,1
367,129,2.765002728,-0.0003995597363,1
367,161,3.694179535,0.3278610706,1
367,193,2.753746033,0.2986079156,1
367,225,1.600097895,-0.4268708229,1
367,257,1.845046639,-0.8087294102,1
367,289,1.466401339,-1.292776704,1
367,321,0.28602314,-1.858544827,1
367,353,1.384088635,-2.44848299,1
367,385,0.7522931099,-1.995548248,1
367,417,0.8391984701,-0.8302372694,1
367,449,1.872986794,-2.111442566,1
367,481,1.417708278,-2.67210269,1
367,513,0.213332653,-1.85375452,1
367,545,0.6621488333,-1.376133561,1
367,577,3.673645496,-1.920601487,1
367,609,2.305891514,-0.8007095456,1
367,641,1.447249532,-0.08199870586,1
367,673,1.25710535,0.2010547668,1
367,705,0.9153094292,-0.6682110429,1
367,737,2.867518187,0.8224502802,1
367,769,4.542564392,0.3224048018,1
367,801,4.617332935,1.63255167,1
367,833,5.601472855,4.943140984,1
367,865,6.319013119,4.360697746,1
367,897,7.705588818,3.218392372,1
367,929,9.419220924,4.261665344,1
367,961,10.60926819,2.690046549,1
367,993,12.05787945,1.288107157,1
367,1025,14.20623779,-1.770714283,1
367,1057,11.55784798,-1.829926252,1
367,1089,6.642102242,-3.472123146,1
367,1121,9.410339355,-1.849090934,1
367,1153,10.20392418,-1.458653927,1
367,1185,10.11436749,-0.5022463799,1
367,1217,10.2172842,-2.628687382,1
367,1249,11.02712822,-3.711516142,1
367,1281,11.01552773,-5.008619308,1
367,1313,10.18480396,-8.990531921,1
367,1345,9.816792488,-10.10358238,1
367,1377,7.831759453,-7.797986031,1
367,1409,7.094115734,-7.873788834,1
367,1441,6.571008682,-7.391894341,1
367,1473,4.802648544,-6.297595024,1
367,1505,3.178312063,-5.336529255,1
367,1537,2.308377981,-4.999358654,1
367,1569,1.652157545,-4.973472118,1
367,1601,0.2550083399,-4.405470371,1
367,1633,-0.874612689,-3.444502831,1
367,1665,-1.044595361,-2.698852539,1
367,1697,-0.9118812084,-2.30025816,1
367,1729,0.3311215043,-0.2729456425,1
367,1761,0.4837107062,1.335653305,1
367,1793,-0.8774579763,0.05774846673,1
367,1825,-4.027505875,-18.28991127,1
367,1857,-0.5681282282,-0.4265868068,1
