PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 25, filenames: A:[25]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[26]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,2.185964108,1.634239554,1
47,65,0.4154506922,0.03839246929,1
47,97,0.660954535,-1.053210616,1
47,129,0.09258538485,-1.425773382,1
47,161,-0.3379579782,-1.195894718,1
47,193,0.02740716934,-1.97033,1
47,225,-0.5884542465,-1.91609931,1
47,257,-2.029651165,-1.5213449,1
47,289,11.72598457,1.703064442,1
47,321,1.439350128,-0.8922721148,1
47,353,1.756647825,-1.127894521,1
47,385,1.493293285,-0.4673422575,1
47,417,1.688335538,-0.9753255844,1
47,449,0.513222456,-1.173275828,1
47,481,-0.5304225683,-0.443472147,1
47,513,-0.8458186388,-0.08402955532,1
47,545,-1.125826001,-0.7123548985,1
47,577,0.5764122009,-2.479707003,1
47,609,-14.36167526,-18.02479362,1
47,641,-0.61039114,-4.184857368,1
47,673,0.5986661315,-3.245510578,1
47,705,0.7207483053,-3.099708557,1
47,737,-0.5099357367,-4.104002953,1
47,769,-0.2228966951,-3.567056179,1
47,801,0.2636687756,-2.169438124,1
47,833,-1.57855022,-0.6136245728,1
47,865,-1.470098019,-0.9233100414,1
47,897,-1.042549133,-3.496816635,1
47,929,1.077932596,-3.169767857,1
47,961,1.410864711,-2.009653091,1
47,993,0.5248346329,-2.208040476,1
47,1025,0.03703689575,-4.439151287,1
47,1057,-0.6835258603,-4.335867405,1
47,1089,-1.416125774,-2.746876717,1
47,1121,-2.471059799,-3.415380955,1
47,1153,-2.057380676,-3.052704811,1
47,1185,-0.0580059886,-3.02793026,1
47,1217,2.354266167,-3.686843634,1
47,1249,2.540390968,-1.80232048,1
47,1281,2.311360836,-0.8213236332,1
47,1313,2.011036396,-0.2833218575,1
47,1345,2.648196697,-0.4972419739,1
47,1377,2.758280277,-0.8312072158,1
47,1409,2.05967617,-2.967318535,1
47,1441,0.3497984409,-5.151099205,1
47,1473,-0.6079869866,-5.642755508,1
47,1505,-0.7748172283,-5.161700249,1
47,1537,-1.090689659,-3.623599529,1
47,1569,-0.9092283249,-2.482449293,1
47,1601,-0.6707190275,-1.258269072,1
47,1633,-0.6558901072,0.2628725469,1
47,1665,-0.2224775553,0.904148519,1
47,1697,0.2601614594,0.3109265566,1
47,1729,0.8859046698,-0.1513454914,1
47,1761,0.5597925186,-0.2151072621,1
47,1793,0.3370175362,-0.2061318159,1
47,1825,0.07012397051,-0.3079544306,1
47,1857,-0.009541586041,-0.2535514235,1
47,1889,-0.01756827533,-0.2191776037,1
47,1921,-0.004751548171,-0.05126440525,1
47,1953,0.002398520708,-0.111317575,1
47,1985,-0.005535304546,0.1523534805,1
47,2017,0.5774849653,0.1272173822,1
79,33,1.558177948,0.1776185483,1
79,65,-10.71998978,11.48110199,1
79,97,0.1999208331,-0.6341226101,1
79,129,0.3546370268,-0.9200019836,1
79,161,0.4800114036,-1.297097445,1
79,193,0.529935956,-1.493010759,1
79,225,0.133612752,-1.583307266,1
79,257,-0.3892146349,-1.374167204,1
79,289,-0.3975535631,-1.229752779,1
79,321,-15.57858562,8.552700043,1
79,353,1.303941369,-2.229995966,1
79,385,0.7021644115,-1.503153443,1
79,417,0.9213098288,-1.114722252,1
79,449,0.8866912127,-0.168405056,1
79,481,1.318704844,-0.6409087181,1
79,513,-0.1090185344,-0.9217080474,1
79,545,-0.7742817402,-1.329955459,1
79,577,-10.1440258,-11.56492996,1
79,609,0.1490513682,-3.025826931,1
79,641,0.187061727,-3.560327291,1
79,673,0.1877999008,-3.354487658,1
79,705,-0.1943624616,-3.578431368,1
79,737,-1.096520185,-4.915452957,1
79,769,-0.7916947007,-5.111099243,1
79,801,0.3227914572,-4.789271832,1
79,833,-0.07062524557,-4.834020138,1
79,865,-0.9502682686,-2.278731823,1
79,897,-1.693667054,-2.384344101,1
79,929,-1.61129868,-3.930463552,1
79,961,-0.566134274,-1.561405897,1
79,993,-0.1826659441,-1.723251581,1
79,1025,0.1842194796,-2.462471008,1
