PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 7, filenames: A:[7]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[8]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
175,801,-1.453591824,-4.110931396,1
175,833,-1.730854511,-4.503284931,1
175,865,-0.5629791617,-6.497585773,1
175,897,1.611630917,-3.181986332,1
175,929,2.084766388,-1.328187466,1
175,961,1.00814414,-0.5801290274,1
175,993,0.653840065,-1.027376294,1
175,1025,0.04907625914,-1.565357089,1
175,1057,0.1464694738,-2.297053099,1
175,1089,0.4685863853,-2.577825546,1
175,1121,-0.09452068806,-3.18385911,1
175,1153,-1.358543158,-3.90760088,1
175,1185,-2.140489578,-4.975755215,1
175,1217,-2.792884588,-4.102196217,1
175,1249,-2.639236212,-2.498398781,1
175,1281,-2.217749357,-1.28801465,1
175,1313,-1.668935776,-0.4692518115,1
175,1345,-1.398365498,0.6777529716,1
175,1377,-1.373462915,2.893997669,1
175,1409,-1.618679762,2.281698704,1
175,1441,-3.576428413,1.618795753,1
175,1473,-6.439161301,0.5250940323,1
175,1505,-5.515911102,1.077611327,1
175,1537,-3.805462837,1.198310971,1
175,1569,-3.246557474,0.8577828407,1
175,1601,-2.889627218,0.7774870992,1
175,1633,-2.572565317,0.491587162,1
175,1665,-3.653577805,1.407334566,1
175,1697,-4.156626225,1.699675798,1
175,1729,-2.898066044,2.975378275,1
175,1761,-1.837061644,3.858320236,1
175,1793,-1.551453352,3.891542435,1
175,1825,-2.854606628,4.265435219,1
175,1857,-2.987449408,4.211996078,1
175,1889,-0.3621451855,0.2167081833,1
175,1921,0.3889603615,0.2907296419,1
175,1953,0.5074397922,0.161400795,1
175,1985,0.4548026919,-0.136541456,1
175,2017,-1.590583801,-0.830426693,1
207,33,-0.1787166297,3.449941874,1
207,65,0.8732171655,-2.345276356,1
207,97,1.862562656,-3.238584042,1
207,129,1.896661997,-3.383644342,1
207,161,0.638731122,-1.902256966,1
207,193,-0.8368201256,-3.18864131,1
207,225,-0.7916047573,-3.342836618,1
207,257,-0.1012935936,-3.161359549,1
207,289,-0.1324007511,-3.902146101,1
207,321,0.2872465253,-3.150991917,1
207,353,2.260758877,-1.919747353,1
207,385,-3.062893391,-25.2656517,1
207,417,-0.4844353795,-5.732508183,1
207,449,-0.3211756945,-5.721749783,1
207,481,-0.9784812927,-5.41289711,1
207,513,-2.35406971,-5.532865047,1
207,545,-1.874379635,-5.681741238,1
207,577,-1.474429369,-5.376675129,1
207,609,-2.154984236,-6.047589302,1
207,641,-2.446488142,-6.458400726,1
207,673,-1.943661451,-7.237048626,1
207,705,-1.653330564,-6.030463219,1
207,737,-2.68419981,-5.853159904,1
207,769,-2.384990692,-5.469957352,1
207,801,-1.466645241,-4.31889534,1
207,833,-1.210932016,-4.728649616,1
207,865,-0.3753452301,-5.093164444,1
207,897,0.423109293,-3.605627537,1
207,929,1.052303553,-2.804032564,1
207,961,1.444703221,-1.53295517,1
207,993,1.135035276,-1.189451694,1
207,1025,0.5632067323,-2.185943604,1
207,1057,0.4893237352,-2.614197969,1
207,1089,0.3379481435,-2.48453331,1
207,1121,0.1678007841,-2.668887854,1
207,1153,-0.5295950174,-3.496512651,1
207,1185,-1.612011909,-3.993646622,1
207,1217,-2.378451824,-3.80416441,1
207,1249,-2.185021162,-1.71329236,1
207,1281,-1.515275598,-0.3847240806,1
207,1313,-1.822077513,0.06873750687,1
207,1345,-1.628302813,0.7246677279,1
207,1377,-1.14200592,4.025920868,1
207,1409,-1.870247722,2.819335938,1
207,1441,-3.822330713,-0.9889684916,1
207,1473,-6.345924854,0.08078068495,1
207,1505,-2.906943321,0.412530303,1
207,1537,-2.629441261,0.151709944,1
207,1569,-2.733744621,0.4144896269,1
207,1601,-2.997678757,0.8113006353,1
207,1633,-2.834292889,0.5281113982,1
207,1665,-3.278805256,0.4882478118,1
207,1697,-3.480727911,1.455309629,1
207,1729,-2.894872665,2.367135525,1
207,1761,-2.49413538,3.247171402,1
207,1793,-2.874835491,3.429813385,1
207,1825,-3.355803967,3.661784172,1
207,1857,-3.315902233,4.118473053,1
207,1889,-2.225239038,3.860905647,1
207,1921,0.2740488052,0.3019902706,1
207,1953,0.3375141621,-0.1333158016,1
207,1985,0.3159889281,0.0283395052,1
207,2017,1.399328709,-3.301972628,1
239,33,-0.2279552221,3.790916681,1
239,65,0.5915215015,-2.908252954,1
239,97,1.014086485,-1.948430538,1
239,129,0.8787098527,-2.166359186,1
239,161,0.7578213215,-2.915682316,1
239,193,0.3128548861,-3.034619331,1
239,225,0.6512361765,-2.779854774,1
239,257,1.045261383,-2.869266987,1
239,289,1.53065145,-2.978529692,1
239,321,0.7870095968,-2.966097116,1
239,353,-0.9803552032,-4.347542286,1
239,385,-13.95196056,-12.4679718,1
239,417,-1.155853152,-6.454604149,1
239,449,-0.7214751244,-6.303843498,1
239,481,-1.045163393,-5.410058975,1
239,513,-2.034152031,-4.04674387,1
239,545,-1.901301622,-5.701682568,1
239,577,-1.161204696,-6.532468319,1
239,609,-2.012205124,-6.990828514,1
239,641,-2.546592712,-7.243596077,1
239,673,-2.76677537,-6.894256592,1
239,705,-2.584526062,-6.270162582,1
239,737,-1.592915058,-5.913587093,1
239,769,-1.112194777,-5.537991047,1
239,801,-1.380763531,-4.669255733,1
239,833,-0.7382338047,-3.708761215,1
239,865,-0.5795429349,-3.924726725,1
239,897,-0.2373685241,-3.310327053,1
239,929,1.382380486,-2.417448997,1
239,961,1.517276049,-1.484987617,1
239,993,1.031973839,-0.8875546455,1
239,1025,1.229971409,-2.695219994,1
239,1057,1.424024701,-4.543195724,1
239,1089,1.336710095,-3.280079365,1
239,1121,0.8759346008,-1.488334179,1
239,1153,0.6462114453,-2.667612076,1
239,1185,-0.400270164,-3.831749439,1
239,1217,-1.681407213,-3.580742359,1
239,1249,-1.733371615,-0.968585968,1
239,1281,-1.443214178,0.7389264107,1
239,1313,-1.209212303,0.6468474865,1
239,1345,-0.8893879652,3.727822781,1
239,1377,-1.15835011,5.279860973,1
239,1409,-2.411549807,2.545886993,1
239,1441,-2.747135401,-0.6676011086,1
239,1473,-2.25651288,-0.8284704685,1
239,1505,-1.680269003,-0.1163679659,1
239,1537,-1.812661886,-0.1069143713,1
239,1569,-2.574830294,0.675661087,1
239,1601,-3.138420105,1.231165171,1
239,1633,-1.933315754,0.8833055496,1
239,1665,-2.718864202,0.8281986713,1
239,1697,-3.251596451,0.9791183472,1
239,1729,-3.233505249,1.08506763,1
239,1761,-3.62789917,1.626275301,1
239,1793,-3.186330318,2.308089972,1
239,1825,-3.806408882,3.381047964,1
239,1857,-4.206706524,4.317180634,1
239,1889,-3.923544407,3.952581882,1
239,1921,-0.6590008736,1.702738285,1
239,1953,0.04237747192,0.06193161011,1
239,1985,0.4393353462,-1.266838908,1
239,2017,1.723500013,-5.152421474,1
271,33,1.151299953,3.494125366,1
271,65,0.5982787609,-1.546057105,1
271,97,0.6165449023,-1.674319267,1
271,129,0.6036734581,-2.064819574,1
271,161,0.3868082762,-1.657757044,1
271,193,0.4981180429,-1.196953893,1
271,225,1.450676203,-0.1840090752,1
271,257,1.56517911,-0.9185271263,1
271,289,1.347504854,-2.813108444,1
271,321,0.2019453049,-3.494728565,1
271,353,-1.304348707,-4.305903435,1
271,385,-2.266186237,-7.218891144,1
271,417,-1.245963812,-7.44855547,1
271,449,-1.37091279,-5.89986372,1
271,481,-1.667042732,-5.592402935,1
271,513,-2.489489555,-4.311544895,1
271,545,-2.36319828,-5.840375423,1
271,577,-2.072988749,-6.868910313,1
271,609,-1.497331381,-7.692083836,1
271,641,-2.288911343,-7.673774242,1
271,673,-3.051802635,-6.890692711,1
271,705,-14.44438362,-7.65208149,1
271,737,-2.217997551,-5.710422993,1
271,769,0.4515779018,-21.20760918,1
271,801,-2.29474926,-4.405743599,1
271,833,-0.6087030768,-3.437699318,1
271,865,0.09430277348,-3.623269558,1
271,897,1.019658685,-2.649819136,1
271,929,2.030235767,-1.735350728,1
271,961,2.530699968,-1.341713548,1
271,993,1.485610247,-1.517891288,1
271,1025,1.623914838,-3.18247366,1
271,1057,1.784151077,-4.31380558,1
271,1089,1.186545014,-2.748759031,1
271,1121,0.9402699471,-0.7646522522,1
271,1153,1.932507277,-2.047678471,1
271,1185,0.3903036118,-2.15041995,1
271,1217,-0.9874942303,-2.635554075,1
271,1249,-1.528010845,-0.3961649537,1
271,1281,-1.529486656,1.568751574,1
271,1313,-1.655246377,1.550669909,1
271,1345,-1.24046874,3.891138554,1
271,1377,-0.889754355,5.20509243,1
271,1409,-1.909796715,3.227176666,1
271,1441,-2.523944378,0.8501314521,1
271,1473,-2.473968506,-0.311698854,1
271,1505,-1.567572832,-0.0843321681,1
271,1537,-1.590653658,0.207049787,1
271,1569,-2.455460072,0.9555464387,1
271,1601,-3.306654692,1.72091341,1
271,1633,-2.74952507,1.441211462,1
271,1665,-2.770643711,-0.50467062,1
271,1697,-3.528089046,0.3172103167,1
271,1729,-3.883357525,1.607375503,1
271,1761,-4.133077621,2.092529297,1
271,1793,-4.135202408,3.076473236,1
271,1825,-5.318886757,4.91728878,1
271,1857,-4.9114604,5.092949867,1
271,1889,-4.261510849,4.586420059,1
271,1921,-5.498878479,4.331003666,1
271,1953,-4.923023224,3.858647585,1
271,1985,0.539290309,-1.482691884,1
271,2017,0.6737890244,-4.45522213,1
303,33,3.307129145,3.159553528,1
303,65,1.382131577,-0.02406826615,1
303,97,1.123903632,-1.360158801,1
303,129,0.8774436712,-2.32444191,1
303,161,-0.3893459439,-1.252298832,1
303,193,0.478071034,-0.7956386805,1
303,225,1.407737017,-0.1049255133,1
303,257,1.335574746,-0.9576369524,1
303,289,0.8322498798,-2.725106716,1
303,321,0.09841698408,-3.076187134,1
303,353,-0.5632977486,-4.268295288,1
303,385,-0.8658820391,-6.119327068,1
303,417,-1.405047417,-6.552459717,1
303,449,-2.716043472,-5.37280035,1
303,481,-3.088839531,-5.658837795,1
303,513,-2.431079865,-5.106854916,1
303,545,-2.913030386,-5.703600407,1
303,577,-3.294084549,-6.516933918,1
303,609,-2.90336132,-6.307902813,1
303,641,-2.511240482,-6.603889465,1
303,673,-2.699314356,-7.140949726,1
303,705,-16.36632919,-9.141254425,1
303,737,-2.434934139,-5.234107018,1
303,769,-1.800487638,-5.11589241,1
303,801,-1.210226774,-4.109325409,1
303,833,0.3819617629,-3.708863258,1
303,865,1.970241189,-3.869233847,1
303,897,1.96156168,-1.452524424,1
303,929,2.056461096,-1.101771593,1
303,961,2.260967731,-1.219258785,1
303,993,2.634361982,-1.804524422,1
303,1025,3.738895178,-2.410642624,1
303,1057,4.231804848,-2.496269226,1
303,1089,2.214396,-2.187791348,1
303,1121,0.9472830296,-1.273477793,1
303,1153,2.925397158,-3.768236399,1
303,1185,1.716094255,-1.875239968,1
303,1217,1.093845725,-1.189377546,1
303,1249,0.225092113,-0.05598056316,1
303,1281,-1.398400545,1.94580698,1
303,1313,-1.873859644,2.259659767,1
303,1345,-1.619238615,1.750598431,1
303,1377,-0.417804569,3.094514847,1
303,1409,-0.2060520947,1.387632847,1
303,1441,-0.2511801124,0.3227730989,1
303,1473,-0.4095904827,-0.8595597744,1
303,1505,-0.843947649,-0.0229254961,1
303,1537,-0.8639911413,0.3813472986,1
303,1569,-2.182330608,1.125130653,1
303,1601,-2.89067626,1.569565177,1
303,1633,-3.348581553,1.434639215,1
303,1665,-3.819616556,0.9645746946,1
303,1697,-3.366351128,2.128025055,1
303,1729,-3.341653109,2.778709173,1
303,1761,-4.305001259,3.979579449,1
303,1793,-5.535551548,5.641368866,1
303,1825,-5.774540424,5.578263283,1
303,1857,-5.59992218,5.728766918,1
303,1889,-5.043252468,5.713533878,1
303,1921,-4.681977749,5.112265587,1
303,1953,-3.005556107,3.813489437,1
303,1985,-0.07984682173,-0.7972325087,1
303,2017,2.520565033,-4.878510952,1
335,33,1.190544486,2.820056438,1
335,65,1.625389576,0.3935246468,1
335,97,1.658070326,-1.254570484,1
335,129,1.239014626,-2.128623486,1
335,161,0.8287014961,-1.10065949,1
335,193,0.2734515667,-0.8791130781,1
335,225,0.4605755806,-1.190693378,1
335,257,0.8255205154,-1.717398882,1
335,289,0.3205423951,-2.67601943,1
335,321,-0.34354496,-3.114654541,1
335,353,-0.9378376007,-4.323337078,1
335,385,-1.154494643,-5.590306282,1
335,417,-11.67124844,10.74304676,1
335,449,-10.84379578,12.0712719,1
335,481,-10.93557549,12.27408981,1
335,513,-1.488158941,-4.967844486,1
335,545,-2.679768085,-5.113148689,1
335,577,-3.723199606,-5.46993494,1
335,609,-3.628797293,-5.494194984,1
335,641,-3.649384022,-6.244447231,1
335,673,-3.598962784,-7.847546101,1
335,705,-2.679797173,-6.905024052,1
335,737,-2.43445158,-5.673142433,1
335,769,-1.662185907,-5.662576199,1
335,801,-0.2689700127,-4.979790211,1
335,833,0.9800555706,-4.637582779,1
335,865,1.936341643,-4.510822296,1
335,897,2.705186605,-1.356656551,1
335,929,1.966482878,-1.023477554,1
335,961,2.376165867,-1.325433493,1
335,993,3.641351223,-1.836979508,1
335,1025,4.919392109,-0.1569683552,1
335,1057,4.952094555,-1.102587223,1
335,1089,2.707265377,-1.939226866,1
335,1121,0.7712976933,-2.418101788,1
335,1153,4.306411266,-5.388526917,1
335,1185,4.652580261,-2.375133514,1
335,1217,3.057134151,-0.9881181717,1
335,1249,1.311698198,-0.1186212897,1
335,1281,-0.3536737561,0.6323637962,1
335,1313,-0.2573810816,2.127231121,1
335,1345,-0.4167830348,1.37847662,1
335,1377,0.2144354582,0.5939276218,1
335,1409,1.318548203,-0.2977429628,1
335,1441,1.296744108,-0.7100031376,1
335,1473,1.271855831,-0.5794446468,1
335,1505,0.1311808825,0.1581633389,1
335,1537,-1.269741058,0.6913375854,1
335,1569,-1.816336989,1.234615445,1
335,1601,-3.088217258,1.565977216,1
335,1633,-4.50832653,1.990147591,1
335,1665,-4.251683712,2.404411077,1
335,1697,-3.770092249,2.354781628,1
335,1729,-3.078023195,2.699309111,1
335,1761,-3.0783813,4.516161442,1
335,1793,-3.380801201,6.69456625,1
335,1825,-4.109017372,6.013839245,1
335,1857,-5.88298893,6.061502934,1
335,1889,-4.727864265,7.189010143,1
335,1921,-3.297524929,6.645153046,1
335,1953,3.642003298,4.418567181,1
335,1985,-0.4395927489,0.628118515,1
335,2017,3.307191133,-6.459668636,1
367,33,0.1228300631,1.992074728,1
367,65,0.8827748299,0.1932581514,1
367,97,1.17799592,-0.9685745835,1
367,129,1.661824584,-1.472378016,1
367,161,1.874307632,-0.8152651787,1
367,193,1.084323645,-1.216703176,1
367,225,0.0364959836,-1.291739821,1
367,257,-0.08088491857,-1.573938727,1
367,289,-0.9014930725,-1.97814393,1
367,321,-1.25764668,-2.732059002,1
367,353,-1.490314484,-3.886609077,1
367,385,-1.802418351,-4.910894871,1
367,417,-7.46411705,12.17259216,1
367,449,5.793699741,-23.95828629,1
367,481,4.992605209,13.28154469,1
367,513,-2.167391777,-5.011054516,1
367,545,-3.092024088,-5.012842655,1
367,577,-2.710359573,-5.063279152,1
367,609,-2.376387119,-5.161975861,1
367,641,-2.899348736,-6.399269104,1
367,673,-2.973604441,-8.830985069,1
367,705,-1.8770051,-7.5384655,1
367,737,-1.844329596,-6.35329628,1
367,769,-1.219754219,-6.156966686,1
367,801,0.3014239073,-6.046474457,1
367,833,1.040547729,-5.153918266,1
367,865,1.945086718,-3.993567944,1
367,897,3.05858922,-2.346145153,1
367,929,2.341551542,-1.372247934,1
367,961,3.217983246,-1.271780014,1
367,993,4.559544563,-1.274351597,1
367,1025,4.430608749,-1.065675497,1
367,1057,1.77638793,-0.5218818188,1
367,1089,0.4798250198,-1.491747379,1
367,1121,0.9608461857,-2.783931017,1
367,1153,1.783530712,-4.417330742,1
367,1185,3.967451572,-3.97880125,1
367,1217,4.300279617,-1.328717589,1
367,1249,2.728717089,-0.2344600558,1
367,1281,1.777249694,0.1551969647,1
367,1313,1.310161829,0.7533906698,1
