PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 11, filenames: A:[11]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[12]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,8.912248611,2.487798452,1
47,65,0.2476420403,-0.4908382893,1
47,97,0.4435145855,-1.695703506,1
47,129,0.8312726021,-2.323777199,1
47,161,1.548472762,-2.450145721,1
47,193,2.329111338,-2.677587748,1
47,225,3.214465618,-2.25688839,1
47,257,4.16601181,-2.287834406,1
47,289,4.728177071,-2.00056839,1
47,321,4.343239307,-1.22927165,1
47,353,4.181096077,-1.277394891,1
47,385,4.870308876,-1.308372498,1
47,417,5.036767006,-0.7084256411,1
47,449,6.448346138,-0.2858085632,1
47,481,6.336853027,-1.281382084,1
47,513,6.364744186,-1.198267937,1
47,545,9.852698326,18.90643692,1
47,577,6.233571053,-0.5374215245,1
47,609,13.17287827,3.043144464,1
47,641,8.925595284,0.7146034241,1
47,673,8.847074509,0.7062493563,1
47,705,9.673151016,-0.1768675148,1
47,737,10.38997841,-0.6154029369,1
47,769,10.56543732,-1.510771275,1
47,801,10.72984886,-1.542931318,1
47,833,9.837560654,-1.046739459,1
47,865,13.74564171,1.000939012,1
47,897,15.9017477,1.809725761,1
47,929,17.03102112,-2.483949184,1
47,961,16.93973541,-3.665081263,1
47,993,16.60138512,-5.071480274,1
47,1025,16.12304688,-5.590734482,1
47,1057,29.39020729,3.341050148,1
47,1089,15.96789169,-4.355175495,1
47,1121,17.34910774,-4.055177212,1
47,1153,16.17032433,-3.515618563,1
47,1185,16.86018562,-4.218361378,1
47,1217,16.63900948,-5.662648678,1
47,1249,16.21068573,-6.466685295,1
47,1281,16.24719429,-7.217540741,1
47,1313,16.09175491,-9.68373394,1
47,1345,15.47191334,-10.61168957,1
47,1377,12.49854755,-8.857727051,1
47,1409,12.68169117,-6.874477386,1
47,1441,13.37087822,-6.946437359,1
47,1473,13.51948357,-8.805305481,1
47,1505,12.22842884,-9.913977623,1
47,1537,11.36578655,-8.269039154,1
47,1569,10.96335793,-5.486293316,1
47,1601,9.483062744,-5.220734596,1
47,1633,7.432932854,-6.169064045,1
47,1665,6.952605724,-7.196409225,1
47,1697,-0.2247538567,-0.7277574539,1
47,1729,-0.04423284531,-0.3773803711,1
47,1761,-6.320502281,7.958815575,1
47,1793,0.8618006706,-0.9580860138,1
47,1825,-6.431629181,3.543262482,1
47,1857,2.409801483,-3.390910149,1
47,1889,-30.40068817,9.000967979,1
47,1921,-2.92521739,1.270340681,1
47,1953,0.7399781942,1.292449713,1
47,1985,3.054919004,-3.577075243,1
47,2017,-22.48705292,-2.078875065,1
79,33,9.607205391,1.354628563,1
79,65,0.6367864609,-0.4684463441,1
79,97,1.621420264,-0.6144307852,1
79,129,2.441249847,-0.7953060269,1
79,161,2.172193766,-0.7838244438,1
79,193,2.316655636,-1.337221146,1
79,225,2.537695169,-1.802766085,1
79,257,3.448567152,-2.632095575,1
79,289,3.709927559,-3.326215029,1
79,321,4.051190376,-2.849682331,1
79,353,4.815020561,-1.720355392,1
79,385,17.12609863,13.46460533,1
79,417,-15.40655708,-3.100881577,1
79,449,5.371378422,-1.426244617,1
79,481,5.224103451,-2.177189589,1
79,513,25.18787193,2.582732677,1
79,545,12.2749424,0.8670595884,1
79,577,8.58115387,-0.7470064163,1
79,609,9.695102692,-0.1529108584,1
79,641,10.15744019,-0.7230916023,1
79,673,9.102018356,-0.2233252227,1
79,705,9.480799675,-0.1244054288,1
79,737,9.983956337,0.05190104246,1
79,769,9.981546402,-0.3782364726,1
79,801,1.45470047,1.597286463,1
79,833,12.05011749,0.46555233,1
79,865,15.39482212,1.048614979,1
79,897,17.30399132,1.491730809,1
79,929,16.95908928,2.05840683,1
79,961,15.48617554,-3.94662571,1
79,993,16.50903702,-3.21288681,1
79,1025,17.38196373,-4.053501606,1
79,1057,19.01402473,-4.658482552,1
79,1089,18.78542137,-3.197813749,1
79,1121,18.77217865,-2.194783926,1
79,1153,18.60222435,-2.584475279,1
79,1185,18.24164391,-4.551555634,1
79,1217,17.70989227,-6.31717062,1
79,1249,17.70770264,-7.186803818,1
79,1281,17.66745377,-8.193781853,1
79,1313,16.78518105,-9.406131744,1
79,1345,16.07332611,-9.538558006,1
79,1377,15.54391098,-8.633286476,1
79,1409,15.4094944,-7.65108633,1
79,1441,14.6640501,-7.614368439,1
79,1473,13.70825291,-8.474874496,1
79,1505,12.46184826,-9.519471169,1
79,1537,11.9120512,-7.895623684,1
79,1569,11.4528141,-5.988424301,1
79,1601,10.33742905,-6.246647835,1
79,1633,8.905126572,-9.285366058,1
79,1665,8.40376091,-9.791614532,1
79,1697,7.807255745,-9.894309998,1
79,1729,-0.6084690094,-0.7727632523,1
79,1761,0.2767047882,-0.6036782265,1
79,1793,8.965976715,4.096302032,1
79,1825,0.8375859261,0.2048062086,1
79,1857,1.387052774,3.671996593,1
79,1889,-3.37502408,17.40806198,1
79,1921,-1.230126619,0.5832363963,1
79,1953,0.3279830217,-0.3786963224,1
79,1985,0.1860932708,-2.154459476,1
79,2017,-23.77702141,-4.679508209,1
111,33,-1.111838818,0.5773370862,1
111,65,1.320828319,-0.156529665,1
111,97,2.85486865,-0.01513230801,1
111,129,4.378617287,0.1307699084,1
111,161,3.769702435,-0.6973592043,1
111,193,1.857835293,-1.112619042,1
111,225,21.01170349,-8.196281433,1
111,257,3.128707886,-1.866578817,1
111,289,3.516124249,-3.559290171,1
111,321,4.162822723,-3.325274229,1
111,353,4.131066799,-0.7172433138,1
111,385,7.454030991,17.57265854,1
111,417,4.481523037,-1.182397604,1
111,449,3.809598923,-2.950196266,1
111,481,3.573622704,-2.028871059,1
111,513,5.800778866,-1.256803036,1
111,545,6.689593792,-1.287405968,1
111,577,8.098323822,-1.08444941,1
111,609,8.678056717,-0.8263478279,1
111,641,8.045084953,-0.791261971,1
111,673,8.843374252,-1.282696247,1
111,705,9.160533905,-0.7356703281,1
111,737,9.794585228,-0.2255187929,1
111,769,10.66189957,-0.05554619431,1
111,801,11.412323,0.192138195,1
111,833,11.85516262,-2.056959391,1
111,865,15.33187962,0.6593732238,1
111,897,16.8571434,0.8316466808,1
111,929,16.00583076,1.151619434,1
111,961,15.08426094,-2.235431194,1
111,993,15.57228851,-3.118041039,1
111,1025,17.9378891,-4.158427238,1
111,1057,19.78784752,-4.406927586,1
111,1089,20.31575584,-2.34158802,1
111,1121,20.42230415,-1.878727436,1
111,1153,21.76330566,-3.194477081,1
111,1185,20.40407753,-5.519296169,1
111,1217,19.21001434,-6.9803195,1
111,1249,19.55008698,-6.983723164,1
111,1281,19.29065704,-7.731574059,1
111,1313,18.0812664,-8.920940399,1
111,1345,16.73680687,-9.468020439,1
111,1377,15.8357935,-8.959922791,1
111,1409,15.29404259,-7.987780571,1
111,1441,15.42741013,-7.356639385,1
111,1473,16.07851028,-7.742198944,1
111,1505,13.61483574,-8.584136963,1
111,1537,12.27449226,-8.216745377,1
111,1569,11.50030708,-7.542097092,1
111,1601,10.43804646,-7.879508972,1
111,1633,9.552232742,-10.59862995,1
111,1665,8.192056656,-8.571069717,1
111,1697,8.908930779,-7.848175049,1
111,1729,9.241014481,-6.468245983,1
111,1761,1.189996719,-0.2691783905,1
111,1793,0.6366462708,0.04064202309,1
111,1825,3.585330963,-1.343031406,1
111,1857,2.527271748,-1.134497404,1
111,1889,0.2138745785,-0.2974205613,1
111,1921,-0.3192625046,-0.1285104752,1
111,1953,-0.2198032439,0.3231782913,1
111,1985,-0.0183672905,0.07165026665,1
111,2017,-16.42698097,-5.542635918,1
143,33,-0.4739114046,0.1885057688,1
143,65,2.091224194,0.2964773178,1
143,97,3.392023802,0.3136681914,1
143,129,4.411964893,0.3812020421,1
143,161,4.057697296,-0.3865236044,1
143,193,2.168763161,-0.9903148413,1
143,225,1.087391376,-0.1585959196,1
143,257,2.288777828,-1.74040699,1
143,289,3.223868132,-2.207452297,1
143,321,3.960334301,-1.586774588,1
143,353,4.244645596,-0.2879081964,1
143,385,4.747712135,0.6105748415,1
143,417,4.270987511,-1.033476472,1
143,449,3.060721397,-2.069970608,1
143,481,3.384669304,-1.889587402,1
143,513,5.247920036,-1.482580662,1
143,545,6.421236038,-0.7337417603,1
143,577,7.584602356,-0.8172531128,1
143,609,7.994995594,-0.8606963158,1
143,641,7.71728611,0.1788282394,1
143,673,7.815567017,0.05493330956,1
143,705,8.818292618,-1.149929523,1
143,737,10.47395039,-0.975358367,1
143,769,10.67536163,-0.2402593493,1
143,801,10.96212864,0.262850076,1
143,833,10.30734062,-1.21919167,1
143,865,13.21675682,1.682729602,1
143,897,15.1222887,3.072067261,1
143,929,16.34315109,1.781070471,1
143,961,16.96798134,-0.8067579865,1
143,993,17.90908241,-2.01834631,1
143,1025,19.30604553,-2.957705498,1
143,1057,20.62824821,-2.83935523,1
