PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[10]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
1071,1761,-1.621992588,-5.006347179,1
1071,1793,-1.81870842,-3.075660706,1
1071,1825,0.3079897761,-2.18422389,1
1071,1857,1.726156473,-1.463723063,1
1071,1889,0.7708095312,-0.7068988085,1
1071,1921,0.0988471508,-0.7414194345,1
1071,1953,-0.1637360454,-0.9881664515,1
1071,1985,0.7341115475,-0.5820332766,1
1071,2017,2.343001842,-0.512253046,1
1103,33,0.09049755335,1.765116215,1
1103,65,-0.9168060422,-4.067229271,1
1103,97,-1.569087029,-4.078747272,1
1103,129,-0.4490883946,-3.613243103,1
1103,161,-0.2847444415,-3.311524391,1
1103,193,-0.5432966352,-4.647405148,1
1103,225,-0.1333007813,-4.337087154,1
1103,257,1.934780121,-3.698298931,1
1103,289,2.251591206,-4.918591499,1
1103,321,-1.317174435,-5.205669403,1
1103,353,-0.4317419529,-8.200255394,1
1103,385,-0.3796979487,-9.409119606,1
1103,417,-0.1777781993,-8.647114754,1
1103,449,0.5307981968,-8.412416458,1
1103,481,0.5004634261,-9.518866539,1
1103,513,0.3575470448,-9.356926918,1
1103,545,1.000149965,-9.414574623,1
1103,577,1.555461526,-10.18725014,1
1103,609,1.356511474,-9.253220558,1
1103,641,-0.7994072437,-8.675174713,1
1103,673,-0.9396243095,-8.912405014,1
1103,705,-1.320216298,-8.944726944,1
1103,737,-2.132678032,-8.384971619,1
1103,769,-2.7702384,-8.838998795,1
1103,801,-1.813741922,-10.43297386,1
1103,833,-0.7218899727,-9.403212547,1
1103,865,-1.941381454,-9.980430603,1
1103,897,-4.459000587,-9.239368439,1
1103,929,-7.129029274,-7.802279472,1
1103,961,-7.212190628,-6.525569916,1
1103,993,-7.518302917,-5.742161274,1
1103,1025,-7.93290329,-4.792957306,1
1103,1057,-8.10006237,-3.241092682,1
1103,1089,-11.57336044,-6.080970764,1
1103,1121,-7.759971619,-2.100986004,1
1103,1153,-3.186090946,-6.738029957,1
1103,1185,-9.045747757,-8.089503288,1
1103,1217,-7.931176186,-13.26159573,1
1103,1249,-7.881113052,-10.22058582,1
1103,1281,-7.351764679,-10.85652161,1
1103,1313,-7.201120377,-11.30654526,1
1103,1345,-6.951180458,-9.44508934,1
1103,1377,-6.803215504,-8.965130806,1
1103,1409,-6.280085564,-8.6608181,1
1103,1441,-5.446471691,-8.647571564,1
1103,1473,-4.530165672,-6.726743698,1
1103,1505,-3.145373344,-5.762777328,1
1103,1537,-2.554087162,-5.224869728,1
1103,1569,-2.446852922,-4.47344923,1
1103,1601,-1.556773305,-3.775328636,1
1103,1633,0.2499642372,-3.599944353,1
1103,1665,1.917782664,-5.838980675,1
1103,1697,0.6773889661,-4.76396656,1
1103,1729,0.1926212311,-3.813949585,1
1103,1761,0.1790701151,-3.44949913,1
1103,1793,0.59787184,-2.488343954,1
1103,1825,2.499979973,-1.997113824,1
1103,1857,2.409319639,-1.585004568,1
1103,1889,1.224001408,-1.181321979,1
1103,1921,0.6495383382,-1.100641727,1
1103,1953,-0.1161713004,-1.063381195,1
1103,1985,0.8298898935,-0.275449872,1
1103,2017,1.572601795,-0.3598109484,1
1135,33,-0.1796274781,1.670269012,1
1135,65,-0.2819477618,-3.917907238,1
1135,97,-0.5708416104,-4.819982052,1
1135,129,-0.4651407301,-4.037359715,1
1135,161,-0.1556458175,-3.636304855,1
1135,193,-0.435284555,-4.07805109,1
1135,225,-0.09525686502,-4.668811321,1
1135,257,0.9029483199,-5.328460693,1
1135,289,-9.864850044,3.79504776,1
1135,321,0.2303190231,-6.164665699,1
1135,353,0.6710035801,-8.137173653,1
1135,385,-0.2545349896,-9.457580566,1
1135,417,0.05456496775,-9.514343262,1
1135,449,0.3163039982,-9.489442825,1
1135,481,0.009831368923,-9.377563477,1
1135,513,0.27075243,-8.934947968,1
1135,545,0.6741813421,-8.701534271,1
1135,577,0.5988559723,-9.736779213,1
1135,609,-1.199185133,-9.756018639,1
1135,641,-0.9736728668,-8.672236443,1
1135,673,-0.9933474064,-8.523337364,1
1135,705,-1.688308239,-8.834895134,1
1135,737,-2.925359249,-7.839465618,1
1135,769,-4.306929111,-7.137257576,1
1135,801,-3.36630249,-10.16393471,1
1135,833,-2.463580132,-9.098155975,1
1135,865,-3.336776733,-8.782180786,1
1135,897,-5.552268028,-8.041106224,1
1135,929,-6.741776466,-6.414239883,1
1135,961,-8.317590714,-5.608026981,1
1135,993,-9.103242874,-5.7897892,1
1135,1025,-10.25658512,-6.129993439,1
1135,1057,-11.23743629,-4.549908638,1
1135,1089,-10.21209049,-5.762098789,1
1135,1121,-11.3399229,0.6522369385,1
1135,1153,-13.13830471,-3.964631081,1
1135,1185,-11.25081253,-9.781932831,1
1135,1217,-10.17701721,-10.45173454,1
1135,1249,-9.557299614,-8.780313492,1
1135,1281,-15.38195324,-8.499875069,1
1135,1313,-10.62509155,-8.31374836,1
1135,1345,-8.583004951,-7.416830063,1
1135,1377,-7.596150398,-6.765323162,1
1135,1409,-7.611951828,-6.955276012,1
1135,1441,-7.092738628,-6.596427441,1
1135,1473,-5.245001316,-5.982683182,1
1135,1505,-4.045308113,-5.068449974,1
1135,1537,-3.034673691,-5.077151299,1
1135,1569,-2.491696596,-4.75633049,1
1135,1601,-1.78790009,-4.170339108,1
1135,1633,-0.3920382261,-4.403037548,1
1135,1665,0.4739205837,-5.618384361,1
1135,1697,-0.5679669976,-4.577217579,1
1135,1729,-0.5927755237,-3.761006117,1
1135,1761,0.7469655275,-2.643074512,1
1135,1793,1.690033197,-2.055711985,1
1135,1825,2.514702797,-1.371322155,1
1135,1857,2.538108587,-1.216289401,1
1135,1889,1.54411912,-1.368175507,1
1135,1921,0.6979453564,-1.344046593,1
1135,1953,0.7745310664,-1.394436836,1
1135,1985,0.6664465666,-1.263692856,1
1135,2017,0.4234810472,-0.8558675051,1
1167,33,-1.312136769,1.651619911,1
1167,65,-1.010099411,-1.83075881,1
1167,97,-1.137788892,-2.941304684,1
1167,129,-0.9394108057,-3.393983126,1
1167,161,0.02980956435,-3.019100666,1
1167,193,-0.1578813642,-4.273443699,1
1167,225,-0.03319019079,-5.155529976,1
1167,257,1.236536264,-5.544332027,1
1167,289,1.380448818,-6.601620197,1
1167,321,1.504769325,-7.02885294,1
1167,353,1.391357541,-7.565831184,1
1167,385,0.5678431988,-8.53303051,1
1167,417,0.5161858797,-9.492015839,1
1167,449,0.7671693563,-10.28252792,1
1167,481,0.4521956444,-9.298387527,1
1167,513,0.8700525761,-7.916867256,1
1167,545,0.9068730474,-8.342321396,1
1167,577,0.1347536743,-9.648089409,1
1167,609,-1.071416736,-9.16914463,1
1167,641,-1.026818514,-7.963006973,1
1167,673,-1.099161386,-7.719098091,1
1167,705,-1.762642264,-8.019971848,1
1167,737,-3.293451309,-7.676392078,1
1167,769,-4.755591393,-6.72406435,1
1167,801,-4.638629913,-7.96549511,1
1167,833,-4.813995361,-8.420053482,1
1167,865,-5.779981613,-8.428581238,1
1167,897,-7.175007343,-7.615598679,1
1167,929,-7.988182545,-5.314695835,1
1167,961,-7.632786274,-5.328980923,1
1167,993,-7.61269331,-5.841208935,1
1167,1025,-7.394110203,-6.519483566,1
1167,1057,-8.933421135,-5.585414886,1
1167,1089,-11.78251553,-5.369153976,1
1167,1121,-19.16225052,-2.544994831,1
1167,1153,-21.62566185,-5.724154949,1
1167,1185,-14.57075596,-8.432638168,1
1167,1217,-12.36885262,-7.196148872,1
1167,1249,-17.14773178,-9.786754608,1
1167,1281,-16.61915588,-9.67870903,1
1167,1313,-12.804636,-7.458906174,1
1167,1345,-9.195094109,-6.634907246,1
1167,1377,-8.581659317,-5.733934879,1
1167,1409,-8.293167114,-5.765960693,1
1167,1441,-6.706655979,-5.283027172,1
1167,1473,-0.4796757698,-22.02120781,1
1167,1505,-5.95259428,-4.832884312,1
1167,1537,-3.386036873,-5.346085072,1
1167,1569,-2.889733076,-5.723395348,1
1167,1601,-2.757703066,-4.698355198,1
1167,1633,-2.33407259,-3.542185783,1
1167,1665,-1.605651379,-3.627765179,1
1167,1697,-1.418353319,-4.947562218,1
1167,1729,-1.10818243,-5.094943047,1
1167,1761,-0.7318437099,-3.10308218,1
1167,1793,0.1116703749,-1.775123239,1
1167,1825,0.6900680661,-0.7777400017,1
1167,1857,1.306730747,-0.2641090751,1
1167,1889,1.207321644,-0.4042944312,1
1167,1921,0.816852808,-0.3966754675,1
1167,1953,1.930491447,-0.7906996012,1
1167,1985,1.739088297,-1.70950675,1
1167,2017,0.6072003245,-0.9538223147,1
1199,33,-1.064853549,0.9282253981,1
1199,65,-0.8171092272,-1.490560055,1
1199,97,-0.992878139,-1.78476131,1
1199,129,-0.4771385193,-2.137620687,1
1199,161,0.03437842429,-1.98540473,1
1199,193,-0.1048833728,-3.957292557,1
1199,225,0.4823688269,-5.157965183,1
1199,257,1.292310357,-5.334113121,1
1199,289,2.058026075,-6.22787571,1
1199,321,18.78218079,1.511158466,1
1199,353,15.47392178,4.090934277,1
1199,385,0.3289400339,-7.862182617,1
1199,417,0.1192481816,-8.672021866,1
1199,449,0.2785950899,-9.873175621,1
1199,481,0.1570182294,-8.507213593,1
1199,513,0.6494529247,-7.848848343,1
1199,545,1.271390796,-8.485739708,1
1199,577,1.06167531,-8.768796921,1
1199,609,0.4533749223,-8.060003281,1
1199,641,-0.1122269332,-7.332003117,1
1199,673,-0.4383726716,-7.373085022,1
1199,705,-1.011242509,-7.807190418,1
1199,737,-1.74414897,-7.739705563,1
1199,769,-3.410403013,-7.548258305,1
1199,801,-4.52542305,-7.383071423,1
1199,833,-5.536078453,-8.001498222,1
1199,865,-6.91743803,-8.41782856,1
1199,897,-7.848145485,-6.753040314,1
1199,929,-8.030862808,-5.571806908,1
1199,961,-7.516224861,-4.994478703,1
1199,993,-7.339396954,-5.706811905,1
1199,1025,-7.611417294,-6.591519356,1
1199,1057,-10.13622761,-5.310648441,1
1199,1089,-14.18221092,-5.107395172,1
1199,1121,-19.92138863,-5.216970921,1
1199,1153,-20.76065636,-5.597129822,1
1199,1185,-17.25964165,-6.294765949,1
1199,1217,-14.27975368,-6.284240246,1
1199,1249,-17.18510628,-9.086896896,1
1199,1281,-16.32165146,-8.92338562,1
1199,1313,-11.8076334,-6.676938057,1
1199,1345,-10.1493187,-6.191216946,1
1199,1377,-9.417544365,-5.239235878,1
1199,1409,-8.177581787,-5.673253536,1
1199,1441,-6.292741776,-4.965117455,1
1199,1473,14.24368668,-4.917378902,1
1199,1505,-5.762533665,-4.2102952,1
1199,1537,-4.196306229,-4.931777,1
1199,1569,-5.033228874,-6.009131432,1
1199,1601,-4.758648396,-4.206843376,1
1199,1633,-4.25340271,-3.211493254,1
1199,1665,-2.675748348,-2.978724241,1
1199,1697,-1.02454114,-3.264829397,1
1199,1729,-0.3445701599,-4.538352489,1
1199,1761,-0.6938562989,-3.229689598,1
1199,1793,-0.2759909332,-0.6937570572,1
1199,1825,-0.04828205705,0.1359231472,1
1199,1857,0.2264097035,-0.3137644529,1
1199,1889,0.7174911499,-0.1260905862,1
1199,1921,0.8190619349,-0.2500971556,1
1199,1953,0.737429738,-1.148358583,1
1199,1985,0.6554534435,-1.6425879,1
1199,2017,0.6476963162,-0.6891947389,1
1231,33,-0.3092862368,0.5714607239,1
1231,65,-0.3310306668,-3.654054403,1
1231,97,-0.5530650616,-2.595208406,1
1231,129,-0.554071188,-1.556850195,1
1231,161,-0.5228005648,-1.801027536,1
1231,193,0.1728992313,-3.919028759,1
1231,225,1.100577474,-4.843492508,1
1231,257,1.155335188,-5.232041359,1
1231,289,1.070665956,-6.08124876,1
1231,321,0.2095367312,-7.242141247,1
1231,353,-0.3050066233,-8.316274643,1
1231,385,0.1601570547,-7.970854282,1
1231,417,-0.4300589561,-7.929039478,1
1231,449,-0.4868565202,-8.33447361,1
1231,481,-0.4100382924,-7.629555702,1
1231,513,0.3121488988,-7.494153023,1
1231,545,0.6244484186,-7.804049015,1
1231,577,0.638705492,-7.602501869,1
1231,609,0.5073531866,-7.177842617,1
1231,641,18.67642975,-9.188308716,1
1231,673,0.2977028489,-7.416445732,1
1231,705,-1.102731228,-7.81648159,1
1231,737,-1.719634533,-8.116840363,1
1231,769,-2.799010038,-7.320505619,1
1231,801,-3.92329073,-7.115623951,1
1231,833,-5.173869133,-7.026184559,1
1231,865,-6.842500687,-7.260510921,1
1231,897,-7.571551323,-5.765519142,1
1231,929,-8.104330063,-4.782551289,1
1231,961,-7.974247932,-3.628869057,1
1231,993,-7.966429234,-4.836707115,1
1231,1025,-10.78126812,-5.188508511,1
1231,1057,-13.16526127,-4.640241623,1
1231,1089,-16.7822361,-4.735484123,1
1231,1121,-18.76652145,-7.205115795,1
1231,1153,-18.95408821,-5.698734283,1
1231,1185,-18.12618828,-5.512433052,1
1231,1217,-15.48730183,-5.535421371,1
1231,1249,-15.69133377,-8.568209648,1
1231,1281,-13.56538582,-4.643836498,1
1231,1313,-11.53448105,-5.455295563,1
1231,1345,-12.3596487,-5.465319157,1
1231,1377,-10.23882008,-5.019287586,1
1231,1409,-7.021609306,-5.194869518,1
1231,1441,-6.184586525,-4.817068577,1
1231,1473,-6.092093945,-4.707773209,1
1231,1505,-4.162426949,-4.444208622,1
1231,1537,-4.42181015,-4.616036892,1
1231,1569,-5.434849262,-4.824157238,1
1231,1601,-4.961735725,-3.800864697,1
1231,1633,-3.875369072,-3.31609273,1
1231,1665,-2.880660772,-2.534928322,1
1231,1697,-2.012981415,-1.68995142,1
1231,1729,-1.34552443,-2.42398119,1
1231,1761,-0.7848644853,-2.777660608,1
1231,1793,-0.5655741692,-1.539048076,1
1231,1825,-1.085236311,-0.04165482521,1
1231,1857,-0.9521362782,-1.190397501,1
1231,1889,-0.1457695961,-1.390095234,1
1231,1921,1.04407382,-1.683060884,1
1231,1953,1.500481129,-2.099914551,1
1231,1985,0.8892124295,-2.197906494,1
1231,2017,-0.1480582654,-0.5885745883,1
1263,33,-19.116745,1.592289686,1
1263,65,0.04938939214,-4.082368851,1
1263,97,-0.9223137498,-3.764584541,1
1263,129,-1.120952725,-2.475969791,1
1263,161,11.55819511,-13.62650967,1
1263,193,0.6185460687,-4.309533596,1
1263,225,0.7040398121,-5.191546917,1
1263,257,0.2286221981,-5.533770084,1
1263,289,0.3549289107,-5.927126408,1
1263,321,-0.08312240243,-6.771820545,1
1263,353,-0.2222873569,-7.65380764,1
1263,385,-0.5800762773,-7.272605419,1
1263,417,-1.507711887,-7.165760517,1
1263,449,-1.664763212,-7.124076843,1
1263,481,-1.398889303,-7.43142271,1
1263,513,-0.4904664755,-7.594064713,1
1263,545,0.3215130568,-7.520559311,1
1263,577,0.3718049526,-7.304372311,1
1263,609,-0.1914372444,-6.515903473,1
1263,641,-0.5559846163,-6.898583412,1
1263,673,-0.9561410546,-6.631174564,1
1263,705,-2.8307271,-7.107016563,1
1263,737,-3.073260069,-7.712878227,1
1263,769,-3.456641436,-6.62085104,1
1263,801,-4.209928513,-6.435915947,1
1263,833,-4.954906464,-5.592747211,1
1263,865,-6.455462456,-4.99737978,1
1263,897,-7.547749996,-4.696362495,1
1263,929,-10.14663887,-4.463591099,1
1263,961,-9.788686752,-3.895488977,1
1263,993,-8.534837723,-4.190201759,1
1263,1025,-11.25461769,-5.027966499,1
1263,1057,-13.92183304,-1.978920937,1
1263,1089,-18.41810608,-4.372086525,1
1263,1121,-20.20106506,-10.28089905,1
1263,1153,-17.77038383,-5.291282177,1
1263,1185,-17.19620514,-5.024171352,1
1263,1217,-15.64616585,-4.640371799,1
1263,1249,-12.5273819,-5.921718121,1
1263,1281,-11.71674442,-5.282993317,1
1263,1313,-11.1014204,-4.941152096,1
1263,1345,-11.6764183,-4.85499382,1
1263,1377,-10.38976479,-4.63323307,1
1263,1409,-6.824274063,-4.184131145,1
1263,1441,-6.656468391,-3.887816668,1
1263,1473,-6.519022465,-4.104207993,1
1263,1505,-4.852990627,-3.902451515,1
1263,1537,-4.360205173,-3.583858967,1
1263,1569,-4.453636169,-3.986342907,1
1263,1601,-2.011701107,-4.56949234,1
1263,1633,-0.7959711552,-3.038504839,1
1263,1665,-3.166559458,-2.583428144,1
1263,1697,-2.595138073,-2.469573498,1
1263,1729,-1.511934996,-2.528289318,1
1263,1761,-0.9271150827,-2.934175968,1
1263,1793,-1.093897462,-2.512982607,1
1263,1825,-1.793565392,-1.750492096,1
1263,1857,-1.36249423,-1.588217854,1
1263,1889,-0.1449747682,-1.889498949,1
1263,1921,1.509003401,-2.830277681,1
1263,1953,2.29114151,-2.90538764,1
1263,1985,0.9285222292,-2.967702389,1
1263,2017,-0.1172595918,-0.5377472639,1
1295,33,0.04893511534,0.6987855434,1
1295,65,0.4473625422,-3.255657434,1
1295,97,0.4927707911,-3.754216194,1
1295,129,-1.118310094,-3.247192383,1
1295,161,-1.340186834,-3.926612854,1
1295,193,-0.6794813275,-4.793539524,1
1295,225,-0.6694895029,-5.93488884,1
1295,257,-1.109552145,-5.631168365,1
1295,289,0.02624720335,-4.694049358,1
1295,321,0.08086949587,-5.538495064,1
1295,353,-0.176489532,-5.956254959,1
1295,385,-0.8611878753,-6.633373737,1
1295,417,-1.629547834,-6.623481274,1
1295,449,-2.020534992,-6.10001564,1
1295,481,-1.237264395,-6.46663332,1
1295,513,-0.8115128875,-6.86037302,1
1295,545,-0.5323228836,-7.196557522,1
1295,577,-0.2681132257,-7.010891914,1
1295,609,-0.4976097345,-5.839816093,1
1295,641,15.70222187,3.914297104,1
1295,673,9.792602539,-17.53894234,1
1295,705,-2.938076973,-5.909721851,1
1295,737,-3.19218111,-6.731885433,1
1295,769,15.11791992,-3.288249493,1
1295,801,-4.373806953,-6.034522057,1
1295,833,-5.012640953,-4.462356567,1
1295,865,-6.129667282,-2.864554405,1
1295,897,-7.278429031,-3.723845959,1
1295,929,-8.597423553,-3.750350714,1
1295,961,-10.22898865,-2.777299881,1
1295,993,-13.34715748,-2.633913994,1
1295,1025,-11.8528862,-3.297456026,1
1295,1057,-14.37734318,0.3225159645,1
1295,1089,-17.555439,-3.927555561,1
1295,1121,-17.75710297,-4.798194885,1
1295,1153,-17.15121078,-4.496759892,1
1295,1185,-17.64012909,-4.508137226,1
1295,1217,-15.51695347,-4.379189014,1
1295,1249,-13.32679844,-4.674907207,1
1295,1281,-9.125893593,-5.851621151,1
1295,1313,-9.599859238,-4.210149288,1
1295,1345,-8.927592278,-3.5314641,1
1295,1377,-8.788261414,-3.533270359,1
1295,1409,-6.178132534,-2.543576241,1
1295,1441,-5.962557316,-2.234571218,1
1295,1473,-5.967089176,-2.31414485,1
1295,1505,-4.771076679,-2.475916386,1
1295,1537,-2.833679676,-2.727869511,1
1295,1569,-1.280473709,-3.292589664,1
1295,1601,-0.3655381203,-4.234692574,1
1295,1633,-0.03197693825,-3.601528883,1
1295,1665,-2.051160812,-3.184913158,1
1295,1697,-1.630054832,-2.8281672,1
1295,1729,1.029213309,-2.41691947,1
1295,1761,0.6358742714,-1.913403034,1
1295,1793,15.20383263,2.485669613,1
1295,1825,-1.065198183,-2.50675416,1
1295,1857,-0.9525066614,-2.424782753,1
1295,1889,0.1831653118,-2.897800207,1
1295,1921,1.389837027,-3.06562829,1
1295,1953,1.636318922,-3.753824949,1
1295,1985,1.310603619,-3.083860159,1
1295,2017,0.8452547193,-0.3659249544,1
1327,33,-3.761580706,1.732290268,1
1327,65,10.81134701,15.35760403,1
1327,97,-0.9287263155,-3.177099705,1
1327,129,-1.826594591,-3.570151329,1
1327,161,-1.631966352,-4.107000351,1
1327,193,-0.403049171,-4.597892284,1
1327,225,-0.2972643971,-4.891176701,1
1327,257,-0.2340306938,-4.594913006,1
1327,289,0.6524357796,-4.786053181,1
1327,321,0.9924600124,-6.026628971,1
1327,353,0.6509703398,-5.903715611,1
1327,385,-1.097143769,-6.438143253,1
1327,417,-1.006960869,-6.195353985,1
1327,449,-0.8909047842,-5.70314455,1
1327,481,-0.6427695751,-6.086830139,1
1327,513,-0.3290460706,-6.380050659,1
1327,545,-0.7325577736,-6.467845917,1
1327,577,-0.7974804044,-6.227199554,1
1327,609,-1.079001069,-5.886278152,1
1327,641,-0.9135198593,-5.594460964,1
1327,673,-1.461217284,-5.215209961,1
1327,705,-2.628904819,-4.701621056,1
1327,737,-2.783925056,-5.392535686,1
1327,769,-3.391624451,-6.812057018,1
1327,801,-3.554831505,-6.468950272,1
1327,833,-3.978253365,-5.003413677,1
1327,865,-5.421579838,-2.025798798,1
1327,897,-6.683623314,-2.019684076,1
1327,929,-7.942647934,-2.618053913,1
1327,961,-10.74661446,-1.688415051,1
1327,993,-12.82667446,-1.375450134,1
1327,1025,-13.12673187,-1.349811554,1
1327,1057,-14.20221806,0.4017894268,1
1327,1089,-15.88450336,-3.123199224,1
1327,1121,-16.9681797,-3.810204029,1
1327,1153,-17.87119675,-3.939363003,1
1327,1185,-16.48848724,-4.185779572,1
1327,1217,-15.66402435,-4.366419315,1
1327,1249,-14.86282349,-3.46530056,1
1327,1281,-10.50689316,-5.009104729,1
1327,1313,-8.29837513,-3.189164162,1
1327,1345,-7.28114748,-1.487918377,1
1327,1377,-6.818297863,-2.0604918,1
1327,1409,-6.360006809,-2.012407064,1
1327,1441,-5.69021225,-1.177549839,1
1327,1473,-5.11127758,-1.725832462,1
1327,1505,-4.591780663,-2.037728071,1
1327,1537,-4.361767769,-2.397106409,1
1327,1569,-4.195994377,-3.098757505,1
1327,1601,-1.653879881,-3.719414949,1
1327,1633,-1.911792994,-4.430209637,1
1327,1665,-2.412156582,-4.513906479,1
1327,1697,-2.071136475,-2.817084074,1
1327,1729,-0.8343442678,-1.490458727,1
1327,1761,0.1809002161,-1.59822607,1
1327,1793,1.183418274,-3.100166321,1
1327,1825,0.8516888022,-2.662539005,1
1327,1857,0.8713393807,-2.786128521,1
1327,1889,1.825146317,-3.372788906,1
1327,1921,-0.1546422839,-2.617272854,1
1327,1953,-0.1125594378,-2.889599562,1
1327,1985,1.601377249,-3.584089041,1
1327,2017,2.843502283,-0.5769309402,1
1359,33,-1.93479526,-0.09488773346,1
1359,65,9.368424416,16.44466209,1
1359,97,-18.35380363,0.2386319637,1
1359,129,-1.594439268,-4.435062408,1
1359,161,-0.9584339857,-4.593528271,1
1359,193,0.3351832926,-4.169211388,1
1359,225,0.2749933004,-4.103709698,1
1359,257,0.07303091884,-4.18947649,1
1359,289,0.488796711,-4.877997875,1
1359,321,0.6195651293,-5.423655033,1
1359,353,0.8890122771,-5.828811646,1
1359,385,-0.3124769032,-6.339126587,1
1359,417,-0.7395682335,-5.503111839,1
1359,449,0.4898322821,-5.915477276,1
1359,481,-0.0472214222,-6.036321163,1
1359,513,-1.069986582,-5.763690948,1
1359,545,-1.616117239,-5.434506893,1
1359,577,-1.40831542,-5.425549984,1
1359,609,-1.224122405,-5.474964142,1
1359,641,-1.274693489,-4.969046593,1
1359,673,-1.573935986,-4.49695015,1
1359,705,-2.483025551,-3.710304737,1
1359,737,-3.10458374,-3.983948708,1
1359,769,-3.106535196,-5.175244331,1
1359,801,-2.830727577,-6.805952549,1
1359,833,-2.946109772,-5.368457794,1
1359,865,-4.062746525,-2.508745193,1
1359,897,-6.408240318,-1.07676363,1
1359,929,-9.09985733,-1.736144781,1
1359,961,-10.77374268,-1.535187721,1
1359,993,-12.16769791,-0.3767896891,1
1359,1025,-12.5164299,0.3494298458,1
1359,1057,-13.40508938,0.3054614067,1
1359,1089,-14.82487679,-1.517428875,1
1359,1121,-15.86558151,-3.252353191,1
1359,1153,-15.80476379,-3.64361763,1
1359,1185,-15.84331036,-3.994855404,1
1359,1217,-18.167202,-4.476529121,1
1359,1249,-15.81637478,-4.749639988,1
1359,1281,-8.130897522,-4.766421795,1
1359,1313,-7.241436005,-5.00565958,1
1359,1345,-7.22590065,-3.665476322,1
1359,1377,-6.323469162,-2.356492043,1
1359,1409,-6.246861458,-1.716246605,1
1359,1441,-5.824380875,-2.031931639,1
1359,1473,1.71707058,-20.20595551,1
1359,1505,-5.72494173,-1.61588335,1
1359,1537,-6.214861393,-2.588523865,1
1359,1569,-6.790127754,-2.839116573,1
1359,1601,-6.103703499,-2.855658293,1
1359,1633,-4.223196983,-3.692832708,1
1359,1665,-2.594385147,-3.63570118,1
1359,1697,-1.912531495,-2.742715359,1
1359,1729,-2.179255962,-2.396506548,1
1359,1761,-1.327317476,-2.276833773,1
1359,1793,-0.2244938612,-2.57281208,1
1359,1825,0.831120491,-2.548223972,1
1359,1857,2.225457191,-3.601363897,1
1359,1889,2.489449263,-3.952253103,1
1359,1921,-2.708972692,0.1688730717,1
1359,1953,-3.171820402,1.721001387,1
1359,1985,2.01926589,-4.106231689,1
1359,2017,4.031195641,-1.108262539,1
1391,33,-1.929274559,-0.8501930237,1
1391,65,9.261885643,16.36705399,1
1391,97,-14.86633968,-16.47721672,1
1391,129,-0.3801216483,-4.377653122,1
1391,161,0.09037551284,-4.143997192,1
1391,193,0.4751325548,-3.865487099,1
1391,225,0.304564625,-3.148160934,1
1391,257,-1.656597614,-5.67110014,1
1391,289,-5.318601131,-17.17868423,1
1391,321,-0.0461268723,-4.648918152,1
1391,353,-0.538235724,-3.890256882,1
1391,385,8.308309555,12.81517029,1
1391,417,0.6129876971,-5.03418541,1
1391,449,-0.719673872,-5.920854092,1
1391,481,-1.927417636,-5.507292271,1
1391,513,-2.262322426,-5.072165966,1
1391,545,-2.578835011,-4.509605408,1
1391,577,-2.269138336,-4.530207157,1
1391,609,-1.312215805,-4.546872139,1
1391,641,-0.9792501926,-4.007146835,1
1391,673,-1.239934444,-4.074778557,1
1391,705,-1.450311422,-4.174197674,1
1391,737,-2.993739367,-3.886025429,1
1391,769,-3.563420773,-4.47165966,1
1391,801,-3.56141901,-5.773854733,1
1391,833,-4.493750095,-5.057170391,1
1391,865,-4.836539745,-2.996641636,1
1391,897,-6.935286522,-1.284682035,1
1391,929,-10.1245985,-1.586033344,1
1391,961,-11.04041195,-2.127019405,1
1391,993,-11.5127697,-0.817817688,1
1391,1025,-12.16374874,0.03532958031,1
1391,1057,-13.20245457,-0.6457083225,1
1391,1089,-15.30140877,0.5190956593,1
1391,1121,-15.0324688,-2.54121089,1
1391,1153,-15.42263031,-3.761623859,1
1391,1185,-15.48051929,-4.356239319,1
1391,1217,-19.16552162,-8.202342987,1
1391,1249,-15.46823597,-5.376402378,1
1391,1281,-13.48331261,-6.566179276,1
1391,1313,-11.51061344,-5.685281277,1
1391,1345,-9.238394737,-3.01008749,1
1391,1377,-7.436977386,-2.378557205,1
1391,1409,-6.787952423,-1.433734894,1
1391,1441,-15.76455498,-20.77890396,1
1391,1473,-16.71095467,-19.73378754,1
1391,1505,-6.179719925,-2.477232456,1
1391,1537,-5.52887249,-3.634811878,1
1391,1569,-5.570587158,-3.83327651,1
1391,1601,-5.55628109,-3.709673882,1
1391,1633,-4.134932518,-3.233765841,1
1391,1665,-2.647299051,-1.520158768,1
1391,1697,-1.839982152,-2.21144557,1
1391,1729,-1.692366004,-2.084256411,1
1391,1761,-1.334367514,-2.397330761,1
1391,1793,-1.177909374,-1.762841463,1
1391,1825,-1.208809018,-2.094872236,1
1391,1857,-0.1383055449,-2.608718395,1
1391,1889,0.3963343203,-3.990875959,1
1391,1921,1.038745165,-3.695132494,1
1391,1953,2.684551716,-3.046205997,1
1391,1985,2.681000233,-2.28983593,1
1391,2017,3.661046505,-0.4309695959,1
1423,33,-1.415602684,-0.7132453918,1
1423,65,-1.478540301,-2.977630138,1
1423,97,-0.8411883712,-3.530713558,1
