PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 1, filenames: A:[1]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[2]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
111,577,30.2070694,0.5035133362,1
111,609,32.85026169,0.8448101282,1
111,641,35.09301376,1.142583489,1
111,673,46.48125839,20.29448891,1
111,705,40.40105057,4.655494213,1
111,737,44.02149963,4.714143753,1
111,769,47.01439285,4.537723064,1
111,801,49.47220612,4.353075027,1
111,833,42.75383759,-7.038960457,1
111,865,52.16638947,23.00622177,1
111,897,55.52200699,2.172423363,1
111,929,57.25912094,1.858067989,1
111,961,59.89201355,0.8304612637,1
111,993,62.97089386,-0.07511907816,1
111,1025,65.23815155,-2.342509747,1
111,1057,65.68669128,-3.551845074,1
111,1089,65.52825928,-4.759570599,1
111,1121,67.87712097,-5.220870972,1
111,1153,68.88467407,-5.53392458,1
111,1185,69.10423279,-7.156085014,1
111,1217,71.46113586,-9.640138626,1
111,1249,88.05864716,-6.217726707,1
111,1281,78.86283875,-19.63300133,1
111,1313,85.66215515,-21.69236374,1
111,1345,66.79043579,-12.40070724,1
111,1377,57.68448639,-31.06242561,1
111,1409,88.96053314,-37.18112183,1
111,1441,86.99162292,-46.18939209,1
111,1473,82.80934143,-51.64135361,1
111,1505,79.8540802,-55.31322861,1
111,1537,77.09748077,-54.40574646,1
111,1569,75.47219849,-56.59220123,1
111,1601,69.33755493,-59.62514114,1
111,1633,65.27323914,-60.32903671,1
111,1665,60.66124344,-58.00031281,1
111,1697,58.23476028,-57.33130264,1
111,1729,56.23154449,-58.95053864,1
111,1761,54.94334412,-58.52375412,1
111,1793,54.79734421,-59.99364471,1
111,1825,49.82746887,-56.59096909,1
111,1857,46.2365036,-54.94820023,1
111,1889,44.64780426,-54.3543396,1
111,1921,42.00680542,-52.65123749,1
111,1953,39.97618484,-52.80960083,1
111,1985,38.61659241,-53.64136887,1
111,2017,45.53610992,-35.3518486,1
143,33,12.56762886,1.991740227,1
143,65,11.53507423,-1.160120726,1
143,97,10.9102726,-1.014256716,1
143,129,11.01898289,-3.668442249,1
143,161,12.77514935,-3.405585766,1
143,193,14.36558914,-1.200346708,1
143,225,14.470644,-0.8910923004,1
143,257,15.69353485,-1.223561883,1
143,289,17.50606918,-0.6826578379,1
143,321,16.96385574,-0.5407559872,1
143,353,25.20911598,16.99920273,1
143,385,16.46476173,-1.068512917,1
143,417,17.5400486,0.1356424093,1
143,449,20.16667747,0.6771728992,1
143,481,23.11109924,-1.042364478,1
143,513,24.88059044,-3.440841198,1
143,545,27.29527855,-2.553368568,1
143,577,29.92644882,-0.2234538496,1
143,609,32.38430023,1.26547122,1
143,641,34.66565323,2.198582411,1
143,673,36.82938385,3.194696188,1
143,705,24.08798027,-5.118834019,1
143,737,43.4394455,5.549861908,1
143,769,46.4189949,4.673089504,1
143,801,48.54618835,3.740168571,1
143,833,51.28159714,4.180649281,1
143,865,53.87112427,4.412057877,1
143,897,55.93255997,3.993875504,1
143,929,57.46487808,2.034110546,1
143,961,61.67663956,1.18396616,1
143,993,64.35675049,1.127276659,1
143,1025,65.58041382,-2.219189644,1
143,1057,53.58638,2.890063763,1
143,1089,66.15415955,16.19000244,1
143,1121,68.03819275,-5.52370739,1
143,1153,71.11965942,-4.007736206,1
143,1185,71.83235168,-6.286159039,1
143,1217,73.27540588,-9.8649683,1
143,1249,76.42829895,-14.40754032,1
143,1281,76.90971375,-15.3020153,1
143,1313,93.55297089,-28.138237,1
143,1345,91.89527893,-30.14233971,1
143,1377,85.91456604,-43.96422958,1
143,1409,52.08924866,-25.43078995,1
143,1441,85.23445892,-49.38249207,1
143,1473,85.17210388,-51.67516327,1
143,1505,79.88657379,-56.29343033,1
143,1537,67.22129822,-49.34250259,1
143,1569,69.72016907,-58.01941299,1
143,1601,71.36771393,-61.81248093,1
143,1633,69.64761353,-62.50269318,1
143,1665,63.53938675,-61.13288116,1
143,1697,58.69673157,-58.7492218,1
143,1729,55.59052658,-58.37882614,1
143,1761,53.20319366,-57.49619293,1
143,1793,50.4001236,-57.63882446,1
143,1825,49.17374039,-57.82049942,1
143,1857,45.58363724,-56.0602417,1
143,1889,42.38464737,-55.28006363,1
143,1921,40.01503372,-53.97894669,1
143,1953,37.84777069,-53.81742859,1
143,1985,34.90462494,-52.82569885,1
143,2017,38.68882751,-33.86851883,1
175,33,12.04588318,1.986262798,1
175,65,11.60867691,-0.4637663066,1
175,97,11.30993843,-0.9620879889,1
175,129,11.42558002,-1.198064208,1
175,161,12.2807827,-1.73648417,1
175,193,13.82363033,-0.4261454344,1
175,225,14.40896034,-0.08951318264,1
175,257,13.71769619,-0.5096279383,1
175,289,14.94149399,-0.6848108172,1
175,321,15.79292583,-1.062304974,1
175,353,16.40024185,-1.371221066,1
175,385,16.05416489,-0.4075087309,1
175,417,16.42134094,0.927649498,1
175,449,17.66562271,2.331934929,1
175,481,22.79123497,-0.4133704305,1
175,513,24.79989433,-1.342686176,1
175,545,26.75105476,-1.046608329,1
175,577,28.8407402,0.5035345554,1
175,609,31.60243225,2.308734417,1
175,641,33.65138245,4.290787697,1
175,673,35.67812729,4.252069473,1
175,705,21.11418533,-2.70028162,1
175,737,41.54381943,5.800630093,1
175,769,44.10432053,5.887860298,1
175,801,46.95157242,5.627979279,1
175,833,50.27448654,5.281755447,1
175,865,53.29535675,5.545214653,1
175,897,56.27526093,5.271249294,1
175,929,58.70460892,4.114922523,1
175,961,62.26088715,3.222328186,1
175,993,65.08908081,2.402932644,1
175,1025,66.32504272,1.225114226,1
175,1057,52.16391754,1.906619668,1
175,1089,68.68301392,-3.041853428,1
175,1121,69.472229,-4.034002781,1
175,1153,72.56072998,-4.745165348,1
175,1185,73.97158813,-7.429406166,1
175,1217,76.19145203,-10.87714195,1
175,1249,78.64872742,-14.16551018,1
175,1281,88.52790833,-16.08554649,1
175,1313,86.74111176,-36.42593384,1
175,1345,88.12838745,-36.58979797,1
175,1377,57.58052826,-23.76251602,1
175,1409,47.62142563,-40.12233734,1
175,1441,46.13983154,-40.33443832,1
175,1473,67.67951965,-42.09020615,1
175,1505,68.79127502,-31.19802094,1
175,1537,76.91925049,-57.82344818,1
175,1569,75.80256653,-63.51538086,1
175,1601,73.44985962,-46.87197495,1
175,1633,69.89170837,-63.702034,1
175,1665,63.84105682,-62.98241806,1
175,1697,59.21537018,-60.85227585,1
175,1729,55.23606873,-59.35396576,1
175,1761,52.99630737,-58.32062531,1
175,1793,50.88677597,-57.32735825,1
175,1825,47.235672,-57.13478088,1
175,1857,44.71175385,-55.89055634,1
175,1889,41.24614334,-55.0828476,1
175,1921,37.35816956,-54.17349243,1
175,1953,34.85170746,-53.83818817,1
175,1985,34.84270096,-54.39551163,1
175,2017,33.62419128,-33.84045029,1
207,33,12.11254787,1.772021294,1
207,65,11.78189468,-1.237370729,1
207,97,10.86107349,-0.7309051752,1
207,129,11.09038925,-0.1638382077,1
207,161,11.8868494,-0.5993129015,1
207,193,12.42333031,-0.8124514818,1
207,225,12.69529533,-0.1007550359,1
207,257,12.38941288,0.13703987,1
207,289,13.25318432,-0.8499264121,1
207,321,15.03604317,-0.9011400342,1
207,353,15.5729475,-0.4366642237,1
207,385,16.50903702,-0.1914658546,1
207,417,17.26265526,-0.3216935098,1
207,449,19.41952896,0.7870007157,1
207,481,22.2492218,-0.1512531638,1
207,513,25.15216064,-0.1566615105,1
207,545,28.31064796,1.327236652,1
207,577,29.26741028,1.493685246,1
207,609,31.14394569,2.500725746,1
207,641,32.60994339,4.282124043,1
207,673,34.7457428,5.349269867,1
207,705,37.4238739,7.431189537,1
207,737,40.05694199,7.015069008,1
207,769,42.11623383,6.901916504,1
207,801,43.49764252,6.299097538,1
207,833,47.42743683,5.933952808,1
207,865,51.47874451,6.328870296,1
207,897,55.40631104,7.888636112,1
207,929,59.73885727,7.560250282,1
207,961,62.5652504,5.964653015,1
207,993,63.85167694,5.35118103,1
207,1025,66.38574219,3.57787776,1
207,1057,69.3600769,2.296075583,1
207,1089,71.2868042,-0.4354279041,1
207,1121,73.05059052,-2.071463585,1
207,1153,75.70276642,-3.930252314,1
207,1185,78.16962433,-6.448309898,1
207,1217,79.47561646,-9.988415718,1
207,1249,78.55900574,-14.34827518,1
207,1281,63.80226135,-15.8818264,1
207,1313,59.47721863,-25.79269409,1
207,1345,69.20631409,-36.24111176,1
207,1377,79.87242889,-27.95552444,1
207,1409,51.22358704,-43.89588928,1
207,1441,50.20754623,-45.83934021,1
207,1473,65.95936584,-58.4961853,1
207,1505,53.94599915,-31.11538315,1
207,1537,75.25206757,-65.15062714,1
207,1569,73.76734924,-62.63215637,1
207,1601,72.53501892,-65.7264328,1
207,1633,67.51344299,-64.4955368,1
207,1665,62.09510803,-64.10745239,1
207,1697,57.3433876,-63.05749512,1
207,1729,54.24903488,-61.82277679,1
207,1761,52.41466522,-59.84344864,1
207,1793,50.83617401,-58.5148201,1
207,1825,48.22312164,-57.37283325,1
207,1857,44.62753677,-55.69377136,1
207,1889,40.44167709,-55.06172562,1
207,1921,36.74602509,-54.5243454,1
207,1953,35.34479523,-54.3459816,1
207,1985,35.09799576,-55.49512863,1
207,2017,27.41289139,-34.33188248,1
239,33,12.02372169,1.486271858,1
239,65,11.04856396,-1.49329865,1
239,97,10.3043108,-0.6547243595,1
239,129,10.93166447,0.3773972392,1
239,161,12.88273811,-1.101544738,1
239,193,12.66684818,-1.144927621,1
239,225,12.5381918,-0.4805427194,1
239,257,12.33080864,-0.05225907266,1
239,289,12.77569771,-0.3224882483,1
239,321,14.12101555,0.1405120641,1
239,353,14.77433205,-0.09407489002,1
239,385,15.65645981,-0.5985712409,1
239,417,17.27400208,-0.570335865,1
239,449,19.41308403,0.5755610466,1
239,481,21.84643745,-0.01200538874,1
239,513,25.5954113,-0.8772246838,1
239,545,27.90696144,1.401526332,1
239,577,27.9434433,1.81538868,1
239,609,29.61588478,2.520247936,1
239,641,31.61948776,3.928468704,1
239,673,34.28053284,5.747043133,1
239,705,37.55904007,7.309593201,1
239,737,38.92055511,7.479506493,1
239,769,40.23075867,7.712072849,1
239,801,43.18104553,7.096776009,1
239,833,46.93743896,7.716588974,1
239,865,50.08667755,8.816745758,1
239,897,54.50304031,11.83113194,1
239,929,59.78190994,11.28030777,1
239,961,63.51522446,9.939770699,1
239,993,66.48355103,8.521453857,1
239,1025,68.78497314,7.901074409,1
239,1057,71.1668396,3.226779461,1
239,1089,75.99360657,0.3686438799,1
239,1121,77.05617523,-2.128844261,1
239,1153,78.80276489,-4.30394268,1
239,1185,79.48112488,-5.799696445,1
239,1217,79.88765717,-9.510370255,1
239,1249,64.58753967,2.310174942,1
239,1281,85.09203339,-19.49513626,1
239,1313,74.68278503,-5.98175621,1
239,1345,85.08688354,-35.11456299,1
239,1377,74.40179443,-21.60162354,1
239,1409,65.38566589,-44.39645386,1
239,1441,47.03244019,-49.87094116,1
239,1473,70.04535675,-63.32754517,1
239,1505,64.333992,-68.93812561,1
239,1537,41.69037628,-45.97684097,1
239,1569,74.35140991,-62.12388611,1
239,1601,66.18404388,-61.83093643,1
239,1633,63.98716354,-64.26435852,1
239,1665,59.16118622,-64.61109924,1
239,1697,55.63384628,-64.8262558,1
239,1729,52.84358597,-63.37046814,1
239,1761,51.36221695,-61.95116806,1
239,1793,68.50245667,-58.38457108,1
239,1825,48.18387604,-62.06736755,1
239,1857,43.94348907,-57.77150726,1
239,1889,39.83428955,-55.97266388,1
239,1921,36.30169296,-54.85861206,1
239,1953,34.40702438,-55.24910736,1
239,1985,32.34270096,-55.48363495,1
239,2017,19.82802582,-64.85707092,1
271,33,10.63819981,1.298900366,1
271,65,10.55664825,-1.099749684,1
271,97,11.94814777,-1.484367728,1
271,129,12.34848595,-0.8640247583,1
271,161,12.34375191,-1.136059046,1
271,193,12.25916481,-0.7218209505,1
271,225,12.33248997,-0.2913796902,1
271,257,12.84245682,0.2775431573,1
271,289,13.46678638,0.3267081678,1
271,321,13.02855492,0.5810379386,1
271,353,13.65564728,1.536666989,1
271,385,8.845769882,10.04658985,1
271,417,16.42676353,0.5475611091,1
271,449,19.32250786,0.4255801439,1
271,481,21.36468506,-0.5828058124,1
271,513,23.47646523,-0.83619982,1
271,545,26.31613541,0.7565433979,1
271,577,27.20815849,2.182281017,1
271,609,28.49768066,3.789949417,1
271,641,30.52865028,4.924586296,1
271,673,33.35548782,5.156335354,1
271,705,37.16358948,5.442594051,1
271,737,38.12974548,7.309224129,1
271,769,39.61264801,8.615100861,1
271,801,42.48896408,9.863483429,1
271,833,44.84626007,12.60858917,1
271,865,47.99644089,11.41332626,1
271,897,53.59772873,13.15147209,1
271,929,59.95404434,12.61712265,1
271,961,63.92113495,12.78822327,1
271,993,64.36997986,11.13812637,1
271,1025,66.60630035,10.92017365,1
271,1057,71.65718079,22.97899628,1
271,1089,91.36358643,-9.227526665,1
271,1121,77.16465759,-2.168945313,1
271,1153,67.35031128,-22.22893715,1
271,1185,80.84886169,-6.501514435,1
271,1217,66.26766968,0.5146846771,1
271,1249,88.00091553,-15.61248493,1
271,1281,85.84291077,-20.60162354,1
271,1313,85.40405273,-23.27397156,1
271,1345,83.20048523,-27.71858597,1
271,1377,69.42626953,-26.21427155,1
271,1409,70.68891907,-40.87553406,1
271,1441,70.70333862,-53.06331635,1
271,1473,76.11141205,-38.58251953,1
271,1505,75.47653198,-60.21841049,1
271,1537,73.74674225,-63.08776093,1
271,1569,72.85087585,-67.15504456,1
271,1601,37.47229004,-58.12769699,1
271,1633,61.602211,-63.78596497,1
271,1665,58.6593399,-65.40073395,1
271,1697,53.72943115,-65.08023071,1
271,1729,51.24873734,-64.86209106,1
271,1761,48.16447449,-62.01811218,1
271,1793,49.34939957,-67.23765564,1
271,1825,45.74263763,-64.15511322,1
271,1857,42.22664261,-61.53084564,1
271,1889,38.7846756,-57.2660408,1
271,1921,35.28684616,-55.55885696,1
271,1953,31.91557121,-57.48768616,1
271,1985,29.64651489,-56.13226318,1
271,2017,29.07151985,-55.29519272,1
303,33,10.09580421,1.480564356,1
303,65,9.927659035,-1.91394639,1
303,97,11.75583363,-1.042175293,1
303,129,11.14526558,-1.12108922,1
303,161,11.06419373,-1.068296909,1
303,193,10.75039196,-0.3165802956,1
303,225,10.90011024,-0.5178759694,1
303,257,12.82460499,-0.2714826465,1
303,289,12.67196369,0.4930940568,1
303,321,12.66329765,0.3092064559,1
303,353,14.09880924,0.8204237223,1
303,385,15.83189583,-0.1136848256,1
303,417,17.39543533,-0.1089824736,1
303,449,19.40855026,0.1261633039,1
303,481,20.27378082,0.073341012,1
303,513,21.15015984,1.311416864,1
303,545,24.16459656,2.492446184,1
303,577,26.04701424,3.42700839,1
303,609,27.94608307,4.527032852,1
303,641,30.18441963,5.4441576,1
303,673,32.58528519,6.019618511,1
303,705,34.79212952,6.622486115,1
303,737,35.46885681,8.147885323,1
303,769,38.88559723,9.206091881,1
303,801,40.81753159,10.85083389,1
303,833,42.86645126,12.43280125,1
303,865,45.74261856,12.22490025,1
303,897,49.62880325,12.70877361,1
303,929,55.28568268,14.24796867,1
303,961,60.74475479,15.05861473,1
303,993,62.23880005,15.20611954,1
303,1025,65.54311371,11.56783104,1
303,1057,75.0241394,11.39941883,1
303,1089,56.60199738,7.824384689,1
303,1121,71.89812469,-13.90640545,1
303,1153,74.07647705,-2.021448612,1
303,1185,77.01361084,-14.73150063,1
303,1217,81.18580627,0.3795862198,1
303,1249,86.76365662,-18.82097054,1
303,1281,84.89105225,-24.59963417,1
303,1313,82.68424988,-27.68276405,1
303,1345,51.91409302,-32.65586853,1
303,1377,48.08917236,-33.99794006,1
303,1409,77.70762634,-40.14719009,1
303,1441,64.18330383,-53.88196564,1
303,1473,74.6062088,-53.91051483,1
303,1505,73.3804245,-59.25956726,1
303,1537,73.35087585,-62.29699326,1
303,1569,69.62263489,-69.87608337,1
303,1601,61.91360474,-68.82496643,1
303,1633,33.94353485,-61.51964188,1
303,1665,54.36594391,-65.28157806,1
303,1697,52.09945679,-64.97928619,1
303,1729,50.12141418,-66.45201111,1
303,1761,47.0178299,-63.47259521,1
303,1793,46.70863724,-68.15129089,1
303,1825,44.94590378,-64.8633194,1
303,1857,41.86737442,-63.26042175,1
303,1889,37.75452805,-60.41145325,1
303,1921,34.37922287,-57.69390869,1
303,1953,31.59462166,-58.14521027,1
303,1985,29.18257332,-56.37319946,1
303,2017,28.82488251,-56.44892502,1
335,33,10.22124958,1.944919109,1
335,65,9.563301086,-1.901804805,1
335,97,9.945765495,-1.199198127,1
335,129,9.721129417,-1.041517377,1
335,161,10.44656467,-0.9044242501,1
335,193,10.30721378,0.2711129189,1
335,225,11.59476376,-0.5564883351,1
335,257,13.25677013,-1.264065027,1
335,289,12.44504833,0.1354147792,1
335,321,12.20545769,-1.342085361,1
335,353,1.556002617,-2.901467085,1
335,385,16.6095047,-1.360168457,1
335,417,17.91982269,-1.403917789,1
335,449,18.60670471,0.8410946131,1
335,481,18.78081322,4.946109772,1
335,513,17.6397686,5.730154991,1
335,545,23.51166153,3.165870428,1
335,577,25.09775543,4.37064743,1
335,609,26.74420738,5.090430737,1
335,641,28.8960247,5.924513817,1
335,673,30.85190773,6.030976772,1
335,705,15.50627136,7.169075966,1
335,737,34.3198967,9.814041138,1
335,769,37.4549675,10.04124451,1
335,801,39.21648788,10.95512962,1
335,833,41.3707428,11.71886539,1
335,865,44.13710022,12.48313236,1
335,897,46.94407272,13.47362614,1
335,929,52.52959442,15.55877209,1
335,961,70.67237854,6.603867531,1
335,993,62.7504425,15.36913586,1
335,1025,63.97707748,9.541276932,1
335,1057,51.09051514,15.7961998,1
335,1089,58.52029037,6.302698612,1
335,1121,73.67967224,3.122591019,1
335,1153,73.74549866,0.2330555916,1
335,1185,71.29650879,14.53119087,1
335,1217,78.94522095,-12.91806984,1
335,1249,81.44239807,-20.20797539,1
335,1281,65.26982117,-23.71808624,1
335,1313,63.48045731,-46.61430359,1
335,1345,77.93782806,-32.57793427,1
335,1377,75.90288544,-35.61978912,1
335,1409,74.39546204,-38.29627228,1
335,1441,60.64067459,-54.1323204,1
335,1473,60.17380142,-57.39768219,1
335,1505,50.66156006,-57.32498169,1
335,1537,49.24677658,-60.24321747,1
335,1569,60.25850296,-48.47335815,1
335,1601,61.24106216,-70.17261505,1
335,1633,57.12557602,-64.01246643,1
335,1665,53.87588882,-64.18281555,1
335,1697,52.36949921,-65.95980835,1
335,1729,50.36940002,-67.21871948,1
335,1761,46.68708038,-66.02433777,1
335,1793,43.93455505,-66.72624207,1
335,1825,41.82026672,-65.24162292,1
335,1857,39.82718658,-62.24263,1
335,1889,37.00011826,-59.49464417,1
335,1921,34.02818298,-59.06608582,1
335,1953,32.14447784,-58.68983459,1
335,1985,30.034235,-57.26611328,1
335,2017,29.18031693,-58.59613037,1
367,33,9.006244659,2.251962423,1
367,65,9.129853249,-1.682434916,1
367,97,9.087011337,-0.9749541879,1
367,129,9.476191521,-1.58565557,1
367,161,10.17012787,-0.7305806875,1
367,193,10.4856472,0.09141904116,1
367,225,11.56774902,-0.6055925488,1
367,257,13.4555645,-1.135741711,1
367,289,12.84867191,-0.5646206141,1
367,321,12.65140533,-2.017638206,1
367,353,0.2260437012,-2.014074564,1
367,385,16.62390327,-0.563549757,1
367,417,17.12200737,-1.681184888,1
367,449,17.92716408,-0.4418298602,1
367,481,18.9349823,1.854963183,1
367,513,21.41303062,1.912180901,1
367,545,22.73404694,3.054619312,1
367,577,23.65711594,4.773243904,1
367,609,24.93121147,5.954451084,1
367,641,26.67703438,5.665281773,1
367,673,27.92729568,5.507284164,1
367,705,29.06678391,5.311186314,1
367,737,34.2292099,8.426451683,1
367,769,36.96965027,12.08884811,1
367,801,38.36837769,10.49195004,1
367,833,40.53848267,11.82970047,1
367,865,42.92889404,12.97796154,1
367,897,46.01619339,13.98394871,1
367,929,51.23932648,17.37268257,1
367,961,55.85832214,18.19732285,1
367,993,58.74885941,13.2836237,1
367,1025,65.09855652,15.34638786,1
367,1057,69.34877014,13.46064854,1
367,1089,70.19409943,7.287849903,1
367,1121,71.9256897,6.010790348,1
367,1153,71.81507111,1.665397763,1
367,1185,50.92677689,3.90970993,1
367,1217,78.84156799,-11.40206146,1
367,1249,78.77038574,-18.65333557,1
367,1281,53.62301636,-14.10914421,1
367,1313,68.52975464,-43.86194992,1
367,1345,62.80621719,-45.87766266,1
367,1377,61.02726746,-51.28543091,1
367,1409,47.52431488,-58.30854034,1
367,1441,61.49225998,-58.49100494,1
367,1473,61.77988434,-60.94335938,1
367,1505,45.49372482,-61.38310242,1
367,1537,60.21479416,-39.44102859,1
367,1569,30.95608521,-64.80628967,1
367,1601,29.7992878,-63.81394196,1
367,1633,56.23347092,-67.30419922,1
367,1665,53.85268402,-66.25075531,1
367,1697,51.00107574,-65.72439575,1
367,1729,50.4615097,-66.23031616,1
367,1761,44.95389175,-65.96287537,1
367,1793,41.33191681,-65.88116455,1
367,1825,38.80115128,-65.6187973,1
367,1857,37.84859085,-62.97741699,1
367,1889,36.0006218,-60.79727173,1
367,1921,33.41085434,-60.09523392,1
367,1953,31.40332603,-59.74331665,1
367,1985,29.46915054,-59.15598679,1
367,2017,33.56846619,-72.27602386,1
399,33,7.322310448,2.231182337,1
399,65,7.878617287,-1.678893805,1
399,97,8.475985527,-1.159317613,1
399,129,9.293849945,-1.918669343,1
399,161,10.03862381,-2.221846104,1
399,193,10.15578461,-0.8995733261,1
399,225,11.02604675,-0.9583617449,1
399,257,12.39960384,-0.9924163818,1
399,289,13.44620419,-0.5377775431,1
399,321,13.95985699,-0.2417552471,1
399,353,14.5480423,-0.2713668346,1
399,385,-2.055758476,-2.292461157,1
399,417,16.51040649,-2.499180794,1
399,449,17.4268856,-0.9779216647,1
399,481,18.242733,0.7777842283,1
