PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 30, filenames: A:[30]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[31]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.014643192,-0.3103442192,1
47,65,0.2776225805,0.4043380022,1
47,97,1.025647998,1.214696169,1
47,129,1.17842555,0.4523887038,1
47,161,0.8628686666,-1.352113247,1
47,193,0.4954485893,-1.664620161,1
47,225,-0.4484897852,-2.769530773,1
47,257,-0.117967248,-2.775707245,1
47,289,1.278658628,-3.389997482,1
47,321,2.282322645,-4.489587784,1
47,353,1.648815632,-5.317712784,1
47,385,-0.09876215458,-4.789275169,1
47,417,-2.154725552,-4.785210609,1
47,449,-3.182155132,-4.634317398,1
47,481,-1.763226748,-4.38754034,1
47,513,-0.4323344231,-3.090512037,1
47,545,-0.928933382,-1.693446755,1
47,577,-1.269363165,-1.724767208,1
47,609,-1.284429431,-2.223792315,1
47,641,-1.792370796,-2.49403286,1
47,673,-1.281256437,-0.1142325401,1
47,705,13.38441277,4.221408844,1
47,737,-1.284992933,-0.4775445461,1
47,769,-0.1777433753,-3.087220907,1
47,801,-1.366169214,-4.096051216,1
47,833,-2.082555294,-2.667287827,1
47,865,-0.2453184128,-4.237475395,1
47,897,-0.4485673904,-3.974956274,1
47,929,-0.9367039204,-1.620326996,1
47,961,-1.01492548,-1.626316786,1
47,993,-2.718420744,-4.759443283,1
47,1025,-2.390031576,-2.317430019,1
47,1057,-2.103749752,-0.7940541506,1
47,1089,-1.940747499,-0.322404325,1
47,1121,-3.165772438,-1.354041576,1
47,1153,-3.834320784,-1.009165168,1
47,1185,-3.906317234,0.1309075356,1
47,1217,-2.786616802,0.02218341827,1
47,1249,-1.203187466,-0.414013207,1
47,1281,-0.3563482761,-0.71513623,1
47,1313,-0.5067894459,0.7347031832,1
47,1345,-1.502513528,1.331372976,1
47,1377,-1.787808657,-0.9314051867,1
47,1409,-3.052038193,-1.243064284,1
47,1441,-3.534679651,-1.913057566,1
47,1473,-3.602017641,-2.485226393,1
47,1505,-2.759924889,-1.026004553,1
47,1537,-4.211961746,-0.03753733635,1
47,1569,-3.276463509,-1.906175733,1
47,1601,-1.886803627,-2.067779064,1
47,1633,-0.8922992945,-0.8745338917,1
47,1665,-0.3803440332,-0.2885227799,1
47,1697,-0.2283411026,-0.598647356,1
47,1729,-0.4919791222,-1.190344572,1
47,1761,-0.4730681777,-0.4196388721,1
47,1793,0.18207407,1.011612654,1
47,1825,0.04224762321,0.9085617065,1
47,1857,-0.1835028827,0.4791003466,1
47,1889,0.08286575973,0.3467503786,1
47,1921,0.2928184271,0.0241330564,1
47,1953,0.2356664538,0.1957092732,1
47,1985,0.12671417,-0.1508574039,1
47,2017,0.1073432863,-0.1865716577,1
79,33,0.1321407557,0.05847507715,1
79,65,0.8617409468,1.132364511,1
79,97,1.199879766,0.7820939422,1
79,129,1.728822947,-0.20431602,1
79,161,1.510507941,-1.022132158,1
79,193,0.5133887529,-1.550604224,1
79,225,0.6463999152,-1.295907974,1
79,257,0.890111208,-1.992831469,1
79,289,0.8851877451,-2.621238708,1
79,321,0.3315380812,-3.042818069,1
79,353,0.4724395275,-3.176805019,1
79,385,0.03439050913,-3.077851057,1
79,417,-0.4943643212,-3.58825922,1
79,449,-0.2892636061,-2.85883522,1
79,481,0.3944148421,-2.974391937,1
79,513,0.2518591285,-1.731076479,1
79,545,-0.5278067589,-1.892379284,1
79,577,-15.32169247,11.59025002,1
79,609,-0.7100225687,-2.097291708,1
79,641,-0.8326758146,-2.717616558,1
79,673,-0.6373902559,-1.827692747,1
79,705,0.06695842743,-0.5019510984,1
79,737,-1.184670925,-2.423410654,1
79,769,-1.001666784,-2.865079165,1
79,801,-0.6375988722,-4.692742825,1
79,833,-0.07347846031,-3.066440344,1
79,865,1.909370065,-2.982759953,1
79,897,-0.4421659112,-3.017925024,1
79,929,-0.02962934971,-3.725044966,1
79,961,1.133553743,-2.831786871,1
79,993,-1.601122975,-5.767443657,1
79,1025,-2.131247997,-3.990469217,1
79,1057,-1.788614988,-1.653048873,1
79,1089,-1.773304701,-0.621117413,1
79,1121,-2.260276079,-0.6256532669,1
79,1153,-2.796108961,-1.210368156,1
79,1185,-3.116231918,-0.8920820355,1
79,1217,-3.411227942,-0.7880207896,1
79,1249,-2.90974021,-1.265120745,1
79,1281,-2.679323912,-1.395740986,1
79,1313,-2.806923866,0.1386756599,1
79,1345,-3.044901371,0.1530287266,1
79,1377,-3.049264669,-1.598798513,1
79,1409,-3.323435783,-1.671779513,1
79,1441,-3.445647955,-2.319164515,1
79,1473,-3.567332983,-2.471505642,1
