PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 44, filenames: A:[44]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[45]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.3558232784,7.725735664,1
47,65,3.914661884,-0.4714477658,1
47,97,5.498643875,-2.928874493,1
47,129,5.717751026,-3.355727673,1
47,161,4.985432625,-2.632164478,1
47,193,4.265105247,-2.633938313,1
47,225,3.340502024,-4.448290348,1
47,257,2.104485273,-5.58451128,1
47,289,0.7537155151,-3.647849321,1
47,321,-0.3248208761,-1.825606585,1
47,353,0.375792861,-2.827387571,1
47,385,0.1136660576,-4.081021309,1
47,417,0.65528512,-2.411618233,1
47,449,2.216305256,-4.098665714,1
47,481,2.044960499,-4.481451511,1
47,513,2.440860987,-3.465128422,1
47,545,6.768969059,-4.543905258,1
47,577,6.385084152,-4.548820496,1
47,609,3.319344521,-6.640581131,1
47,641,4.120621204,-4.550535202,1
47,673,4.556770325,-2.013581038,1
47,705,3.460513115,-1.280946136,1
47,737,0.358291626,-1.526147127,1
47,769,-1.65720892,-1.517422676,1
47,801,1.021511555,-2.671126842,1
47,833,2.962841988,-5.922324657,1
47,865,1.976527691,-5.451797009,1
47,897,1.559160233,-4.683288574,1
47,929,1.546872139,-4.76077795,1
47,961,2.228125334,-5.882894039,1
47,993,1.268445492,-6.660052776,1
47,1025,1.287338138,-6.481900215,1
47,1057,0.7043275833,-5.014073372,1
47,1089,-0.8197908401,-4.148164749,1
47,1121,-0.4336723089,-5.335375786,1
47,1153,-0.2996745706,-5.136312962,1
47,1185,-0.01651164889,-4.825567722,1
47,1217,0.8992571831,-4.057948589,1
47,1249,1.17584765,-4.880739689,1
47,1281,-0.7158448696,-6.318310261,1
47,1313,1.439816356,-2.046545744,1
47,1345,2.318315983,0.5639328957,1
47,1377,1.239442587,-0.8685594797,1
47,1409,0.5875046253,-0.6241579056,1
47,1441,-0.3695448637,-2.12843132,1
47,1473,-0.07113218307,-2.462987423,1
47,1505,-0.6708987951,-1.415289879,1
47,1537,-1.957961559,-0.9001095295,1
47,1569,-0.9885827303,-0.9155123234,1
47,1601,-0.7840629816,-1.517780781,1
47,1633,0.2259937525,-1.50429225,1
47,1665,0.6258289814,-0.8177142143,1
47,1697,0.4025527835,-0.2451756001,1
47,1729,-0.4754508138,0.3573932946,1
47,1761,-0.2438094616,0.2176009417,1
47,1793,0.2555656731,0.2524877787,1
47,1825,0.4537781477,-0.06994247437,1
47,1857,0.4781498909,-0.19462955,1
47,1889,0.07206416875,-0.2036580741,1
47,1921,-0.00570088625,-0.2837900519,1
47,1953,-0.1353209168,-0.08238813281,1
47,1985,-0.1156997085,-0.108723402,1
47,2017,0.3825662136,0.1062397361,1
79,33,0.8270250559,3.035942793,1
79,65,3.704153776,-0.7225623131,1
79,97,4.382741451,-2.190440655,1
79,129,3.239161491,-3.088142395,1
79,161,3.918990135,-2.589770794,1
79,193,3.460194111,-2.906087399,1
79,225,3.580141306,-3.522572756,1
79,257,5.623963356,-3.975043297,1
79,289,4.791704178,-4.550333977,1
79,321,3.479979038,-4.185853004,1
79,353,1.599393606,-5.183283806,1
79,385,0.9086446762,-2.945925951,1
79,417,1.431394815,-0.1658496857,1
79,449,3.284856319,-4.048128128,1
79,481,2.320624352,-5.221486568,1
79,513,0.2139394283,-5.19405508,1
79,545,4.517313957,-2.866408348,1
79,577,3.625131607,-3.817870378,1
79,609,1.981183052,-6.507792473,1
79,641,2.788375854,-3.215584755,1
79,673,3.458259344,-2.999334574,1
79,705,4.593130589,-2.558163166,1
79,737,4.066698551,-2.385169983,1
79,769,2.317328691,-2.048154593,1
79,801,3.00762105,-3.224657774,1
79,833,2.457131147,-5.029887199,1
79,865,1.97191906,-4.770959854,1
79,897,1.763924837,-2.002974033,1
79,929,1.868548989,-2.033936977,1
79,961,1.459077358,-3.490256786,1
79,993,-0.3466863036,-5.348500252,1
79,1025,-0.09274876118,-4.533368587,1
79,1057,0.6715325117,-3.196205139,1
79,1089,0.2334006429,-3.261117935,1
79,1121,0.1691673547,-5.320947647,1
79,1153,0.415735364,-4.35300827,1
79,1185,0.02668850124,-4.267512798,1
79,1217,0.1965796351,-4.710312843,1
79,1249,0.4725125432,-5.566776752,1
79,1281,-0.0659045428,-6.577718258,1
79,1313,-0.04976728559,-4.413352489,1
79,1345,0.477887094,-2.211325645,1
79,1377,0.07982045412,-1.038215399,1
79,1409,-0.5887619853,-1.279194832,1
79,1441,-0.8073351383,-2.169054985,1
79,1473,-0.8265287876,-1.814390659,1
79,1505,-2.24980855,-2.457019567,1
79,1537,-1.042900443,-2.30463171,1
79,1569,-0.1532827914,-0.7907928228,1
79,1601,0.2318713069,-0.2741291523,1
79,1633,0.6506830454,-0.2286634445,1
79,1665,0.7132794857,0.5363714695,1
79,1697,14.93194294,1.902350903,1
79,1729,0.03309082985,0.2236055285,1
79,1761,-0.01751454175,0.3229305446,1
79,1793,-0.06886742264,0.2146034986,1
79,1825,0.1764935851,-0.229514569,1
79,1857,0.04994150996,-0.3895501196,1
79,1889,0.02493092418,-0.01834114641,1
79,1921,0.07751959562,0.05962869525,1
79,1953,-0.2444711924,0.01080402732,1
79,1985,-0.1393634677,-0.2977061272,1
79,2017,0.1188294291,-0.4678208828,1
111,33,2.906000853,0.6804863214,1
111,65,3.719969273,-0.6506130695,1
111,97,2.989151001,-1.091592789,1
111,129,1.943196774,-2.547888994,1
111,161,3.499008894,-3.219188929,1
111,193,2.771866083,-3.676040649,1
111,225,3.307276964,-3.814201355,1
111,257,4.798304558,-3.799283266,1
111,289,5.849053383,-4.81176424,1
111,321,6.43851757,-3.763614655,1
111,353,3.938416958,7.051933765,1
111,385,1.655310631,-3.443140984,1
111,417,2.677809238,-3.868453503,1
111,449,2.707805157,-4.947341919,1
111,481,3.228248358,-4.665800095,1
111,513,3.032920122,-4.211590767,1
111,545,2.568467617,-3.520996809,1
111,577,2.268805504,-3.520522833,1
111,609,1.680331111,-3.280448198,1
111,641,2.034819841,-2.766999722,1
111,673,2.666156054,-2.308137894,1
111,705,4.011217117,-2.404330492,1
111,737,10.59534645,-19.97170067,1
111,769,4.389600277,-1.308991909,1
111,801,4.010590076,-3.084188223,1
111,833,2.278223276,-4.401934624,1
111,865,1.830471754,-3.469783306,1
111,897,1.822270274,-0.00455737114,1
111,929,1.023414493,-0.264537096,1
111,961,0.6810446978,-1.612820745,1
111,993,-0.01427412033,-4.68233633,1
111,1025,-0.2093973458,-3.413585663,1
111,1057,0.6907887459,-3.256840229,1
111,1089,0.7161351442,-3.246245384,1
111,1121,0.6422742605,-4.265190125,1
111,1153,0.4095257521,-3.749883652,1
111,1185,0.2236258686,-3.336358547,1
111,1217,-0.2203797102,-4.150550842,1
111,1249,-0.3082060218,-6.483431339,1
111,1281,-0.9577383995,-7.765381336,1
111,1313,-1.717535019,-5.854661465,1
111,1345,-1.644233942,-4.090990067,1
111,1377,-1.115793109,-3.230746269,1
111,1409,-0.1925799102,-2.291204691,1
111,1441,-0.1080258936,-1.24611187,1
111,1473,-2.310096264,16.62764168,1
111,1505,-1.241819978,-0.5958834887,1
111,1537,-1.165193319,-1.19893539,1
111,1569,0.1504046619,-0.7232465744,1
111,1601,0.5371863842,-0.7637165785,1
111,1633,1.051226377,-0.2303063869,1
111,1665,0.6541067958,-0.09191992879,1
111,1697,0.1995584518,-0.5955178738,1
111,1729,0.3638289571,-0.07524713874,1
111,1761,0.03790557384,-0.05051603913,1
111,1793,-0.179022193,0.1510286331,1
111,1825,-0.06124981493,-0.06750291586,1
111,1857,0.02850558609,-0.2255676389,1
111,1889,-0.02749768831,0.01757259667,1
111,1921,-0.0149981603,0.06709942222,1
111,1953,-0.03843843937,-0.09283138067,1
111,1985,-0.1161099374,-0.1832870841,1
111,2017,0.02927772701,-0.7045440674,1
143,33,2.321985245,-0.0823186636,1
143,65,2.463985443,-0.3305068612,1
143,97,2.586253643,0.2924588323,1
143,129,2.139087915,-0.5264186859,1
143,161,2.570058823,-3.078072548,1
143,193,1.550740242,-4.220376492,1
143,225,1.489997864,-3.5992589,1
143,257,3.421488762,-3.254538536,1
143,289,-15.90196133,-10.01105595,1
143,321,-17.42733955,-6.729712963,1
143,353,2.243629932,-3.130101681,1
143,385,2.061899185,-3.957763195,1
143,417,2.979571819,-4.992685795,1
143,449,3.772646904,-4.990606785,1
143,481,3.882647753,-4.114367008,1
143,513,3.831955194,-4.095575809,1
143,545,2.356850863,-4.604934216,1
143,577,1.807299614,-4.118240356,1
143,609,1.320786953,-3.742391586,1
143,641,0.646912694,-3.62408042,1
143,673,1.595110655,-2.211279392,1
143,705,4.054149628,-1.799533844,1
143,737,3.586515427,-0.532602787,1
143,769,4.329906464,-1.758480549,1
143,801,3.981351137,-3.404886961,1
143,833,2.398035526,-3.723160744,1
143,865,1.584859252,-2.045735121,1
143,897,0.7219381332,0.4837186337,1
143,929,-0.4091982841,0.5075860023,1
143,961,-0.3904742002,-0.8726127148,1
143,993,-0.2403407097,-2.438945293,1
143,1025,-0.006323426962,-2.525697231,1
143,1057,0.1752417982,-2.909784079,1
143,1089,0.2403237969,-3.165435314,1
143,1121,0.4120001197,-3.65866065,1
143,1153,0.3690743744,-3.582858562,1
143,1185,1.071208715,-3.827209473,1
143,1217,0.8092477322,-5.469147205,1
143,1249,-0.11541076,-7.126638412,1
143,1281,-1.320850015,-6.747614861,1
143,1313,-1.714668274,-5.829210758,1
143,1345,-0.4613428116,-4.477975845,1
143,1377,0.1590386331,-3.453442574,1
143,1409,0.01438733935,-3.402806282,1
143,1441,-0.5068852901,-1.657013059,1
143,1473,0.2624209821,-0.8651745319,1
143,1505,0.4387205243,-0.7302250862,1
143,1537,0.2934697866,-1.074496865,1
143,1569,1.097466111,-2.187799454,1
143,1601,0.5565042496,-1.345491648,1
143,1633,0.009794965386,0.2774866819,1
143,1665,0.0812317729,0.3970341086,1
143,1697,0.2079848945,-0.3906832337,1
143,1729,3.013880491,-4.660328865,1
143,1761,0.0515557155,-0.1192754507,1
143,1793,0.2339506298,-0.2604845762,1
143,1825,0.2491865605,-0.2871007919,1
143,1857,0.1209884733,-0.06027461588,1
143,1889,-0.1223658621,-0.06050059199,1
143,1921,-0.1744442433,-0.07357275486,1
143,1953,-0.04544436932,0.0004509687424,1
143,1985,-0.115868032,0.07836903632,1
143,2017,-0.155899778,-0.7095878124,1
175,33,1.501141906,-0.1898803264,1
175,65,1.558391333,-0.9759368896,1
175,97,1.622182012,-0.2868317962,1
175,129,1.516065359,-0.9141125679,1
175,161,1.829941511,-2.573498487,1
175,193,2.377520084,-3.59476757,1
175,225,2.261031389,-3.467691183,1
175,257,2.273433924,-2.291329861,1
175,289,1.841757298,-1.560492039,1
175,321,1.071108341,-2.518629074,1
175,353,1.914944649,-2.877600431,1
175,385,1.799555302,-4.155210495,1
175,417,2.08412838,-6.078998089,1
175,449,2.949467421,-5.829555511,1
175,481,2.877148867,-4.574868679,1
175,513,2.349517584,-4.650078297,1
175,545,2.216678619,-6.513725281,1
175,577,1.589779496,-5.535284042,1
175,609,-0.2864668369,-5.750092506,1
175,641,-0.9494155645,-4.613034725,1
175,673,-0.5365847349,-4.035368443,1
175,705,-11.40040493,-9.269099236,1
175,737,-9.290815353,-0.02023696899,1
175,769,3.533113956,-3.983041286,1
175,801,3.05637455,-2.318207264,1
175,833,1.877207518,-2.539170742,1
175,865,0.6228744984,-1.993170142,1
175,897,-0.5366023779,-1.004194856,1
175,929,-0.8717339039,-0.8698446751,1
175,961,-0.7391688824,-1.94010973,1
175,993,-0.4034539759,-2.575299501,1
175,1025,-0.2897417545,-3.09491539,1
175,1057,-0.4594297409,-2.58383441,1
175,1089,-0.3655314445,-1.736200571,1
175,1121,-0.2060479224,-2.812003136,1
175,1153,0.2117241919,-2.71722579,1
175,1185,1.224098206,-3.447687626,1
175,1217,0.6647601724,-5.000475883,1
175,1249,-0.1116443649,-4.944766998,1
175,1281,-0.7836736441,-4.619009495,1
175,1313,-0.5378382802,-4.436285973,1
175,1345,1.25701797,-3.755051613,1
175,1377,0.9498190284,-3.218267918,1
175,1409,0.3882970512,-2.903710842,1
175,1441,0.5367739201,-1.631959081,1
175,1473,0.1903621703,-0.9562702775,1
175,1505,0.3911805153,-0.6733772755,1
175,1537,1.061650515,-1.212061405,1
175,1569,1.413287878,-2.276379824,1
175,1601,0.2834621668,0.290664196,1
175,1633,-0.4742262363,2.077623844,1
175,1665,-0.1735684723,0.8208625317,1
175,1697,0.2307460159,-0.5061860085,1
175,1729,0.4312556982,-0.5971473455,1
175,1761,0.1106553599,-0.3544275761,1
175,1793,-0.00241150707,-0.5223634243,1
175,1825,0.1158500239,-0.2448103726,1
175,1857,-0.0003603324294,0.3168745935,1
175,1889,-0.2328148037,-0.1630634964,1
175,1921,-0.2139829248,0.08903957158,1
175,1953,-0.07198902965,0.2426200807,1
175,1985,-0.199991256,0.07131281495,1
175,2017,-0.251611352,-0.6186356544,1
207,33,1.626337767,0.4319469929,1
207,65,0.9124848843,-0.643007338,1
207,97,0.7749311924,-0.7394030094,1
207,129,1.90625608,-1.976565838,1
207,161,2.348011017,-2.731382608,1
207,193,3.373299837,-2.9981668,1
207,225,3.039993525,-3.645967007,1
207,257,1.915133476,-2.08522296,1
207,289,0.9925438166,0.2615003586,1
207,321,0.873970747,-1.971482038,1
207,353,1.400914192,-2.732886791,1
207,385,1.505289793,-3.251068592,1
207,417,0.7692923546,-4.355032921,1
207,449,0.8169431686,-6.491630077,1
207,481,2.074567795,-5.873828411,1
207,513,1.692420244,-5.467045784,1
207,545,2.6888659,-5.905786991,1
207,577,3.970468521,-4.784900188,1
207,609,0.580051899,-5.481438637,1
207,641,-1.601215363,-4.318599701,1
207,673,-2.361103773,-4.004372597,1
207,705,-2.162666082,-2.798333883,1
207,737,-0.4755263329,-0.2093362808,1
207,769,5.360323906,-0.6815097332,1
207,801,4.164978981,-1.636156201,1
207,833,1.959198594,-1.961289406,1
207,865,0.7111022472,-1.904103279,1
207,897,-0.07082474232,-1.073575377,1
207,929,-0.4203804135,-1.527500629,1
207,961,-0.2644091249,-2.067644596,1
207,993,-0.2318465561,-3.154008389,1
207,1025,-0.2323796749,-3.972742319,1
207,1057,-0.2523545921,-3.122558117,1
207,1089,-0.6185935736,-1.256867886,1
207,1121,-0.6481050253,-1.664410114,1
207,1153,-0.06896026433,-2.111257553,1
207,1185,0.3397251964,-2.224463701,1
207,1217,0.3610569835,-2.907842159,1
207,1249,-0.2269283682,-3.862178326,1
207,1281,-0.3202475309,-4.065538406,1
207,1313,0.2299079299,-3.45905757,1
207,1345,0.410457015,-2.977965355,1
207,1377,-0.01593822241,-2.632984161,1
207,1409,0.4877867997,-2.326309204,1
207,1441,3.052950144,-1.872181296,1
207,1473,-0.07195395231,-0.3113827705,1
207,1505,-0.3808253407,-0.08159518242,1
207,1537,-0.01464578509,-1.339237571,1
207,1569,0.1519951224,-1.833284855,1
207,1601,-0.4230222106,0.5624477267,1
207,1633,-0.6621222496,1.163115621,1
207,1665,-0.2564718127,0.6014646888,1
207,1697,-0.3957833052,-0.02804413438,1
207,1729,0.4898682833,-0.815094173,1
207,1761,0.8962503076,-0.9953171015,1
207,1793,0.08784346282,-0.8061484098,1
207,1825,0.03141085431,-0.405261457,1
207,1857,-0.09649601579,0.03211307526,1
207,1889,-0.2550699711,-0.02166759968,1
207,1921,-0.09805028141,-0.1051321775,1
207,1953,0.1883196831,-0.05727648735,1
207,1985,0.04246839136,0.1310749054,1
207,2017,-0.217197448,-0.5859333277,1
239,33,1.965482712,1.489384174,1
239,65,1.378556609,-0.3439877331,1
239,97,1.638018012,-1.160382152,1
239,129,1.959294438,-2.266456604,1
239,161,1.984079123,-2.648891449,1
239,193,2.903567791,-2.797384262,1
239,225,3.262575388,-2.778564215,1
239,257,1.777504921,-2.160986423,1
239,289,1.270110488,-1.78664875,1
239,321,1.093611836,-2.632758856,1
239,353,1.215153098,-2.755217075,1
239,385,2.174035788,-2.084790945,1
239,417,2.521452904,-3.813768387,1
239,449,1.948148131,-6.130577564,1
239,481,1.698923588,-7.120134354,1
239,513,4.077638626,-6.642390251,1
239,545,4.129662514,-5.582229614,1
239,577,2.828350544,-4.957384586,1
239,609,1.529548526,-5.249381065,1
239,641,-0.7949726582,-4.364171505,1
239,673,-1.145969748,-3.87921524,1
239,705,0.1072966158,-1.96489048,1
239,737,-1.118007302,-0.8994839191,1
239,769,-0.06120228767,-1.40628159,1
239,801,2.060945749,-1.436170101,1
239,833,2.819032669,-2.282909632,1
239,865,1.268768191,-2.728863001,1
239,897,1.023357391,-1.838089466,1
239,929,0.7071046829,-1.479086637,1
239,961,0.2914978564,-2.203820944,1
239,993,-0.1503872573,-4.036062241,1
239,1025,0.2537854016,-4.514834404,1
239,1057,0.6116070747,-4.792254925,1
239,1089,-0.5496439934,-4.011027336,1
239,1121,-0.9510721564,-2.624705315,1
239,1153,-0.08476373553,-2.180284977,1
239,1185,0.01775255054,-1.505485773,1
239,1217,0.1374930441,-1.465896845,1
239,1249,0.1660723984,-3.184335947,1
239,1281,0.06433822215,-3.817534924,1
239,1313,-0.008953846991,-3.687273264,1
239,1345,-0.1703872681,-2.588908434,1
239,1377,-0.6626879573,-2.2657516,1
239,1409,-0.462199688,-2.687512159,1
239,1441,0.5668213367,-1.7598176,1
239,1473,-0.04860410839,-0.04529297352,1
239,1505,-0.8530418873,0.1514272094,1
239,1537,-2.669261456,-1.921193957,1
239,1569,-1.622425318,-2.73951602,1
239,1601,-1.157678366,-1.202086687,1
239,1633,-0.9277761579,-0.5865879655,1
239,1665,-0.2676630616,-0.4918094873,1
239,1697,-0.1642147601,-0.4176306129,1
239,1729,0.6154162288,-1.122002363,1
239,1761,0.07583621144,-0.8275058866,1
239,1793,-0.6374074221,-0.8026950955,1
239,1825,0.2086386681,-0.6486393213,1
239,1857,0.06431703269,-0.4927235842,1
239,1889,-0.0705171302,-0.1982141733,1
239,1921,0.009183295071,-0.2289991379,1
239,1953,0.2519010305,-0.3289974034,1
239,1985,0.1406379938,0.0485445559,1
239,2017,-0.1994339377,-0.7143651247,1
271,33,2.803371668,2.157511711,1
271,65,3.980021477,-1.684254646,1
271,97,2.090935707,-3.998686075,1
271,129,1.438495636,-2.41305089,1
271,161,1.350622296,-2.331270456,1
271,193,1.542222619,-2.894322872,1
271,225,1.960299134,-2.97202611,1
271,257,1.842767239,-2.983977795,1
271,289,1.500037313,-3.056373596,1
271,321,1.331599951,-3.435586929,1
271,353,1.38956058,-3.21269846,1
271,385,1.547431231,-3.333135605,1
271,417,1.608561397,-3.885348797,1
271,449,2.151495457,-4.82663393,1
271,481,2.312727928,-5.251102924,1
271,513,1.840494871,-5.391208172,1
271,545,6.55506897,-22.36032867,1
271,577,1.740686893,-4.827573776,1
271,609,1.518164277,-4.824687004,1
271,641,3.894352436,-22.30514145,1
271,673,-2.988806725,-22.40452194,1
271,705,0.1944475472,-2.352885246,1
271,737,-1.114525557,-1.744781971,1
271,769,-1.138630629,-0.8622772694,1
271,801,0.3104741573,-1.801235914,1
271,833,1.152757168,-2.773712635,1
271,865,1.762522936,-2.955623388,1
271,897,1.921998978,-2.923275471,1
271,929,1.136019588,-2.348645687,1
271,961,0.08517313004,-3.108716726,1
271,993,-0.437348336,-4.356415749,1
271,1025,0.2956868112,-4.71700573,1
271,1057,0.3835984766,-4.858546257,1
271,1089,-0.803363502,-4.520232201,1
271,1121,-0.7962036133,-2.770653009,1
271,1153,-0.03735008836,-1.551744699,1
271,1185,0.1648904979,-1.490152121,1
271,1217,-0.2597003281,-1.79613018,1
271,1249,-0.2724589109,-2.810981512,1
271,1281,-0.3843466938,-3.756034374,1
271,1313,-0.1073634773,-3.911898613,1
271,1345,0.6736474633,-3.26018548,1
271,1377,0.3004517257,-2.262644291,1
271,1409,-0.4854720235,-1.813857198,1
271,1441,0.1035261154,-0.9927017689,1
271,1473,-0.08457557857,-0.3852940202,1
271,1505,-2.141505241,-1.292365074,1
271,1537,-3.436491251,-2.681899548,1
271,1569,-2.771095753,-2.573684692,1
271,1601,-1.600776672,-1.823412418,1
271,1633,-0.9700123072,-1.808605671,1
271,1665,-1.141353607,-2.21612668,1
271,1697,-0.8765212893,-1.321491003,1
271,1729,-0.1610463262,-1.027715921,1
271,1761,-0.5441051722,-0.9015796185,1
271,1793,-0.7913427353,-0.6388604641,1
271,1825,-0.6610299945,-1.663498759,1
271,1857,-1.195583582,-3.852100372,1
271,1889,-0.1206184849,-1.038531303,1
271,1921,-0.3009948432,-0.4176385999,1
271,1953,-0.08281950653,-0.1349427998,1
271,1985,0.1496061385,-0.1636661291,1
271,2017,0.01674902439,-0.8652524948,1
303,33,2.932794809,2.527052402,1
303,65,2.508588552,-1.865790009,1
303,97,2.178827286,-2.579451799,1
303,129,0.4860004187,-1.737839222,1
303,161,0.5333206654,-2.208282709,1
303,193,1.021710038,-2.985295773,1
303,225,1.287505865,-3.379413843,1
303,257,2.172147274,-3.725615978,1
303,289,1.74881494,-3.229884386,1
303,321,1.413816333,-3.786706924,1
303,353,0.6523365974,-4.968817711,1
303,385,-0.004562973976,-4.970563889,1
303,417,0.8047674894,-4.132750511,1
303,449,1.686075687,-3.314605236,1
303,481,2.49056077,-4.2035532,1
303,513,1.613441467,-4.948715687,1
303,545,1.497698545,-5.097578049,1
303,577,1.552701712,-4.461022377,1
303,609,1.477084875,-4.619840145,1
303,641,2.365787506,-5.139128685,1
303,673,1.275513649,-3.538681746,1
303,705,0.3108062744,-3.075160742,1
303,737,0.4914724827,-2.157455206,1
303,769,0.4502493143,-2.08651042,1
303,801,0.6039130688,-2.125701427,1
303,833,1.44563961,-2.389043331,1
303,865,2.025127649,-2.488982201,1
303,897,2.139289141,-2.404520035,1
303,929,1.334617615,-2.639163971,1
303,961,-0.01522225142,-3.308515072,1
303,993,-0.4814329743,-4.241392136,1
303,1025,-0.8475888371,-4.274511337,1
303,1057,-1.457814693,-3.587585926,1
303,1089,-0.891376853,-3.712821722,1
303,1121,-0.5341986418,-2.232131958,1
303,1153,0.2569898963,-1.965434551,1
303,1185,-0.2440681458,-2.163362026,1
303,1217,-1.301840425,-2.18619442,1
303,1249,-2.874469757,-4.563934803,1
303,1281,-2.817708969,-4.65127182,1
303,1313,-0.8164952993,-5.461144447,1
303,1345,0.07186868787,-4.780794144,1
303,1377,0.6615816355,-2.211266279,1
303,1409,0.4572747052,-1.443376899,1
303,1441,0.2488459349,-0.6974476576,1
303,1473,-0.01727748662,-0.6612029672,1
303,1505,-0.5292085409,-1.35537672,1
303,1537,-1.592178464,-2.578397274,1
303,1569,-2.385101795,-2.387327909,1
303,1601,-1.993298173,-2.065034866,1
303,1633,-0.8218266964,-3.728121042,1
303,1665,-1.271722555,-4.235826969,1
