PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 4, filenames: A:[4]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[5]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,16.29275894,0.2433246374,1
47,65,6.790261269,-0.600476265,1
47,97,3.417645454,-1.289759517,1
47,129,0.1620798111,-0.2435523272,1
47,161,3.236752033,-0.0726545155,1
47,193,6.392720222,-0.4187834263,1
47,225,8.243456841,-2.244823456,1
47,257,8.873206139,-2.683202267,1
47,289,7.905996323,-1.916725039,1
47,321,6.936565876,-2.144580603,1
47,353,6.184071064,-3.025665522,1
47,385,6.053287506,-4.087731361,1
47,417,6.643176079,-2.874917269,1
47,449,7.64669466,-2.334280252,1
47,481,7.500710964,-2.131687164,1
47,513,7.993253231,-2.622622252,1
47,545,9.182283401,9.551987648,1
47,577,6.138879776,-4.668873787,1
47,609,7.371048927,-3.636034012,1
47,641,16.25928497,11.714715,1
47,673,-6.53380537,-19.99069405,1
47,705,-10.65430069,-5.194547176,1
47,737,0.02385377884,-17.72652435,1
47,769,7.205959797,-3.279421091,1
47,801,6.852766991,-3.054213285,1
47,833,8.21295929,-0.9656105042,1
47,865,6.100254059,-1.027442575,1
47,897,6.083943367,-0.5905404091,1
47,929,9.643184662,-2.362129211,1
47,961,7.97520256,-1.760624886,1
47,993,7.085321426,-1.726801991,1
47,1025,6.077243805,-1.916057348,1
47,1057,5.209889412,-2.470316887,1
47,1089,3.797396183,-2.929502726,1
47,1121,3.293178082,-2.739592791,1
47,1153,3.689012527,-3.189079285,1
47,1185,6.770364761,-3.892962933,1
47,1217,5.853386402,-4.135491371,1
47,1249,2.637401104,-3.869983673,1
47,1281,1.287449718,-2.708886147,1
47,1313,0.2195559144,-2.515256643,1
47,1345,-0.2547678053,-1.830561638,1
47,1377,-0.6327770948,-6.192973137,1
47,1409,0.3528089523,-9.293503761,1
47,1441,-3.623455763,-4.149722099,1
47,1473,-3.557923794,-6.202280521,1
47,1505,-0.3530502319,-4.979477882,1
47,1537,-0.6097044945,-2.173476219,1
47,1569,-0.1013070345,-1.679448009,1
47,1601,-1.932920933,-0.8901702166,1
47,1633,0.2514810562,-1.725839853,1
47,1665,2.065117121,-1.324430346,1
47,1697,0.4092736244,-0.4989094734,1
47,1729,0.4549677372,0.5078439116,1
47,1761,0.1139720976,0.8447949886,1
47,1793,-0.2868013978,-0.3831820488,1
47,1825,0.3954759836,0.1550114155,1
47,1857,0.6776001453,0.4068166018,1
47,1889,0.3276221752,-0.1501134336,1
47,1921,0.1712040603,-0.7042067051,1
47,1953,0.038590312,-0.6216131449,1
47,1985,-0.1755842865,0.3935164809,1
47,2017,0.6168851852,0.3194899559,1
79,33,7.290699959,-0.07381749153,1
79,65,2.993252754,0.2124613523,1
79,97,3.613252878,0.4450145364,1
79,129,2.409301281,0.1401663423,1
79,161,3.240730762,-0.3360497952,1
79,193,4.843571663,-0.7467473745,1
79,225,5.975464821,-2.004710436,1
79,257,6.290994644,-1.45274508,1
79,289,6.288289547,-0.194686532,1
79,321,6.11123991,-1.572008371,1
79,353,6.004816532,-2.896071672,1
79,385,5.956064701,-3.755137205,1
79,417,5.75592804,-2.699360609,1
79,449,7.215960503,-2.281755209,1
79,481,7.734381676,-2.31436038,1
79,513,6.178884506,-3.142948866,1
79,545,19.70976639,4.397197723,1
79,577,6.293805122,-3.534744024,1
79,609,5.711119175,-3.959150791,1
79,641,7.464441299,-4.157873154,1
79,673,7.737059593,-4.047709465,1
79,705,6.718822002,-4.391783237,1
79,737,-3.003284454,-14.40107536,1
79,769,7.303637028,-2.837467194,1
79,801,7.656322002,-3.101773739,1
79,833,8.596536636,-2.186679602,1
79,865,7.811524391,-2.680249214,1
79,897,8.202466011,-2.814090014,1
79,929,10.49983883,-3.785263062,1
79,961,8.751224518,-2.08562088,1
79,993,8.424959183,-1.465006351,1
79,1025,7.837721825,-2.177446365,1
79,1057,6.575587749,-2.900990963,1
79,1089,4.491378307,-4.122620583,1
79,1121,4.011193752,-4.29217577,1
79,1153,4.964993477,-6.045497894,1
79,1185,4.683186054,-6.593305111,1
79,1217,4.295944214,-6.528091908,1
79,1249,2.786677599,-4.842060089,1
79,1281,1.81697154,-3.687188148,1
79,1313,0.551007688,-3.353983164,1
79,1345,-1.852222681,-3.484051228,1
79,1377,-2.770591736,-4.93337965,1
79,1409,-3.074983597,-5.664229393,1
79,1441,-4.082906723,-23.51858521,1
79,1473,-1.532474995,-4.639715195,1
79,1505,-1.11070323,-2.714183807,1
79,1537,-0.9373480082,-1.849249363,1
79,1569,-0.04820522666,-1.287525773,1
79,1601,1.743121386,-1.333665013,1
79,1633,2.306533337,-0.9680678844,1
79,1665,2.992954493,-1.521372437,1
79,1697,0.4057942629,-0.5773077011,1
79,1729,-0.02290439606,-0.188498646,1
79,1761,0.0254463926,0.1137378216,1
79,1793,0.0481839478,-0.07445722818,1
79,1825,0.05111038685,-0.1682718396,1
79,1857,0.06555429101,0.1135585308,1
79,1889,-0.1051285267,0.3396067321,1
79,1921,-0.2080862373,0.0098862499,1
79,1953,-0.08542785048,-0.1361914128,1
79,1985,-0.1680911481,-0.08914548159,1
79,2017,-0.3429432213,-1.104304075,1
111,33,3.438735485,0.1780717373,1
111,65,3.293914795,-0.125791952,1
111,97,0.2572999001,0.05852502584,1
111,129,4.457330704,-0.2065716386,1
111,161,4.115897179,-0.7475774288,1
111,193,3.973155975,-0.9905357361,1
111,225,3.95486784,-1.500295639,1
111,257,5.042120457,-1.165735841,1
111,289,5.648123264,-1.615410686,1
111,321,5.454874516,-2.163273811,1
111,353,5.337302685,-3.047703266,1
111,385,5.363497257,-3.325592041,1
111,417,5.539197445,-2.721509218,1
111,449,6.976495266,-2.764920473,1
111,481,7.774652481,-2.170655727,1
111,513,6.163391113,-2.800290346,1
111,545,7.247034073,-3.181792021,1
111,577,7.441842556,-3.318583012,1
111,609,6.099577427,12.64318275,1
111,641,7.210733414,-4.765078068,1
111,673,7.919261932,-3.566993237,1
111,705,7.8678689,-2.962439299,1
111,737,7.760686874,-2.157236814,1
111,769,7.471596241,-2.577379227,1
111,801,8.045261383,-2.677293777,1
111,833,8.196961403,-3.227903605,1
111,865,7.953856468,-3.778509378,1
111,897,7.325129509,-4.155600548,1
111,929,8.734087944,-4.203278542,1
111,961,9.268910408,-2.547573805,1
111,993,8.281815529,-2.207481861,1
111,1025,7.916960716,-2.381293774,1
111,1057,7.13478899,-2.800319433,1
111,1089,5.612631798,-3.554425716,1
111,1121,4.686363697,-4.03932476,1
111,1153,4.727142334,-5.563817024,1
111,1185,4.676372528,-5.91680479,1
111,1217,3.880834579,-6.052156448,1
111,1249,3.157278299,-4.331882954,1
111,1281,2.816324234,-3.791423082,1
111,1313,1.353918076,-3.556934357,1
111,1345,-0.8288209438,-3.408216476,1
111,1377,-1.944166541,-3.151041269,1
111,1409,-3.276071787,-2.729152203,1
111,1441,-3.524777412,-3.325283289,1
111,1473,-2.643898726,-2.653698921,1
111,1505,-2.437505007,-2.493840456,1
111,1537,-1.939938784,-2.360018492,1
111,1569,0.2358465493,-1.876942515,1
111,1601,2.535695076,-1.52640295,1
111,1633,4.921129704,-2.233926296,1
111,1665,4.555116653,-3.967450142,1
111,1697,1.907036901,-2.370786667,1
111,1729,0.6617740393,-0.8382852077,1
111,1761,0.1830591559,-0.6270586848,1
111,1793,0.01395323873,-0.589294672,1
111,1825,0.1227384806,-0.3244614005,1
111,1857,-0.01273745298,0.05909542739,1
111,1889,0.04808835685,0.2094640136,1
111,1921,0.08460712433,0.1393373013,1
111,1953,0.05093131959,-0.1929738969,1
111,1985,-0.07221928239,-0.343036592,1
111,2017,-0.5202996731,-0.9534500837,1
143,33,2.217827797,0.2428773642,1
143,65,3.774448156,0.0699519068,1
143,97,1.202888966,-0.004148960114,1
143,129,1.621290207,0.1848064065,1
143,161,2.075608969,0.3690046072,1
143,193,3.102611542,-1.291099072,1
143,225,3.541941643,-1.613520622,1
143,257,4.646008492,-1.37487936,1
143,289,5.132352352,-2.021825552,1
143,321,4.838191986,-2.307069302,1
143,353,4.166285038,-2.330381155,1
143,385,3.829901695,-2.292287111,1
143,417,6.24806881,-2.730293989,1
143,449,8.029975891,-2.944279432,1
143,481,8.500403404,-1.80431962,1
143,513,-2.323846817,5.211338997,1
143,545,7.707540512,-2.15625906,1
143,577,7.434333801,-3.503140211,1
143,609,7.307486534,-4.666706085,1
143,641,11.35066414,16.26830673,1
143,673,8.131319046,-4.024880409,1
143,705,8.167939186,-1.795021057,1
143,737,8.32011795,-0.9237790108,1
143,769,8.490094185,-21.83102417,1
143,801,8.262860298,-0.8684368134,1
143,833,8.233874321,-2.520334244,1
143,865,9.03757,-3.301444292,1
143,897,9.188018799,-3.539137363,1
143,929,9.768547058,-1.902799368,1
143,961,9.514873505,-2.178979635,1
143,993,8.599068642,-2.18695879,1
143,1025,8.10891819,-2.460785627,1
143,1057,7.490896225,-3.239043236,1
143,1089,7.344042778,-3.375662565,1
143,1121,5.107138157,-2.970021963,1
143,1153,4.647257328,-3.604271412,1
143,1185,5.181751728,-5.0365839,1
143,1217,4.47153616,-4.936571598,1
143,1249,3.97217083,-4.120873451,1
