PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 5, filenames: A:[5]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[6]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.06133902073,2.367824554,1
47,65,0.6975035667,-0.3565757871,1
47,97,0.3616405725,-1.414507627,1
47,129,-0.7006402016,-6.081795692,1
47,161,-1.46678257,-7.748100758,1
47,193,2.35892415,-4.299249649,1
47,225,1.458693743,-3.548887014,1
47,257,1.662764549,-3.140795708,1
47,289,10.22541809,-17.18668365,1
47,321,0.2859287262,-4.788416386,1
47,353,0.9900884628,-4.946419239,1
47,385,1.839598775,-4.534056187,1
47,417,2.710572243,-4.664376259,1
47,449,2.368231058,-4.793010712,1
47,481,2.057402611,-5.02819109,1
47,513,1.436860323,-5.278723717,1
47,545,-8.679793358,-12.56563091,1
47,577,-15.40815258,-0.6745080948,1
47,609,3.620529652,-19.79591942,1
47,641,2.359223843,-5.963425159,1
47,673,1.358051419,-6.71530056,1
47,705,6.973421574,-0.737054348,1
47,737,-0.9896637201,-7.095426559,1
47,769,-0.3897577524,-6.056027889,1
47,801,0.5051593781,-5.013679028,1
47,833,0.337346077,-4.401187897,1
47,865,0.5952339172,-3.112884521,1
47,897,0.8961501122,-0.7074496746,1
47,929,3.712172508,5.583064079,1
47,961,1.075501919,-3.803182602,1
47,993,1.421805859,-2.775531054,1
47,1025,-0.2956829071,-2.89304018,1
47,1057,-0.3462672234,-4.862397671,1
47,1089,0.1260280609,-5.459623814,1
47,1121,0.3726534843,-5.086178303,1
47,1153,1.07475853,-4.864147663,1
47,1185,1.671615839,-4.457526207,1
47,1217,-0.0855755806,-2.258424282,1
47,1249,0.5195659399,-1.542133808,1
47,1281,2.260519505,-2.562441826,1
47,1313,1.566242695,-3.514431477,1
47,1345,-0.4900872707,-1.464550495,1
47,1377,0.2692706585,-1.551959991,1
47,1409,0.03708207607,-1.620054483,1
